file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:RC7_RC7_01_49084	-0.0	mzspec:MSV000084900:RC7_RC7_01_49084:scan:791	1	0.85	5	MSV000084900	NoID	MSV000084900	RC7_RC7_01_49084.mzXML	chili pepper
mzspec:MSV000084900:G86827_1x_RF5_01_23362	0.0	mzspec:MSV000084900:G86827_1x_RF5_01_23362:scan:791	1	0.8	5	MSV000084900	NoID	MSV000084900	G86827_1x_RF5_01_23362.mzXML	smoked paprika
mzspec:MSV000084900:G72719_5x_10ul_RA5_01_20210	0.03	mzspec:MSV000084900:G72719_5x_10ul_RA5_01_20210:scan:1236	1	0.76	5	MSV000084900	NoID	MSV000084900	G72719_5x_10ul_RA5_01_20210.mzXML	honey
mzspec:MSV000084900:G79665_1x_10ul_BB11_01_20281	0.03	mzspec:MSV000084900:G79665_1x_10ul_BB11_01_20281:scan:1231	1	0.76	5	MSV000084900	NoID	MSV000084900	G79665_1x_10ul_BB11_01_20281.mzXML	honey
mzspec:MSV000084900:G86823_1x_RF7_01_23365	0.0	mzspec:MSV000084900:G86823_1x_RF7_01_23365:scan:786	1	0.75	4	MSV000084900	NoID	MSV000084900	G86823_1x_RF7_01_23365.mzXML	plant
mzspec:MSV000084900:G78828_1x_BB8_01_20145	0.04	mzspec:MSV000084900:G78828_1x_BB8_01_20145:scan:786	1	0.74	4	MSV000084900	NoID	MSV000084900	G78828_1x_BB8_01_20145.mzXML	herb/spice
mzspec:MSV000084900:G78807_1x_RG2_01_20346	0.04	mzspec:MSV000084900:G78807_1x_RG2_01_20346:scan:1291	1	0.73	5	MSV000084900	NoID	MSV000084900	G78807_1x_RG2_01_20346.mzXML	chocolate mint
mzspec:MSV000084900:G72669_1x_BG4_01_20229	-0.0	mzspec:MSV000084900:G72669_1x_BG4_01_20229:scan:787	1	0.73	4	MSV000084900	NoID	MSV000084900	G72669_1x_BG4_01_20229.mzXML	red chili pepper
mzspec:MSV000084900:G79228_2x_RA12_01_19108	-0.0	mzspec:MSV000084900:G79228_2x_RA12_01_19108:scan:789	1	0.73	4	MSV000084900	NoID	MSV000084900	G79228_2x_RA12_01_19108.mzXML	herb/spice
mzspec:MSV000084900:G78965_1x_BH5_01_20242	0.04	mzspec:MSV000084900:G78965_1x_BH5_01_20242:scan:1230	1	0.72	5	MSV000084900	NoID	MSV000084900	G78965_1x_BH5_01_20242.mzXML	honey
mzspec:MSV000084900:G75573_1x_BH9_01_20274	-0.0	mzspec:MSV000084900:G75573_1x_BH9_01_20274:scan:1151	1	0.72	4	MSV000084900	NoID	MSV000084900	G75573_1x_BH9_01_20274.mzXML	plant
mzspec:MSV000084900:G75187_1x_BH3_01_17347	0.03	mzspec:MSV000084900:G75187_1x_BH3_01_17347:scan:1306	1	0.71	5	MSV000084900	NoID	MSV000084900	G75187_1x_BH3_01_17347.mzXML	chocolate mint
mzspec:MSV000084900:72675_1x_BC3_01_17412	-0.0	mzspec:MSV000084900:72675_1x_BC3_01_17412:scan:803	1	0.71	4	MSV000084900	NoID	MSV000084900	72675_1x_BC3_01_17412.mzXML	grape
mzspec:MSV000084900:G75140_rerun_5ul_RB7_01_17645	0.04	mzspec:MSV000084900:G75140_rerun_5ul_RB7_01_17645:scan:1202	1	0.7	4	MSV000084900	NoID	MSV000084900	G75140_rerun_5ul_RB7_01_17645.mzXML	poppy seed
