USI	Cosine	Matching Peaks	Status
mzspec:MSV000082738:S00016540_Positive_01:scan:202	0.92	4	NoID
mzspec:MSV000082734:20160219_S00020828_P:scan:247	0.89	5	NoID
mzspec:MSV000082734:20160219_S00020819_P:scan:274	0.86	4	NoID
mzspec:MSV000082674:BA7_7A7.V7_BA7_01_454:scan:1457	0.81	6	NoID
mzspec:MSV000082674:BA6_7A6.V7_BA6_01_439:scan:1456	0.81	6	NoID
mzspec:MSV000081816:Plate1_E9_GE9_01_6164:scan:2417	0.8	7	NoID
mzspec:MSV000082674:BA10_7A10.V7_BA10_01_455:scan:1445	0.8	7	NoID
mzspec:MSV000082674:BA8_7A8.V7_BA8_01_448:scan:1458	0.8	5	NoID
mzspec:MSV000081816:Plate2_E10_BE10_01_6253:scan:2666	0.8	5	NoID
mzspec:MSV000081816:Plate2_D8_BD8_01_6238:scan:2735	0.78	7	NoID
mzspec:MSV000081580:V7_BP4_RD4_01_15920:scan:2770	0.78	7	NoID
mzspec:MSV000082674:BA5_7A5.V7_BA5_01_476:scan:1460	0.78	6	NoID
mzspec:MSV000082674:BA9_7A9.V7_BA9_01_432:scan:1469	0.78	6	NoID
mzspec:MSV000084314:MSV000081580:scan:115403	0.77	7	NoID
mzspec:MSV000081580:V3_BP3_RH3_01_15948:scan:2757	0.77	6	NoID
mzspec:MSV000084314:MSV000081816:scan:222063	0.77	5	NoID
mzspec:MSV000082674:BA3_7A3.V7_BA3_01_420:scan:1505	0.77	5	NoID
mzspec:MSV000082674:BB5_7B5.V7_BB5_01_453:scan:1479	0.77	5	NoID
mzspec:MSV000082674:BB4_7B4.V7_BB4_01_475:scan:1476	0.77	5	NoID
mzspec:MSV000080030:P1_GC1V4_Palm_GC1_01_23988:scan:2812	0.76	7	NoID
mzspec:MSV000079181:P2_Vol3_Hand_RE9_01_5814:scan:2847	0.76	7	NoID
mzspec:MSV000081580:V10_BP4_RE4_01_15926:scan:2748	0.76	7	NoID
mzspec:MSV000079181:P2_Vol3_Hand_RF1_01_5818:scan:2833	0.76	7	NoID
mzspec:MSV000084314:MSV000082432:scan:1074301	0.76	7	NoID
mzspec:MSV000081580:V12_BP1_RB1_01_15899:scan:2771	0.76	7	NoID
mzspec:MSV000081580:V11_BP1_BD1_01_16022:scan:2795	0.76	6	NoID
mzspec:MSV000080030:P1_GE9v8_Ring_GE9_01_24018:scan:2796	0.76	6	NoID
mzspec:MSV000080031:PS_V4_BP1_Shampoo_5ul_GA1_01_24459:scan:2735	0.76	6	NoID
mzspec:MSV000082674:PS_V4_BP1_Shampoo_5ul_GA1_01_24459:scan:2735	0.76	6	NoID
mzspec:MSV000082674:BA4_7A4.V7_BA4_01_451:scan:1448	0.76	5	NoID
mzspec:MSV000082674:BB10_7B10.V7_BB10_01_389:scan:1493	0.76	5	NoID
mzspec:MSV000082735:S00015766_Positive_01:scan:231	0.76	4	NoID
mzspec:MSV000084314:MSV000081582:scan:4477463	0.75	7	NoID
mzspec:MSV000079181:P2_Vol3_Hand_RE7_01_5812:scan:2822	0.75	7	NoID
mzspec:MSV000080031:PS_V4_BP1_Shampoo_GA1_01_24458:scan:2683	0.75	7	NoID
mzspec:MSV000082674:PS_V4_BP1_Shampoo_GA1_01_24458:scan:2683	0.75	7	NoID
mzspec:MSV000079181:P2_Vol3_Hand_RE11_01_5816:scan:2845	0.75	7	NoID
mzspec:MSV000081580:V6_BP3_RG3_01_15942:scan:2791	0.75	7	NoID
mzspec:MSV000082432:5E9_ V6_ RJaw_ D14H0_ W7_Reru_BE9_01_11555:scan:2604	0.75	7	NoID
mzspec:MSV000081580:V9_BP3_RC3_01_15963:scan:2785	0.75	6	NoID
mzspec:MSV000082674:BC4_7C4.V10_BC4_01_428:scan:1514	0.75	6	NoID
mzspec:MSV000080492:G2_GG2_01_2640:scan:597	0.75	6	NoID
mzspec:MSV000082432:7C10_ V4_ LF_ D14H24_ W7_BC10_01_11719:scan:2690	0.75	6	NoID
mzspec:MSV000082674:BB6_7B6.V7_BB6_01_468:scan:1478	0.75	5	NoID
mzspec:MSV000081816:Plate2_F2_BF2_01_6257:scan:2552	0.75	5	NoID
mzspec:MSV000081580:V1_BP5_RA5_01_15892:scan:2772	0.74	7	NoID
mzspec:MSV000084314:MSV000082674:scan:705667	0.74	7	NoID
mzspec:MSV000080030:P5_GB6v57_Thumb_GB6_01_23588:scan:2751	0.74	7	NoID
mzspec:MSV000081580:V6_BP1_RG1_01_15940:scan:2768	0.74	7	NoID
mzspec:MSV000080030:P5_GC1v58_Thumb_GC1_01_23595:scan:2738	0.74	7	NoID
mzspec:MSV000081582:14A12_RA12_01_13381:scan:2861	0.74	7	NoID
mzspec:MSV000080030:P5_GB7v57_Index_GB7_01_23589:scan:2749	0.74	7	NoID
