Dataset	Frequency
MSV000079181	22
MSV000079697	611
MSV000079706	66
MSV000079707	43
MSV000079709	51
MSV000079710	71
MSV000079712	48
MSV000079714	71
MSV000079717	74
MSV000079718	60
MSV000079719	31
MSV000079720	98
MSV000079819	2
MSV000080030	11
MSV000080031	1
MSV000080176	1
MSV000080178	1
MSV000080335	4
MSV000080443	1
MSV000080518	1
MSV000080628	2
MSV000080905	1
MSV000081082	1
MSV000081151	1
MSV000081343	1
MSV000081580	11
MSV000081582	142
MSV000081816	1
MSV000082083	4
MSV000082261	1
MSV000082331	11
MSV000082432	24
MSV000082433	3
MSV000082647	2
MSV000082674	14
MSV000082713	1
MSV000082721	5
MSV000082735	1
MSV000082744	1
MSV000082869	3
MSV000082952	1
MSV000082953	13
MSV000083098	1
MSV000083306	1
MSV000083320	133
MSV000083383	1
MSV000083521	10
MSV000083631	2
MSV000083772	3
MSV000083889	20
MSV000084112	1
MSV000084314	14
MSV000084590	2
MSV000084744	2
MSV000085000	3
MSV000085025	1
MSV000085042	1
MSV000085467	1
MSV000085480	6
MSV000085843	3
MSV000085852	10
MSV000085864	2
MSV000085944	21
MSV000086415	1
MSV000086676	6
MSV000087694	1
MSV000088021	14
MSV000088842	121
MSV000089210	1
MSV000089558	2
