Dataset	Frequency
MSV000078667	2
MSV000078670	2
MSV000078789	2
MSV000079181	15
MSV000079389	12
MSV000079523	58
MSV000079598	97
MSV000079697	531
MSV000079706	96
MSV000079707	42
MSV000079709	32
MSV000079710	64
MSV000079712	42
MSV000079714	79
MSV000079717	70
MSV000079718	52
MSV000079719	24
MSV000079720	28
MSV000079772	2
MSV000079773	18
MSV000079808	5
MSV000079813	38
MSV000079819	8
MSV000079888	2
MSV000080015	13
MSV000080030	31
MSV000080142	66
MSV000080167	366
MSV000080176	19
MSV000080177	13
MSV000080178	19
MSV000080179	158
MSV000080186	67
MSV000080187	91
MSV000080188	8
MSV000080299	16
MSV000080335	3
MSV000080469	23
MSV000080507	24
MSV000080533	1
MSV000080559	17
MSV000080562	22
MSV000080574	68
MSV000080604	7
MSV000080616	5
MSV000080628	31
MSV000080673	3
MSV000080905	393
MSV000080928	47
MSV000080930	61
MSV000080931	17
MSV000080949	6
MSV000080950	46
MSV000080951	6
MSV000080952	7
MSV000080953	5
MSV000080960	29
MSV000080963	12
MSV000081005	10
MSV000081030	9
MSV000081045	51
MSV000081049	1
MSV000081064	2
MSV000081065	5
MSV000081067	9
MSV000081113	2
MSV000081116	3
MSV000081160	79
MSV000081171	41
MSV000081176	32
MSV000081318	2
MSV000081351	310
MSV000081354	1
MSV000081364	11
MSV000081379	3
MSV000081463	51
MSV000081486	1
MSV000081492	4
MSV000081508	413
MSV000081544	2
MSV000081580	2
MSV000081582	146
MSV000081676	2
MSV000081694	8
MSV000081731	78
MSV000081804	11
MSV000081808	52
MSV000081810	2
MSV000081816	49
MSV000081892	1
MSV000081893	1
MSV000081949	19
MSV000081952	25
MSV000081981	2
MSV000082048	12
MSV000082049	7
MSV000082074	1
MSV000082082	120
MSV000082083	311
MSV000082084	41
MSV000082085	21
MSV000082086	34
MSV000082128	3
MSV000082261	3
MSV000082312	76
MSV000082331	28
MSV000082380	29
MSV000082382	1
MSV000082432	17
MSV000082433	87
MSV000082463	1
MSV000082488	1
MSV000082490	155
MSV000082493	285
MSV000082582	23
MSV000082602	1
MSV000082608	1
MSV000082629	14
MSV000082630	2
MSV000082633	64
MSV000082647	32
MSV000082649	1
MSV000082662	2
MSV000082674	26
MSV000082678	4
MSV000082776	4
MSV000082794	7
MSV000082869	90
MSV000082891	54
MSV000082905	1
MSV000082924	8
MSV000082944	2
MSV000082952	18
MSV000082953	227
MSV000082960	1
MSV000082962	3
MSV000082963	1
MSV000082967	4
MSV000082973	14
MSV000082999	9
MSV000083010	1
MSV000083032	1
MSV000083049	9
MSV000083055	1
MSV000083065	3
MSV000083077	78
MSV000083094	3
MSV000083098	4
MSV000083102	1
MSV000083106	1
MSV000083183	5
MSV000083264	8
MSV000083268	62
MSV000083272	1
MSV000083275	1
MSV000083300	246
MSV000083306	95
MSV000083320	456
MSV000083365	76
MSV000083372	32
MSV000083383	69
MSV000083387	19
MSV000083388	10
MSV000083395	4
MSV000083396	3
MSV000083449	1
MSV000083475	115
MSV000083482	13
MSV000083483	1
MSV000083521	18
MSV000083522	47
MSV000083523	27
MSV000083533	7
MSV000083536	3
MSV000083541	95
MSV000083559	513
MSV000083605	72
MSV000083631	2
MSV000083632	10
MSV000083651	1
MSV000083660	13
MSV000083678	3
MSV000083729	1
MSV000083757	29
MSV000083759	3
MSV000083772	90
MSV000083791	4
MSV000083798	46
MSV000083835	60
MSV000083888	5
MSV000083889	195
MSV000084008	1
MSV000084010	3
MSV000084016	3
MSV000084092	4
MSV000084095	68
MSV000084096	4
MSV000084112	6
MSV000084116	25
MSV000084119	27
MSV000084132	7
MSV000084143	4
MSV000084152	25
MSV000084158	35
MSV000084165	4
MSV000084187	5
MSV000084208	1
MSV000084278	2
MSV000084314	101
MSV000084322	8
MSV000084463	8
MSV000084556	1
MSV000084590	2
MSV000084595	11
MSV000084610	1
MSV000084628	4
MSV000084674	15
MSV000084715	21
MSV000084716	10
MSV000084738	7
MSV000084741	246
MSV000084744	8
MSV000084753	2
MSV000084755	7
MSV000084765	2
MSV000084783	1
MSV000084873	1
MSV000084900	1
MSV000085000	2
MSV000085024	2
MSV000085025	19
MSV000085107	2
MSV000085129	68
MSV000085256	8
MSV000085261	1
MSV000085389	16
MSV000085404	4
MSV000085443	4
MSV000085444	4
MSV000085446	46
MSV000085467	4
MSV000085480	428
MSV000085506	21
MSV000085508	10
MSV000085555	28
MSV000085561	6
MSV000085657	5
MSV000085713	53
MSV000085777	20
MSV000085778	4
MSV000085779	48
MSV000085786	60
MSV000085843	79
MSV000085844	73
MSV000085852	210
MSV000085862	2
MSV000085870	31
MSV000085871	2
MSV000085879	25
MSV000085882	1
MSV000085891	29
MSV000085944	20
MSV000086002	2
MSV000086027	3
MSV000086063	13
MSV000086064	14
MSV000086123	1
MSV000086131	37
MSV000086176	8
MSV000086206	5
MSV000086208	1
MSV000086221	1
MSV000086236	76
MSV000086270	7
MSV000086293	1
MSV000086335	1
MSV000086360	1
MSV000086415	368
MSV000086483	3
MSV000086620	2
MSV000086666	1
MSV000086676	1
MSV000086830	2
MSV000086878	12
MSV000086882	47
MSV000086926	386
MSV000086989	22
MSV000086993	1
MSV000087005	31
MSV000087006	589
MSV000087087	45
MSV000087322	14
MSV000087359	43
MSV000087364	4
MSV000087368	2
MSV000087449	4
MSV000087523	1
MSV000087588	15
MSV000087612	37
MSV000087628	1
MSV000087629	1
MSV000087630	3
MSV000087646	43
MSV000087650	44
MSV000087685	2
MSV000087692	12
MSV000087694	10
MSV000087702	18
MSV000087711	25
MSV000087747	14
MSV000087809	15
MSV000087854	8
MSV000087882	1
MSV000087904	42
MSV000087905	20
MSV000087935	8
MSV000087948	4
MSV000087951	11
MSV000087991	1
MSV000087995	16
MSV000088008	8
MSV000088021	722
MSV000088062	1
MSV000088087	3
MSV000088137	188
MSV000088164	154
MSV000088187	12
MSV000088324	1
MSV000088332	2
MSV000088335	2
MSV000088420	55
MSV000088519	4
MSV000088546	3
MSV000088570	8
MSV000088594	92
MSV000088640	101
MSV000088645	18
MSV000088646	40
MSV000088732	4
MSV000088823	198
MSV000088828	1
MSV000088842	59
MSV000089061	2
MSV000089210	2
MSV000089313	7
MSV000089459	3
MSV000089540	14
MSV000089558	6
MSV000089725	12
MSV000089740	9
MSV000089808	12
MSV000089834	3
MSV000089900	12
MSV000089937	29
MSV000089952	2
MSV000090002	2
MSV000090003	4
MSV000090004	1
MSV000090005	1
MSV000090006	2
MSV000090011	4
MSV000090012	3
