USI	Cosine	Matching Peaks	Status
mzspec:MSV000082714:20160831_TP_CS00000001-6_P:scan:1431	0.91	7	NoID
mzspec:MSV000082714:20160831_TP_CS00000001-5_P:scan:1492	0.91	7	NoID
mzspec:MSV000084314:MSV000085508:scan:1227411	0.91	6	NoID
mzspec:MSV000084314:MSV000084716:scan:1226792	0.91	6	NoID
mzspec:MSV000084716:UDN_Project02_P_A_QC_NIST_L_021_POS_27Mar17_Lola-WCSH7906:scan:2068	0.91	6	NoID
mzspec:MSV000082714:20160831_TP_CS00000001-4_P:scan:1409	0.91	6	NoID
mzspec:MSV000082744:20160323_PP_CS00000004-1_P:scan:1374	0.91	6	NoID
mzspec:MSV000085508:UDN_Project02_P_A_QC_NIST_L_021_POS_27Mar17_Lola-WCSH7906:scan:2068	0.91	6	NoID
mzspec:MSV000084716:UDN_Project10_P1_A_e2b8505e-5afc-44e9-a57d-77f5f85cde70_L_018_POS_21May18_Lola-WCSH7804:scan:2547	0.91	6	NoID
mzspec:MSV000084716:UDN_Project10_P1_A_5bd8d0d8-5364-4962-9913-76914df96de7_L_012_POS_21May18_Lola-WCSH7804:scan:2493	0.91	6	NoID
mzspec:MSV000082714:20160831_S00025119_P:scan:1430	0.91	6	NoID
mzspec:MSV000085508:UDN_Project10_P1_A_e2b8505e-5afc-44e9-a57d-77f5f85cde70_L_018_POS_21May18_Lola-WCSH7804:scan:2547	0.91	6	NoID
mzspec:MSV000085508:UDN_Project10_P1_A_5bd8d0d8-5364-4962-9913-76914df96de7_L_012_POS_21May18_Lola-WCSH7804:scan:2493	0.91	6	NoID
mzspec:MSV000084716:UDN_Project11_P_A_QC_NIST_L_026_POS_21May18_Lola-WCSH7804:scan:2430	0.91	6	NoID
mzspec:MSV000084716:UDN_Project11_P1_A_25662b35-e4c8-4561-9da7-3048b84f42fd_L_025_POS_21May18_Lola-WCSH7804:scan:2529	0.91	6	NoID
mzspec:MSV000084716:UDN_Project11_P_A_QC_NIST_L_007_POS_21May18_Lola-WCSH7804:scan:2466	0.91	6	NoID
mzspec:MSV000085508:UDN_Project11_P1_A_25662b35-e4c8-4561-9da7-3048b84f42fd_L_025_POS_21May18_Lola-WCSH7804:scan:2529	0.91	6	NoID
mzspec:MSV000085508:UDN_Project11_P_A_QC_NIST_L_026_POS_21May18_Lola-WCSH7804:scan:2430	0.91	6	NoID
mzspec:MSV000085508:UDN_Project11_P_A_QC_NIST_L_007_POS_21May18_Lola-WCSH7804:scan:2466	0.91	6	NoID
mzspec:MSV000082741:20160818_PP_CS00000004-4_P:scan:1369	0.91	6	NoID
mzspec:MSV000082744:20160323_S00021404_P:scan:1296	0.91	6	NoID
mzspec:MSV000082714:20160831_TP_CS00000001-1_P:scan:1443	0.91	6	NoID
mzspec:MSV000085508:UDN_Project07_P_A_QC_NIST_L_021_POS_24Oct17_Lola-WCSH5805:scan:2709	0.91	6	NoID
mzspec:MSV000084716:UDN_Project07_P1_A_67db0d2d-727a-4454-9db0-6ca13c6f7b37_L_031_POS_24Oct17_Lola-WCSH5805:scan:2718	0.91	6	NoID
mzspec:MSV000082714:20160831_S00025125_P:scan:1436	0.91	6	NoID
mzspec:MSV000085508:UDN_Project10_P_A_QC_NIST_L_007_POS_21May18_Lola-WCSH7804:scan:2556	0.91	6	NoID
mzspec:MSV000084716:UDN_Project10_P_A_QC_NIST_L_007_POS_21May18_Lola-WCSH7804:scan:2556	0.91	6	NoID
mzspec:MSV000084716:UDN_Project09_P_A_QC_NIST_L_033_POS_02Mar18_Brandi-WCSH7802:scan:2392	0.91	6	NoID
mzspec:MSV000085508:UDN_Project09_P_A_QC_NIST_L_033_POS_02Mar18_Brandi-WCSH7802:scan:2392	0.91	6	NoID
mzspec:MSV000084716:UDN_Project07_P_A_QC_NIST_L_021_POS_24Oct17_Lola-WCSH5805:scan:2709	0.91	6	NoID
mzspec:MSV000085508:UDN_Project07_P1_A_67db0d2d-727a-4454-9db0-6ca13c6f7b37_L_031_POS_24Oct17_Lola-WCSH5805:scan:2718	0.91	6	NoID
mzspec:MSV000082743:20160115_S00020415_P:scan:994	0.9	7	NoID
mzspec:MSV000082714:20160831_PP_CS00000004-6_P:scan:1418	0.9	6	NoID
mzspec:MSV000082713:20160516_S00022405_P:scan:1451	0.9	6	NoID
mzspec:MSV000082741:20160907_PP_CS00000004-7_P:scan:1432	0.9	6	NoID
mzspec:MSV000082714:20160831_TP_CS00000001-2_P:scan:1419	0.9	6	NoID
mzspec:MSV000082741:20160907_PP_CS00000004-2_P:scan:1447	0.9	6	NoID
mzspec:MSV000082744:20160323_TP_CS00000001-1_P:scan:1327	0.9	6	NoID
mzspec:MSV000082743:20160115_S00020404_P:scan:1127	0.9	6	NoID
mzspec:MSV000082725:20161118_PP_CS00000004-6_P:scan:1436	0.9	6	NoID
