USI	Cosine	Matching Peaks	Status
mzspec:MSV000084314:MSV000081582:scan:7397983	0.94	10	NoID
mzspec:MSV000081508:p02-a05-02A-08_GA5_01_1440:scan:788	0.93	12	NoID
mzspec:MSV000081508:m04-d01-13B_BD1_01_1336:scan:800	0.93	12	NoID
mzspec:MSV000081508:p03-d05-02B-26_BD5_01_1428:scan:798	0.93	12	NoID
mzspec:MSV000081508:p03-c05-02A-26_BC5_01_1421:scan:819	0.93	12	NoID
mzspec:MSV000081508:p02-a07-01A-09_GA7_01_1442:scan:797	0.93	12	NoID
mzspec:MSV000081508:p01-a11-02A-04_GA11_01_1356:scan:797	0.93	12	NoID
mzspec:MSV000081508:p01-a08-02A-03_GA8_01_1353:scan:810	0.93	12	NoID
mzspec:MSV000084314:MSV000080030:scan:2155425	0.93	11	NoID
mzspec:MSV000084314:MSV000081508:scan:262100	0.93	10	NoID
mzspec:MSV000081508:p02-a06-03A-08_GA6_01_1441:scan:807	0.92	12	NoID
mzspec:MSV000081508:m04-b06-06B_BB6_01_1325:scan:807	0.92	12	NoID
mzspec:MSV000081508:m04-b11-11B_BB11_01_1330:scan:811	0.92	12	NoID
mzspec:MSV000081508:p01-b04-01B-02_GB4_01_1366:scan:797	0.92	12	NoID
mzspec:MSV000081508:p01-b05-02B-02_GB5_01_1367:scan:807	0.92	12	NoID
mzspec:MSV000081508:p01-a05-02A-02_GA5_01_1350:scan:799	0.92	12	NoID
mzspec:MSV000081508:m04-b10-10B_BB10_01_1329:scan:799	0.92	12	NoID
mzspec:MSV000081508:p02-a02-02A-07_GA2_01_1437:scan:808	0.92	12	NoID
mzspec:MSV000081508:p01-b09-03B-03_GB9_01_1371:scan:810	0.92	12	NoID
mzspec:MSV000081508:p02-h05-02B-20_GH5_01_1525:scan:798	0.92	12	NoID
mzspec:MSV000081508:m04-a03-03A_BA3_01_1309:scan:805	0.92	12	NoID
mzspec:MSV000081508:m04-d03-15B_BD3_01_1338:scan:789	0.91	12	NoID
mzspec:MSV000081508:p02-g04-01A-20_GG4_01_1517:scan:821	0.91	12	NoID
mzspec:MSV000081508:p02-b09-03B-09_GB9_01_1457:scan:811	0.91	12	NoID
mzspec:MSV000081508:p02-a11-02A-10_GA11_01_1446:scan:808	0.91	12	NoID
mzspec:MSV000081508:p02-a03-03A-07_GA3_01_1438:scan:797	0.91	12	NoID
mzspec:MSV000081508:p02-h06-03B-20_GH6_01_1526:scan:822	0.91	12	NoID
mzspec:MSV000081508:m04-a07-07A_BA7_01_1313:scan:810	0.91	12	NoID
mzspec:MSV000081508:p02-b07-01B-09_GB7_01_1455:scan:810	0.91	12	NoID
mzspec:MSV000081508:p01-a04-01A-02_GA4_01_1349:scan:810	0.91	11	NoID
mzspec:MSV000081508:p02-f09-03B-17_GF9_01_1509:scan:810	0.91	11	NoID
mzspec:MSV000084314:MSV000082493:scan:396028	0.91	10	NoID
mzspec:MSV000081508:m04-a04-04A_BA4_01_1310:scan:798	0.9	12	NoID
mzspec:MSV000081508:p02-b08-02B-09_GB8_01_1456:scan:822	0.9	12	NoID
mzspec:MSV000081508:p02-h02-02B-19_GH2_01_1522:scan:811	0.9	12	NoID
mzspec:MSV000081508:m04-a11-11A_BA11_01_1317:scan:810	0.9	12	NoID
mzspec:MSV000081508:p01-a09-03A-03_GA9_01_1354:scan:788	0.9	12	NoID
mzspec:MSV000081508:m04-a01-01A_BA1_01_1307:scan:820	0.9	12	NoID
mzspec:MSV000081508:p02-h04-01B-20_GH4_01_1524:scan:809	0.9	12	NoID
mzspec:MSV000081508:p03-b03-03B-21_BB3_01_1406:scan:812	0.9	12	NoID
mzspec:MSV000081508:p02-b01-01B-07_GB1_01_1449:scan:818	0.9	12	NoID
mzspec:MSV000081508:p02-g05-02A-20_GG5_01_1518:scan:809	0.9	12	NoID
mzspec:MSV000081508:m04-b07-07B_BB7_01_1326:scan:801	0.9	12	NoID
mzspec:MSV000081508:p02-b02-02B-07_GB2_01_1450:scan:808	0.9	12	NoID
mzspec:MSV000081508:m04-b08-08B_BB8_01_1327:scan:789	0.9	11	NoID
mzspec:MSV000081508:p01-a07-01A-03_GA7_01_1352:scan:810	0.9	11	NoID
mzspec:MSV000081508:p02-e08-02A-17_GE8_01_1495:scan:822	0.9	11	NoID
mzspec:MSV000081508:m04-a09-09A_BA9_01_1315:scan:820	0.9	11	NoID
mzspec:MSV000081508:p01-b06-03B-02_GB6_01_1368:scan:787	0.9	11	NoID
mzspec:MSV000084314:MSV000084590:scan:996309	0.9	10	NoID
mzspec:MSV000081508:p02-b11-02B-10_GB11_01_1459:scan:798	0.89	12	NoID
mzspec:MSV000081508:m04-a12-12A_BA12_01_1318:scan:809	0.89	12	NoID
mzspec:MSV000081508:p01-b08-02B-03_GB8_01_1370:scan:809	0.89	12	NoID
mzspec:MSV000081508:p02-b06-03B-08_GB6_01_1454:scan:809	0.89	12	NoID
