USI	Cosine	Matching Peaks	Status
mzspec:MSV000080443:P2_LON_Vol3_C6_Chest_GC6_01_33159:scan:3242	0.84	15	NoID
mzspec:MSV000080443:P2_LON_Vol3_C4_Ear_GC4_01_33157:scan:3240	0.84	15	NoID
mzspec:MSV000084314:MSV000080443:scan:126037	0.83	13	NoID
mzspec:MSV000080469:10317.000016317:scan:4363	0.83	13	NoID
mzspec:MSV000080469:10317.000018425:scan:4461	0.83	13	NoID
mzspec:MSV000080469:10317.000012313:scan:4397	0.82	13	NoID
mzspec:MSV000080469:10317.000018424:scan:4395	0.81	13	NoID
mzspec:MSV000080443:P2_LON_Vol3_C7_Naval_GC7_01_33160:scan:3228	0.8	14	NoID
mzspec:MSV000079598:15829:scan:4364	0.8	12	NoID
mzspec:MSV000080443:P2_LON_Vol3_C8_Hand_GC8_01_33161:scan:3231	0.79	14	NoID
mzspec:MSV000079598:20524:scan:4406	0.79	12	NoID
mzspec:MSV000080443:P2_LON_Vol3_C1_Head_GC1_01_33154:scan:3220	0.78	15	NoID
mzspec:MSV000080469:10317.000010242:scan:4373	0.77	12	NoID
mzspec:MSV000079598:28555:scan:4494	0.77	12	NoID
mzspec:MSV000080443:P2_LON_Vol3_C3_Nose_GC3_01_33156:scan:3242	0.76	14	NoID
mzspec:MSV000084314:MSV000080442:scan:151008	0.75	12	NoID
mzspec:MSV000079598:20598:scan:4395	0.75	11	NoID
mzspec:MSV000079598:22030_1_2:scan:4416	0.75	11	NoID
mzspec:MSV000082691:20140613_309_Positive_01:scan:767	0.74	12	NoID
mzspec:MSV000082953:P2_A1:scan:3390	0.74	12	NoID
mzspec:MSV000083835:43:scan:5872	0.74	12	NoID
mzspec:MSV000079598:6947_1_2:scan:4408	0.74	11	NoID
mzspec:MSV000080469:10317.000006947:scan:4408	0.74	11	NoID
mzspec:MSV000079274:1152.D_RD9_01_5259:scan:2951	0.73	12	NoID
mzspec:MSV000084595:33_OS3_M_SAMPLE_Env_C9:scan:3485	0.73	12	NoID
mzspec:MSV000084314:MSV000079598:scan:22723	0.73	10	NoID
mzspec:MSV000084595:34_OS4_M_SAMPLE_Env_C10:scan:3527	0.72	12	NoID
mzspec:MSV000084753:F56_1:scan:4744	0.72	12	NoID
mzspec:MSV000084314:MSV000079274:scan:7196	0.72	9	NoID
mzspec:MSV000080442:P1_IRE_Vol2_B6_Chest_GB6_01_33051:scan:3233	0.7	13	NoID
