Dataset	Frequency
MSV000079181	34
MSV000079697	436
MSV000079706	57
MSV000079707	31
MSV000079709	27
MSV000079710	58
MSV000079712	44
MSV000079714	40
MSV000079717	21
MSV000079718	31
MSV000079719	26
MSV000079720	105
MSV000079813	4
MSV000079819	3
MSV000080030	50
MSV000080031	2
MSV000080335	2
MSV000080442	3
MSV000080443	2
MSV000080518	3
MSV000081082	3
MSV000081508	2
MSV000081580	7
MSV000081582	138
MSV000081816	1
MSV000082083	3
MSV000082312	1
MSV000082331	11
MSV000082377	1
MSV000082382	1
MSV000082432	84
MSV000082662	3
MSV000082674	24
MSV000082691	1
MSV000082721	9
MSV000082722	2
MSV000082725	2
MSV000082728	1
MSV000082729	4
MSV000082735	1
MSV000082737	1
MSV000082741	3
MSV000082742	1
MSV000082869	1
MSV000082952	1
MSV000082953	11
MSV000083306	1
MSV000083320	214
MSV000083383	1
MSV000083521	11
MSV000083631	13
MSV000083772	5
MSV000083889	47
MSV000084143	1
MSV000084314	26
MSV000084590	3
MSV000084744	4
MSV000085000	3
MSV000085025	2
MSV000085042	1
MSV000085480	6
MSV000085777	1
MSV000085778	1
MSV000085786	4
MSV000085843	4
MSV000085852	29
MSV000085891	1
MSV000085917	1
MSV000085920	1
MSV000086251	1
MSV000086252	1
MSV000086360	1
MSV000087694	1
MSV000087728	1
MSV000087747	3
MSV000088021	48
MSV000088823	3
MSV000089210	1
MSV000089835	3
