USI	Cosine	Matching Peaks	Status
mzspec:MSV000084314:MSV000079181:scan:639546	0.84	10	NoID
mzspec:MSV000079181:P4_Book_Shelf_RA2_01_5944:scan:1602	0.83	11	NoID
mzspec:MSV000079181:P4_Book_Shelf_RA8_01_5950:scan:1602	0.83	11	NoID
mzspec:MSV000085944:skin_01_1440_OF:scan:953	0.83	8	NoID
mzspec:MSV000085944:skin_01_240_OF:scan:964	0.82	7	NoID
mzspec:MSV000079181:P4_Book_Shelf_RA6_01_5948:scan:1613	0.81	10	NoID
mzspec:MSV000079181:P4_Book_Shelf_RA4_01_5946:scan:1614	0.81	10	NoID
mzspec:MSV000079181:P4_Book_Shelf_RA3_01_5945:scan:1602	0.81	10	NoID
mzspec:MSV000085944:skin_01_90_FH:scan:961	0.81	7	NoID
mzspec:MSV000085944:skin_01_120_OF:scan:960	0.81	7	NoID
mzspec:MSV000079707:group3_P1_E8:scan:956	0.81	7	NoID
mzspec:MSV000079697:group3_P1_E8:scan:956	0.81	7	NoID
mzspec:MSV000085944:skin_01_60_FH:scan:970	0.8	7	NoID
mzspec:MSV000084314:MSV000079707:scan:3264	0.8	7	NoID
mzspec:MSV000080905:P2_EMP_95:scan:766	0.8	7	NoID
mzspec:MSV000079181:P4_Book_Shelf_RA5_01_5947:scan:1624	0.79	9	NoID
mzspec:MSV000083889:2019_1_XX_PPL_Blank_1:scan:1111	0.79	8	NoID
mzspec:MSV000085944:skin_01_480_OF:scan:968	0.79	7	NoID
mzspec:MSV000081952:PHT_20_046_Cort_Waking:scan:1505	0.79	7	NoID
mzspec:MSV000085944:skin_01_360_OF:scan:952	0.79	7	NoID
mzspec:MSV000083077:PHT_20_046_Cort_Waking:scan:1505	0.79	7	NoID
mzspec:MSV000079181:P4_Floor_RC5_01_5973:scan:1635	0.78	11	NoID
mzspec:MSV000079181:P4_Book_Shelf_RA7_01_5949:scan:1613	0.78	10	NoID
mzspec:MSV000082312:SD_01-2018_29_b:scan:1832	0.78	8	NoID
mzspec:MSV000083889:2019_02_18_BF_filter:scan:1093	0.78	8	NoID
mzspec:MSV000084314:MSV000083889:scan:34109	0.78	7	NoID
mzspec:MSV000079598:20598:scan:2353	0.78	7	NoID
mzspec:MSV000085944:skin_01_600_OF:scan:972	0.78	7	NoID
mzspec:MSV000083077:PHT_20_049_Cort_Waking:scan:1468	0.78	7	NoID
mzspec:MSV000081952:PHT_20_049_Cort_Waking:scan:1468	0.78	7	NoID
mzspec:MSV000079181:P4_Book_Shelf_RA9_01_5951:scan:1591	0.77	9	NoID
mzspec:MSV000083889:2019_5_17_IB_DOM_1:scan:1177	0.77	8	NoID
mzspec:MSV000084884:w20_Alg:scan:2922	0.77	8	NoID
mzspec:MSV000085025:PPL_Blank_2:scan:1085	0.77	8	NoID
mzspec:MSV000081351:39135:scan:1048	0.77	7	NoID
mzspec:MSV000083077:PHT_20_062_Cort_1200:scan:1480	0.77	7	NoID
mzspec:MSV000081952:PHT_20_062_Cort_1200:scan:1480	0.77	7	NoID
mzspec:MSV000083077:PHT_20_062_Cort_1000:scan:1461	0.77	7	NoID
mzspec:MSV000081952:PHT_20_062_Cort_1000:scan:1461	0.77	7	NoID
mzspec:MSV000083077:PHT_20_049_Cort_1600:scan:1464	0.77	7	NoID
mzspec:MSV000081952:PHT_20_049_Cort_1600:scan:1464	0.77	7	NoID
mzspec:MSV000089834:Pig_28:scan:1861	0.77	7	NoID
mzspec:MSV000083889:2019_2_18_Holl_DOM_1:scan:1859	0.77	7	NoID
mzspec:MSV000086926:20200310_DOM_Holl_RW_2:scan:1098	0.77	6	NoID
mzspec:MSV000087006:20200310_DOM_Holl_RW_2:scan:1098	0.77	6	NoID
mzspec:MSV000083889:2019_1_22_SIO_DOM_1:scan:1161	0.76	8	NoID
mzspec:MSV000083889:2019_1_22_IB_DOM_2:scan:1173	0.76	8	NoID
mzspec:MSV000084314:MSV000083320:scan:99177	0.76	8	NoID
mzspec:MSV000083320:99454:scan:1160	0.76	8	NoID
mzspec:MSV000081351:39111:scan:994	0.76	7	NoID
mzspec:MSV000080905:SolventBlank_32:scan:762	0.76	7	NoID
mzspec:MSV000081952:PHT_20_047_Cort_1200:scan:1474	0.76	7	NoID
mzspec:MSV000083077:PHT_20_046_Cort_1600:scan:1512	0.76	7	NoID
mzspec:MSV000083077:PHT_20_098_Cort_1600:scan:1529	0.76	7	NoID
mzspec:MSV000081952:PHT_20_046_Cort_1600:scan:1512	0.76	7	NoID
mzspec:MSV000081952:PHT_20_098_Cort_1600:scan:1529	0.76	7	NoID
mzspec:MSV000084884:w100_MB:scan:2918	0.76	7	NoID
mzspec:MSV000083077:PHT_20_047_Cort_1200:scan:1474	0.76	7	NoID
mzspec:MSV000079710:group1_P2_G10:scan:948	0.76	6	NoID
mzspec:MSV000079697:group1_P2_G10:scan:948	0.76	6	NoID
mzspec:MSV000083320:99758:scan:1155	0.75	8	NoID
mzspec:MSV000083889:2019_2_06_IB_DOM_1:scan:1169	0.75	8	NoID
mzspec:MSV000084314:MSV000085025:scan:5949	0.75	7	NoID
mzspec:MSV000089834:Pig_18:scan:1938	0.75	7	NoID
mzspec:MSV000089834:Pig_2:scan:2003	0.75	7	NoID
mzspec:MSV000085870:CS53236_pos_IDA:scan:4780	0.75	7	NoID
mzspec:MSV000089834:Pig_1:scan:2077	0.75	7	NoID
mzspec:MSV000083889:2019_3_02_Holl_DOM_2:scan:1850	0.75	7	NoID
mzspec:MSV000083889:2019_2_22_Holl_DOM_1:scan:1843	0.75	7	NoID
mzspec:MSV000083889:2019_2_08_TJ_DOM_2:scan:1861	0.75	7	NoID
mzspec:MSV000083889:2019_2_16_Holl_DOM_1:scan:1865	0.75	7	NoID
mzspec:MSV000086926:20200313_DOM_Holl_RW_1:scan:1077	0.75	6	NoID
mzspec:MSV000079697:group3_P1_E7:scan:962	0.75	6	NoID
mzspec:MSV000085870:PH697097_pos_IDA:scan:5085	0.75	6	NoID
mzspec:MSV000079707:group3_P1_E7:scan:962	0.75	6	NoID
mzspec:MSV000086926:20200222_DOM_Holl_RW_2:scan:1097	0.75	6	NoID
mzspec:MSV000083889:2019_2_23_Holl_DOM_2:scan:1868	0.75	6	NoID
mzspec:MSV000083889:2019_2_06_TJ_DOM_1:scan:1889	0.75	6	NoID
mzspec:MSV000083889:2019_2_08_Holl_DOM_2:scan:1897	0.75	6	NoID
mzspec:MSV000087006:20200313_DOM_Holl_RW_1:scan:1077	0.75	6	NoID
mzspec:MSV000087006:20200222_DOM_Holl_RW_2:scan:1097	0.75	6	NoID
mzspec:MSV000085840:622_Kumar_Kust_R19_GA2_(2-10-2020_15-53-56):scan:799	0.75	5	NoID
mzspec:MSV000083889:2019_2_06_IB_DOM_2:scan:1182	0.74	7	NoID
mzspec:MSV000080015:MW_B:scan:2778	0.74	7	NoID
mzspec:MSV000082312:SD_01-2018_26_a:scan:1821	0.74	7	NoID
mzspec:MSV000081351:38726:scan:1661	0.74	7	NoID
mzspec:MSV000084884:w100_Alg:scan:2596	0.74	7	NoID
mzspec:MSV000081952:PHT_20_093_Cort_Waking:scan:1475	0.74	7	NoID
mzspec:MSV000083077:PHT_20_077_Cort_1900:scan:1485	0.74	7	NoID
