Dataset	Frequency
MSV000078667	1
MSV000078670	1
MSV000079134	1
MSV000079181	72
MSV000079274	408
MSV000079356	1
MSV000079389	20
MSV000079398	1
MSV000079485	64
MSV000079516	11
MSV000079518	5
MSV000079519	7
MSV000079520	5
MSV000079523	2
MSV000079558	2
MSV000079575	18
MSV000079598	11
MSV000079697	870
MSV000079706	109
MSV000079707	52
MSV000079709	109
MSV000079710	128
MSV000079712	70
MSV000079714	83
MSV000079717	92
MSV000079718	71
MSV000079719	33
MSV000079720	130
MSV000079772	9
MSV000079773	11
MSV000079808	10
MSV000079813	96
MSV000079819	15
MSV000079888	32
MSV000079900	4
MSV000080015	34
MSV000080016	162
MSV000080030	194
MSV000080031	17
MSV000080141	38
MSV000080142	21
MSV000080167	2
MSV000080176	47
MSV000080177	21
MSV000080178	41
MSV000080179	1
MSV000080181	31
MSV000080183	11
MSV000080187	1
MSV000080188	129
MSV000080299	123
MSV000080335	12
MSV000080442	16
MSV000080443	10
MSV000080444	7
MSV000080450	1
MSV000080469	6
MSV000080492	12
MSV000080507	102
MSV000080518	19
MSV000080533	21
MSV000080559	23
MSV000080562	32
MSV000080574	16
MSV000080604	3
MSV000080616	3
MSV000080627	5
MSV000080628	125
MSV000080630	85
MSV000080655	3
MSV000080673	186
MSV000080899	2
MSV000080905	386
MSV000080912	3
MSV000080961	20
MSV000081005	1
MSV000081048	2
MSV000081064	2
MSV000081065	20
MSV000081067	240
MSV000081068	14
MSV000081082	9
MSV000081083	2
MSV000081099	2
MSV000081108	3
MSV000081151	113
MSV000081176	2
MSV000081318	5
MSV000081326	24
MSV000081343	43
MSV000081347	2
MSV000081351	60
MSV000081354	23
MSV000081357	4
MSV000081364	9
MSV000081379	54
MSV000081456	2
MSV000081463	25
MSV000081482	7
MSV000081492	12
MSV000081508	17
MSV000081580	13
MSV000081581	1
MSV000081582	829
MSV000081682	1
MSV000081731	84
MSV000081741	1
MSV000081816	33
MSV000081832	1
MSV000081853	1
MSV000081949	2
MSV000081952	7
MSV000081957	3
MSV000081981	173
MSV000081999	1
MSV000082000	1
MSV000082048	402
MSV000082049	67
MSV000082074	1
MSV000082081	1
MSV000082082	308
MSV000082083	333
MSV000082084	46
MSV000082085	102
MSV000082086	50
MSV000082157	92
MSV000082262	1
MSV000082312	115
MSV000082331	18
MSV000082377	8
MSV000082379	59
MSV000082380	50
MSV000082382	21
MSV000082383	56
MSV000082384	1
MSV000082385	3
MSV000082402	59
MSV000082432	59
MSV000082433	368
MSV000082463	13
MSV000082480	16
MSV000082490	29
MSV000082602	1
MSV000082612	1
MSV000082633	77
MSV000082647	5
MSV000082662	10
MSV000082674	220
MSV000082691	3
MSV000082695	23
MSV000082699	14
MSV000082701	13
MSV000082704	14
MSV000082705	24
MSV000082706	29
MSV000082708	38
MSV000082709	22
MSV000082712	14
MSV000082713	46
MSV000082714	35
MSV000082717	23
MSV000082718	4
MSV000082719	5
MSV000082720	26
MSV000082721	25
MSV000082722	13
MSV000082723	53
MSV000082724	25
MSV000082725	16
MSV000082726	44
MSV000082727	23
MSV000082730	26
MSV000082731	73
MSV000082732	40
MSV000082733	60
MSV000082734	52
MSV000082735	111
MSV000082736	8
MSV000082738	47
MSV000082739	13
MSV000082740	129
MSV000082741	214
MSV000082742	3
MSV000082743	14
