Dataset	Frequency
MSV000079069	1
MSV000079181	53
MSV000079274	1
MSV000079416	1
MSV000079421	2
MSV000079485	5
MSV000079558	1
MSV000079677	7
MSV000080030	168
MSV000080031	52
MSV000080071	2
MSV000080116	1
MSV000080141	8
MSV000080167	5
MSV000080335	1
MSV000080337	1
MSV000080397	1
MSV000080443	7
MSV000080444	26
MSV000080473	1
MSV000080518	2
MSV000080655	2
MSV000080673	1
MSV000081050	1
MSV000081082	2
MSV000081379	9
MSV000081508	30
MSV000081548	127
MSV000081580	5
MSV000081581	1
MSV000081582	179
MSV000081816	1
MSV000081832	1
MSV000081908	1
MSV000081981	1
MSV000082432	16
MSV000082490	1
MSV000082493	18
MSV000082667	32
MSV000082674	58
MSV000082944	5
MSV000082953	7
MSV000082976	1
MSV000082978	2
MSV000083049	1
MSV000083055	3
MSV000083077	1
MSV000083320	19
MSV000083372	1
MSV000083729	10
MSV000083789	1
MSV000084314	36
MSV000084590	5
MSV000085119	1
MSV000085871	1
MSV000085920	15
MSV000085922	1
MSV000085944	3
MSV000086252	15
MSV000086676	14
MSV000087896	1
MSV000088586	1
MSV000088842	24
MSV000089210	3
