file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G72511_1x_10ul_BD9_01_20293	-0.0	mzspec:MSV000084900:G72511_1x_10ul_BD9_01_20293:scan:77	1	0.95	5	MSV000084900	NoID	MSV000084900	G72511_1x_10ul_BD9_01_20293.mzXML	sumac
mzspec:MSV000084900:G83191_1x_BF10_01_20222	0.0	mzspec:MSV000084900:G83191_1x_BF10_01_20222:scan:70	1	0.95	5	MSV000084900	NoID	MSV000084900	G83191_1x_BF10_01_20222.mzXML	plant
mzspec:MSV000084900:75238_1x_BH4_01_20778	-0.0	mzspec:MSV000084900:75238_1x_BH4_01_20778:scan:61	1	0.94	5	MSV000084900	NoID	MSV000084900	75238_1x_BH4_01_20778.mzXML	sparkling water
mzspec:MSV000084900:G83245_1x_RE11_01_20328	-0.0	mzspec:MSV000084900:G83245_1x_RE11_01_20328:scan:65	1	0.93	5	MSV000084900	NoID	MSV000084900	G83245_1x_RE11_01_20328.mzXML	red raspberry
mzspec:MSV000084900:G79736_1x_10ul_RD4_01_20304	-0.0	mzspec:MSV000084900:G79736_1x_10ul_RD4_01_20304:scan:65	1	0.93	5	MSV000084900	NoID	MSV000084900	G79736_1x_10ul_RD4_01_20304.mzXML	lime
mzspec:MSV000084900:75222_1x_15ul_rerun_BA9_01_21450	-0.0	mzspec:MSV000084900:75222_1x_15ul_rerun_BA9_01_21450:scan:80	1	0.93	5	MSV000084900	NoID	MSV000084900	75222_1x_15ul_rerun_BA9_01_21450.mzXML	rose wine, red
mzspec:MSV000084900:G78973_1x_BB7_01_20144	-0.0	mzspec:MSV000084900:G78973_1x_BB7_01_20144:scan:71	1	0.93	5	MSV000084900	NoID	MSV000084900	G78973_1x_BB7_01_20144.mzXML	nutmeg
mzspec:MSV000084900:G78807_1x_RG2_01_20346	0.0	mzspec:MSV000084900:G78807_1x_RG2_01_20346:scan:69	1	0.92	5	MSV000084900	NoID	MSV000084900	G78807_1x_RG2_01_20346.mzXML	chocolate mint
mzspec:MSV000084900:G72512_1x_BF8_01_20220	-0.0	mzspec:MSV000084900:G72512_1x_BF8_01_20220:scan:59	1	0.92	5	MSV000084900	NoID	MSV000084900	G72512_1x_BF8_01_20220.mzXML	cloves
mzspec:MSV000084900:G78871_5x_RA8_01_20127	-0.0	mzspec:MSV000084900:G78871_5x_RA8_01_20127:scan:70	1	0.92	5	MSV000084900	NoID	MSV000084900	G78871_5x_RA8_01_20127.mzXML	herb/spice
mzspec:MSV000084900:G79222_1x_rerun_BA12_01_20132	-0.0	mzspec:MSV000084900:G79222_1x_rerun_BA12_01_20132:scan:58	1	0.91	5	MSV000084900	NoID	MSV000084900	G79222_1x_rerun_BA12_01_20132.mzXML	sesame
mzspec:MSV000084900:G73532_1x_BH12_01_20278	-0.0	mzspec:MSV000084900:G73532_1x_BH12_01_20278:scan:71	1	0.9	5	MSV000084900	NoID	MSV000084900	G73532_1x_BH12_01_20278.mzXML	plant
mzspec:MSV000084900:G79666_1x_RA5_01_20561	-0.0	mzspec:MSV000084900:G79666_1x_RA5_01_20561:scan:65	1	0.9	5	MSV000084900	NoID	MSV000084900	G79666_1x_RA5_01_20561.mzXML	lemon
mzspec:MSV000084900:G72805_1x_rerun_RE3_01_20330	-0.0	mzspec:MSV000084900:G72805_1x_rerun_RE3_01_20330:scan:70	1	0.89	5	MSV000084900	NoID	MSV000084900	G72805_1x_rerun_RE3_01_20330.mzXML	basil
mzspec:MSV000084900:75263_1x_BD6_01_20746	-0.0	mzspec:MSV000084900:75263_1x_BD6_01_20746:scan:79	1	0.89	5	MSV000084900	NoID	MSV000084900	75263_1x_BD6_01_20746.mzXML	apple_cider
mzspec:MSV000084900:G83193_5x_RC12_01_20169	-0.0	mzspec:MSV000084900:G83193_5x_RC12_01_20169:scan:64	1	0.87	5	MSV000084900	NoID	MSV000084900	G83193_5x_RC12_01_20169.mzXML	plant
mzspec:MSV000084900:G83395_5x_RA6_01_21406	-0.0	mzspec:MSV000084900:G83395_5x_RA6_01_21406:scan:74	1	0.81	4	MSV000084900	NoID	MSV000084900	G83395_5x_RA6_01_21406.mzXML	walnut
mzspec:MSV000084900:78845_1x_BG6_01_20772	-0.0	mzspec:MSV000084900:78845_1x_BG6_01_20772:scan:78	1	0.79	4	MSV000084900	NoID	MSV000084900	78845_1x_BG6_01_20772.mzXML	merlot, red
mzspec:MSV000084900:G79735_1x_RE4_01_20321	-0.0	mzspec:MSV000084900:G79735_1x_RE4_01_20321:scan:82	1	0.78	4	MSV000084900	NoID	MSV000084900	G79735_1x_RE4_01_20321.mzXML	lime
