file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G95807_1x_BH6_01_32304	0.02	mzspec:MSV000084900:G95807_1x_BH6_01_32304:scan:150	1	0.96	4	MSV000084900	NoID	MSV000084900	G95807_1x_BH6_01_32304.mzXML	cherry tomato
mzspec:MSV000084900:G95801_1x_RE5_01_32134	0.02	mzspec:MSV000084900:G95801_1x_RE5_01_32134:scan:128	1	0.95	5	MSV000084900	NoID	MSV000084900	G95801_1x_RE5_01_32134.mzXML	cherry tomato
mzspec:MSV000084900:G95827_1x_RE6_01_32135	0.02	mzspec:MSV000084900:G95827_1x_RE6_01_32135:scan:141	1	0.95	4	MSV000084900	NoID	MSV000084900	G95827_1x_RE6_01_32135.mzXML	cherry tomato
mzspec:MSV000084900:G95802_1x_RG4_01_32161	0.02	mzspec:MSV000084900:G95802_1x_RG4_01_32161:scan:137	1	0.95	4	MSV000084900	NoID	MSV000084900	G95802_1x_RG4_01_32161.mzXML	cherry tomato
mzspec:MSV000084900:G96060_1x_RG12_01_32170	0.02	mzspec:MSV000084900:G96060_1x_RG12_01_32170:scan:142	1	0.95	4	MSV000084900	NoID	MSV000084900	G96060_1x_RG12_01_32170.mzXML	cherry tomato
mzspec:MSV000084900:G95851_1x_RH11_01_32183	0.02	mzspec:MSV000084900:G95851_1x_RH11_01_32183:scan:130	1	0.95	4	MSV000084900	NoID	MSV000084900	G95851_1x_RH11_01_32183.mzXML	cherry tomato
mzspec:MSV000084900:G96070_1x_RD2_01_32118	0.02	mzspec:MSV000084900:G96070_1x_RD2_01_32118:scan:137	1	0.95	4	MSV000084900	NoID	MSV000084900	G96070_1x_RD2_01_32118.mzXML	cherry tomato
mzspec:MSV000084900:G95815_1x_RF6_01_32149	0.02	mzspec:MSV000084900:G95815_1x_RF6_01_32149:scan:130	1	0.95	4	MSV000084900	NoID	MSV000084900	G95815_1x_RF6_01_32149.mzXML	cherry tomato
mzspec:MSV000084900:G96082_1x_RG8_01_32166	0.03	mzspec:MSV000084900:G96082_1x_RG8_01_32166:scan:133	1	0.95	4	MSV000084900	NoID	MSV000084900	G96082_1x_RG8_01_32166.mzXML	cherry tomato
mzspec:MSV000084900:G95809_1x_RH3_01_32174	0.02	mzspec:MSV000084900:G95809_1x_RH3_01_32174:scan:130	1	0.95	4	MSV000084900	NoID	MSV000084900	G95809_1x_RH3_01_32174.mzXML	cherry tomato
mzspec:MSV000084900:G86873_1x_RG7_01_23380	0.02	mzspec:MSV000084900:G86873_1x_RG7_01_23380:scan:161	1	0.94	4	MSV000084900	NoID	MSV000084900	G86873_1x_RG7_01_23380.mzXML	black mung bean
mzspec:MSV000084900:G95855_1x_repeat_BA2_01_32298	0.02	mzspec:MSV000084900:G95855_1x_repeat_BA2_01_32298:scan:141	1	0.94	4	MSV000084900	NoID	MSV000084900	G95855_1x_repeat_BA2_01_32298.mzXML	cherry tomato
mzspec:MSV000084900:G96083_1x_RC11_01_32115	0.02	mzspec:MSV000084900:G96083_1x_RC11_01_32115:scan:139	1	0.94	4	MSV000084900	NoID	MSV000084900	G96083_1x_RC11_01_32115.mzXML	cherry tomato
mzspec:MSV000084900:G95796_1x_BH5_01_32303	0.02	mzspec:MSV000084900:G95796_1x_BH5_01_32303:scan:145	1	0.94	4	MSV000084900	NoID	MSV000084900	G95796_1x_BH5_01_32303.mzXML	cherry tomato
mzspec:MSV000084900:G95806_1x_RC8_01_32113	0.02	mzspec:MSV000084900:G95806_1x_RC8_01_32113:scan:140	1	0.94	4	MSV000084900	NoID	MSV000084900	G95806_1x_RC8_01_32113.mzXML	tomato
mzspec:MSV000084900:G96064_1x_RB5_01_32090	0.02	mzspec:MSV000084900:G96064_1x_RB5_01_32090:scan:133	1	0.94	4	MSV000084900	NoID	MSV000084900	G96064_1x_RB5_01_32090.mzXML	cherry tomato
mzspec:MSV000084900:G96079_1x_BA6_01_32254	0.02	mzspec:MSV000084900:G96079_1x_BA6_01_32254:scan:141	1	0.94	4	MSV000084900	NoID	MSV000084900	G96079_1x_BA6_01_32254.mzXML	cherry tomato
mzspec:MSV000084900:G86879_1x_rerun_RG4_01_23443	0.02	mzspec:MSV000084900:G86879_1x_rerun_RG4_01_23443:scan:156	1	0.94	4	MSV000084900	NoID	MSV000084900	G86879_1x_rerun_RG4_01_23443.mzXML	spinach
mzspec:MSV000084900:G86882_1x_BA5_01_23119	0.02	mzspec:MSV000084900:G86882_1x_BA5_01_23119:scan:161	1	0.94	4	MSV000084900	NoID	MSV000084900	G86882_1x_BA5_01_23119.mzXML	semolina
mzspec:MSV000084900:G95948_1x_RD8_01_32124	0.02	mzspec:MSV000084900:G95948_1x_RD8_01_32124:scan:136	1	0.94	4	MSV000084900	NoID	MSV000084900	G95948_1x_RD8_01_32124.mzXML	cherry tomato
mzspec:MSV000084900:G95829_1x_BE3_01_32279	0.02	mzspec:MSV000084900:G95829_1x_BE3_01_32279:scan:135	1	0.94	4	MSV000084900	NoID	MSV000084900	G95829_1x_BE3_01_32279.mzXML	cherry tomato
mzspec:MSV000084900:G95799_1x_RF2_01_32145	0.02	mzspec:MSV000084900:G95799_1x_RF2_01_32145:scan:131	1	0.94	4	MSV000084900	NoID	MSV000084900	G95799_1x_RF2_01_32145.mzXML	cherry tomato
mzspec:MSV000084900:G95857_1x_BD3_01_32272	0.02	mzspec:MSV000084900:G95857_1x_BD3_01_32272:scan:135	1	0.94	4	MSV000084900	NoID	MSV000084900	G95857_1x_BD3_01_32272.mzXML	cherry tomato
mzspec:MSV000084900:G95810_1x_RE10_01_32140	0.02	mzspec:MSV000084900:G95810_1x_RE10_01_32140:scan:131	1	0.94	4	MSV000084900	NoID	MSV000084900	G95810_1x_RE10_01_32140.mzXML	cherry tomato
mzspec:MSV000084900:G96078_1x_BA3_01_32251	0.02	mzspec:MSV000084900:G96078_1x_BA3_01_32251:scan:140	1	0.94	4	MSV000084900	NoID	MSV000084900	G96078_1x_BA3_01_32251.mzXML	cherry tomato
mzspec:MSV000084900:G95817_1x_RC4_01_32103	0.02	mzspec:MSV000084900:G95817_1x_RC4_01_32103:scan:141	1	0.94	4	MSV000084900	NoID	MSV000084900	G95817_1x_RC4_01_32103.mzXML	cherry tomato
mzspec:MSV000084900:G95813_1x_BB3_01_32258	0.02	mzspec:MSV000084900:G95813_1x_BB3_01_32258:scan:131	1	0.94	4	MSV000084900	NoID	MSV000084900	G95813_1x_BB3_01_32258.mzXML	cherry tomato
mzspec:MSV000084900:G79176_5x_RA4_01_19461	0.02	mzspec:MSV000084900:G79176_5x_RA4_01_19461:scan:160	1	0.94	4	MSV000084900	NoID	MSV000084900	G79176_5x_RA4_01_19461.mzXML	fruit
mzspec:MSV000084900:G96085_1x_RB10_01_32096	0.02	mzspec:MSV000084900:G96085_1x_RB10_01_32096:scan:129	1	0.94	4	MSV000084900	NoID	MSV000084900	G96085_1x_RB10_01_32096.mzXML	cherry tomato
mzspec:MSV000084900:G95812_1x_BE4_01_32280	0.02	mzspec:MSV000084900:G95812_1x_BE4_01_32280:scan:134	1	0.94	4	MSV000084900	NoID	MSV000084900	G95812_1x_BE4_01_32280.mzXML	cherry tomato
mzspec:MSV000084900:G95838_1x_RC7_01_32112	0.02	mzspec:MSV000084900:G95838_1x_RC7_01_32112:scan:136	1	0.94	4	MSV000084900	NoID	MSV000084900	G95838_1x_RC7_01_32112.mzXML	tomato
mzspec:MSV000084900:G95825_1x_RG7_01_32165	0.02	mzspec:MSV000084900:G95825_1x_RG7_01_32165:scan:135	1	0.94	4	MSV000084900	NoID	MSV000084900	G95825_1x_RG7_01_32165.mzXML	cherry tomato
mzspec:MSV000084900:G95805_1x_BG5_01_32295	0.02	mzspec:MSV000084900:G95805_1x_BG5_01_32295:scan:135	1	0.94	4	MSV000084900	NoID	MSV000084900	G95805_1x_BG5_01_32295.mzXML	cherry tomato
mzspec:MSV000084900:G95811_1x_RD6_01_32122	0.02	mzspec:MSV000084900:G95811_1x_RD6_01_32122:scan:137	1	0.94	4	MSV000084900	NoID	MSV000084900	G95811_1x_RD6_01_32122.mzXML	cherry tomato
mzspec:MSV000084900:G95944_1x_BB6_01_32261	0.02	mzspec:MSV000084900:G95944_1x_BB6_01_32261:scan:134	1	0.94	4	MSV000084900	NoID	MSV000084900	G95944_1x_BB6_01_32261.mzXML	cherry tomato
mzspec:MSV000084900:G95947_1x_BB2_01_32257	0.02	mzspec:MSV000084900:G95947_1x_BB2_01_32257:scan:143	1	0.94	4	MSV000084900	NoID	MSV000084900	G95947_1x_BB2_01_32257.mzXML	cherry tomato
mzspec:MSV000084900:G95942_1x_RB7_01_32092	0.02	mzspec:MSV000084900:G95942_1x_RB7_01_32092:scan:127	1	0.94	4	MSV000084900	NoID	MSV000084900	G95942_1x_RB7_01_32092.mzXML	cherry tomato
mzspec:MSV000084900:G95820_1x_RE12_01_32142	0.02	mzspec:MSV000084900:G95820_1x_RE12_01_32142:scan:144	1	0.94	4	MSV000084900	NoID	MSV000084900	G95820_1x_RE12_01_32142.mzXML	cherry tomato
mzspec:MSV000084900:G95833_1x_BF6_01_32289	0.02	mzspec:MSV000084900:G95833_1x_BF6_01_32289:scan:135	1	0.94	4	MSV000084900	NoID	MSV000084900	G95833_1x_BF6_01_32289.mzXML	tomato
mzspec:MSV000084900:G95860_1x_BG6_01_32296	0.02	mzspec:MSV000084900:G95860_1x_BG6_01_32296:scan:135	1	0.94	4	MSV000084900	NoID	MSV000084900	G95860_1x_BG6_01_32296.mzXML	cherry tomato
mzspec:MSV000084900:G96090_1x_RB3_01_32088	0.02	mzspec:MSV000084900:G96090_1x_RB3_01_32088:scan:136	1	0.94	4	MSV000084900	NoID	MSV000084900	G96090_1x_RB3_01_32088.mzXML	cherry tomato
mzspec:MSV000084900:G95814_1x_RE4_01_32133	0.02	mzspec:MSV000084900:G95814_1x_RE4_01_32133:scan:138	1	0.94	4	MSV000084900	NoID	MSV000084900	G95814_1x_RE4_01_32133.mzXML	cherry tomato
mzspec:MSV000084900:G95824_1x_BE5_01_32281	0.02	mzspec:MSV000084900:G95824_1x_BE5_01_32281:scan:137	1	0.94	4	MSV000084900	NoID	MSV000084900	G95824_1x_BE5_01_32281.mzXML	cherry tomato
mzspec:MSV000084900:G95826_1x_RD12_01_32128	0.02	mzspec:MSV000084900:G95826_1x_RD12_01_32128:scan:142	1	0.94	4	MSV000084900	NoID	MSV000084900	G95826_1x_RD12_01_32128.mzXML	cherry tomato
mzspec:MSV000084900:G96062_1x_RD4_01_32120	0.02	mzspec:MSV000084900:G96062_1x_RD4_01_32120:scan:138	1	0.94	4	MSV000084900	NoID	MSV000084900	G96062_1x_RD4_01_32120.mzXML	cherry tomato
mzspec:MSV000084900:G96080_1x_BD4_01_32273	0.02	mzspec:MSV000084900:G96080_1x_BD4_01_32273:scan:133	1	0.94	4	MSV000084900	NoID	MSV000084900	G96080_1x_BD4_01_32273.mzXML	cherry tomato
mzspec:MSV000084900:G96089_1x_RC2_01_32101	0.02	mzspec:MSV000084900:G96089_1x_RC2_01_32101:scan:142	1	0.94	4	MSV000084900	NoID	MSV000084900	G96089_1x_RC2_01_32101.mzXML	cherry tomato
