USI	Cosine	Matching Peaks	Status
mzspec:MSV000082741:20161103_S00024388_P:scan:624	0.85	8	NoID
mzspec:MSV000082735:S00015752_Positive_01:scan:515	0.85	8	NoID
mzspec:MSV000082743:20160115_S00020391_P:scan:396	0.85	8	NoID
mzspec:MSV000082716:20150607_TP_CS00000001.1_P:scan:589	0.85	7	NoID
mzspec:MSV000082741:20160818_S00024440_P:scan:601	0.85	7	NoID
mzspec:MSV000082716:20150607_S00015609_P:scan:557	0.85	7	NoID
mzspec:MSV000082699:20161109_S00026335_02_P:scan:640	0.84	8	NoID
mzspec:MSV000082724:20170316_S00027989_P:scan:499	0.84	7	NoID
mzspec:MSV000082735:S00015818_Positive_01:scan:592	0.84	7	NoID
mzspec:MSV000082722:20170125_S00027673_P:scan:525	0.84	7	NoID
mzspec:MSV000082708:20161024_S00026020_P:scan:656	0.83	7	NoID
mzspec:MSV000082692:S00015876_Positive_01:scan:574	0.83	7	NoID
mzspec:MSV000082731:20151020_S00019987_P:scan:468	0.83	7	NoID
mzspec:MSV000082731:20151020_TP_CS00000001-2_P:scan:459	0.83	7	NoID
mzspec:MSV000082735:S00015694_Positive_01:scan:531	0.83	7	NoID
mzspec:MSV000082706:20161027_S00026191_P:scan:724	0.83	7	NoID
mzspec:MSV000084314:MSV000082739:scan:1491	0.83	7	NoID
mzspec:MSV000082695:20161024_S00026072_P:scan:703	0.83	7	NoID
mzspec:MSV000082743:20160115_PP_CS00000004.5_P:scan:504	0.83	7	NoID
mzspec:MSV000082734:20160219_S00020827_P:scan:627	0.83	7	NoID
mzspec:MSV000082704:20160520_TP_CS00000001_4_P:scan:615	0.83	7	NoID
mzspec:MSV000082730:20161006_PP_CS00000004-2_P:scan:653	0.83	7	NoID
mzspec:MSV000082731:20151020_S00019936_P:scan:432	0.83	7	NoID
mzspec:MSV000082741:20161103_S00024343_P:scan:596	0.82	7	NoID
mzspec:MSV000082743:20160115_S00020404_P:scan:487	0.82	7	NoID
mzspec:MSV000082731:20151020_S00019960_P:scan:430	0.82	7	NoID
mzspec:MSV000082741:20161103_S00024386_Repeat_P:scan:576	0.82	7	NoID
mzspec:MSV000082708:20161024_PP_CS00000004-5_P:scan:630	0.82	7	NoID
mzspec:MSV000082744:20160323_PP_CS00000004-4_P:scan:599	0.82	7	NoID
mzspec:MSV000082691:20140613_HSL006_Positive_01:scan:549	0.82	7	NoID
mzspec:MSV000082695:20161024_S00026063_P:scan:670	0.82	7	NoID
mzspec:MSV000082741:20160818_S00024413_P:scan:597	0.82	7	NoID
mzspec:MSV000082735:S00015716_Positive_01:scan:528	0.82	7	NoID
mzspec:MSV000082708:20161024_TP_CS00000001-10_P:scan:652	0.82	7	NoID
mzspec:MSV000082692:S00015873_Positive_01:scan:659	0.82	7	NoID
mzspec:MSV000082716:20150607_S00015596_P:scan:555	0.82	7	NoID
mzspec:MSV000082740:20150505_S00016300_P:scan:476	0.82	7	NoID
mzspec:MSV000082695:20161024_S00026071_P:scan:639	0.82	7	NoID
mzspec:MSV000082692:S00015875_Positive_01:scan:631	0.82	7	NoID
mzspec:MSV000082735:S00015833_Positive_01:scan:565	0.82	7	NoID
mzspec:MSV000082706:20161027_S00026186_P:scan:671	0.82	7	NoID
mzspec:MSV000084314:MSV000082716:scan:2240	0.82	6	NoID
mzspec:MSV000084314:MSV000082708:scan:2026	0.82	6	NoID
mzspec:MSV000084314:MSV000082695:scan:1356	0.82	6	NoID
mzspec:MSV000082741:20160818_S00024432_P:scan:593	0.82	6	NoID
mzspec:MSV000082741:20160818_S00024455_P:scan:575	0.81	7	NoID
mzspec:MSV000082735:S00015714_Positive_01:scan:579	0.81	7	NoID
mzspec:MSV000082743:20160115_TP_CS00000001.5_P:scan:456	0.81	7	NoID
mzspec:MSV000082735:S00015729_Positive_01:scan:536	0.81	7	NoID
mzspec:MSV000082735:S00015700_Positive_01:scan:494	0.81	7	NoID
mzspec:MSV000082740:20150505_S00016306_P:scan:508	0.81	7	NoID
