file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G79650_5x_rerun_BC10_01_20113	0.03	mzspec:MSV000084900:G79650_5x_rerun_BC10_01_20113:scan:1790	1	0.81	4	MSV000084900	NoID	MSV000084900	G79650_5x_rerun_BC10_01_20113.mzXML	plant
mzspec:MSV000084900:G79525_5x_RB2_01_20137	0.03	mzspec:MSV000084900:G79525_5x_RB2_01_20137:scan:1778	1	0.79	8	MSV000084900	NoID	MSV000084900	G79525_5x_RB2_01_20137.mzXML	supplement
mzspec:MSV000084900:G75648_5x_rerun_BG9_01_20103	0.03	mzspec:MSV000084900:G75648_5x_rerun_BG9_01_20103:scan:1721	1	0.77	4	MSV000084900	NoID	MSV000084900	G75648_5x_rerun_BG9_01_20103.mzXML	basmati rice
mzspec:MSV000084900:G74017_5x_RC4_01_20160	0.03	mzspec:MSV000084900:G74017_5x_RC4_01_20160:scan:1791	1	0.76	8	MSV000084900	NoID	MSV000084900	G74017_5x_RC4_01_20160.mzXML	plant
mzspec:MSV000084900:G79664_1x_BG11_01_20236	0.03	mzspec:MSV000084900:G79664_1x_BG11_01_20236:scan:1789	1	0.76	7	MSV000084900	NoID	MSV000084900	G79664_1x_BG11_01_20236.mzXML	molasses
mzspec:MSV000084900:G72477_1x_BF2_01_19535	0.03	mzspec:MSV000084900:G72477_1x_BF2_01_19535:scan:1790	1	0.76	7	MSV000084900	NoID	MSV000084900	G72477_1x_BF2_01_19535.mzXML	soybean
mzspec:MSV000084900:G72511_1x_10ul_BD9_01_20293	0.04	mzspec:MSV000084900:G72511_1x_10ul_BD9_01_20293:scan:1797	1	0.74	7	MSV000084900	NoID	MSV000084900	G72511_1x_10ul_BD9_01_20293.mzXML	sumac
mzspec:MSV000084900:G79264_5x_rerun_BA3_01_20073	0.03	mzspec:MSV000084900:G79264_5x_rerun_BA3_01_20073:scan:1766	1	0.74	5	MSV000084900	NoID	MSV000084900	G79264_5x_rerun_BA3_01_20073.mzXML	plant
mzspec:MSV000084900:G79741_1x_BF11_01_20223	0.03	mzspec:MSV000084900:G79741_1x_BF11_01_20223:scan:1798	1	0.73	6	MSV000084900	NoID	MSV000084900	G79741_1x_BF11_01_20223.mzXML	complex
mzspec:MSV000084900:G79648_5x_BB9_01_19961	0.03	mzspec:MSV000084900:G79648_5x_BB9_01_19961:scan:1755	1	0.72	7	MSV000084900	NoID	MSV000084900	G79648_5x_BB9_01_19961.mzXML	grain/grass
mzspec:MSV000084900:G79173_5x_RD3_01_19505	0.03	mzspec:MSV000084900:G79173_5x_RD3_01_19505:scan:1783	1	0.72	6	MSV000084900	NoID	MSV000084900	G79173_5x_RD3_01_19505.mzXML	lentil
mzspec:MSV000084900:G78970_10x_RE7_01_20195	0.03	mzspec:MSV000084900:G78970_10x_RE7_01_20195:scan:1775	1	0.71	7	MSV000084900	NoID	MSV000084900	G78970_10x_RE7_01_20195.mzXML	herb/spice
