USI	Cosine	Matching Peaks	Status
mzspec:MSV000084314:MSV000081486:scan:705314	0.8	7	NoID
mzspec:MSV000080918:SS79_RG7_01_7394:scan:4223	0.78	7	NoID
mzspec:MSV000089210:GNPS-SUSPECTLIST:scan:66257	0.78	7	NoID
mzspec:MSV000080558:SS79_RG7_01_7394:scan:4223	0.78	7	NoID
mzspec:MSV000080558:SS41_RD5_01_7351:scan:4241	0.77	7	NoID
mzspec:MSV000080918:SS41_RD5_01_7351:scan:4241	0.77	7	NoID
mzspec:MSV000080558:SS78_RG6_01_7393:scan:4231	0.77	6	NoID
mzspec:MSV000080918:SS78_RG6_01_7393:scan:4231	0.77	6	NoID
mzspec:MSV000080558:SS139_RD10_01_7466:scan:4265	0.76	7	NoID
mzspec:MSV000080558:SS251_RF5_01_7598:scan:4231	0.76	7	NoID
mzspec:MSV000080918:SS139_RD10_01_7466:scan:4265	0.76	7	NoID
mzspec:MSV000080918:SS251_RF5_01_7598:scan:4231	0.76	7	NoID
mzspec:MSV000081486:FB00923357_RC6_01_15238:scan:2736	0.76	7	NoID
mzspec:MSV000082869:95530_R-G4:scan:2230	0.75	7	NoID
mzspec:MSV000080918:SS29_RC5_01_7338:scan:4310	0.75	6	NoID
mzspec:MSV000080558:SS29_RC5_01_7338:scan:4310	0.75	6	NoID
mzspec:MSV000080918:SS137_RD8_01_7464:scan:4281	0.75	6	NoID
mzspec:MSV000080558:SS137_RD8_01_7464:scan:4281	0.75	6	NoID
mzspec:MSV000082869:95473_R-A2:scan:1711	0.74	6	NoID
mzspec:MSV000080918:SS177_RG12_01_7510:scan:4237	0.74	6	NoID
mzspec:MSV000080558:SS177_RG12_01_7510:scan:4237	0.74	6	NoID
mzspec:MSV000084314:MSV000080558:scan:473728	0.73	6	NoID
mzspec:MSV000084314:MSV000080918:scan:473633	0.73	6	NoID
mzspec:MSV000080918:SS252_RF6_01_7599:scan:4258	0.73	6	NoID
mzspec:MSV000080558:SS65_RF5_01_7378:scan:4270	0.73	6	NoID
