USI	Cosine	Matching Peaks	Status
mzspec:MSV000083835:24 Control TSB EthAc-pos:scan:4376	0.9	5	NoID
mzspec:MSV000083835:24:scan:4376	0.9	5	NoID
mzspec:MSV000083835:22:scan:4103	0.9	5	NoID
mzspec:MSV000083835:22 Control SA EthAc-pos:scan:4103	0.9	5	NoID
mzspec:MSV000083835:31:scan:4203	0.9	5	NoID
mzspec:MSV000083306:QEC18polar_NIST:scan:2920	0.89	5	NoID
mzspec:MSV000083073:94080:scan:2575	0.89	5	NoID
mzspec:MSV000083306:QEC18RT_NIST_20181229031403:scan:2173	0.89	5	NoID
mzspec:MSV000085944:skin_09_120_UB:scan:2149	0.89	5	NoID
mzspec:MSV000083306:QEC18RT_NIST_20181228191835:scan:2163	0.89	5	NoID
mzspec:MSV000083306:QEC18_NIST_20181227102029:scan:2798	0.88	5	NoID
mzspec:MSV000084314:MSV000082331:scan:3194	0.88	5	NoID
mzspec:MSV000083835:11 Control GSPG meth-pos:scan:4317	0.88	5	NoID
mzspec:MSV000083306:QEC18polar_NIST_20181230070956:scan:2910	0.88	5	NoID
mzspec:MSV000083835:11:scan:4317	0.88	5	NoID
mzspec:MSV000087135:D4:scan:5110	0.87	5	NoID
mzspec:MSV000085944:skin_03_720_UB:scan:2137	0.87	5	NoID
mzspec:MSV000083306:QEC18_NIST:scan:2795	0.87	5	NoID
mzspec:MSV000081343:EZ749:scan:2528	0.87	5	NoID
mzspec:MSV000083835:23 Control GSPG EthAc-pos:scan:4086	0.87	5	NoID
mzspec:MSV000083835:23:scan:4086	0.87	5	NoID
mzspec:MSV000083306:QEC18polar_NIST_20181230170025:scan:2929	0.87	5	NoID
mzspec:MSV000083306:QEC18RT_NIST:scan:2170	0.86	5	NoID
mzspec:MSV000082331:C6_Hand_swab_Peach_Peach2:scan:5096	0.86	5	NoID
mzspec:MSV000082049:15_25:scan:2557	0.86	5	NoID
mzspec:MSV000082331:C5_Hand_swab_pre_Peach_Peach2:scan:4885	0.86	5	NoID
mzspec:MSV000082049:6_33:scan:2511	0.86	5	NoID
mzspec:MSV000084314:MSV000085944:scan:70414	0.86	5	NoID
mzspec:MSV000082049:21_36:scan:2536	0.86	5	NoID
mzspec:MSV000082331:D9_Hand_swab_pre_Tomato:scan:4662	0.86	5	NoID
mzspec:MSV000081343:EZ184:scan:2588	0.86	5	NoID
