Dataset	Frequency
MSV000078667	1
MSV000078669	1
MSV000078670	1
MSV000078780	5
MSV000079134	4
MSV000079181	31
MSV000079274	7
MSV000079329	2
MSV000079389	33
MSV000079398	69
MSV000079485	23
MSV000079523	118
MSV000079575	37
MSV000079598	100
MSV000079697	664
MSV000079706	97
MSV000079707	50
MSV000079709	66
MSV000079710	77
MSV000079712	56
MSV000079714	81
MSV000079717	84
MSV000079718	60
MSV000079719	32
MSV000079720	47
MSV000079772	8
MSV000079773	19
MSV000079808	5
MSV000079813	60
MSV000079819	18
MSV000079888	19
MSV000079900	2
MSV000080000	1
MSV000080015	31
MSV000080016	3
MSV000080030	192
MSV000080031	9
MSV000080071	4
MSV000080141	9
MSV000080142	406
MSV000080167	569
MSV000080176	44
MSV000080177	15
MSV000080178	39
MSV000080179	282
MSV000080181	6
MSV000080186	121
MSV000080187	161
MSV000080188	73
MSV000080299	116
MSV000080335	19
MSV000080450	1
MSV000080464	1
MSV000080469	23
MSV000080492	1
MSV000080507	64
MSV000080518	7
MSV000080533	2
MSV000080554	1
MSV000080559	22
MSV000080562	27
MSV000080574	8
MSV000080604	10
MSV000080616	5
MSV000080627	30
MSV000080628	61
MSV000080629	11
MSV000080630	14
MSV000080673	1644
MSV000080905	332
MSV000080930	2
MSV000080931	7
MSV000080950	1
MSV000080951	7
MSV000080952	13
MSV000080953	4
MSV000080960	30
MSV000080961	2
MSV000081005	12
MSV000081022	5
MSV000081030	3
MSV000081045	53
MSV000081049	2
MSV000081050	1
MSV000081064	2
MSV000081065	6
MSV000081067	82
MSV000081077	2
MSV000081099	1
MSV000081113	1
MSV000081116	4
MSV000081118	3
MSV000081151	5
MSV000081160	118
MSV000081171	36
MSV000081176	32
MSV000081284	3
MSV000081318	2
MSV000081343	75
MSV000081347	4
MSV000081351	328
MSV000081354	12
MSV000081357	48
MSV000081364	37
MSV000081379	10
MSV000081432	1
MSV000081456	30
MSV000081463	31
MSV000081486	1
MSV000081492	9
MSV000081508	441
MSV000081513	1
MSV000081544	4
MSV000081580	9
MSV000081581	1
MSV000081582	444
MSV000081673	1
MSV000081675	5
MSV000081676	5
MSV000081682	3
MSV000081694	28
MSV000081731	86
MSV000081753	1
MSV000081777	2
MSV000081804	13
MSV000081808	48
MSV000081810	5
MSV000081816	138
MSV000081892	1
MSV000081936	1
MSV000081949	8
MSV000081952	103
MSV000081981	1510
MSV000082048	3
MSV000082049	5
MSV000082068	1
MSV000082074	10
MSV000082082	280
MSV000082083	319
MSV000082084	48
MSV000082085	66
MSV000082086	37
MSV000082128	4
MSV000082156	2
MSV000082221	3
MSV000082261	42
MSV000082262	44
MSV000082277	2
MSV000082312	111
MSV000082331	31
MSV000082374	4
MSV000082377	14
MSV000082378	2
MSV000082380	91
MSV000082382	30
MSV000082432	130
MSV000082433	258
MSV000082463	10
MSV000082480	1
MSV000082490	185
MSV000082493	62
MSV000082582	49
MSV000082602	4
MSV000082608	5
MSV000082612	1
MSV000082614	1
MSV000082616	1
MSV000082629	36
MSV000082630	42
MSV000082633	74
MSV000082647	86
MSV000082662	24
MSV000082667	4
MSV000082674	65
MSV000082678	9
MSV000082680	5
MSV000082708	1
MSV000082728	5
MSV000082735	1
MSV000082776	7
MSV000082778	5
MSV000082794	16
MSV000082813	1
MSV000082869	976
MSV000082891	12
MSV000082905	2
MSV000082924	28
MSV000082952	34
MSV000082953	265
MSV000082960	1
MSV000082962	195
MSV000082963	1
MSV000082967	23
MSV000082971	6
MSV000082972	1
MSV000082973	37
MSV000082999	7
MSV000083010	9
MSV000083024	3
MSV000083032	2
MSV000083049	16
MSV000083065	8
MSV000083073	4
MSV000083077	175
MSV000083094	1
MSV000083098	49
MSV000083106	1
MSV000083110	6
MSV000083134	2
MSV000083183	7
MSV000083264	13
MSV000083268	194
MSV000083272	4
MSV000083274	4
MSV000083300	226
MSV000083306	244
MSV000083320	489
MSV000083365	85
MSV000083372	57
MSV000083383	123
MSV000083387	28
MSV000083388	13
MSV000083395	7
MSV000083396	11
MSV000083449	1
MSV000083462	46
MSV000083472	1
MSV000083475	140
MSV000083482	24
MSV000083483	8
MSV000083521	21
MSV000083522	51
MSV000083523	75
MSV000083526	3
MSV000083528	2
MSV000083533	3
MSV000083536	2
MSV000083538	3
MSV000083540	2
MSV000083541	56
MSV000083559	325
MSV000083593	7
MSV000083605	2
MSV000083631	51
MSV000083632	10
MSV000083651	12
MSV000083660	6
MSV000083664	108
MSV000083665	16
MSV000083689	1
MSV000083705	5
MSV000083729	7
MSV000083732	1
MSV000083757	52
MSV000083772	91
MSV000083789	40
MSV000083791	10
MSV000083798	47
MSV000083825	7
MSV000083835	71
MSV000083875	2
MSV000083888	14
MSV000083889	211
MSV000084010	9
MSV000084016	74
MSV000084020	4
MSV000084030	2
MSV000084045	3
MSV000084053	4
MSV000084056	4
MSV000084060	3
MSV000084062	14
MSV000084092	5
MSV000084095	121
MSV000084107	15
MSV000084112	45
MSV000084116	60
MSV000084118	4
MSV000084119	29
MSV000084132	10
MSV000084143	26
MSV000084152	25
MSV000084158	35
MSV000084165	4
MSV000084218	3
MSV000084237	4
MSV000084278	11
MSV000084314	216
MSV000084322	21
MSV000084325	4
MSV000084391	3
MSV000084460	1
MSV000084463	25
MSV000084554	1
MSV000084556	8
MSV000084590	4
MSV000084591	1
MSV000084595	7
MSV000084610	13
MSV000084628	6
MSV000084674	44
MSV000084715	38
MSV000084716	22
MSV000084738	18
MSV000084741	112
MSV000084744	11
MSV000084753	80
MSV000084755	1
MSV000084783	213
MSV000084873	2
MSV000084884	4
MSV000084900	10
MSV000084904	1
MSV000084907	9
MSV000084951	1
MSV000084955	3
MSV000085000	6
MSV000085024	5
MSV000085025	19
MSV000085031	1
MSV000085042	2
MSV000085101	1
MSV000085103	27
MSV000085107	14
MSV000085119	1
MSV000085129	127
MSV000085142	5
MSV000085256	82
MSV000085326	1
MSV000085352	1
MSV000085370	3
MSV000085373	3
MSV000085389	301
MSV000085404	6
MSV000085417	34
MSV000085443	6
MSV000085444	6
MSV000085467	34
MSV000085480	587
MSV000085505	4
MSV000085506	38
MSV000085508	22
MSV000085519	1
MSV000085554	9
MSV000085555	37
MSV000085561	21
MSV000085582	3
MSV000085584	2
MSV000085585	2
MSV000085608	2
MSV000085657	6
MSV000085669	2
MSV000085713	30
MSV000085777	29
MSV000085778	5
MSV000085779	61
MSV000085786	62
MSV000085840	1
MSV000085843	90
MSV000085844	74
MSV000085852	332
MSV000085862	5
MSV000085864	15
MSV000085870	56
MSV000085871	4
MSV000085879	45
MSV000085882	1
MSV000085891	30
MSV000085917	5
MSV000085925	1
MSV000085944	103
MSV000085991	3
MSV000086002	2
MSV000086015	1
MSV000086027	28
MSV000086063	2
MSV000086064	2
MSV000086065	1
MSV000086123	1
MSV000086131	4
MSV000086206	6
MSV000086207	1
MSV000086208	3
MSV000086221	3
MSV000086236	98
MSV000086246	1
MSV000086251	5
MSV000086270	251
MSV000086360	19
MSV000086415	464
MSV000086427	2
MSV000086482	6
MSV000086483	1
MSV000086620	3
MSV000086666	1
MSV000086676	2
MSV000086760	3
MSV000086821	4
MSV000086830	14
MSV000086878	6
MSV000086879	5
MSV000086882	46
MSV000086883	3
MSV000086896	8
MSV000086926	445
MSV000086989	40
MSV000086993	2
MSV000087005	37
MSV000087006	644
MSV000087087	176
MSV000087167	1
MSV000087187	6
MSV000087322	13
MSV000087359	38
MSV000087364	133
MSV000087368	30
MSV000087449	38
MSV000087523	15
MSV000087572	12
MSV000087588	16
MSV000087612	102
MSV000087628	3
MSV000087629	3
MSV000087630	3
MSV000087646	21
MSV000087650	20
MSV000087685	2
MSV000087690	12
MSV000087692	13
MSV000087694	22
MSV000087702	20
MSV000087711	25
MSV000087728	72
MSV000087744	1
MSV000087747	17
MSV000087784	3
MSV000087809	16
MSV000087854	1
MSV000087885	1
MSV000087904	1
MSV000087935	3
MSV000087948	8
MSV000087951	15
MSV000087964	1
MSV000087991	35
MSV000087995	17
MSV000088008	16
MSV000088021	765
MSV000088040	1
MSV000088087	26
MSV000088137	181
MSV000088164	152
MSV000088187	15
MSV000088196	50
MSV000088246	3
MSV000088255	27
MSV000088324	86
MSV000088332	5
MSV000088335	1
MSV000088337	27
MSV000088420	90
MSV000088462	2
MSV000088476	1
MSV000088511	1
MSV000088546	212
MSV000088564	1
MSV000088570	21
MSV000088594	109
MSV000088606	1
MSV000088640	94
MSV000088645	412
MSV000088646	297
MSV000088661	1
MSV000088693	2
MSV000088732	16
MSV000088823	238
MSV000088827	1
MSV000088828	1
MSV000088842	199
MSV000088843	11
MSV000089210	1
MSV000089249	4
MSV000089313	53
MSV000089459	11
MSV000089483	5
MSV000089518	10
MSV000089523	1
MSV000089540	6
MSV000089558	4
MSV000089638	2
MSV000089715	3
MSV000089725	25
MSV000089740	9
MSV000089808	25
MSV000089834	3
MSV000089835	3
MSV000089900	25
MSV000089937	28
MSV000089952	2
MSV000090000	1
MSV000090002	1
MSV000090003	3
MSV000090006	1
MSV000090011	4
MSV000090012	3
