file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G96109_repeat_RB11_01_31549	-0.04	mzspec:MSV000084900:G96109_repeat_RB11_01_31549:scan:1665	1	0.78	6	MSV000084900	NoID	MSV000084900	G96109_repeat_RB11_01_31549.mzXML	yogurt_cow
mzspec:MSV000084900:G95980_RF6_01_31559	-0.04	mzspec:MSV000084900:G95980_RF6_01_31559:scan:1660	1	0.77	6	MSV000084900	NoID	MSV000084900	G95980_RF6_01_31559.mzXML	yogurt_cow
mzspec:MSV000084900:G95972_RC8_01_31491	-0.04	mzspec:MSV000084900:G95972_RC8_01_31491:scan:1668	1	0.75	6	MSV000084900	NoID	MSV000084900	G95972_RC8_01_31491.mzXML	yogurt_cow
mzspec:MSV000084900:G96364_5x_RE3_01_32666	-0.04	mzspec:MSV000084900:G96364_5x_RE3_01_32666:scan:1417	1	0.74	6	MSV000084900	NoID	MSV000084900	G96364_5x_RE3_01_32666.mzXML	beef
mzspec:MSV000084900:G96095_RA11_01_31464	-0.04	mzspec:MSV000084900:G96095_RA11_01_31464:scan:1643	1	0.74	5	MSV000084900	NoID	MSV000084900	G96095_RA11_01_31464.mzXML	yogurt_cow
mzspec:MSV000084900:G83452_1x_RD9_01_21809	-0.04	mzspec:MSV000084900:G83452_1x_RD9_01_21809:scan:1405	1	0.73	6	MSV000084900	NoID	MSV000084900	G83452_1x_RD9_01_21809.mzXML	complex
mzspec:MSV000084900:G72768_BH12_01_19060	-0.04	mzspec:MSV000084900:G72768_BH12_01_19060:scan:1454	1	0.73	5	MSV000084900	NoID	MSV000084900	G72768_BH12_01_19060.mzXML	butter
mzspec:MSV000084900:G75136_5x_rerun_14ul_RF5_01_19595	-0.04	mzspec:MSV000084900:G75136_5x_rerun_14ul_RF5_01_19595:scan:1673	1	0.72	5	MSV000084900	NoID	MSV000084900	G75136_5x_rerun_14ul_RF5_01_19595.mzXML	complex
mzspec:MSV000084900:73992_1x_BB7_01_17403	-0.04	mzspec:MSV000084900:73992_1x_BB7_01_17403:scan:1677	1	0.71	5	MSV000084900	NoID	MSV000084900	73992_1x_BB7_01_17403.mzXML	complex
mzspec:MSV000084900:G96347_5x_RB6_01_32607	-0.04	mzspec:MSV000084900:G96347_5x_RB6_01_32607:scan:1416	1	0.71	4	MSV000084900	NoID	MSV000084900	G96347_5x_RB6_01_32607.mzXML	beef
mzspec:MSV000084900:18NAVY28_v2_sup_4_BB6_01_39743	-0.04	mzspec:MSV000084900:18NAVY28_v2_sup_4_BB6_01_39743:scan:1702	1	0.7	6	MSV000084900	NoID	MSV000084900	18NAVY28_v2_sup_4_BB6_01_39743.mzXML	cheddar cheese
mzspec:MSV000084900:G73641_2x_RF10_01_19188	-0.04	mzspec:MSV000084900:G73641_2x_RF10_01_19188:scan:1451	1	0.7	5	MSV000084900	NoID	MSV000084900	G73641_2x_RF10_01_19188.mzXML	sour cream
