USI	Cosine	Matching Peaks	Status
mzspec:MSV000084062:E18_2:scan:2437	1.0	7	NoID
mzspec:MSV000084062:E15_1:scan:2438	1.0	7	NoID
mzspec:MSV000084107:E15_1:scan:2438	1.0	7	NoID
mzspec:MSV000084107:P53_3:scan:2459	1.0	7	NoID
mzspec:MSV000084107:A23_1:scan:2427	1.0	7	NoID
mzspec:MSV000084062:P53_3:scan:2459	1.0	7	NoID
mzspec:MSV000084062:A23_1:scan:2427	1.0	7	NoID
mzspec:MSV000084107:E18_2:scan:2437	1.0	7	NoID
mzspec:MSV000085870:CS56148_pos_IDA:scan:2314	1.0	6	NoID
mzspec:MSV000089210:GNPS-SUSPECTLIST:scan:76773	0.99	7	NoID
mzspec:MSV000084062:P38_3:scan:2452	0.99	7	NoID
mzspec:MSV000084107:P38_3:scan:2452	0.99	7	NoID
mzspec:MSV000084062:E11_2:scan:2446	0.99	7	NoID
mzspec:MSV000084107:E11_2:scan:2446	0.99	7	NoID
mzspec:MSV000082387:G95971_repeat_RG8_01_31631:scan:326	0.99	6	NoID
mzspec:MSV000081657:G72728_5x_BA9_01_18264:scan:380	0.99	6	NoID
mzspec:MSV000082074:G72728_5x_BA9_01_18264:scan:380	0.99	6	NoID
mzspec:MSV000084900:G86848_1x_RA6_01_23479:scan:378	0.99	6	NoID
mzspec:MSV000082074:G86848_1x_RA6_01_23479:scan:378	0.99	6	NoID
mzspec:MSV000084900:G72728_5x_BA9_01_18264:scan:380	0.99	6	NoID
mzspec:MSV000083014:G95971_repeat_RG8_01_31631:scan:326	0.99	6	NoID
mzspec:MSV000084900:G95971_repeat_RG8_01_31631:scan:326	0.99	6	NoID
mzspec:MSV000083010:G86848_1x_RA6_01_23479:scan:378	0.99	6	NoID
mzspec:MSV000083010:G72728_5x_BA9_01_18264:scan:380	0.99	6	NoID
mzspec:MSV000085870:PH697338_pos_IDA:scan:2193	0.99	6	NoID
mzspec:MSV000084107:E17_2:scan:2443	0.98	7	NoID
