USI	Cosine	Matching Peaks	Status
mzspec:MSV000085944:skin_03_1440_UB:scan:192	0.85	7	NoID
mzspec:MSV000085944:skin_07_360_OF:scan:194	0.79	8	NoID
mzspec:MSV000086483:DHMC_19_D10_rerun:scan:153	0.79	7	NoID
mzspec:MSV000085944:skin_07_360_UB:scan:192	0.78	7	NoID
mzspec:MSV000085944:skin_07_120_UB:scan:195	0.77	7	NoID
mzspec:MSV000084314:MSV000085944:scan:112579	0.77	6	NoID
mzspec:MSV000087364:SD200_N:scan:77	0.75	7	NoID
mzspec:MSV000087646:JA_Feb152021_RMmetabolomics_ddMS2IE0pos_LC_POOL_Saliva:scan:3547	0.75	5	NoID
mzspec:MSV000087364:SD200_T:scan:74	0.73	7	NoID
mzspec:MSV000085944:skin_09_90_OF_20200811221253:scan:202	0.73	6	NoID
mzspec:MSV000083049:J1_GB7_01_38504:scan:108	0.73	4	NoID
mzspec:MSV000083049:Marotz_ft_mgF_10182018.csv:scan:1771	0.73	4	NoID
mzspec:MSV000087364:MSU001_N18:scan:133	0.72	6	NoID
mzspec:MSV000087364:MSU001_N12:scan:132	0.71	6	NoID
mzspec:MSV000087364:SH027_T:scan:91	0.71	6	NoID
mzspec:MSV000084314:MSV000087364:scan:22299	0.71	6	NoID
