USI	Cosine	Matching Peaks	Status
mzspec:MSV000082744:20160328_TP_CS00000001-19_P:scan:2433	0.91	13	NoID
mzspec:MSV000082744:20160411_S00021384_P:scan:2257	0.91	12	NoID
mzspec:MSV000082713:20160516_S00022418_P:scan:2492	0.9	12	NoID
mzspec:MSV000082718:S00016798_Rat:scan:2308	0.89	13	NoID
mzspec:MSV000082744:20160323_S00021365_P:scan:1809	0.89	12	NoID
mzspec:MSV000082744:20160323_S00021463_P:scan:2296	0.88	13	NoID
mzspec:MSV000082717:20160617_S00022679_P:scan:2162	0.88	12	NoID
mzspec:MSV000082744:20160411_PP_CS00000004-7_P:scan:1848	0.88	12	NoID
mzspec:MSV000082744:20160328_TP_CS00000001-1B_P:scan:2612	0.88	12	NoID
mzspec:MSV000082718:S00016807_Rat:scan:2240	0.88	12	NoID
mzspec:MSV000082718:S00016794_Rat:scan:2262	0.87	13	NoID
mzspec:MSV000082718:S00016778_Rat:scan:1944	0.87	12	NoID
mzspec:MSV000082734:20160219_S00020852_P:scan:2569	0.87	12	NoID
mzspec:MSV000081082:GA8P7_18obesa-MS1_GA8_01_28637:scan:3855	0.87	12	NoID
mzspec:MSV000080518:BA8P7_18obesa_BA8_01_28635:scan:3855	0.87	12	NoID
mzspec:MSV000082718:S00016786_Rat:scan:2098	0.87	12	NoID
mzspec:MSV000082744:20160404_S00021258_P:scan:2349	0.87	12	NoID
mzspec:MSV000082744:20160404_S00021448_P:scan:2449	0.87	12	NoID
mzspec:MSV000082728:20140730_46-G-4-P_Positive_01:scan:2625	0.87	12	NoID
mzspec:MSV000082743:20160120_PP_CS00000004-3_P:scan:1611	0.87	12	NoID
mzspec:MSV000082717:20160617_PP_CS00000004-6_P:scan:2472	0.87	11	NoID
mzspec:MSV000082727:20161020_PP_CS00000004-7_P:scan:1769	0.87	11	NoID
mzspec:MSV000084314:MSV000082734:scan:4373	0.87	11	NoID
mzspec:MSV000084314:MSV000082713:scan:4712	0.87	10	NoID
mzspec:MSV000082744:20160323_TP_CS00000001-7_P:scan:2418	0.86	12	NoID
mzspec:MSV000082744:20160328_S00021328_P:scan:2468	0.86	12	NoID
mzspec:MSV000082718:S00016790_Rat:scan:2180	0.86	12	NoID
mzspec:MSV000082734:20160219_S00020820_P:scan:2588	0.86	12	NoID
mzspec:MSV000082725:20161118_PP_CS00000004-1_P:scan:1721	0.86	12	NoID
mzspec:MSV000082724:20170316_S00027979_P:scan:1538	0.86	12	NoID
mzspec:MSV000082741:20160907_PP_CS00000004-6_P:scan:2695	0.86	12	NoID
mzspec:MSV000082713:20160516_S00022417_repeat_P:scan:2273	0.86	12	NoID
mzspec:MSV000082713:20160516_S00022432_P:scan:2377	0.86	11	NoID
mzspec:MSV000082744:20160328_PP_CS00000004-4_P:scan:1806	0.86	11	NoID
mzspec:MSV000082704:20160520_PP_CS00000004-2_P:scan:1866	0.86	11	NoID
mzspec:MSV000082734:20160219_S00020851_P:scan:2503	0.86	11	NoID
mzspec:MSV000082713:20160516_TP_CS00000001-4_P:scan:2490	0.86	11	NoID
mzspec:MSV000084314:MSV000082704:scan:2726	0.86	10	NoID
mzspec:MSV000082718:S00016776_Rat:scan:2050	0.85	12	NoID
mzspec:MSV000082744:20160411_PP_CS00000004-3_P:scan:2572	0.85	12	NoID
mzspec:MSV000082744:20160323_S00021469_P:scan:2353	0.85	12	NoID
mzspec:MSV000082718:S00016793_Rat:scan:2324	0.85	12	NoID
mzspec:MSV000082744:20160411_S00021375_P:scan:2411	0.85	12	NoID
mzspec:MSV000082744:20160411_S00021284_P:scan:2454	0.85	12	NoID
mzspec:MSV000082744:20160323_S00021292_P:scan:2283	0.85	12	NoID
mzspec:MSV000082744:20160328_S00021459_P:scan:2409	0.85	11	NoID
mzspec:MSV000082744:20160328_S00021337_P:scan:2386	0.85	11	NoID
mzspec:MSV000082744:20160328_S00021449_P:scan:2371	0.85	11	NoID
mzspec:MSV000082744:20160323_PP_CS00000004-4_P:scan:1766	0.85	11	NoID
mzspec:MSV000082744:20160328_S00021370_P:scan:2379	0.85	11	NoID
mzspec:MSV000082729:20160307_S00021647_P:scan:2145	0.85	11	NoID
mzspec:MSV000082713:20160516_PP_CS00000004-7_P:scan:1755	0.85	11	NoID
mzspec:MSV000082699:20161109_PP_CS00000004-5_P:scan:1671	0.85	11	NoID
mzspec:MSV000082744:20160323_TP_CS00000001-4_P:scan:2396	0.85	11	NoID
mzspec:MSV000082739:20160623_PP_CS00000004-6_P:scan:1866	0.85	11	NoID
mzspec:MSV000082717:20160617_S00022668_P:scan:2112	0.85	11	NoID
mzspec:MSV000082744:20160328_TP_CS00000001-21_P:scan:2397	0.85	11	NoID
mzspec:MSV000082743:20160115_S00020367_P:scan:2072	0.85	11	NoID
mzspec:MSV000082734:20160219_CS00000004.1_P:scan:1855	0.85	11	NoID
mzspec:MSV000084314:MSV000082744:scan:36381	0.85	10	NoID
mzspec:MSV000082728:20140730_C2176KW_2B_P3_Positive_01:scan:2595	0.84	12	NoID
