USI	Cosine	Matching Peaks	Status
mzspec:MSV000085870:PH697217_pos_IDA:scan:5376	0.87	13	NoID
mzspec:MSV000085870:PH697289_pos_IDA:scan:5316	0.87	12	NoID
mzspec:MSV000085870:PH697211_pos_IDA:scan:5480	0.86	11	NoID
mzspec:MSV000084314:MSV000080030:scan:2746501	0.82	12	NoID
mzspec:MSV000085870:PH697119_pos_IDA:scan:4922	0.82	11	NoID
mzspec:MSV000085870:PH697247_pos_IDA:scan:5341	0.82	10	NoID
mzspec:MSV000085870:PH697287_pos_IDA:scan:4961	0.82	10	NoID
mzspec:MSV000085870:PH697184_pos_IDA:scan:4701	0.81	10	NoID
mzspec:MSV000085870:PH697182_pos_IDA:scan:5140	0.81	10	NoID
mzspec:MSV000085870:PH697272_pos_IDA:scan:5002	0.8	8	NoID
mzspec:MSV000089483:S3_FF_B_GB4_01_63672:scan:839	0.78	10	NoID
mzspec:MSV000079697:group2_P2_D10:scan:1258	0.78	9	NoID
mzspec:MSV000079697:group2_P2_E4:scan:1283	0.78	9	NoID
mzspec:MSV000079717:group2_P2_D10:scan:1258	0.78	9	NoID
mzspec:MSV000079717:group2_P2_E4:scan:1283	0.78	9	NoID
mzspec:MSV000080030:AB12_v3_Wallet Back_GB12_01_22818:scan:1447	0.77	12	NoID
mzspec:MSV000086926:20200211_DOM_SS_SZ_1:scan:1312	0.77	10	NoID
mzspec:MSV000083889:2019_2_07_Holl_DOM_1:scan:2476	0.77	10	NoID
mzspec:MSV000087006:20200211_DOM_SS_SZ_1:scan:1312	0.77	10	NoID
mzspec:MSV000080030:AB11_v3_Wallet Front_GB11_01_22819:scan:1425	0.76	12	NoID
mzspec:MSV000083889:IB-Spray-DOM_MZmine237-17-7-Kai_IIN_GNPS_not-merged:scan:45975	0.76	10	NoID
mzspec:MSV000083889:2019_2_22_Holl_DOM_1:scan:2438	0.76	10	NoID
mzspec:MSV000083889:2019_2_28_Holl_DOM_1:scan:2552	0.76	10	NoID
mzspec:MSV000083889:IB_MZmine_1_GNPS_not-merged:scan:45975	0.76	10	NoID
mzspec:MSV000083889:2019_2_08_TJ_DOM_2:scan:2465	0.76	10	NoID
