id	Zod_quality	Zod_precursorMass	Zod_SiriusMF	Zod_SiriusScore	Zod_numberOfCandidates	Zod_hasDummy	Zod_connectedCompounds	Zod_biggestTreeSize	Zod_maxExplainedIntensity	Zod_ZodiacMF	Zod_ZodiacMFIon	Zod_ZodiacScore	Zod_treeSize	Zod_explainedIntensity	Zod_ZodiacMF2	Zod_ZodiacMFIon2	Zod_ZodiacScore2	Zod_treeSize2	Zod_explainedIntensity2	Zod_ZodiacMF3	Zod_ZodiacMFIon3	Zod_ZodiacScore3	Zod_treeSize3	Zod_explainedIntensity3	Zod_ZodiacMF4	Zod_ZodiacMFIon4	Zod_ZodiacScore4	Zod_treeSize4	Zod_explainedIntensity4	Zod_ZodiacMF5	Zod_ZodiacMFIon5	Zod_ZodiacScore5	Zod_treeSize5	Zod_explainedIntensity5	Zod_ZodiacMF6	Zod_ZodiacMFIon6	Zod_ZodiacScore6	Zod_treeSize6	Zod_explainedIntensity6	Zod_ZodiacMF7	Zod_ZodiacMFIon7	Zod_ZodiacScore7	Zod_treeSize7	Zod_explainedIntensity7	Zod_ZodiacMF8	Zod_ZodiacMFIon8	Zod_ZodiacScore8	Zod_treeSize8	Zod_explainedIntensity8	Zod_ZodiacMF9	Zod_ZodiacMFIon9	Zod_ZodiacScore9	Zod_treeSize9	Zod_explainedIntensity9	Zod_ZodiacMF10	Zod_ZodiacMFIon10	Zod_ZodiacScore10	Zod_treeSize10	Zod_explainedIntensity10	Zod_ZodiacMF11	Zod_ZodiacMFIon11	Zod_ZodiacScore11	Zod_treeSize11	Zod_explainedIntensity11	Zod_ZodiacMF12	Zod_ZodiacMFIon12	Zod_ZodiacScore12	Zod_treeSize12	Zod_explainedIntensity12	Zod_ZodiacMF13	Zod_ZodiacMFIon13	Zod_ZodiacScore13	Zod_treeSize13	Zod_explainedIntensity13	Zod_ZodiacMF14	Zod_ZodiacMFIon14	Zod_ZodiacScore14	Zod_treeSize14	Zod_explainedIntensity14	Zod_ZodiacMF15	Zod_ZodiacMFIon15	Zod_ZodiacScore15	Zod_treeSize15	Zod_explainedIntensity15	Zod_ZodiacMF16	Zod_ZodiacMFIon16	Zod_ZodiacScore16	Zod_treeSize16	Zod_explainedIntensity16	Zod_ZodiacMF17	Zod_ZodiacMFIon17	Zod_ZodiacScore17	Zod_treeSize17	Zod_explainedIntensity17	Zod_ZodiacMF18	Zod_ZodiacMFIon18	Zod_ZodiacScore18	Zod_treeSize18	Zod_explainedIntensity18	Zod_ZodiacMF19	Zod_ZodiacMFIon19	Zod_ZodiacScore19	Zod_treeSize19	Zod_explainedIntensity19	Zod_ZodiacMF20	Zod_ZodiacMFIon20	Zod_ZodiacScore20	Zod_treeSize20	Zod_explainedIntensity20	Zod_ZodiacMF21	Zod_ZodiacMFIon21	Zod_ZodiacScore21	Zod_treeSize21	Zod_explainedIntensity21	Zod_ZodiacMF22	Zod_ZodiacMFIon22	Zod_ZodiacScore22	Zod_treeSize22	Zod_explainedIntensity22	Zod_ZodiacMF23	Zod_ZodiacMFIon23	Zod_ZodiacScore23	Zod_treeSize23	Zod_explainedIntensity23	Zod_ZodiacMF24	Zod_ZodiacMFIon24	Zod_ZodiacScore24	Zod_treeSize24	Zod_explainedIntensity24	Zod_ZodiacMF25	Zod_ZodiacMFIon25	Zod_ZodiacScore25	Zod_treeSize25	Zod_explainedIntensity25	Zod_ZodiacMF26	Zod_ZodiacMFIon26	Zod_ZodiacScore26	Zod_treeSize26	Zod_explainedIntensity26	Zod_ZodiacMF27	Zod_ZodiacMFIon27	Zod_ZodiacScore27	Zod_treeSize27	Zod_explainedIntensity27	Zod_ZodiacMF28	Zod_ZodiacMFIon28	Zod_ZodiacScore28	Zod_treeSize28	Zod_explainedIntensity28	Zod_ZodiacMF29	Zod_ZodiacMFIon29	Zod_ZodiacScore29	Zod_treeSize29	Zod_explainedIntensity29	Zod_ZodiacMF30	Zod_ZodiacMFIon30	Zod_ZodiacScore30	Zod_treeSize30	Zod_explainedIntensity30	Zod_ZodiacMF31	Zod_ZodiacMFIon31	Zod_ZodiacScore31	Zod_treeSize31	Zod_explainedIntensity31	Zod_ZodiacMF32	Zod_ZodiacMFIon32	Zod_ZodiacScore32	Zod_treeSize32	Zod_explainedIntensity32	Zod_ZodiacMF33	Zod_ZodiacMFIon33	Zod_ZodiacScore33	Zod_treeSize33	Zod_explainedIntensity33	Zod_ZodiacMF34	Zod_ZodiacMFIon34	Zod_ZodiacScore34	Zod_treeSize34	Zod_explainedIntensity34	Zod_ZodiacMF35	Zod_ZodiacMFIon35	Zod_ZodiacScore35	Zod_treeSize35	Zod_explainedIntensity35	Zod_ZodiacMF36	Zod_ZodiacMFIon36	Zod_ZodiacScore36	Zod_treeSize36	Zod_explainedIntensity36	Zod_ZodiacMF37	Zod_ZodiacMFIon37	Zod_ZodiacScore37	Zod_treeSize37	Zod_explainedIntensity37	Zod_ZodiacMF38	Zod_ZodiacMFIon38	Zod_ZodiacScore38	Zod_treeSize38	Zod_explainedIntensity38	Zod_ZodiacMF39	Zod_ZodiacMFIon39	Zod_ZodiacScore39	Zod_treeSize39	Zod_explainedIntensity39	Zod_ZodiacMF40	Zod_ZodiacMFIon40	Zod_ZodiacScore40	Zod_treeSize40	Zod_explainedIntensity40	Zod_ZodiacMF41	Zod_ZodiacMFIon41	Zod_ZodiacScore41	Zod_treeSize41	Zod_explainedIntensity41	Zod_ZodiacMF42	Zod_ZodiacMFIon42	Zod_ZodiacScore42	Zod_treeSize42	Zod_explainedIntensity42	Zod_ZodiacMF43	Zod_ZodiacMFIon43	Zod_ZodiacScore43	Zod_treeSize43	Zod_explainedIntensity43	Zod_ZodiacMF44	Zod_ZodiacMFIon44	Zod_ZodiacScore44	Zod_treeSize44	Zod_explainedIntensity44	Zod_ZodiacMF45	Zod_ZodiacMFIon45	Zod_ZodiacScore45	Zod_treeSize45	Zod_explainedIntensity45	Zod_ZodiacMF46	Zod_ZodiacMFIon46	Zod_ZodiacScore46	Zod_treeSize46	Zod_explainedIntensity46	Zod_ZodiacMF47	Zod_ZodiacMFIon47	Zod_ZodiacScore47	Zod_treeSize47	Zod_explainedIntensity47	Zod_ZodiacMF48	Zod_ZodiacMFIon48	Zod_ZodiacScore48	Zod_treeSize48	Zod_explainedIntensity48	Zod_ZodiacMF49	Zod_ZodiacMFIon49	Zod_ZodiacScore49	Zod_treeSize49	Zod_explainedIntensity49	Zod_ZodiacMF50	Zod_ZodiacMFIon50	Zod_ZodiacScore50	Zod_treeSize50	Zod_explainedIntensity50	Zod_ZodiacMF51	Zod_ZodiacMFIon51	Zod_ZodiacScore51	Zod_treeSize51	Zod_explainedIntensity51	Zod_ZodiacMF52	Zod_ZodiacMFIon52	Zod_ZodiacScore52	Zod_treeSize52	Zod_explainedIntensity52	Zod_ZodiacMF53	Zod_ZodiacMFIon53	Zod_ZodiacScore53	Zod_treeSize53	Zod_explainedIntensity53	Zod_ZodiacMF54	Zod_ZodiacMFIon54	Zod_ZodiacScore54	Zod_treeSize54	Zod_explainedIntensity54	Zod_ZodiacMF55	Zod_ZodiacMFIon55	Zod_ZodiacScore55	Zod_treeSize55	Zod_explainedIntensity55	Zod_ZodiacMF56	Zod_ZodiacMFIon56	Zod_ZodiacScore56	Zod_treeSize56	Zod_explainedIntensity56
10359	PoorlyExplained	131.08	C8H10BO	0.8	4	False	0	3	0.022	C8H10BO	[M - H]-	0.809	3.0	0.022	C5H12BN	[M + Cl]-	0.133	1.0	0.0	C5H13BClN	[M - H]-	0.057	1.0	0.0	C8H6B3	[M - H]-	0.002	1.0	0.0																																																																																																																																																																																																																																																																				
7514	PoorlyExplained	132.03	C4H7NO4	0.999	8	False	10	3	1.0	C4H7NO4	[M - H]-	1.0	3.0	1.0	C2H7BN2O2S	[M - H]-	0.0	3.0	1.0	BF2HN6	[M - H]-	0.0	1.0	0.0	C4H5BF2O2	[M - H]-	0.0	2.0	0.791	C7H4BFO	[M - H]-	0.0	1.0	0.0	C5H3N5	[M - H]-	0.0	2.0	0.209	CH3B5S	[M + Cl]-	0.0	1.0	0.0	C5H8FNS	[M - H]-	0.0	2.0	0.209																																																																																																																																																																																																																																																
4264	PoorlyExplained	133.014	C4H6O5	0.982	7	False	7	3	0.349	C4H6O5	[M - H]-	1.0	3.0	0.138	C3N7	[M - H]-	0.0	1.0	0.0	C5H2N4O	[M - H]-	0.0	3.0	0.349	C5H10S2	[M - H]-	0.0	1.0	0.0	C2H4N5	[M + Cl]-	0.0	2.0	0.317	C5H7FOS	[M - H]-	0.0	3.0	0.138	C3H7BNP	[M + Cl]-	0.0	3.0	0.349																																																																																																																																																																																																																																																					
5234	PoorlyExplained	133.05	C5H10O4	0.969	6	False	0	3	0.15	C5H10O4	[M - H]-	0.961	2.0	0.076	C5H6B2O3	[M - H]-	0.039	3.0	0.15	C6H11FS	[M - H]-	0.0	1.0	0.0	C5H9BF	[M + Cl]-	0.0	1.0	0.0	C6H6N4	[M - H]-	0.0	1.0	0.0	C7H9BP	[M - H]-	0.0	1.0	0.0																																																																																																																																																																																																																																																										
10522	PoorlyExplained	135.045	C8H8O2	1.0	7	False	6	5	0.995	C8H8O2	[M - H]-	1.0	5.0	0.994	C2H9N4OP	[M - H]-	0.0	5.0	0.995	C6H6N3O	[M - H]-	0.0	5.0	0.995	C3H8N4	[M + Cl]-	0.0	4.0	0.989	C5H10NO	[M + Cl]-	0.0	4.0	0.989	C2H8BNO5	[M - H]-	0.0	3.0	0.787	C5H9FO3	[M - H]-	0.0	4.0	0.989																																																																																																																																																																																																																																																					
1614	UNKNOWN	137.036	C6H6N2O2	1.0	10	False	9	7	0.981	C6H6N2O2	[M - H]-	1.0	7.0	0.981	C3H10BNS	[M + Cl]-	0.0	2.0	0.01	C3H7FN2O3	[M - H]-	0.0	6.0	0.915	C4H11O3P	[M - H]-	0.0	1.0	0.0	C5H6B2O	[M + Cl]-	0.0	2.0	0.01	C3H4B2N3	[M + Cl]-	0.0	4.0	0.065	C4H4N5O	[M - H]-	0.0	4.0	0.065	C4H6BN3S	[M - H]-	0.0	5.0	0.131	C6H4BF2N	[M - H]-	0.0	2.0	0.051	C5H10O2	[M + Cl]-	0.0	3.0	0.854																																																																																																																																																																																																																																						
7853	UNKNOWN	138.067	C6H9N3O	1.0	7	False	4	8	0.973	C6H9N3O	[M - H]-	1.0	8.0	0.973	C6H10F3	[M - H]-	0.0	1.0	0.0	C4H14BP	[M + Cl]-	0.0	2.0	0.065	C8H11O2	[M - H]-	0.0	3.0	0.509	H10N7P	[M - H]-	0.0	1.0	0.0	C4H7N6	[M - H]-	0.0	3.0	0.149	C3H10FN3O2	[M - H]-	0.0	5.0	0.458																																																																																																																																																																																																																																																					
19	PoorlyExplained	140.994	C4H2N2O4	0.987	10	False	3	3	0.992	C4H2N2O4	[M - H]-	1.0	3.0	0.992	C7HF3	[M - H]-	0.0	1.0	0.0	C3H6O4	[M + Cl]-	0.0	1.0	0.0	C3H7ClO4	[M - H]-	0.0	1.0	0.0	C2H2BN3O2S	[M - H]-	0.0	3.0	0.992	C2H7O5P	[M - H]-	0.0	1.0	0.0	C4H7FS	[M + Cl]-	0.0	1.0	0.0	C5H3FN2S	[M - H]-	0.0	2.0	0.028	C4H4F2O	[M + Cl]-	0.0	1.0	0.0	C4H5ClF2O	[M - H]-	0.0	1.0	0.0																																																																																																																																																																																																																																						
6437	PoorlyExplained	141.016	C4H5F3O2	0.817	10	False	1	2	0.992	C4H5F3O2	[M - H]-	0.808	2.0	0.992	C4H6BNO2S	[M - H]-	0.12	2.0	0.992	C2H2N6O2	[M - H]-	0.058	2.0	0.992	C4H4N3O3	[M - H]-	0.014	2.0	0.992	C4H6F2N	[M + Cl]-	0.001	1.0	0.0	CH6N4O2	[M + Cl]-	0.0	2.0	0.992	C4H10OS	[M + Cl]-	0.0	1.0	0.0	C7H7FS	[M - H]-	0.0	1.0	0.0	C7H4F2O	[M - H]-	0.0	1.0	0.0	C4H11ClOS	[M - H]-	0.0	1.0	0.0																																																																																																																																																																																																																																						
9561	PoorlyExplained	143.035	C6H8O4	1.0	8	False	7	4	1.0	C6H8O4	[M - H]-	1.0	4.0	1.0	C7H9FS	[M - H]-	0.0	1.0	0.0	C3H6B2NO2	[M + Cl]-	0.0	4.0	1.0	C4H8BNO2S	[M - H]-	0.0	4.0	1.0	C4H10F2OS	[M - H]-	0.0	3.0	0.576	C7H4N4	[M - H]-	0.0	2.0	0.312	C6H7BF	[M + Cl]-	0.0	1.0	0.0	C4H6N3O3	[M - H]-	0.0	4.0	1.0																																																																																																																																																																																																																																																
9004	PoorlyExplained	145.014	C5H6O5	1.0	11	False	14	3	1.0	C5H6O5	[M - H]-	1.0	3.0	1.0	C6H3B2FS	[M - H]-	0.0	2.0	0.347	C3H5F3O3	[M - H]-	0.0	1.0	0.0	C3H4N3O4	[M - H]-	0.0	2.0	0.347	C6H2N4O	[M - H]-	0.0	1.0	0.0	C9H6S	[M - H]-	0.0	1.0	0.0	C3H8BNOP2	[M - H]-	0.0	2.0	0.347	C6H10S2	[M - H]-	0.0	1.0	0.0	C8H4B	[M + Cl]-	0.0	1.0	0.0	C6H7FOS	[M - H]-	0.0	2.0	0.347	C4H7BNP	[M + Cl]-	0.0	1.0	0.0																																																																																																																																																																																																																																	
4812	PoorlyExplained	149.045	C5H10O5	1.0	8	False	20	5	1.0	C5H10O5	[M - H]-	1.0	5.0	1.0	C8H9BCl	[M - H]-	0.0	1.0	0.0	C6H11FOS	[M - H]-	0.0	3.0	0.222	C8H8B	[M + Cl]-	0.0	1.0	0.0	C6H14S2	[M - H]-	0.0	1.0	0.0	C9H10S	[M - H]-	0.0	1.0	0.0	C6H8BN2S	[M - H]-	0.0	2.0	0.578	C6H7F3N	[M - H]-	0.0	1.0	0.0																																																																																																																																																																																																																																																
78	PoorlyExplained	149.995	C5HN3O3	0.985	10	False	13	3	1.0	C5HN3O3	[M - H]-	0.999	3.0	1.0	C3H6NO4P	[M - H]-	0.001	2.0	0.864	C4H5NO3	[M + Cl]-	0.001	2.0	0.864	C4H6ClNO3	[M - H]-	0.0	2.0	0.864	C2H3N4O2	[M + Cl]-	0.0	3.0	1.0	HN7O	[M + Cl]-	0.0	1.0	0.0	C4H6BClO	[M + Cl]-	0.0	1.0	0.0	C5H3F2N	[M + Cl]-	0.0	1.0	0.0	C3H3F2N3S	[M - H]-	0.0	1.0	0.0	C2H4F3NO	[M + Cl]-	0.0	2.0	0.864																																																																																																																																																																																																																																						
8568	PoorlyExplained	151.04	C8H8O3	1.0	10	False	4	4	0.961	C8H8O3	[M - H]-	1.0	3.0	0.892	C5H9FO4	[M - H]-	0.0	3.0	0.892	C6H10F2S	[M - H]-	0.0	2.0	0.111	C6H7F3O	[M - H]-	0.0	3.0	0.796	C6H8BNOS	[M - H]-	0.0	4.0	0.865	C3H8N4O	[M + Cl]-	0.0	4.0	0.907	C2H8BNO6	[M - H]-	0.0	4.0	0.961	C5H10NO2	[M + Cl]-	0.0	4.0	0.961	C4H11NO3P	[M - H]-	0.0	4.0	0.961	C6H6N3O2	[M - H]-	0.0	4.0	0.865																																																																																																																																																																																																																																						
3669	PoorlyExplained	151.06	C5H12O5	1.0	10	False	3	2	0.721	C5H12O5	[M - H]-	1.0	2.0	0.721	C8H11BCl	[M - H]-	0.0	1.0	0.0	C6H9F3N	[M - H]-	0.0	1.0	0.0	C6H13FOS	[M - H]-	0.0	1.0	0.0	C6H16S2	[M - H]-	0.0	1.0	0.0	C5H8B2O4	[M - H]-	0.0	2.0	0.721	C8H10B	[M + Cl]-	0.0	1.0	0.0	C9H6BN2	[M - H]-	0.0	1.0	0.0	C9H12S	[M - H]-	0.0	1.0	0.0	C6H4B2N4	[M - H]-	0.0	1.0	0.0																																																																																																																																																																																																																																						
867	PoorlyExplained	153.869	NPSe	0.831	2	False	0	2	0.914	NPSe	[M + Cl]-	0.821	1.0	0.0	ClHNPSe	[M - H]-	0.179	2.0	0.914																																																																																																																																																																																																																																																																														
3561	UNKNOWN	154.947	C2H4O4S2	1.0	10	False	13	6	0.985	C2H4O4S2	[M - H]-	1.0	6.0	0.985	C3H5FS3	[M - H]-	0.0	2.0	0.006	C4H3Cl2FO	[M - H]-	0.0	2.0	0.764	C4H2ClFO	[M + Cl]-	0.0	2.0	0.764	C5H2O2P2	[M - H]-	0.0	2.0	0.764	F2H3O3P	[M + Cl]-	0.0	2.0	0.764	C3H3ClFO2P	[M - H]-	0.0	2.0	0.764	CH4N2O2	[M + Br]-	0.0	2.0	0.764	C3H2FO2P	[M + Cl]-	0.0	2.0	0.764	C5HClN2S	[M - H]-	0.0	1.0	0.0																																																																																																																																																																																																																																						
975	PoorlyExplained	154.947	C2H4O4S2	1.0	10	False	17	4	1.0	C2H4O4S2	[M - H]-	1.0	4.0	1.0	C3H3ClFO2P	[M - H]-	0.0	2.0	0.809	C5H2O2P2	[M - H]-	0.0	2.0	0.809	C4H3Cl2FO	[M - H]-	0.0	2.0	0.809	C3H5FS3	[M - H]-	0.0	1.0	0.0	C4H2ClFO	[M + Cl]-	0.0	2.0	0.809	C3H2FO2P	[M + Cl]-	0.0	2.0	0.809	CH4N2O2	[M + Br]-	0.0	2.0	0.809	C5HClN2S	[M - H]-	0.0	1.0	0.0	F2H3O3P	[M + Cl]-	0.0	2.0	0.809																																																																																																																																																																																																																																						
1564	PoorlyExplained	155.001	C3H8O5S	0.688	10	False	3	2	0.493	C3H8O5S	[M - H]-	0.999	2.0	0.493	C5H5N2O2P	[M - H]-	0.001	2.0	0.493	C3H5FN2O2	[M + Cl]-	0.0	2.0	0.493	C3H10O3P2	[M - H]-	0.0	2.0	0.493	C6H5ClN2O	[M - H]-	0.0	1.0	0.0	C7H8S2	[M - H]-	0.0	1.0	0.0	C4H9FOS2	[M - H]-	0.0	1.0	0.0	C6H4N2O	[M + Cl]-	0.0	1.0	0.0	C4H2N5	[M + Cl]-	0.0	1.0	0.0	C4H12S3	[M - H]-	0.0	1.0	0.0																																																																																																																																																																																																																																						
3126	UNKNOWN	155.009	C5H4N2O4	1.0	10	False	10	7	0.989	C5H4N2O4	[M - H]-	1.0	7.0	0.989	C3H4BN3O2S	[M - H]-	0.0	6.0	0.216	C3H3F3N2O2	[M - H]-	0.0	4.0	0.205	C5H7ClF2O	[M - H]-	0.0	1.0	0.0	C8H5F	[M + Cl]-	0.0	1.0	0.0	C4H8B2	[M + Br]-	0.0	1.0	0.0	C6H5FN2S	[M - H]-	0.0	3.0	0.018	C3H6F2N2OS	[M - H]-	0.0	4.0	0.205	C5H6BO3S	[M - H]-	0.0	2.0	0.772	C5H6F2O	[M + Cl]-	0.0	1.0	0.0																																																																																																																																																																																																																																						
837	PoorlyExplained	155.988	C4H3N3O2S	0.221	11	False	0	3	0.907	C4H3N3O2S	[M - H]-	0.214	2.0	0.025	H7N5	[M + Br]-	0.213	1.0	0.0	C6H5O3S	[M - H]-	0.137	3.0	0.907	CHF2N5	[M + Cl]-	0.102	1.0	0.0	C3H7NO2S	[M + Cl]-	0.098	1.0	0.0	C4F5N	[M - H]-	0.096	1.0	0.0	C3H4FNO3	[M + Cl]-	0.06	1.0	0.0	C2H8NO3PS	[M - H]-	0.025	3.0	0.907	C3H2BF3O	[M + Cl]-	0.024	1.0	0.0	C3H8ClNO2S	[M - H]-	0.016	1.0	0.0	C5H7B	[M + Br]-	0.016	1.0	0.0																																																																																																																																																																																																																																	
7206	UNKNOWN	156.944	C2H3FO3S2	1.0	11	False	10	7	0.924	C2H3FO3S2	[M - H]-	1.0	7.0	0.924	C2H3O4P	[M + Cl]-	0.0	5.0	0.817	CH6N2S	[M + Br]-	0.0	1.0	0.0	CH2O7S	[M - H]-	0.0	4.0	0.088	C2H4ClO4P	[M - H]-	0.0	5.0	0.82	C3H2BNO	[M + Br]-	0.0	2.0	0.491	C5H2O2S2	[M - H]-	0.0	2.0	0.067	C2H6O2S3	[M - H]-	0.0	4.0	0.328	CH4O5P2	[M - H]-	0.0	3.0	0.071	C3H7Br	[M + Cl]-	0.0	1.0	0.0	CClFN2O4	[M - H]-	0.0	2.0	0.067																																																																																																																																																																																																																																	
7636	PoorlyExplained	156.995	C6H6O3S	0.998	11	False	3	4	0.726	C6H6O3S	[M - H]-	1.0	4.0	0.726	C6H3FO4	[M - H]-	0.0	1.0	0.0	C3H8Cl2N2O	[M - H]-	0.0	1.0	0.0	C4H8F2S2	[M - H]-	0.0	1.0	0.0	C3H7ClN2O	[M + Cl]-	0.0	1.0	0.0	C2H7N2O2P	[M + Cl]-	0.0	2.0	0.251	C4F2N4O	[M - H]-	0.0	1.0	0.0	CH6N4OS	[M + Cl]-	0.0	1.0	0.0	C5H8B	[M + Br]-	0.0	1.0	0.0	C2H8ClN2O2P	[M - H]-	0.0	2.0	0.251	C4H5F3OS	[M - H]-	0.0	1.0	0.0																																																																																																																																																																																																																																	
319	PoorlyExplained	156.996	C6H6O3S	1.0	11	False	3	4	0.956	C6H6O3S	[M - H]-	1.0	4.0	0.956	C6H3FO4	[M - H]-	0.0	1.0	0.0	C2H7N2O2P	[M + Cl]-	0.0	2.0	0.445	CH6N4OS	[M + Cl]-	0.0	2.0	0.004	C4H5F3OS	[M - H]-	0.0	2.0	0.004	C5H8B	[M + Br]-	0.0	1.0	0.0	C6H3FN2	[M + Cl]-	0.0	1.0	0.0	C4F2N4O	[M - H]-	0.0	1.0	0.0	C3H8NO2S	[M + Cl]-	0.0	2.0	0.509	C6H8OP2	[M - H]-	0.0	4.0	0.956	C3H7FO4S	[M - H]-	0.0	3.0	0.953																																																																																																																																																																																																																																	
5613	PoorlyExplained	156.996	C6H6O3S	0.994	11	False	3	4	0.719	C6H6O3S	[M - H]-	1.0	4.0	0.719	C6H8OP2	[M - H]-	0.0	3.0	0.693	C5H8B	[M + Br]-	0.0	1.0	0.0	C3H7FO4S	[M - H]-	0.0	4.0	0.719	CH6N4OS	[M + Cl]-	0.0	1.0	0.0	C2H6B2N2	[M + Br]-	0.0	2.0	0.069	C4F2N4O	[M - H]-	0.0	1.0	0.0	C4H8F2S2	[M - H]-	0.0	1.0	0.0	C7H7P	[M + Cl]-	0.0	2.0	0.354	C6H3FN2	[M + Cl]-	0.0	1.0	0.0	C3H8NO2S	[M + Cl]-	0.0	2.0	0.339																																																																																																																																																																																																																																	
9260	PoorlyExplained	157.123	C9H18O2	1.0	3	False	0	1	0.0	C9H18O2	[M - H]-	0.999	1.0	0.0	C9H14B2O	[M - H]-	0.001	1.0	0.0	C7H16N3O	[M - H]-	0.0	1.0	0.0																																																																																																																																																																																																																																																																									
942	PoorlyExplained	157.123	C9H18O2	1.0	3	False	0	2	1.0	C9H18O2	[M - H]-	1.0	2.0	1.0	C9H14B2O	[M - H]-	0.0	2.0	1.0	C7H16N3O	[M - H]-	0.0	2.0	1.0																																																																																																																																																																																																																																																																									
1929	PoorlyExplained	158.939	C3H2BO2	1.0	8	False	10	3	0.567	C3H2BO2	[M + Br]-	1.0	3.0	0.567	CH2F2N2	[M + Br]-	0.0	1.0	0.0	C2H6FP	[M + Br]-	0.0	1.0	0.0	ClH2N4P	[M + Cl]-	0.0	1.0	0.0	C5H4S3	[M - H]-	0.0	1.0	0.0	CHClN2O3	[M + Cl]-	0.0	2.0	0.065	CH2NO4S	[M + Cl]-	0.0	3.0	0.074	F4HOP	[M + Cl]-	0.0	1.0	0.0																																																																																																																																																																																																																																																
9190	PoorlyExplained	158.939	CH2NO4S	0.511	8	False	10	3	0.504	C3H2BO2	[M + Br]-	1.0	3.0	0.062	C5H4S3	[M - H]-	0.0	1.0	0.0	C2H6FP	[M + Br]-	0.0	1.0	0.0	CHClN2O3	[M + Cl]-	0.0	1.0	0.0	ClH2N4P	[M + Cl]-	0.0	2.0	0.504	CH2NO4S	[M + Cl]-	0.0	3.0	0.062	F4HOP	[M + Cl]-	0.0	1.0	0.0	CH2F2N2	[M + Br]-	0.0	1.0	0.0																																																																																																																																																																																																																																																
442	PoorlyExplained	158.939	C3H2BO2	0.957	10	False	11	4	0.585	C3H2BO2	[M + Br]-	1.0	4.0	0.585	ClH2N4P	[M + Cl]-	0.0	2.0	0.011	CH2NO4S	[M + Cl]-	0.0	3.0	0.073	C6H2Cl2O	[M - H]-	0.0	2.0	0.512	H4N2O3	[M + Br]-	0.0	1.0	0.0	C2H6FP	[M + Br]-	0.0	1.0	0.0	C6HClO	[M + Cl]-	0.0	1.0	0.0	CH2F2N2	[M + Br]-	0.0	1.0	0.0	F4HOP	[M + Cl]-	0.0	1.0	0.0	C5H4S3	[M - H]-	0.0	1.0	0.0																																																																																																																																																																																																																																						
163	PoorlyExplained	158.94	C6H2Cl2O	1.0	9	False	9	3	0.521	C6H2Cl2O	[M - H]-	0.999	2.0	0.521	CH2NO4S	[M + Cl]-	0.001	3.0	0.081	H4N2O3	[M + Br]-	0.0	1.0	0.0	ClH2N4P	[M + Cl]-	0.0	2.0	0.521	C2H3ClFO3P	[M - H]-	0.0	2.0	0.005	F4HOP	[M + Cl]-	0.0	1.0	0.0	C2H2FO3P	[M + Cl]-	0.0	2.0	0.005	C6HClO	[M + Cl]-	0.0	1.0	0.0	C5H4S3	[M - H]-	0.0	1.0	0.0																																																																																																																																																																																																																																											
2862	UNKNOWN	160.061	C6H11NO4	1.0	9	False	18	15	0.962	C6H11NO4	[M - H]-	1.0	14.0	0.957	C7H7N5	[M - H]-	0.0	9.0	0.126	C6H9BF2O2	[M - H]-	0.0	7.0	0.824	C7H12FNS	[M - H]-	0.0	3.0	0.011	C3H9B2N2O2	[M + Cl]-	0.0	14.0	0.928	C9H8BFO	[M - H]-	0.0	5.0	0.206	C4H11BN2O2S	[M - H]-	0.0	14.0	0.931	C6H7B2NO3	[M - H]-	0.0	15.0	0.962	C6H10BFN	[M + Cl]-	0.0	3.0	0.011																																																																																																																																																																																																																																											
5274	PoorlyExplained	168.947	C2H3ClN2O3S	0.994	11	False	13	6	0.652	C2H3ClN2O3S	[M - H]-	1.0	6.0	0.652	C4H4F2	[M + Br]-	0.0	1.0	0.0	C4H3ClO3	[M + Cl]-	0.0	4.0	0.406	C4H4Cl2O3	[M - H]-	0.0	5.0	0.411	C3H3O4P	[M + Cl]-	0.0	4.0	0.406	C2H4O5P2	[M - H]-	0.0	5.0	0.411	C3H6O2S3	[M - H]-	0.0	6.0	0.425	C3H4ClO4P	[M - H]-	0.0	5.0	0.411	CH3BFNO2	[M + Br]-	0.0	4.0	0.118	C2H2N2O3S	[M + Cl]-	0.0	5.0	0.464	CH3N2O4PS	[M - H]-	0.0	4.0	0.293																																																																																																																																																																																																																																	
448	PoorlyExplained	168.981	C3H6O6S	0.999	11	False	14	5	0.988	C3H6O6S	[M - H]-	1.0	5.0	0.988	C4H2N4O2S	[M - H]-	0.0	1.0	0.0	C4H8ClO3P	[M - H]-	0.0	4.0	0.972	C3H8O4P2	[M - H]-	0.0	4.0	0.972	C4H7FO2S2	[M - H]-	0.0	3.0	0.865	C5H8Cl2O2	[M - H]-	0.0	3.0	0.865	C3H6ClF3	[M + Cl]-	0.0	2.0	0.851	CH4N3O5S	[M - H]-	0.0	5.0	0.988	C4H7O3P	[M + Cl]-	0.0	4.0	0.972	C5H7ClO2	[M + Cl]-	0.0	2.0	0.851	C5H6BN	[M + Br]-	0.0	1.0	0.0																																																																																																																																																																																																																																	
