shared_name	Zod_molecularFormula	Zod_adduct	Zod_ZodiacScore	Zod_TreeScore	Zod_numExplainedPeaks	Zod_explainedIntensity	Zod_id	Zod_massErrorPrecursor(ppm)	Zod_medianAbsoluteMassErrorFragmentPeaks(ppm)
2399	C34H67N3O	[M + Cl]-	0.742	5.043	3	0.179	4960_CARA_HILIC_neg_SIRIUS_charge0_removed_2399	-4.776	5.995
6255	C7H12F2N6O4	[M - H2O - H]-	0.742	24.005	10	1.0	2553_CARA_HILIC_neg_SIRIUS_charge0_removed_6255	-68466.693	3.883
3710	C12H16FN5O6	[M - H]-	0.741	30.513	19	0.791	1633_CARA_HILIC_neg_SIRIUS_charge0_removed_3710	5.565	6.071
2821	CHP3S	[M - H]-	0.74	-6.86	1	0.0	4465_CARA_HILIC_neg_SIRIUS_charge0_removed_2821	-18.295	19.019
8027	C49H90N2O7	[M - H2O - H]-	0.74	27.13	11	0.941	753_CARA_HILIC_neg_SIRIUS_charge0_removed_8027	-22524.477	5.869
11162	C17H32N2O12	[M - H]-	0.739	28.489	7	0.841	4754_CARA_HILIC_neg_SIRIUS_charge0_removed_11162	-4.06	5.96
2406	C33H66N2O6	[M - H]-	0.739	11.911	4	0.715	2951_CARA_HILIC_neg_SIRIUS_charge0_removed_2406	-0.361	2.5
10511	C47H86O16	[M - H]-	0.738	8.104	8	0.691	1183_CARA_HILIC_neg_SIRIUS_charge0_removed_10511	1.203	4.78
2132	C15H13NO5	[M + Br]-	0.738	18.641	3	0.933	4334_CARA_HILIC_neg_SIRIUS_charge0_removed_2132	-2.072	1.846
7041	C26H26FN5O6	[M - H]-	0.738	31.779	14	0.92	4793_CARA_HILIC_neg_SIRIUS_charge0_removed_7041	4.337	5.344
2722	C9H12NO9P	[M + Cl]-	0.738	26.035	22	0.926	5395_CARA_HILIC_neg_SIRIUS_charge0_removed_2722	0.381	1.679
2214	C12H14IN5O5	[M - H]-	0.738	24.966	6	0.895	4175_CARA_HILIC_neg_SIRIUS_charge0_removed_2214	2.097	1.299
468	C7H13N7O4S	[M + Br]-	0.738	16.875	4	0.922	4624_CARA_HILIC_neg_SIRIUS_charge0_removed_468	-6.375	4.339
4986	C23H42ClN3O	[M - H]-	0.738	5.429	2	0.413	3043_CARA_HILIC_neg_SIRIUS_charge0_removed_4986	-1.375	6.69
1982	C15H32O5S	[M - H]-	0.737	0.131	2	0.245	2076_CARA_HILIC_neg_SIRIUS_charge0_removed_1982	1.953	2.905
2375	C45H89NO2	[M + Cl]-	0.737	21.563	11	0.896	5294_CARA_HILIC_neg_SIRIUS_charge0_removed_2375	-0.89	2.482
3906	C46H87NO13	[M - H]-	0.737	11.843	10	0.605	2934_CARA_HILIC_neg_SIRIUS_charge0_removed_3906	4.456	5.451
2131	C20H24O3	[M - H]-	0.737	4.932	1	0.0	3003_CARA_HILIC_neg_SIRIUS_charge0_removed_2131	9.422	9.466
10233	C52H100O6	[M + Cl]-	0.736	17.744	5	0.766	1344_CARA_HILIC_neg_SIRIUS_charge0_removed_10233	-5.016	3.82
7192	C23H24N2O5	[M - H]-	0.736	9.533	6	0.579	3710_CARA_HILIC_neg_SIRIUS_charge0_removed_7192	6.274	5.057
10223	C18H34N2O10	[M - H]-	0.736	18.795	7	0.938	5173_CARA_HILIC_neg_SIRIUS_charge0_removed_10223	-6.104	5.681
6583	C23H44O8	[M + Cl]-	0.736	8.622	6	0.605	1746_CARA_HILIC_neg_SIRIUS_charge0_removed_6583	-3.351	3.033
7217	C33H34O9S	[M + Br]-	0.736	33.388	8	0.856	4573_CARA_HILIC_neg_SIRIUS_charge0_removed_7217	8.554	3.847
5231	C14H25N5O8	[M - H]-	0.734	7.362	6	0.85	3307_CARA_HILIC_neg_SIRIUS_charge0_removed_5231	-3.938	3.602
374	C16H34O4S	[M - H]-	0.734	-0.724	1	0.0	1540_CARA_HILIC_neg_SIRIUS_charge0_removed_374	0.61	1.358
4296	C20H40N4O8	[M - H]-	0.734	24.53	6	0.926	4549_CARA_HILIC_neg_SIRIUS_charge0_removed_4296	-0.513	5.91
10331	C18H16O4	[M + Cl]-	0.734	12.147	2	0.611	5090_CARA_HILIC_neg_SIRIUS_charge0_removed_10331	5.859	13.419
4509	C28H40N4O8S	[M - H2O - H]-	0.733	45.241	17	0.977	3670_CARA_HILIC_neg_SIRIUS_charge0_removed_4509	-31418.133	4.561
7810	C17H26N2O8	[M - H]-	0.733	29.096	9	0.905	4707_CARA_HILIC_neg_SIRIUS_charge0_removed_7810	-4.776	9.19
1782	C25H54NO3P	[M - H]-	0.733	6.066	2	0.631	1988_CARA_HILIC_neg_SIRIUS_charge0_removed_1782	-2.811	0.816
1839	C11H12BrN3O4	[M - H]-	0.733	12.492	3	0.702	2800_CARA_HILIC_neg_SIRIUS_charge0_removed_1839	5.361	2.736
1893	C31H53N3O7	[M - H2O - H]-	0.733	4.927	3	0.929	190_CARA_HILIC_neg_SIRIUS_charge0_removed_1893	-32143.055	1.519
9742	C16H35N7O3	[M - H]-	0.732	12.748	3	0.539	2639_CARA_HILIC_neg_SIRIUS_charge0_removed_9742	3.595	15.577
8583	C20H27NO3	[M + Cl]-	0.732	14.209	4	0.9	128_CARA_HILIC_neg_SIRIUS_charge0_removed_8583	7.977	7.553
7966	C21H12O8	[M + Br]-	0.731	19.155	5	0.753	4415_CARA_HILIC_neg_SIRIUS_charge0_removed_7966	-4.465	3.405
5748	C6H14O7S4	[M - H]-	0.731	35.123	10	0.797	821_CARA_HILIC_neg_SIRIUS_charge0_removed_5748	-7.571	6.177
3297	C33H62N4O14	[M - H]-	0.731	5.457	3	0.307	4838_CARA_HILIC_neg_SIRIUS_charge0_removed_3297	-0.103	1.318
5484	C29H52N4O7	[M - H]-	0.731	4.306	4	0.932	1456_CARA_HILIC_neg_SIRIUS_charge0_removed_5484	-1.804	4.597
3476	C27H50N2O5	[M - H]-	0.731	17.037	4	0.813	856_CARA_HILIC_neg_SIRIUS_charge0_removed_3476	-0.823	1.679
10821	C15H19N9O5	[M - H]-	0.73	37.888	14	0.839	941_CARA_HILIC_neg_SIRIUS_charge0_removed_10821	4.359	4.904
193	C13H8ClFO3S	[M + Br]-	0.73	58.093	11	0.93	1258_CARA_HILIC_neg_SIRIUS_charge0_removed_193	-1.212	2.54
6755	C22H27N3O8S3	[M - H]-	0.73	8.631	4	0.873	5072_CARA_HILIC_neg_SIRIUS_charge0_removed_6755	7.28	7.345
2823	C23H38O8	[M - H]-	0.73	5.601	1	0.0	4274_CARA_HILIC_neg_SIRIUS_charge0_removed_2823	3.645	4.244
6683	C23H39N3O6	[M - H]-	0.73	0.956	1	0.0	1565_CARA_HILIC_neg_SIRIUS_charge0_removed_6683	0.642	0.537
8974	C18H18O3	[M + Cl]-	0.73	13.107	2	0.421	2771_CARA_HILIC_neg_SIRIUS_charge0_removed_8974	7.582	0.198
5435	C8H21N2O2P	[M + Br]-	0.729	26.171	6	0.924	2355_CARA_HILIC_neg_SIRIUS_charge0_removed_5435	-1.568	0.556
8866	C22H32F2N2O5	[M - H]-	0.729	30.877	16	0.835	3900_CARA_HILIC_neg_SIRIUS_charge0_removed_8866	-2.385	4.384
4305	C7H9NO8S2	[M + Cl]-	0.729	26.868	9	0.978	5028_CARA_HILIC_neg_SIRIUS_charge0_removed_4305	-7.365	3.661
883	CHP3S	[M - H]-	0.729	-6.733	1	0.0	1961_CARA_HILIC_neg_SIRIUS_charge0_removed_883	-17.565	17.96
8249	C23H39N5O15	[M - H]-	0.729	8.855	6	0.965	3156_CARA_HILIC_neg_SIRIUS_charge0_removed_8249	-1.905	4.921
1834	C20H32N6O10	[M - H]-	0.728	19.463	7	0.862	3515_CARA_HILIC_neg_SIRIUS_charge0_removed_1834	-4.299	5.076
751	C5H8F2O4S2	[M + Br]-	0.727	27.491	7	0.836	1450_CARA_HILIC_neg_SIRIUS_charge0_removed_751	-8.606	7.997
3881	C50H91N3O6	[M + Cl]-	0.727	2.843	6	0.792	1819_CARA_HILIC_neg_SIRIUS_charge0_removed_3881	2.673	2.191
1203	C9H14O11	[M - H]-	0.727	5.646	1	0.0	729_CARA_HILIC_neg_SIRIUS_charge0_removed_1203	-3.82	3.826
3637	C17H10O6	[M + Br]-	0.726	17.248	2	0.906	1338_CARA_HILIC_neg_SIRIUS_charge0_removed_3637	2.767	3.861
3642	C16H10O4	[M - H]-	0.726	13.792	3	0.368	2131_CARA_HILIC_neg_SIRIUS_charge0_removed_3642	-5.404	6.094
3684	C11H19NO9	[M - H]-	0.726	12.979	3	0.858	42_CARA_HILIC_neg_SIRIUS_charge0_removed_3684	-2.287	16.493
9706	C14H20F3N3O10	[M - H4O2 - H]-	0.725	24.883	9	0.736	4317_CARA_HILIC_neg_SIRIUS_charge0_removed_9706	-87832.476	9.883
3437	C10H16F3N5O2	[M - H]-	0.725	38.096	11	0.955	2246_CARA_HILIC_neg_SIRIUS_charge0_removed_3437	-2.832	7.721
4557	C27H52N2O6	[M - H]-	0.725	20.23	5	0.789	905_CARA_HILIC_neg_SIRIUS_charge0_removed_4557	-3.126	5.153
8456	C33H64N2O6	[M - H]-	0.725	4.879	4	0.841	2764_CARA_HILIC_neg_SIRIUS_charge0_removed_8456	-2.676	2.213
4507	C20H24N2O5S3	[M - H]-	0.725	22.547	8	0.566	2159_CARA_HILIC_neg_SIRIUS_charge0_removed_4507	6.084	6.582
1169	C13H30N2O5S	[M - H]-	0.725	8.621	7	0.594	202_CARA_HILIC_neg_SIRIUS_charge0_removed_1169	9.636	7.456
903	C14H11FN2O6S2	[M + Cl]-	0.725	37.577	15	0.93	2391_CARA_HILIC_neg_SIRIUS_charge0_removed_903	-8.451	3.617
5217	C11H21NO9	[M - H]-	0.724	11.323	3	1.0	1687_CARA_HILIC_neg_SIRIUS_charge0_removed_5217	-0.499	1.104
3979	C49H83N5O2	[M + Cl]-	0.724	13.26	6	0.705	1520_CARA_HILIC_neg_SIRIUS_charge0_removed_3979	7.571	4.989
6772	C17H33NO13	[M - H]-	0.724	39.697	9	0.869	5177_CARA_HILIC_neg_SIRIUS_charge0_removed_6772	-1.339	4.181
649	C5H10N2O5S2	[M + Br]-	0.724	14.379	5	0.94	2156_CARA_HILIC_neg_SIRIUS_charge0_removed_649	-4.983	0.84
4885	C25H42O7	[M - H]-	0.724	5.631	1	0.0	4623_CARA_HILIC_neg_SIRIUS_charge0_removed_4885	3.801	3.971
8487	C28H38N4O7S	[M - H]-	0.723	45.562	16	0.977	3937_CARA_HILIC_neg_SIRIUS_charge0_removed_8487	-8.102	5.324
4838	C12H21N3O7	[M - H]-	0.723	38.972	12	0.827	4267_CARA_HILIC_neg_SIRIUS_charge0_removed_4838	-0.231	5.764
5019	C31H62O3	[M + Cl]-	0.723	7.504	3	0.719	3657_CARA_HILIC_neg_SIRIUS_charge0_removed_5019	-9.464	11.752
2240	C10H12N2O5	[M - H]-	0.722	11.489	6	0.3	5138_CARA_HILIC_neg_SIRIUS_charge0_removed_2240	-8.136	7.329
790	C15H20O3S4	[M - H2O - H]-	0.722	8.506	3	0.452	4189_CARA_HILIC_neg_SIRIUS_charge0_removed_790	-50446.895	2.927
5868	C25H41NO2S	[M - H]-	0.722	8.562	4	0.473	2736_CARA_HILIC_neg_SIRIUS_charge0_removed_5868	-1.492	5.33
283	C33H12O9	[M + Br]-	0.722	3.751	1	0.0	3266_CARA_HILIC_neg_SIRIUS_charge0_removed_283	-8.745	9.575
2579	C23H22N2O4S2	[M - H]-	0.722	21.047	7	0.853	4634_CARA_HILIC_neg_SIRIUS_charge0_removed_2579	3.702	4.621
3133	C14H30O4S	[M - H]-	0.721	0.151	2	0.653	3856_CARA_HILIC_neg_SIRIUS_charge0_removed_3133	-1.719	2.203
6994	C25H49N7O4	[M - H]-	0.721	7.336	4	0.795	984_CARA_HILIC_neg_SIRIUS_charge0_removed_6994	-7.106	6.937
2684	C19H18O8	[M - H]-	0.721	36.802	6	0.874	351_CARA_HILIC_neg_SIRIUS_charge0_removed_2684	6.189	4.916
7393	C23H38O7	[M - H]-	0.721	5.559	1	0.0	737_CARA_HILIC_neg_SIRIUS_charge0_removed_7393	3.581	4.631
3682	C12H23N3O11	[M - H]-	0.72	13.825	4	0.902	268_CARA_HILIC_neg_SIRIUS_charge0_removed_3682	-2.817	1.368
8307	C17H30N2O12	[M - H]-	0.719	34.093	8	0.427	4749_CARA_HILIC_neg_SIRIUS_charge0_removed_8307	-3.967	6.708
3525	C11H19NO9	[M - H]-	0.719	26.384	6	0.56	2254_CARA_HILIC_neg_SIRIUS_charge0_removed_3525	-2.937	7.27
7752	C43H81N3O5	[M + Cl]-	0.719	22.303	7	0.801	4438_CARA_HILIC_neg_SIRIUS_charge0_removed_7752	-3.08	5.572
4987	C32H67NO4	[M - H]-	0.719	0.942	1	0.0	838_CARA_HILIC_neg_SIRIUS_charge0_removed_4987	0.505	0.704
5117	C18H22BFN4O4	[M - H]-	0.719	16.987	9	0.751	2009_CARA_HILIC_neg_SIRIUS_charge0_removed_5117	-9.76	5.421
1870	C10H13NO8S2	[M - H]-	0.719	19.919	6	0.935	3707_CARA_HILIC_neg_SIRIUS_charge0_removed_1870	6.858	11.26
2063	C25H12O11	[M + Br]-	0.719	17.836	9	0.634	4147_CARA_HILIC_neg_SIRIUS_charge0_removed_2063	-1.317	5.518
6459	C14H26N2O5	[M - H]-	0.719	12.085	7	0.434	913_CARA_HILIC_neg_SIRIUS_charge0_removed_6459	-2.641	5.259
2955	C19H33O9P	[M - H]-	0.718	30.252	9	0.923	1328_CARA_HILIC_neg_SIRIUS_charge0_removed_2955	7.255	6.0
8284	C51H44O2	[M + Cl]-	0.718	11.034	4	0.588	132_CARA_HILIC_neg_SIRIUS_charge0_removed_8284	-5.298	4.252
4	C22H31N3O9	[M - H]-	0.717	11.498	5	0.947	3940_CARA_HILIC_neg_SIRIUS_charge0_removed_4	3.013	1.583
11175	C5H5N5	[M - H]-	0.717	6.5	3	0.943	3371_CARA_HILIC_neg_SIRIUS_charge0_removed_11175	-1.632	5.658
10038	C35H56O4	[M - H]-	0.717	7.691	2	1.0	5191_CARA_HILIC_neg_SIRIUS_charge0_removed_10038	-4.975	14.405
148	C10H20N2O6S	[M + Br]-	0.717	41.162	11	0.954	4542_CARA_HILIC_neg_SIRIUS_charge0_removed_148	-0.781	2.863
1784	C22H46N2O3	[M - H]-	0.716	7.625	2	0.748	4373_CARA_HILIC_neg_SIRIUS_charge0_removed_1784	-2.509	0.886
7032	C19H16O5	[M + Cl]-	0.716	9.773	3	0.485	444_CARA_HILIC_neg_SIRIUS_charge0_removed_7032	-6.057	4.187
722	C27H34N8O7	[M + Cl]-	0.715	28.608	12	0.859	3181_CARA_HILIC_neg_SIRIUS_charge0_removed_722	6.081	3.919
1563	C11H10F6O7	[M + Cl]-	0.715	14.964	5	0.98	1033_CARA_HILIC_neg_SIRIUS_charge0_removed_1563	-7.626	1.999
4080	C43H44N10O8	[M - H]-	0.715	17.488	9	0.947	1123_CARA_HILIC_neg_SIRIUS_charge0_removed_4080	3.285	2.539
8868	C22H45N3O8S	[M - H]-	0.715	9.118	4	0.932	4109_CARA_HILIC_neg_SIRIUS_charge0_removed_8868	-6.584	4.74
2607	C35H71NO6	[M - H]-	0.715	0.933	1	0.0	3652_CARA_HILIC_neg_SIRIUS_charge0_removed_2607	0.229	0.809
4582	C47H89N5O3	[M - H]-	0.714	12.773	2	0.532	3063_CARA_HILIC_neg_SIRIUS_charge0_removed_4582	-8.389	3.379
10211	C9H15BrN2O	[M - H]-	0.714	63.744	13	0.602	2267_CARA_HILIC_neg_SIRIUS_charge0_removed_10211	1.638	5.396
2334	C12H15FN4O3S	[M - H]-	0.714	20.932	6	0.803	4002_CARA_HILIC_neg_SIRIUS_charge0_removed_2334	0.597	9.133
9183	C14H23N5O6	[M - H]-	0.713	28.282	7	0.649	1662_CARA_HILIC_neg_SIRIUS_charge0_removed_9183	-4.652	3.945
6523	C14H14O10	[M + Br]-	0.713	27.256	8	0.742	1170_CARA_HILIC_neg_SIRIUS_charge0_removed_6523	-8.035	4.052
4426	C39H67N3O3	[M - H]-	0.713	10.279	4	0.755	746_CARA_HILIC_neg_SIRIUS_charge0_removed_4426	-7.312	3.321
9816	C16H12N4O9	[M - H]-	0.713	12.569	9	0.64	3338_CARA_HILIC_neg_SIRIUS_charge0_removed_9816	0.368	2.561
892	C21H14O11	[M + Br]-	0.712	13.2	5	0.773	4732_CARA_HILIC_neg_SIRIUS_charge0_removed_892	-7.672	6.696
1461	C25H25BrN6O4S2	[M + Br]-	0.712	45.01	9	0.95	5086_CARA_HILIC_neg_SIRIUS_charge0_removed_1461	-9.487	3.738
2387	C36H71N3O3	[M + Cl]-	0.712	15.121	4	0.925	481_CARA_HILIC_neg_SIRIUS_charge0_removed_2387	-1.821	0.821
727	C7H10O6S2	[M - H]-	0.711	33.695	9	0.645	1743_CARA_HILIC_neg_SIRIUS_charge0_removed_727	-3.572	6.647
5432	C26H31N5O6	[M + Cl]-	0.711	31.391	17	0.888	3292_CARA_HILIC_neg_SIRIUS_charge0_removed_5432	6.918	5.702
4174	C9H18ClN3O5	[M - H]-	0.71	38.585	16	0.973	5207_CARA_HILIC_neg_SIRIUS_charge0_removed_4174	-3.977	5.419
776	C6H3ClN2O10S2	[M + Cl]-	0.71	18.404	5	0.576	1166_CARA_HILIC_neg_SIRIUS_charge0_removed_776	4.119	3.598
7821	C14H27FN6O4	[M - H4O2 - H]-	0.71	11.858	14	0.863	4592_CARA_HILIC_neg_SIRIUS_charge0_removed_7821	-110769.265	4.868
4587	C45H91NO8	[M - H2O - H]-	0.71	6.896	4	0.881	2474_CARA_HILIC_neg_SIRIUS_charge0_removed_4587	-23862.01	5.133
10376	C9H14O8S3	[M - H]-	0.71	11.372	3	0.846	3492_CARA_HILIC_neg_SIRIUS_charge0_removed_10376	0.568	9.063
10849	C22H39N7O10	[M - H]-	0.709	22.464	13	0.86	4765_CARA_HILIC_neg_SIRIUS_charge0_removed_10849	-0.471	3.482
3307	C22H31F3N6O8	[M - H]-	0.709	63.264	20	0.88	3517_CARA_HILIC_neg_SIRIUS_charge0_removed_3307	1.296	5.046
8829	C17H30N4O7	[M - H]-	0.708	22.239	10	0.803	1272_CARA_HILIC_neg_SIRIUS_charge0_removed_8829	-3.422	5.03
8094	C16H30N2O7S	[M - H]-	0.708	9.621	3	0.916	3534_CARA_HILIC_neg_SIRIUS_charge0_removed_8094	-4.059	0.727
6481	C36H52N2O6	[M + Cl]-	0.708	6.331	3	0.971	200_CARA_HILIC_neg_SIRIUS_charge0_removed_6481	7.09	2.484
2169	C3H8N2O4S	[M - H4O2 - H]-	0.708	0.963	3	1.0	748_CARA_HILIC_neg_SIRIUS_charge0_removed_2169	-274982.929	1.889
663	C26H22O5	[M + Br]-	0.708	40.747	7	0.512	596_CARA_HILIC_neg_SIRIUS_charge0_removed_663	0.589	1.568
3075	C33H46O6	[M - H]-	0.707	24.528	7	0.349	4216_CARA_HILIC_neg_SIRIUS_charge0_removed_3075	-0.117	5.901
7831	C28H52N2O5	[M - H]-	0.707	15.166	4	0.915	3926_CARA_HILIC_neg_SIRIUS_charge0_removed_7831	-2.112	2.68
5595	C5H5N2O7P	[M - H]-	0.707	17.725	5	0.539	824_CARA_HILIC_neg_SIRIUS_charge0_removed_5595	-3.663	3.73
2461	C15H26N4O9	[M - H]-	0.707	14.83	5	0.637	2563_CARA_HILIC_neg_SIRIUS_charge0_removed_2461	-1.486	3.744
5438	C14H25ClN6O3	[M - H]-	0.706	41.764	15	0.913	5041_CARA_HILIC_neg_SIRIUS_charge0_removed_5438	-6.933	6.756
770	C11H13Cl3N2O2	[M + Br]-	0.706	37.631	10	0.964	5362_CARA_HILIC_neg_SIRIUS_charge0_removed_770	3.223	2.364
7296	C23H38N6O8S	[M + Cl]-	0.706	33.651	16	0.86	4864_CARA_HILIC_neg_SIRIUS_charge0_removed_7296	4.578	4.551
9247	C9H8N2O6S	[M + Br]-	0.706	25.737	7	0.852	3326_CARA_HILIC_neg_SIRIUS_charge0_removed_9247	8.285	5.736
8728	C36H41BN2O2	[M + Br]-	0.706	2.93	3	0.94	2597_CARA_HILIC_neg_SIRIUS_charge0_removed_8728	5.1	5.675
5965	C23H38N6O8S	[M + Cl]-	0.706	33.626	16	0.86	5425_CARA_HILIC_neg_SIRIUS_charge0_removed_5965	4.746	4.663
8585	C7H13NO8S	[M + Cl]-	0.705	53.042	13	0.771	363_CARA_HILIC_neg_SIRIUS_charge0_removed_8585	-5.518	7.253
733	C15H11N3O2	[M + Br]-	0.705	19.87	3	0.958	2927_CARA_HILIC_neg_SIRIUS_charge0_removed_733	8.685	1.382
1936	C64H115N3O2	[M + Cl]-	0.705	4.495	4	0.983	3301_CARA_HILIC_neg_SIRIUS_charge0_removed_1936	5.307	3.657
7855	C29H61N3O9	[M - H4O2 - H]-	0.705	30.045	8	0.971	4539_CARA_HILIC_neg_SIRIUS_charge0_removed_7855	-64507.61	1.763
9903	C11H19NO9	[M - H]-	0.705	8.456	2	0.986	2470_CARA_HILIC_neg_SIRIUS_charge0_removed_9903	-3.261	3.263
10598	C27H28O12	[M - H]-	0.705	26.372	11	0.202	2561_CARA_HILIC_neg_SIRIUS_charge0_removed_10598	-0.368	4.059
6462	C25H36N6O3	[M - H]-	0.705	8.954	3	0.686	5543_CARA_HILIC_neg_SIRIUS_charge0_removed_6462	4.253	1.739
9829	C6H7N2O5P	[M - H]-	0.704	15.905	8	1.0	1728_CARA_HILIC_neg_SIRIUS_charge0_removed_9829	5.154	6.153
10625	C8H10O16	[M - H]-	0.704	7.647	2	0.137	5116_CARA_HILIC_neg_SIRIUS_charge0_removed_10625	4.965	2.522
6478	C31H55ClN2O3	[M + Cl]-	0.703	-1.35	1	0.0	4219_CARA_HILIC_neg_SIRIUS_charge0_removed_6478	7.111	7.116
2051	C13H11NO6	[M - H]-	0.703	40.521	8	0.987	4221_CARA_HILIC_neg_SIRIUS_charge0_removed_2051	7.388	2.843
4016	C13H24N2O5	[M + Cl]-	0.703	29.536	9	0.829	4853_CARA_HILIC_neg_SIRIUS_charge0_removed_4016	-9.356	7.026
10145	C13H27BN3O4	[M - H]-	0.703	20.272	9	0.898	2443_CARA_HILIC_neg_SIRIUS_charge0_removed_10145	0.614	4.866
426	C9H14O11	[M - H]-	0.703	14.908	3	1.0	756_CARA_HILIC_neg_SIRIUS_charge0_removed_426	-1.464	5.908
10681	C11H9BrN2O7	[M - H]-	0.703	20.95	8	0.924	1967_CARA_HILIC_neg_SIRIUS_charge0_removed_10681	0.178	2.007
4481	C19H32N12O8	[M - H]-	0.703	18.84	9	0.86	4305_CARA_HILIC_neg_SIRIUS_charge0_removed_4481	0.307	3.509
6170	C17H31N3O6	[M - H]-	0.702	21.817	11	0.507	3908_CARA_HILIC_neg_SIRIUS_charge0_removed_6170	-0.831	5.894
10137	C25H50O7	[M - H]-	0.702	19.373	2	0.507	1640_CARA_HILIC_neg_SIRIUS_charge0_removed_10137	1.133	2.213
4401	C41H80O12	[M - H]-	0.702	7.969	2	0.113	3554_CARA_HILIC_neg_SIRIUS_charge0_removed_4401	-8.253	6.241
3100	C19H33N3O2	[M - H]-	0.702	1.0	1	0.0	3083_CARA_HILIC_neg_SIRIUS_charge0_removed_3100	2.989	
8786	C30H58O13	[M - H]-	0.702	7.136	2	0.836	3480_CARA_HILIC_neg_SIRIUS_charge0_removed_8786	-7.94	4.331
10043	C11H6N2O4	[M - H]-	0.701	31.5	8	0.917	4752_CARA_HILIC_neg_SIRIUS_charge0_removed_10043	-0.787	7.211
261	C16H13ClF4O6S	[M + Cl]-	0.701	32.949	21	0.927	929_CARA_HILIC_neg_SIRIUS_charge0_removed_261	-2.194	4.949
3360	C17H28O3S	[M - H]-	0.701	24.168	14	0.918	4844_CARA_HILIC_neg_SIRIUS_charge0_removed_3360	-0.448	2.064
9154	C18H36N2O10	[M - H]-	0.701	12.202	3	0.637	4401_CARA_HILIC_neg_SIRIUS_charge0_removed_9154	-6.418	2.948
3304	C34H51ClO	[M + Cl]-	0.701	4.654	2	0.482	5326_CARA_HILIC_neg_SIRIUS_charge0_removed_3304	-0.083	3.079
2762	C40H83NO4	[M - H]-	0.701	0.96	1	0.0	4151_CARA_HILIC_neg_SIRIUS_charge0_removed_2762	0.416	0.493
1034	C4H2F6O2	[M - H]-	0.701	8.936	2	0.994	727_CARA_HILIC_neg_SIRIUS_charge0_removed_1034	-2.165	0.86
1084	C8H7FO3S2	[M + Br]-	0.7	22.806	5	0.8	3295_CARA_HILIC_neg_SIRIUS_charge0_removed_1084	-7.51	6.113
2202	C61H91N3O3	[M - H]-	0.7	1.253	2	0.532	2708_CARA_HILIC_neg_SIRIUS_charge0_removed_2202	-0.402	5.071
44	C3H6O6S3	[M - H]-	0.7	39.773	8	0.991	2352_CARA_HILIC_neg_SIRIUS_charge0_removed_44	-1.608	3.26
3305	C3H6O6S3	[M - H]-	0.7	38.986	7	0.987	3008_CARA_HILIC_neg_SIRIUS_charge0_removed_3305	-2.037	2.625
154	C3H6O6S3	[M - H]-	0.7	37.388	7	0.987	2313_CARA_HILIC_neg_SIRIUS_charge0_removed_154	-3.325	4.674
682	C3H8O5S2	[M - H]-	0.7	24.73	7	0.991	2860_CARA_HILIC_neg_SIRIUS_charge0_removed_682	-4.487	8.313
4678	C30H36N8O4S	[M - H]-	0.7	22.505	12	0.772	3344_CARA_HILIC_neg_SIRIUS_charge0_removed_4678	9.206	5.732
2464	C5H9IO3S	[M + Cl]-	0.7	21.556	6	0.993	2304_CARA_HILIC_neg_SIRIUS_charge0_removed_2464	2.527	2.22
249	C3H6O6S3	[M - H]-	0.7	21.19	7	0.989	2414_CARA_HILIC_neg_SIRIUS_charge0_removed_249	-3.754	3.061
5383	C5H9IO3S	[M + Cl]-	0.7	18.606	6	0.949	2284_CARA_HILIC_neg_SIRIUS_charge0_removed_5383	1.884	7.707
3079	C5H9IO3S	[M + Cl]-	0.7	18.606	6	0.949	2488_CARA_HILIC_neg_SIRIUS_charge0_removed_3079	1.884	7.707
1818	C6H7N2O5P	[M - H]-	0.699	16.062	8	1.0	1380_CARA_HILIC_neg_SIRIUS_charge0_removed_1818	5.154	6.126
3069	C31H52N4O3	[M + Cl]-	0.699	14.277	5	0.969	90_CARA_HILIC_neg_SIRIUS_charge0_removed_3069	2.232	2.153
2745	C16H19BrN6O4	[M + Cl]-	0.699	21.987	9	0.949	1974_CARA_HILIC_neg_SIRIUS_charge0_removed_2745	-0.669	5.618
1884	C42H86N3O6P	[M - H]-	0.699	2.21	2	0.322	5190_CARA_HILIC_neg_SIRIUS_charge0_removed_1884	0.069	3.485
2732	C28H18N2O4S3	[M - H]-	0.698	41.445	18	0.864	4349_CARA_HILIC_neg_SIRIUS_charge0_removed_2732	-4.424	3.812
4335	C11H4F3IN2O3	[M + Br]-	0.698	23.191	5	0.88	915_CARA_HILIC_neg_SIRIUS_charge0_removed_4335	1.347	1.252
2515	C39H73NO22	[M - H2O - H]-	0.698	17.121	5	0.806	4197_CARA_HILIC_neg_SIRIUS_charge0_removed_2515	-20269.012	2.111
4044	C15H7N3O9	[M + Cl]-	0.698	38.029	8	0.747	306_CARA_HILIC_neg_SIRIUS_charge0_removed_4044	1.642	5.357
8808	C22H30F2N8O	[M - H]-	0.698	18.401	8	0.64	2781_CARA_HILIC_neg_SIRIUS_charge0_removed_8808	3.511	2.099
5008	C23H46FN3O6	[M - H]-	0.697	24.905	9	0.877	2419_CARA_HILIC_neg_SIRIUS_charge0_removed_5008	0.861	1.357
4045	C23H44O9	[M - H]-	0.696	5.804	1	0.0	1761_CARA_HILIC_neg_SIRIUS_charge0_removed_4045	-3.144	2.254
