Row_ID	p_value|groups|oily-norm	p_value|base|sebum	p_value|base|skicon
6976	0.284	0.63	0.214
6977	0.832	0.753	0.457
6978	0.066	0.112	0.004
6979	0.071	0.163	0.225
6980	0.198	0.822	0.123
6983	0.902	0.653	0.13
6985	0.04	0.02	0.009
6986	0.82	0.585	0.421
6989	0.129	0.066	0.691
6990	0.431	0.57	0.532
6991	0.399	0.802	0.804
6992	0.637	0.833	0.846
6994	0.792	0.357	0.912
6995	0.003	0.002	0.083
6996	0.287	0.438	0.228
6997	0.752	0.727	0.396
6998	0.445	0.51	0.158
7000	0.727	0.308	0.929
7002	0.985	0.997	0.575
7005	0.245	0.762	0.066
7006	0.758	0.274	0.236
7007	0.813	0.958	0.961
7008	0.875	0.637	0.417
7009	0.01	0.008	0.01
7010	0.94	0.169	0.489
7011	0.501	0.379	0.566
7013	0.564	0.234	0.128
7015	0.44	0.339	0.245
7016	0.361	0.285	0.057
7017	0.705	0.89	0.136
7018	0.127	0.348	0.116
7019	0.602	0.305	0.662
7020	0.923	0.895	0.15
7021	0.09	0.416	0.208
7022	0.795	0.963	0.246
7023	0.841	0.544	0.296
7025	0.35	0.484	0.278
7026	0.012	0.004	0.002
7027	0.028	0.609	0.232
7028	0.68	0.764	0.081
7029	0.624	0.724	0.619
7030	0.368	0.521	0.582
7031	0.246	0.164	0.019
7032	0.281	0.354	0.979
7033	0.421	0.056	0.793
7034	0.123	0.208	0.192
7036	0.95	0.457	0.38
7038	0.446	0.095	0.933
7039	0.581	0.99	0.606
7040	0.318	0.219	0.081
7042	0.801	0.3	0.87
7043	0.915	0.141	0.534
7044	0.836	0.253	0.372
7045	0.566	0.477	0.659
7048	0.854	0.859	0.977
7050	0.142	0.188	0.025
7051	0.151	0.044	0.332
7052	0.671	0.528	0.791
7053	0.543	0.49	0.618
7056	0.587	0.13	0.93
7057	0.766	0.836	0.644
7058	0.489	0.277	0.346
7059	0.234	0.172	0.222
7060	0.816	0.288	0.19
7061	0.749	0.946	0.974
7062	0.364	0.815	0.418
7063	0.718	0.303	0.525
7065	0.54	0.275	0.894
7066	0.956	0.962	0.828
7070	0.121	0.182	0.034
7072	0.296	0.861	0.694
7073	0.06	0.004	0.176
7074	0.134	0.023	0.275
7075	0.781	0.907	0.947
7076	0.366	0.369	0.146
7077	0.348	0.29	0.007
7078	0.095	0.102	0.031
7079	0.142	0.017	0.165
7080	0.525	0.837	0.664
7081	0.478	0.669	0.974
7082	0.38	0.48	0.082
7083	0.924	0.14	0.214
7084	0.451	0.613	0.42
7085	0.252	0.424	0.66
7086	0.231	0.352	0.094
7087	0.729	0.179	0.42
7088	0.291	0.268	0.523
7089	0.509	0.639	0.43
7091	0.225	0.961	0.024
7093	0.046	0.465	0.007
7094	0.907	0.997	0.303
7095	0.535	0.112	0.374
7097	0.63	0.54	0.035
7098	0.356	0.281	0.018
7099	0.457	0.343	0.319
7101	0.677	0.962	0.284
7103	0.217	0.113	0.034
7104	0.189	0.288	0.145
7106	0.194	0.16	0.08
7108	0.46	0.104	0.841
7109	0.122	0.455	0.079
7110	0.273	0.773	0.326
7111	0.036	0.028	0.146
7112	0.096	0.285	0.001
7114	0.021	0.027	0.091
7115	0.699	0.988	0.262
7116	0.299	0.541	0.83
7117	0.231	0.256	0.03
7119	0.837	0.252	0.127
7122	0.554	0.365	0.632
7123	0.206	0.477	0.448
7124	0.026	0.018	0.107
7125	0.051	0.134	0.044
7126	0.326	0.504	0.239
7127	0.313	0.486	0.887
7129	0.675	0.409	0.984
7130	0.514	0.144	0.588
7132	0.935	0.808	0.511
7133	0.151	0.194	0.067
7134	0.417	0.22	0.127
7135	0.258	0.241	0.232
7136	0.162	0.124	0.002
7137	0.329	0.969	0.03
7139	0.275	0.068	0.072
7140	0.269	0.268	0.723
7141	0.856	0.855	0.394
7142	0.59	0.496	0.952
7144	0.254	0.219	0.281
7145	0.139	0.017	0.595
7146	0.3	0.294	0.018
7147	0.758	0.787	0.026
7148	0.272	0.349	0.19
7149	0.086	0.1	0.358
7150	0.219	0.159	0.009
7151	0.044	0.127	0.448
7152	0.727	0.501	0.049
7153	0.824	0.945	0.799
7155	0.718	0.899	0.027
7157	0.532	0.876	0.058
7158	0.29	0.048	0.128
7159	0.535	0.363	0.505
7162	0.651	0.463	0.025
7163	0.105	0.202	0.003
7166	0.48	0.564	0.776
7167	0.731	0.982	0.376
7168	0.297	0.078	0.929
7169	0.41	0.768	0.351
7171	0.248	0.261	0.013
7172	0.436	0.798	0.182
7173	0.495	0.978	0.786
7174	0.996	0.145	0.436
7175	0.034	0.024	0.035
7176	0.098	0.016	0.616
7177	0.812	0.413	0.393
7178	0.014	0.012	0.135
7184	0.143	0.508	0.452
7185	0.462	0.364	0.526
7186	0.588	0.738	0.219
7187	0.157	0.062	0.673
7188	0.627	0.995	0.785
7189	0.185	0.064	0.298
7190	0.375	0.784	0.384
7192	0.543	0.301	0.97
7193	0.475	0.776	0.221
7195	0.96	0.484	0.06
7198	0.43	0.141	0.369
7199	0.411	0.403	0.545
7200	0.745	0.445	0.736
7202	0.097	0.149	0.798
7203	0.885	0.747	0.649
7204	0.107	0.038	0.012
7205	0.6	0.739	0.233
7206	0.045	0.182	0.11
7209	0.975	0.924	0.586
7210	0.342	0.321	0.895
7211	0.584	0.725	0.847
7212	0.885	0.896	0.786
7213	0.558	0.897	0.561
7214	0.105	0.176	0.553
7217	0.78	0.361	0.658
7218	0.097	0.143	0.183
7219	0.26	0.33	0.007
7220	0.763	0.934	0.962
7222	0.326	0.247	0.157
7223	0.748	0.236	0.704
7225	0.183	0.237	0.817
7226	0.044	0.034	0.246
7227	0.485	0.109	0.08
7228	0.476	0.728	0.622
7229	0.007	0.129	0.066
7230	0.881	0.237	0.161
7231	0.145	0.528	0.106
7232	0.126	0.034	0.843
7233	0.197	0.474	0.004
7234	0.229	0.411	0.95
7235	0.725	0.909	0.732
7238	0.546	0.111	0.125
7239	0.367	0.735	0.01
7240	0.614	0.948	0.505
7241	0.083	0.12	0.052
7243	0.951	0.852	0.703
7244	0.092	0.222	0.009
7245	0.554	0.574	0.266
7247	0.414	0.971	0.143
7249	0.599	0.78	0.543
7251	0.269	0.124	0.099
7252	0.375	0.23	0.473
7253	0.019	0.124	0.114
7254	0.183	0.215	0.613
7258	0.419	0.333	0.063
7259	0.183	0.649	0.181
7260	0.21	0.132	0.551
7262	0.067	0.291	0.674
7263	0.623	0.467	0.715
7264	0.478	0.566	0.897
7266	0.967	0.752	0.028
7267	0.236	0.21	0.034
7268	0.268	0.246	0.132
7269	0.918	0.52	0.73
7272	0.706	0.328	0.982
7274	0.68	0.553	0.494
7279	0.902	0.843	0.48
7280	0.541	0.325	0.959
7281	0.914	0.644	0.03
7286	0.016	0.029	0.023
7287	0.163	0.619	0.268
7288	0.272	0.165	0.055
7289	0.929	0.582	0.224
7291	0.051	0.069	0.001
7293	0.423	0.403	0.386
7299	0.018	0.08	0.098
7301	0.731	0.81	0.595
7304	0.469	0.498	0.927
7305	0.726	0.498	0.57
7307	0.689	0.138	0.823
7308	0.435	0.971	0.737
7309	0.506	0.896	0.486
7311	0.431	0.497	0.163
7313	0.226	0.765	0.218
7315	0.234	0.406	0.809
7316	0.577	0.727	0.024
7317	0.487	0.965	0.673
7319	0.688	0.722	0.075
7320	0.213	0.874	0.866
7321	0.409	0.304	0.133
7322	0.713	0.712	0.343
7323	0.509	0.293	0.784
7329	0.474	0.316	0.393
7330	0.109	0.149	0.01
7333	0.067	0.161	0.356
7335	0.17	0.137	0.896
7338	0.929	0.845	0.933
7339	0.657	0.537	0.048
7342	0.674	0.358	0.672
7343	0.053	0.504	0.801
7345	0.119	0.073	0.801
7346	0.304	0.183	0.058
7347	0.173	0.697	0.405
7348	0.744	0.454	0.132
7351	0.541	0.317	0.956
7352	0.046	0.12	0.411
7353	0.02	0.005	0.801
7360	0.749	0.565	0.528
7361	0.03	0.007	0.031
7363	0.532	0.26	0.517
7364	0.265	0.67	0.359
7365	0.388	0.354	0.174
7366	0.263	0.579	0.203
7371	0.983	0.512	0.819
7373	0.614	0.82	0.774
7375	0.574	0.398	0.35
7378	0.368	0.322	0.731
7379	0.77	0.482	0.532
7380	0.619	0.234	0.326
7382	0.727	0.393	0.418
7388	0.133	0.093	0.462
7389	0.087	0.008	0.506
7393	0.086	0.017	0.997
7396	0.753	0.726	0.722
7397	0.007	0.029	0.774
7398	0.642	0.809	0.614
7403	0.026	0.086	0.091
7405	0.624	0.784	0.823
7408	0.046	0.008	0.961
7410	0.161	0.241	0.83
7413	0.041	0.19	0.383
7414	0.006	0.023	0.969
7417	0.818	0.712	0.037
7418	0.792	0.252	0.094
7419	0.704	0.635	0.023
7420	0.975	0.66	0.752
7421	0.528	0.674	0.16
7422	0.001	0.007	0.533
7423	0.579	0.308	0.357
7425	0.403	0.629	0.625
7426	0.018	0.031	0.065
7430	0.726	0.572	0.723
7431	0.019	0.003	0.09
7432	0.051	0.022	0.958
7433	0.692	0.633	0.348
7434	0.548	0.906	0.405
7436	0.014	0.01	0.953
7439	0.023	0.21	0.629
7440	0.459	0.312	0.052
7443	0.458	0.958	0.38
7445	0.047	0.007	0.488
7448	0.489	0.81	0.041
7449	0.029	0.363	0.285
7453	0.113	0.135	0.539
7455	0.88	0.366	0.011
7456	0.569	0.923	0.248
7457	0.719	0.307	0.016
7458	0.559	0.305	0.19
7459	0.708	0.837	0.351
7460	0.508	0.878	0.343
7461	0.339	0.369	0.127
7462	0.982	0.624	0.033
7463	0.711	0.721	0.134
7464	0.429	0.489	0.009
7465	0.592	0.666	0.227
7466	0.41	0.885	0.092
7468	0.696	0.95	0.7
7469	0.223	0.177	0.043
7470	0.098	0.379	0.685
7471	0.732	0.335	0.038
7472	0.229	0.463	0.832
7473	0.691	0.615	0.041
7474	0.063	0.005	0.993
7475	0.372	0.096	0.804
7476	0.465	0.397	0.032
7477	0.958	0.778	0.551
7478	0.965	0.393	0.608
7479	0.219	0.288	0.008
7480	0.176	0.106	0.012
7481	0.026	0.027	0.279
7483	0.212	0.071	0.645
7484	0.705	0.389	0
7485	0.782	0.891	0.557
7486	0.657	0.744	0.241
7487	0.775	0.733	0.266
7488	0.709	0.68	0.072
7489	0.702	0.762	0.02
7490	0.143	0.771	0.251
7491	0.043	0.111	0.71
7493	0.938	0.713	0.097
7494	0.332	0.66	0.861
7495	0.304	0.921	0.053
7496	0.059	0.013	0.007
7498	0.363	0.072	0.15
7499	0.826	0.333	0.81
7500	0.135	0.182	0.913
7501	0.22	0.169	0.015
7502	0.051	0.215	0.406
7503	0.034	0.033	0.875
7505	0.078	0.129	0.037
7506	0.653	0.134	0.495
7507	0.671	0.418	0.723
7508	0.789	0.686	0.433
7509	0.996	0.517	0.04
7510	0.336	0.44	0.02
7511	0.904	0.569	0.555
7512	0.95	0.812	0.561
7513	0.113	0.913	0.954
7514	0.88	0.91	0.516
7516	0.896	0.11	0.578
7518	0.546	0.769	0.98
7519	0.687	0.112	0.216
7520	0.193	0.379	0.019
7521	0.463	0.244	0.167
7522	0.23	0.322	0.07
7523	0.045	0.045	0.637
7524	0.78	0.807	0.103
7525	0.583	0.96	0.371
7527	0.168	0.22	0.46
7528	0.232	0.114	0.759
7529	0.432	0.264	0.032
7530	0.707	0.426	0.073
7531	0.132	0.053	0.014
7533	0.93	0.449	0.127
7535	0.243	0.313	0.459
7536	0.581	0.817	0.895
7538	0.145	0.545	0.039
7540	0.523	0.472	0.008
7541	0.015	0.009	0.243
7542	0.589	0.53	0.817
7543	0.227	0.233	0.011
7544	0.97	0.826	0.687
7545	0.903	0.344	0.351
7546	0.712	0.815	0.366
7547	0.472	0.624	0.369
7548	0.338	0.94	1
7549	0.283	0.227	0.008
7550	0.274	0.266	0.772
7552	0.236	0.222	0.644
7554	0.248	0.147	0.444
7557	0.725	0.129	0.254
7560	0.825	0.356	0.36
7562	0.299	0.063	0.121
7563	0.638	0.541	0.281
7566	0.717	0.522	0.195
7567	0.683	0.524	0.772
7568	0.446	0.373	0.09
7569	0.126	0.019	0.267
7570	0.136	0.099	0.56
7572	0.744	0.35	0.035
7573	0.42	0.139	0.006
7574	0.79	0.604	0.274
7575	0.857	0.431	0.162
7576	0.31	0.66	0.512
7579	0.567	0.856	0.189
7580	0.027	0.014	0.37
7581	0.657	0.181	0.112
7582	0.617	0.31	0.002
7583	0.778	0.448	0.012
7584	0.498	0.277	0.927
7586	0.014	0.012	0.327
7587	0.89	0.819	0.054
7588	0.213	0.737	0.469
7590	0.927	0.447	0.655
7591	0.6	0.533	0.725
7594	0.714	0.552	0.38
7599	0.25	0.29	0.097
7600	0.157	0.028	0.081
7601	0.054	0.063	0.639
7602	0.156	0.016	0.718
7603	0.533	0.41	0.139
7604	0.85	0.502	0.152
7605	0.766	0.323	0.009
7606	0.542	0.175	0.369
7607	0.759	0.924	0.435
7608	0.994	0.204	0.145
7609	0.785	0.533	0.71
7610	0.235	0.24	0.287
7611	0.617	0.345	0.079
7613	0.9	0.611	0.179
7614	0.797	0.433	0.26
7615	0.736	0.602	0.083
7616	0.702	0.297	0.044
7620	0.695	0.866	0.798
7622	0.799	0.439	0.107
7623	0.034	0.016	0.853
7629	0.609	0.814	0.419
7630	0.947	0.298	0.009
7631	0.297	0.145	0.944
7634	0.659	0.783	0.347
7635	0.231	0.502	0.735
7636	0.846	0.612	0.805
7640	0.259	0.187	0.065
7641	0.922	0.741	0.299
7642	0.745	0.657	0.413
7643	0.103	0.042	0.531
7644	0.59	0.856	0.031
7645	0.638	0.198	0.521
7646	0.021	0.292	0.666
7647	0.206	0.016	0.783
7648	0.421	0.575	0.019
7649	0.628	0.293	0.824
7650	0.71	0.795	0.084
7651	0.016	0.305	0.297
7652	0.404	0.206	0.474
7654	0.379	0.551	0.117
7655	0.924	0.923	0.245
7656	0.097	0.137	0.432
7658	0.925	0.623	0.126
7659	0.944	0.938	0.006
7660	0.749	0.316	0.085
7662	0.232	0.294	0.1
7663	0.607	0.258	0.007
7665	0.013	0.058	0.04
7666	0.742	0.47	0.465
7667	0.123	0.125	0.803
7669	0.386	0.167	0.404
7670	0.105	0.071	0.01
7674	0.752	0.883	0.014
7675	0.195	0.203	0.096
7676	0.506	0.373	0.261
7677	0.355	0.209	0.59
7679	0.772	0.189	0.06
7680	0.891	0.63	0.817
7682	0.177	0.018	0.049
7686	0.712	0.929	0.43
7687	0.331	0.728	0.526
7688	0.089	0.542	0.046
7689	0.946	0.497	0.942
7691	0.38	0.309	0.075
7692	0.244	0.644	0.335
7694	0.506	0.51	0.817
7695	0.626	0.721	0.418
7696	0.897	0.534	0.988
7698	0.128	0.02	0
7699	0.035	0.058	0.025
7700	0.327	0.063	0.002
7701	0.747	0.507	0.652
7702	0.031	0.162	0.403
7703	0.005	0.078	0.548
7704	0.167	0.058	0.303
7705	0.81	0.564	0.619
7706	0.43	0.852	0.705
7707	0.898	0.916	0.223
7708	0.197	0.141	0.635
7709	0.312	0.195	0.576
7713	0.312	0.08	0.03
7714	0.577	0.212	0.407
7715	0.971	0.89	0.6
7716	0.726	0.876	0.708
7717	0.656	0.562	0.076
7718	0.87	0.289	0.132
7719	0.587	0.548	0.636
7720	0.944	0.885	0.18
7721	0.626	0.298	0.41
7723	0.247	0.523	0.8
7724	0.263	0.042	0.108
7725	0.377	0.665	0.355
7726	0.508	0.429	0.105
7727	0.542	0.731	0.554
7728	0.842	0.626	0.256
7729	0.332	0.098	0.367
7730	0.57	0.538	0.474
7731	0.571	0.541	0.626
7732	0.119	0.134	0.359
7733	0.457	0.889	0.478
7734	0.256	0.33	0.667
7735	0.914	0.842	0.948
7737	0.152	0.309	1
7738	0.316	0.678	0.16
7740	0.598	0.36	0.757
7741	0.464	0.226	0.426
7742	0.245	0.557	0.308
7743	0.048	0.037	0.1
7744	0.881	0.991	0.211
7750	0.433	0.347	0.346
7751	0.047	0.136	0.002
7752	0.565	0.757	0.18
7755	0.296	0.075	0.317
7756	0.535	0.58	0.161
7757	0.545	0.844	0.272
7761	0.901	0.68	0.411
7762	0.721	0.877	0.811
7763	0.91	0.779	0.474
7764	0.241	0.26	0.097
7766	0.102	0.065	0.673
7767	0.409	0.004	0.094
7768	0.193	0.007	0.873
7769	0.173	0.273	0.046
7770	0.311	0.209	0.497
7771	0.072	0.06	0.664
7774	0.201	0.468	0.005
7779	0.149	0.184	0.51
7782	0.876	0.217	0.967
7783	0.962	0.796	0.358
7785	0.365	0.579	0.604
7789	0.706	0.864	0.173
7792	0.93	0.318	0.377
7794	0.789	0.259	0.944
7796	0.186	0.03	0.485
7799	0.18	0.148	0.078
7800	0.205	0.473	0.48
7803	0.283	0.413	0.023
7804	0.728	0.998	0.872
7805	0.485	0.205	0.843
7807	0.545	0.531	0.249
7808	0.237	0.179	0.066
7809	0.582	0.57	0.32
7810	0.773	0.756	0.819
7811	0.649	0.631	0.162
7814	0.754	0.686	0.952
7815	0.318	0.744	0.54
7816	0.286	0.117	0.084
7817	0.806	0.347	0.676
7818	0.351	0.045	0.496
7821	0.353	0.433	0.303
7825	0.804	0.245	0.252
7826	0.32	0.055	0.177
7827	0.761	0.145	0.264
7832	0.205	0.132	0.713
7836	0.124	0.605	0.474
7850	0.889	0.652	0.455
7860	0.351	0.23	0.07
7863	0.116	0.184	0.65
7876	0.306	0.152	0.184
7890	0.567	0.642	0.49
7921	0.305	0.103	0.891
7935	0.869	0.512	0.69
7948	0.091	0.281	0.325
7949	0.977	0.912	0.252
7961	0.042	0.275	0.001
7965	0.474	0.583	0.94
7966	0.653	0.863	0.133
7971	0.609	0.923	0.17
7977	0.217	0.409	0.025
7985	0.863	0.579	0.221
8003	0.234	0.753	0.272
8004	0.439	0.133	0.968
8005	0.435	0.334	0.906
8006	0.431	0.975	0.829
8007	0.722	0.553	0.794
8009	0.303	0.675	0.648
8010	0.264	0.74	0.92
8011	0.391	0.399	0.856
8012	0.991	0.472	0.268
8013	0.541	0.883	0.684
8014	0.77	0.739	0.359
8015	0.323	0.138	0.869
8016	0.395	0.245	0.102
8017	0.729	0.869	0.057
8018	0.861	0.442	0.029
8019	0.511	0.92	0.196
8020	0.872	0.752	0.203
8021	0.395	0.18	0.821
8022	0.317	0.168	0.562
8024	0.421	0.407	0.82
8025	0.816	0.445	0.086
8026	0.988	0.613	0.009
8027	0.128	0.088	0.384
8028	0.697	0.168	0.51
8030	0.912	0.483	0.043
8031	0.897	0.828	0.699
8032	0.244	0.757	0.712
8033	0.564	0.941	0.651
8034	0.817	0.662	0.119
8035	0.709	0.4	0.511
8036	0.118	0.301	0.152
8038	0.484	0.113	0.977
8039	0.766	0.899	0.008
8040	0.78	0.774	0.74
8041	0.064	0.126	0.735
8042	0.143	0.586	0.189
8043	0.321	0.953	0.815
8044	0.976	0.546	0.797
8045	0.007	0.044	0.054
8046	0.295	0.78	0.118
8047	0.538	0.861	0.969
8048	0.485	0.242	0.856
8049	0.572	0.292	0.053
8050	0.625	0.291	0.682
8051	0.519	0.62	0.936
8052	0.323	0.549	0.046
8053	0.206	0.751	0.466
8054	0.836	0.297	0.948
8055	0.263	0.34	0.002
8056	0.941	0.78	0.51
8057	0.308	0.691	0.145
8058	0.965	0.416	0.986
8059	0.278	0.367	0.786
8060	0.095	0.244	0.012
8061	0.612	0.917	0.165
8062	0.357	0.336	0.394
8064	0.173	0.571	0.05
8065	0.092	0.682	0.745
8066	0.006	0.018	0.793
8067	0.395	0.679	0.358
8068	0.366	0.324	0.889
8069	0.471	0.859	0.781
8071	0.412	0.383	0.71
8072	0.15	0.223	0.432
8073	0.071	0.023	0.439
8074	0.064	0.18	0.021
8075	0.056	0.784	0.567
8076	0.263	0.387	0.92
8077	0.323	0.742	0.517
8078	0.486	0.537	0.589
8079	0.526	0.04	0.538
8080	0.688	0.791	0.617
8081	0.228	0.713	0.827
8083	0.185	0.584	0.713
8084	0.155	0.446	0.051
8086	0.108	0.054	0.699
8087	0.098	0.078	0.217
8088	0.125	0.633	0.015
8090	0.016	0.168	0.947
8091	0.404	0.055	0.797
8092	0.894	0.851	0.248
8093	0.467	0.32	0.699
8094	0.891	0.849	0.006
8095	0.816	0.589	0.779
8096	0.481	0.681	0.18
8097	1	0.212	0.841
8098	0.475	0.417	0.023
8100	0.546	0.245	0.552
8101	0.733	0.458	0.593
8102	0.079	0.096	0.018
8103	0.114	0.639	0.796
8104	0.905	0.47	0.049
8105	0.134	0.635	0.909
8106	0.063	0.335	0.011
8108	0.228	0.566	0.198
8109	0.849	0.743	0.867
8110	0.99	0.308	0.138
8111	0.842	0.445	0.514
8112	0.123	0.382	0.435
8113	0.717	0.854	0.303
8114	0.059	0.347	0.413
8115	0.591	0.668	0.234
8116	0.291	0.268	0.044
8117	0.578	0.461	0.61
8119	0.736	0.267	0.747
8120	0.124	0.032	0.832
8122	0.583	0.233	0.081
8123	0.003	0.031	0.004
8124	0.684	0.876	0.252
8125	0.703	0.414	0.122
8126	0.082	0.216	0.105
8127	0.531	0.793	0.884
8128	0.061	0.425	0.056
8130	0.004	0.025	0.217
8131	0.801	0.855	0.322
8133	0.381	0.93	0.064
8134	0.195	0.175	0.345
8135	0.891	0.293	0.063
8136	0.857	0.647	0.103
8137	0.184	0.085	0.951
8139	0.267	0.341	0.749
8140	0.613	0.912	0.125
8141	0.71	0.395	0.832
8143	0.063	0.345	0.502
8144	0.184	0.299	0.655
8145	0.93	0.311	0.537
8146	0.457	0.666	0.401
8147	0.204	0.817	0.434
8148	0.181	0.38	0.544
8149	0.105	0.269	0.05
8150	0.627	0.741	0.091
8151	0.954	0.148	0.629
8153	0.944	0.627	0.134
8154	0.155	0.468	0.028
8155	0.973	0.639	0.906
8157	0.123	0.585	0.22
8158	0.185	0.144	0.403
8159	0.585	0.784	0.456
8160	0.921	0.439	0.406
8161	0.289	0.46	0.239
8162	0.371	0.837	0.772
8164	0.017	0.016	0.801
8165	0.679	0.659	0.529
8166	0.724	0.875	0.783
8167	0.19	0.707	0.002
8168	0.368	0.885	0.001
8171	0.168	0.139	0.999
8172	0.452	0.987	0.071
8173	0.456	0.634	0.187
8174	0.706	0.876	0.018
8179	0.385	0.542	0.83
8180	0.418	0.466	0.231
8181	0.614	0.617	0.172
8182	0.132	0.198	0.175
8184	0.861	0.415	0.045
8185	0.852	0.659	0.042
8186	0.808	0.675	0.523
8187	0.91	0.921	0.67
8191	0.264	0.912	0.061
8193	0.161	0.371	0.131
8194	0.573	0.469	0.069
8195	0.929	0.659	0.001
8196	0.541	0.672	0.941
8197	0.487	0.889	0.613
8198	0.814	0.241	0.222
8199	0.32	0.057	0.876
8200	0.961	0.314	0.661
8201	0.085	0.427	0.01
8202	0.091	0.224	0.317
8203	0.217	0.381	0.277
8204	0.529	0.267	0.449
8207	0.627	0.981	0.77
8208	0.794	0.312	0.079
8210	0.947	0.364	0.115
8211	0.242	0.172	0.464
8212	0.238	0.378	0.273
8213	0.234	0.315	0.965
8214	0.319	0.822	0.008
8216	0.231	0.82	0.122
8217	0.16	0.378	0.667
8218	0.379	0.354	0.18
8219	0.399	0.459	0.842
8220	0.137	0.23	0.846
8221	0.33	0.539	0.088
8222	0.215	0.048	0.729
8224	0.383	0.346	0.071
8225	0.209	0.289	0.023
8226	0.94	0.324	0.188
8227	0.858	0.915	0.005
8229	0.604	0.49	0.464
8230	0.749	0.682	0.247
8231	0.935	0.465	0.021
8232	0.883	0.915	0.302
8233	0.243	0.238	0.211
8234	0.26	0.644	0.129
8235	0.525	0.95	0.74
8236	0.876	0.857	0.761
8237	0	0.006	0.011
8238	0.212	0.351	0.183
8240	0.061	0.122	0.11
8241	0.49	0.41	0.738
8242	0.55	0.362	0.024
8243	0.218	0.172	0.112
8244	0.505	0.686	0.123
8245	0.177	0.158	0.511
8246	0.914	0.611	0.515
8247	0.081	0.022	0.007
8248	0.291	0.668	0.007
8249	0.614	0.488	0.107
8250	0.064	0.031	0.64
8252	0.251	0.201	0.204
8253	0.411	0.318	0.346
8254	0.253	0.746	0.097
8255	0.578	0.167	0.329
8256	0.241	0.589	0.892
8257	0.005	0.047	0.211
8259	0.491	0.568	0.411
8260	0.577	0.129	0.172
8261	0.991	0.663	0.009
8262	0.612	0.962	0.572
8263	0.402	0.475	0.054
8264	0.003	0.219	0.443
8265	0.192	0.92	0.629
8267	0.544	0.505	0.152
8268	0.4	0.768	0.073
8269	0.126	0.178	0.269
8270	0.843	0.91	0.239
8271	0.6	0.27	0.597
8272	0.422	0.641	0.027
8273	0.224	0.332	0.168
8274	0.481	0.811	0.021
8277	0.107	0.019	0.763
8278	0.615	0.148	0.889
8279	0	0.002	0.339
8281	0.93	0.829	0.361
8282	0.207	0.415	0.044
8283	0.39	0.47	0.693
8284	0.364	0.199	0.735
8286	0.203	0.385	0.29
8287	0.149	0.243	0.063
8288	0.78	0.44	0.115
8289	0.295	0.622	0.878
8290	0	0.03	0.261
8291	0.226	0.114	0.09
8292	0.007	0.055	0.096
8294	0.415	0.628	0.093
8295	0.256	0.738	0.223
8296	0.012	0.024	0.072
8297	0.887	0.774	0.701
8298	0.298	0.243	0.107
8300	0.098	0.275	0.148
8301	0.577	0.023	0.383
8302	0.545	0.2	0.557
8304	0.453	0.203	0.066
8305	0.195	0.263	0.2
8306	0.658	0.589	0.035
8307	0.828	0.892	0.608
8308	0.815	0.98	0.575
8309	0.205	0.86	0.277
8310	0.457	0.782	0.479
8311	0.737	0.758	0.218
8312	0.997	0.786	0.665
8313	0.454	0.494	0.4
8314	0.86	0.525	0.293
8315	0.158	0.109	0.866
8316	0.681	0.911	0.04
8317	0.429	0.702	0.04
8319	0.165	0.258	0.292
8320	0.637	0.562	0.801
8321	0.996	0.942	0.324
8322	0.527	0.935	0.633
8323	0.014	0.007	0.422
8324	0.666	0.835	0.005
8325	0.533	0.704	0.057
8328	0.248	0.654	0.725
8329	0.628	0.749	0.362
8330	0.625	0.304	0.521
8331	0.061	0.112	0.341
8333	0.452	0.196	0.865
8334	0.771	0.661	0.809
8335	0.922	0.852	0.461
8338	0.315	0.245	0.448
8339	0.109	0.166	0.22
8340	0.174	0.092	0.114
8342	0.728	0.333	0.039
8344	0.004	0.025	0.918
8345	0.253	0.228	0.891
8346	0.041	0.06	0.519
8347	0.506	0.966	0.887
8348	0.902	0.161	0.014
8349	0.281	0.281	0.016
8350	0.173	0.222	0.05
8351	0.066	0.112	0.836
8352	0.835	0.829	0.675
8354	0.078	0.024	0.028
8355	0.378	0.613	0.621
8356	0.974	0.686	0.123
8357	0.868	0.279	0.598
8359	0.307	0.149	0.784
8361	0.003	0.161	0.095
8362	0.882	0.488	0.828
8363	0.793	0.804	0.596
8364	0.036	0.036	0.319
8365	0.855	0.338	0.3
8366	0.348	0.108	0.707
8367	0.485	0.884	0.822
8368	0.622	0.814	0.077
8369	0.325	0.843	0.975
8370	0.055	0.223	0.696
8371	0.722	0.886	0.407
8372	0.755	0.534	0.006
8373	0	0.003	0.015
8374	0.26	0.359	0.097
8375	0.015	0.615	0.015
8376	0.244	0.766	0.84
8377	0.008	0.004	0.258
8378	0.332	0.071	0.961
8380	0.696	0.685	0.496
8381	0.989	0.577	0.874
8382	0.905	0.504	0.129
8383	0.301	0.119	0.339
8384	0.211	0.29	0.239
8385	0.283	0.167	0.149
8386	0.081	0.01	0.912
8387	0.666	0.691	0.525
8388	0.944	0.958	0.682
8390	0.531	0.411	0.04
8391	0.14	0.742	0.015
8392	0.737	0.653	0.632
8394	0.446	0.774	0.732
8396	0.845	0.82	0.508
8397	0.746	0.863	0.208
8398	0.929	0.71	0.012
8399	0.94	0.758	0.743
8400	0.072	0.039	0.148
8401	0.016	0.007	0.991
8402	0.609	0.655	0.386
8403	0.147	0.145	0.844
8406	0.243	0.438	0.704
8407	0.82	0.653	0.155
