rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	ionMass	retentionTimeInSeconds	id
1	C18H32O4	[M - H]-	C18H32O4	0.9999999999999999	125.38720150270795	125.38720150270795	0.0	28	0.6553232831186153	-2.009019398225715	4.702028013808892	-0.9094840811141925	311.2225	32.763	648_CARA_HILIC_neg_SIRIUS_charge0_removed_1662
2	C14H22O7	[M - H]-	C14H22O7	0.9999999999999999	122.4159328144445	122.4159328144445	0.0	26	0.6387364752558821	-2.213009890273549	3.736629285881531	-0.2543489951131319	301.1292	31.905	3696_CARA_HILIC_neg_SIRIUS_charge0_removed_4352
3	C19H36O5	[M - H]-	C19H36O5	0.9999999999999999	118.26475413628556	118.26475413628556	0.0	31	0.5683359073274453	-4.192157752179908	5.855838688176877	-6.11163541302137	343.2469	32.746	3666_CARA_HILIC_neg_SIRIUS_charge0_removed_3496
4	C16H26O5	[M - H]-	C16H26O5	0.9999999999999999	115.49358356335048	115.49358356335048	0.0	24	0.567360607876472	-0.4776789742219219	3.0078846839413083	-3.861363710939556	297.1696	72.943	1698_CARA_HILIC_neg_SIRIUS_charge0_removed_7819
5	C8H12N2O5	[M - H]-	C8H12N2O5	0.9999999999999999	111.8425754888901	107.07233246671126	4.770243022178849	35	0.9958760709044455	-1.6919728218164172	2.2203655621757803	1.1855253443977836	215.0676	117.983	305_CARA_HILIC_neg_SIRIUS_charge0_removed_1606
6	C7H10O6	[M - H]-	C7H10O6	0.9999999999999999	103.14599463133763	100.82240734226778	2.323587289069854	15	0.807006874541411	3.785210072614949	7.26891681293394	-2.441747299279674	189.04	81.744	4423_CARA_HILIC_neg_SIRIUS_charge0_removed_10221
7	C11H17N3O6	[M - H]-	C11H17N3O6	0.9999999999999999	99.762516459631	95.51287182863504	4.249644630995961	41	0.9615396653588028	-0.30592496802118846	4.34947620980705	0.14396170107858824	286.1045	116.885	3827_CARA_HILIC_neg_SIRIUS_charge0_removed_2524
8	C6H14O6	[M - H]-	C6H14O6	0.9999999999999999	96.3525036854165	92.02596857940752	4.3265351060089765	20	0.9903131724675193	-2.8935837796946022	3.5420784062699244	4.077284460892702	181.0725	131.019	5446_CARA_HILIC_neg_SIRIUS_charge0_removed_2021
9	C16H26O5	[M - H]-	C16H26O5	0.9999999999999999	95.98730376346631	95.98730376346631	0.0	20	0.5378348090071591	-0.509571686178806	3.44511883938438	-3.861363710939556	297.1696	31.841	5420_CARA_HILIC_neg_SIRIUS_charge0_removed_7888
10	C6H8O6	[M - H]-	C6H8O6	0.9999999999999999	93.33316338475322	92.37492109428932	0.958242290463897	12	0.7786051491061425	-4.116470062838822	5.925925226189205	-1.2085381681000604	175.0246	93.063	1569_CARA_HILIC_neg_SIRIUS_charge0_removed_7326
11	C11H16O4	[M - H]-	C11H16O4	0.9999999999999999	93.26990107453437	90.32204493866445	2.947856135869926	14	0.9592073370101574	-2.373162746548621	4.2895807911530905	-0.39100372799689515	211.0975	31.841	803_CARA_HILIC_neg_SIRIUS_charge0_removed_288
12	C6H11NO4	[M - H]-	C6H11NO4	0.9999999999999999	92.24518558767242	87.40195892801077	4.843226659661658	14	0.9572991155628161	-2.821620939405713	7.591334397252266	-0.8208094485989849	160.0614	89.31	602_CARA_HILIC_neg_SIRIUS_charge0_removed_2862
13	C7H12N2O4	[M - H]-	C7H12N2O4	0.9999999999999999	91.86852936539246	86.7686733048045	5.099856060587974	15	0.936506479777984	-2.369472963294335	2.6903600850593006	-0.6971203617677886	187.0723	106.995	4860_CARA_HILIC_neg_SIRIUS_charge0_removed_1859
14	C6H6O5	[M - H]-	C6H6O5	0.9999999999999999	91.51448771637659	88.6791291935755	2.8353585228010854	11	0.8304206179058683	-0.8902112667280951	3.710718553122814	0.9754525097570609	157.0144	93.206	1364_CARA_HILIC_neg_SIRIUS_charge0_removed_2443
14	C6H6O5	[M - H]-	C6H6O5	0.9999999999999999	90.80464318309538	88.07788842755022	2.7267547555451586	11	0.8873451093326534	-2.387176061193669	2.7674777484748594	-2.208975825963036	157.0139	93.063	3230_CARA_HILIC_neg_SIRIUS_charge0_removed_3985
15	C7H12O7	[M - H]-	C7H12O7	0.9999999999999999	90.7196996088689	86.26776662039946	4.451932988469439	14	0.9935388498047267	0.9314044634912194	2.8073172127708412	1.3220302917577436	207.0513	132.068	2668_CARA_HILIC_neg_SIRIUS_charge0_removed_2883
16	C16H22O4	[M - H]-	C16H22O4	0.9999999999999999	86.5320462959973	86.5320462959973	0.0	14	0.8138653239803082	-2.813755589527237	3.3157274804136234	4.933387398185547	277.1459	31.593	5_CARA_HILIC_neg_SIRIUS_charge0_removed_8615
17	C9H11NO3	[M - H]-	C9H11NO3	0.9999999999999999	86.46259220331001	81.92942050333285	4.533171699977155	14	0.9881695181123972	-1.3072731158321678	1.8588995244090252	-1.203777658958795	180.0664	136.472	2813_CARA_HILIC_neg_SIRIUS_charge0_removed_8201
18	C13H21BF2N2O4	[M - H]-	C13H21BF2N2O4	0.9999999999999999	85.98245317921372	85.98245317921372	0.0	26	0.7642746829943401	-4.757742360743547	6.22031456639265	-5.690765006608371	316.1508	137.786	2640_CARA_HILIC_neg_SIRIUS_charge0_removed_3701
19	C11H16O11	[M - H]-	C11H16O11	0.9999999999999999	85.82649964779674	80.57140694431568	5.255092703481056	12	0.9779745843132525	-0.47687034990034016	0.8353692923304117	1.9040275491967191	323.0626	158.299	4234_CARA_HILIC_neg_SIRIUS_charge0_removed_3423
19	C11H16O11	[M - H]-	C11H16O11	0.9999999999999999	83.80339578867114	78.47893530384452	5.324460484826623	12	0.9734943448581322	-4.195728083183256	5.990551479915713	-0.881812698584621	323.0617	153.802	1787_CARA_HILIC_neg_SIRIUS_charge0_removed_3388
20	C5H12O5	[M - H]-	C5H12O5	0.9999999999999999	83.55244650342037	79.32565332607928	4.22679317734109	15	0.985481803103143	0.6630264010190797	5.814167986996127	2.6675746222377024	151.0616	120.851	1136_CARA_HILIC_neg_SIRIUS_charge0_removed_25
21	C6H9NO5	[M - H]-	C6H9NO5	0.9999999999999999	82.52628222023394	80.51595267796758	2.010329542266356	13	0.9464243795996997	1.4304078937288707	4.92092312004059	-1.1258057569983957	174.0406	102.469	4828_CARA_HILIC_neg_SIRIUS_charge0_removed_3142
22	C9H10O3	[M - H]-	C9H10O3	0.9999999999999999	82.28917643215831	82.28917643215831	0.0	10	0.981265797562133	-1.8060396731765895	1.8060396731765895	0.4984501639202833	165.0558	71.753	4302_CARA_HILIC_neg_SIRIUS_charge0_removed_4350
23	C14H18N2O5	[M - H]-	C14H18N2O5	0.9999999999999999	81.74597876410469	80.01692502172956	1.729053742375123	19	0.5359078886155262	1.2059352670229366	4.585936734004049	7.180683477832355	293.1164	134.942	4503_CARA_HILIC_neg_SIRIUS_charge0_removed_2784
24	C20H36O4	[M - H2O - H]-	C20H34O3	0.9999999999999999	81.45873796713789	78.49566684196895	2.9630711251689377	21	0.4985890606329896	-4.2733233767627254	4.711360061271511	-56070.13771520983	321.242	32.824	474_CARA_HILIC_neg_SIRIUS_charge0_removed_2046
25	C9H13N3O3	[M - H]-	C9H13N3O3	0.9999999999999999	80.82957067783222	80.82957067783222	0.0	16	0.9502156633238058	-6.997050274160957	8.082592133071344	-1.022541529848231	210.0882	86.343	5084_CARA_HILIC_neg_SIRIUS_charge0_removed_4992
26	C8H16F3N3O2	[M - H]-	C8H16F3N3O2	0.9999999999999999	80.78438252612449	80.78438252612449	0.0	21	0.9504432241370049	3.7508455727256886	7.3049835795286135	-5.720355760437806	242.1108	123.094	2370_CARA_HILIC_neg_SIRIUS_charge0_removed_5044
27	C5H7NO5	[M - H]-	C5H7NO5	0.9999999999999999	80.2463822587298	76.31185134072959	3.9345309180002097	11	0.7820590484895528	-1.9050602211857872	3.3229995092594917	-1.5364603223750197	160.0249	102.339	2225_CARA_HILIC_neg_SIRIUS_charge0_removed_3466
28	C10H20O3	[M - H]-	C10H20O3	0.9999999999999999	80.15379854740975	75.5213950980968	4.632403449312951	13	0.9404980773499366	-2.4236902096165807	8.976854369185226	-4.104284592183899	187.1332	62.005	4311_CARA_HILIC_neg_SIRIUS_charge0_removed_1337
29	C6H14O6	[M - H]-	C6H14O6	0.9999999999999999	78.85545592731029	77.25971044374201	1.5957454835682752	19	0.9018293738659305	-1.3209866234104257	2.1589280159290154	-9.72947428868798	181.07	136.472	1373_CARA_HILIC_neg_SIRIUS_charge0_removed_7899
30	C9H10O4	[M - H]-	C9H10O4	0.9999999999999999	76.17133298827217	76.17133298827217	0.0	10	0.6862811801324945	-1.9879936008655368	2.894934266985015	-1.2833327596853072	181.0504	92.656	2466_CARA_HILIC_neg_SIRIUS_charge0_removed_5207
31	C8H14N2O4	[M - H]-	C8H14N2O4	0.9999999999999999	75.9499969797246	73.45696972841522	2.4930272513093836	12	0.8206114458756945	-3.7376021850909322	5.536545120271404	-3.8812789741838225	201.0873	93.116	1664_CARA_HILIC_neg_SIRIUS_charge0_removed_5201
32	C9H11NO3	[M - H]-	C9H11NO3	0.9999999999999999	75.82311692150708	71.20179146122305	4.621325460284021	12	0.9902834547591369	1.81564709694144	2.045517130486923	1.017622851986822	180.0668	136.472	92_CARA_HILIC_neg_SIRIUS_charge0_removed_265
33	C6H8O6	[M - H]-	C6H8O6	0.9999999999999999	75.11481124866675	74.2084685223672	0.9063427262995621	9	0.7169692913691504	-1.3546027971905164	6.667209568590369	-0.6371895478359694	175.0247	93.206	3401_CARA_HILIC_neg_SIRIUS_charge0_removed_4085
34	C6H11NO5	[M - H]-	C6H11NO5	0.9999999999999999	73.046486076787	68.47552022197591	4.570965854811089	20	0.9672641795486826	-4.812969143806782	4.812969143806782	0.8747192128023462	176.0566	100.696	5261_CARA_HILIC_neg_SIRIUS_charge0_removed_2429
35	C12H19N3O5	[M - H]-	C12H19N3O5	0.9999999999999999	71.41682877836936	71.41682877836936	0.0	39	0.9205372080215697	-1.0711798201974132	3.591123607840156	-2.4434918826878227	284.1245	92.205	3777_CARA_HILIC_neg_SIRIUS_charge0_removed_1981
36	C12H28N6O	[M - H]-	C12H28N6O	0.9999999999999999	71.41566922619579	71.41566922619579	0.0	19	0.5234905686263429	5.789940513779234	7.345192984697309	-8.048963065076162	271.223	31.925	3236_CARA_HILIC_neg_SIRIUS_charge0_removed_10186
37	C7H16O7	[M - H]-	C7H16O7	0.9999999999999999	71.09070045038203	68.94066012969387	2.150040320688161	18	0.8948439282531729	-0.8902112667280951	1.7463150014891256	-0.5988184197797236	211.0822	120.562	1502_CARA_HILIC_neg_SIRIUS_charge0_removed_275
38	C7H12O7	[M - H]-	C7H12O7	0.9999999999999999	70.70718735392522	68.11479595976257	2.5923913941626457	14	0.975946535601868	-3.0270910039863077	3.9528236353628694	2.2879722704470113	207.0515	144.358	3082_CARA_HILIC_neg_SIRIUS_charge0_removed_2508
39	C8H14N2O6	[M - H]-	C8H14N2O6	0.9999999999999999	70.55036394139556	70.24633493378317	0.30402900761238527	17	0.3021055009588171	-1.8820014239840344	3.2901072923984302	-2.1868954666153693	233.0774	115.717	5364_CARA_HILIC_neg_SIRIUS_charge0_removed_2671
39	C8H14N2O6	[M - H]-	C8H14N2O6	0.9999999999999999	69.0283359885223	66.30125937030829	2.727076618214009	27	0.7083086104707994	-2.465459062944855	4.004732156799279	-3.474026017315541	233.0771	161.817	4451_CARA_HILIC_neg_SIRIUS_charge0_removed_2141
40	C9H15NO6	[M - H]-	C9H15NO6	0.9999999999999999	68.77791264237182	66.94618933157746	1.8317233107943527	19	0.7688436236529004	-1.3299660919399168	5.16059869617503	-1.1235143614359886	232.0824	91.577	85_CARA_HILIC_neg_SIRIUS_charge0_removed_10735
41	C9H16N2O6	[M - H2O - H]-	C9H14N2O5	0.9999999999999999	68.66857162243257	63.644703605455085	5.023868016977483	21	0.9722864371919218	-2.76087780984166	2.76087780984166	-78619.29543462566	229.0832	108.626	2891_CARA_HILIC_neg_SIRIUS_charge0_removed_1878
42	C12H12N2O2	[M - H]-	C12H12N2O2	0.9999999999999999	68.61948739479305	66.3934416880877	2.2260457067053534	24	0.8296475970290497	-0.13566969115337474	4.393922705148832	-7.44450653228608	215.081	123.312	1766_CARA_HILIC_neg_SIRIUS_charge0_removed_3378
43	C14H26O13	[M - H]-	C14H26O13	0.9999999999999999	68.52616401543584	63.51321593189443	5.01294808354141	13	0.8760437931390315	-3.680587245823975	3.680587245823975	-3.650799044134463	401.1286	144.713	486_CARA_HILIC_neg_SIRIUS_charge0_removed_1626
44	C14H25N3O7	[M - H]-	C14H25N3O7	0.9999999999999999	67.88319600787446	65.30859991149167	2.5745960963827965	26	0.7329544919984124	-2.3543781516463334	5.738993152250518	-0.7906360219555716	346.1617	155.365	4204_CARA_HILIC_neg_SIRIUS_charge0_removed_4614
45	C7H10F2N2O4S2	[M - H]-	C7H10F2N2O4S2	0.9999999999999999	67.3788533595529	67.3788533595529	0.0	20	0.8610923756988229	-3.1039972297739356	3.908746036545107	-3.5846680797735564	286.9967	106.995	341_CARA_HILIC_neg_SIRIUS_charge0_removed_8882
46	C14H21F2N3O4	[M - H]-	C14H21F2N3O4	0.9999999999999999	67.28676643433322	67.28676643433322	0.0	18	0.8159929061728194	-3.1713318806950404	3.283758795499925	3.504083894102497	332.1439	142.656	4351_CARA_HILIC_neg_SIRIUS_charge0_removed_3205
47	C10H14N2O6	[M - H]-	C10H14N2O6	0.9999999999999999	66.60282499819341	61.87095980940926	4.731865188784155	23	0.9756519286013157	-1.4901236427179894	1.674124243493887	-1.982733252328191	257.0774	110.097	4632_CARA_HILIC_neg_SIRIUS_charge0_removed_1983
48	C12H14O8	[M + Br]-	C12H14O8	0.9999999999999999	66.2937099626717	66.2937099626717	0.0	13	0.9208560216335984	-4.012651630096168	4.027441613445442	-3.9812121972709646	364.9863	343.76	2386_CARA_HILIC_neg_SIRIUS_charge0_removed_4033
49	C10H18O6	[M - H]-	C10H18O6	0.9999999999999999	65.90695089409627	61.9870542500213	3.9198966440749694	10	0.9811258984909179	-2.0353694318183417	3.835013592366302	-1.9812902535132142	233.1026	33.861	2028_CARA_HILIC_neg_SIRIUS_charge0_removed_1995
50	C7H12N2O6	[M - H]-	C7H12N2O6	0.9999999999999999	65.84310036319759	63.856955355574044	1.9861450076235516	12	0.9075683416127689	-2.6086186291465925	3.8845750818768456	0.18418546025684876	219.0623	176.059	242_CARA_HILIC_neg_SIRIUS_charge0_removed_2555
51	C11H16N4O5	[M - H]-	C11H16N4O5	0.9999999999999999	65.69456043951415	62.37326583949743	3.3212946000167225	15	0.9673746857582424	-6.09453573848732	6.195442152014552	-0.6822916668579083	283.1046	153.143	4000_CARA_HILIC_neg_SIRIUS_charge0_removed_3661
52	C13H22BrN3O6	[M - H]-	C13H22BrN3O6	0.9999999999999999	65.34775435491281	65.34775435491281	0.0	17	0.9771655485027778	-2.0654107235308365	5.383751613934828	-3.606227747818989	394.0605	98.077	3220_CARA_HILIC_neg_SIRIUS_charge0_removed_3492
53	C9H12N2O4	[M - H]-	C9H12N2O4	0.9999999999999999	65.30533113292395	62.32102789384669	2.9843032390772644	12	0.9899122995667451	-2.98933453131996	5.434380947089173	-1.0916260381805465	211.0722	83.533	2341_CARA_HILIC_neg_SIRIUS_charge0_removed_2503
54	C14H28O13	[M - H]-	C14H28O13	0.9999999999999999	65.20266640081338	63.81496485618434	1.3877015446290475	14	0.918922568288783	2.298035673668137	3.437866776510917	-8.965830930025279	403.1421	147.844	3180_CARA_HILIC_neg_SIRIUS_charge0_removed_8271
55	C10H18N2O5	[M - H]-	C10H18N2O5	0.9999999999999999	65.05573404979638	62.38770367961012	2.6680303701862673	13	0.9499067012315824	-1.7415119944310808	3.8558782470356343	-4.060260742389429	245.1133	131.235	3405_CARA_HILIC_neg_SIRIUS_charge0_removed_1882
56	C10H20O3	[M - H]-	C10H20O3	0.9999999999999999	64.62834447359258	64.62834447359258	0.0	12	0.789829312365679	-0.254209747761275	2.481806559613794	-6.241812816518135	187.1328	31.841	2477_CARA_HILIC_neg_SIRIUS_charge0_removed_451
57	C6H10N2O4	[M - H]-	C6H10N2O4	0.9999999999999999	64.58595212960323	62.171393138578566	2.414558991024663	16	0.9505426843153232	-0.9551693206826107	6.099996043568204	2.424932857622732	173.0572	111.838	4371_CARA_HILIC_neg_SIRIUS_charge0_removed_4515
58	C7H11NO5	[M - H]-	C7H11NO5	0.9999999999999999	64.56390832788006	64.56390832788006	0.0	19	0.8889819900028066	2.4292874671157483	3.2810541766547887	-1.8398760234628961	188.0561	93.235	1390_CARA_HILIC_neg_SIRIUS_charge0_removed_4067
59	C13H21N3O8	[M - H]-	C13H21N3O8	0.9999999999999999	64.36499484282326	64.36499484282326	0.0	27	0.8154728923665714	-3.8382003786438346	3.9526181495553323	5.234546847804485	346.1274	144.726	5179_CARA_HILIC_neg_SIRIUS_charge0_removed_6071
60	C14H21NO5	[M - H]-	C14H21NO5	0.9999999999999999	64.21942093609023	64.21942093609023	0.0	19	0.5700072110687268	-1.541416700524101	3.3009135996306456	-1.7591625170445229	282.1342	71.109	4484_CARA_HILIC_neg_SIRIUS_charge0_removed_10819
61	C9H18N4O5	[M - H]-	C9H18N4O5	0.9999999999999999	64.09739771743867	59.52975678503919	4.567640932399479	21	0.986440246035279	-1.5094604548518649	1.5094604548518649	-0.16553248775371993	261.1204	178.911	1013_CARA_HILIC_neg_SIRIUS_charge0_removed_1840
62	C8H14N2O5	[M - H]-	C8H14N2O5	0.9999999999999999	63.90055406450792	60.97831141005778	2.9222426544501436	19	0.8950214036451684	-1.982635325129587	5.64025842322856	-3.201992559666978	217.0823	106.115	4163_CARA_HILIC_neg_SIRIUS_charge0_removed_10743
63	C10H26B3N3O	[M + Cl]-	C10H26B3N3O	0.9999999999999999	63.72068660209675	63.72068660209675	0.0	28	0.3567577156243649	4.272144273971577	6.786874538878362	2.9726550688254463	269.2166	32.0	3366_CARA_HILIC_neg_SIRIUS_charge0_removed_310
64	C12H24O11	[M - H]-	C12H24O11	0.9999999999999999	63.717388799866576	58.44013297435377	5.277255825512802	10	0.615836278074608	2.3249606150635818	3.9284735018485155	0.33475902656557593	343.1247	147.888	5050_CARA_HILIC_neg_SIRIUS_charge0_removed_2396
65	C7H10N2O4	[M - H]-	C7H10N2O4	0.9999999999999999	63.64399686733549	59.01587301312347	4.628123854212024	18	0.944713645184721	-5.730443650472699	5.730443650472699	-7.459106351258714	185.0554	112.994	4762_CARA_HILIC_neg_SIRIUS_charge0_removed_3245
66	C16H32O3	[M - H]-	C16H32O3	0.9999999999999999	63.51250190457183	57.92678447395003	5.585717430621797	18	0.6749943085552252	-7.489801042445703	7.55077450879968	-0.6209981849238808	271.2277	32.0	1438_CARA_HILIC_neg_SIRIUS_charge0_removed_1592
67	C15H28O14	[M - H]-	C15H28O14	0.9999999999999999	63.51215851991735	60.557089273407	2.955069246510346	11	0.7933309019313378	-1.5313497351443668	3.4159906255428822	0.16439201992943323	431.1407	144.713	1413_CARA_HILIC_neg_SIRIUS_charge0_removed_8694
68	C6H8O7	[M + Cl]-	C6H8O7	0.9999999999999999	63.09887056204377	54.66637353836049	8.432497023683279	14	0.9329055825774938	-8.21597541537389	8.21597541537389	-1.3385952861585686	226.9961	111.805	4057_CARA_HILIC_neg_SIRIUS_charge0_removed_4011
69	C7H10O5	[M - H]-	C7H10O5	0.9999999999999999	63.076183599250214	63.076183599250214	0.0	9	0.7801137871204237	-4.283241272672063	5.742498236235322	-2.5829561741655094	173.0451	75.611	1067_CARA_HILIC_neg_SIRIUS_charge0_removed_9851
70	C9H15N3O6	[M - H2O - H]-	C9H13N3O5	0.9999999999999999	62.870277133189084	57.72793895749003	5.142338175699051	16	0.9800612205768932	-0.885743763799573	2.102762446698664	-74402.1805722271	242.0777	128.797	4224_CARA_HILIC_neg_SIRIUS_charge0_removed_1952
71	C5H9NO4	[M - H]-	C5H9NO4	0.9999999999999999	62.696506802608525	57.936970838878025	4.7595359637305	15	1.0	-2.1518298441516546	3.989050061167231	-1.2415011839317085	146.0457	101.824	5056_CARA_HILIC_neg_SIRIUS_charge0_removed_2667
72	C11H20N2O5	[M - H]-	C11H20N2O5	0.9999999999999999	62.65380617735211	59.33943879458352	3.3143673827685904	12	0.9020975302325858	-3.365108741080155	3.532139253616739	-2.4902159247735023	259.1293	126.46	2093_CARA_HILIC_neg_SIRIUS_charge0_removed_2048
73	C8H18O8	[M - H]-	C8H18O8	0.9999999999999999	62.54712588811404	62.54712588811404	0.0	15	0.7803346638840931	-4.7912984387839135	5.022285554779764	-3.2812518927913086	241.0921	131.019	1437_CARA_HILIC_neg_SIRIUS_charge0_removed_5192
74	C11H14O3	[M - H]-	C11H14O3	0.9999999999999999	62.42625111224504	62.42625111224504	0.0	10	0.9884083529432536	1.145125641349661	3.0119453792573907	1.4612255211090632	193.0873	32.34	4973_CARA_HILIC_neg_SIRIUS_charge0_removed_10134
75	C5H9NO4	[M - H]-	C5H9NO4	0.9999999999999999	62.34688509219801	57.60415936553278	4.742725726665228	14	1.0	-2.0529080514215625	3.1613863739163985	0.8126486896142456	146.046	101.824	1920_CARA_HILIC_neg_SIRIUS_charge0_removed_1725
76	C13H21N3O6	[M - H]-	C13H21N3O6	0.9999999999999999	61.80124505891657	56.73930461215842	5.0619404467581495	36	0.8893879092689483	-4.954591653716568	6.035818604821644	2.3590384770547437	314.1365	98.015	4740_CARA_HILIC_neg_SIRIUS_charge0_removed_1958
77	C7H11NO6	[M - H]-	C7H11NO6	0.9999999999999999	61.76760531382616	59.45240978215503	2.315195531671127	10	0.8763046158076317	-3.0435133316295255	6.570162669782671	-2.7474526413809692	204.0508	112.506	4261_CARA_HILIC_neg_SIRIUS_charge0_removed_3652
78	C10H15NO7	[M - H]-	C10H15NO7	0.9999999999999999	61.754893969464796	61.754893969464796	0.0	14	0.5111531147226033	-3.6778463568038644	4.344837206238459	-3.750310137326891	260.0766	116.983	1461_CARA_HILIC_neg_SIRIUS_charge0_removed_4516
79	C10H15N3O5	[M - H]-	C10H15N3O5	0.9999999999999999	61.64333858614932	61.64333858614932	0.0	11	0.7725961909220325	1.5445938537471848	5.016604614907909	-7.786766818579109	256.0919	109.534	4387_CARA_HILIC_neg_SIRIUS_charge0_removed_2094
80	C13H20O4	[M - H]-	C13H20O4	0.9999999999999999	60.92939438917966	60.92939438917966	0.0	17	0.7376161110360722	-2.6253332280011006	3.212813130947166	1.7452152058956512	239.1293	31.913	309_CARA_HILIC_neg_SIRIUS_charge0_removed_390
81	C10H16N2O4	[M - H]-	C10H16N2O4	0.9999999999999999	60.84186821521806	55.581338235148564	5.2605299800694905	22	0.9609677945808878	-3.4725590743743444	3.4725590743743444	-1.0151314685447064	227.1035	82.839	558_CARA_HILIC_neg_SIRIUS_charge0_removed_6093
82	C10H15N3O6	[M - H]-	C10H15N3O6	0.9999999999999999	60.762963475017166	59.31282492695605	1.4501385480611173	31	0.9629140245823959	-1.7325470960031633	4.473880274144425	-0.032150935352984834	272.0888	123.777	3570_CARA_HILIC_neg_SIRIUS_charge0_removed_2658
83	C8H12N2O4	[M - H]-	C8H12N2O4	0.9999999999999999	60.6217694450518	55.73419352328976	4.887575921762034	22	0.8975616798917238	-4.719532815441438	5.818140491963092	-1.1574288597606894	199.0722	97.965	110_CARA_HILIC_neg_SIRIUS_charge0_removed_2069
84	C14H19N3O9	[M - H]-	C14H19N3O9	0.9999999999999999	60.393180340382806	59.88742483991821	0.5057555004645968	13	0.7806260068282993	-3.532391603091228	3.532391603091228	-0.9479485184222911	372.1045	137.912	2_CARA_HILIC_neg_SIRIUS_charge0_removed_4228
85	C9H16N2O6	[M - H]-	C9H16N2O6	0.9999999999999999	60.299523542598365	56.773022674543355	3.526500868055012	22	0.9489157971780074	-3.636931916147856	6.65341606039039	-1.860755761485624	247.0931	153.774	2318_CARA_HILIC_neg_SIRIUS_charge0_removed_2144
86	C12H24O3	[M - H]-	C12H24O3	0.9999999999999999	60.25473243614795	60.25473243614795	0.0	12	0.7541821935432153	-6.208620799482787	7.466188731156723	-4.034942162511813	215.1644	32.0	3744_CARA_HILIC_neg_SIRIUS_charge0_removed_4424
87	C8H16N4O4	[M - H]-	C8H16N4O4	0.9999999999999999	60.18936337186398	57.84489641465126	2.3444669572127266	15	0.9565462278392423	-1.9398231370628283	3.7168423922132527	-0.33983807459701787	231.1098	178.911	989_CARA_HILIC_neg_SIRIUS_charge0_removed_1969
88	C17H28O5	[M - H]-	C17H28O5	0.9999999999999999	59.94026124314238	59.94026124314238	0.0	16	0.5161154483536862	1.865853562932375	3.2836277334621413	-2.2415680072670154	311.1857	32.85	4330_CARA_HILIC_neg_SIRIUS_charge0_removed_5629
89	C13H10O3	[M - H]-	C13H10O3	0.9999999999999999	59.86245584419087	59.86245584419087	0.0	14	0.8978813525507037	-0.46795406074920765	7.410565897996424	-0.552568951206379	213.0556	33.168	5319_CARA_HILIC_neg_SIRIUS_charge0_removed_4804
90	C10H20N2O4	[M - H]-	C10H20N2O4	0.9999999999999999	59.705196122315485	56.36941397879016	3.3357821435253197	16	0.9535080163941712	-2.572857124699823	3.12768570786311	-1.4306285877980736	231.1347	147.321	4811_CARA_HILIC_neg_SIRIUS_charge0_removed_1877
91	C5H6O3	[M - H]-	C5H6O3	0.9999999999999999	59.43275759110084	56.951123916797485	2.4816336743033514	7	0.5015468517542849	-1.2207449848366672	4.120833501233278	-5.464335029090017	113.0238	93.116	3756_CARA_HILIC_neg_SIRIUS_charge0_removed_4656
91	C5H6O3	[M - H]-	C5H6O3	0.9999999999999999	59.37741693576928	56.95112097819346	2.426295957575825	7	0.5015468517542849	-1.2207449848366672	4.120833501233278	-2.8100193626926044	113.0241	93.116	3085_CARA_HILIC_neg_SIRIUS_charge0_removed_3945
92	C9H10N2O2	[M - H]-	C9H10N2O2	0.9999999999999999	59.29261157764585	59.29261157764585	0.0	13	0.956152708012069	-1.2583340866027124	4.641210747780718	-4.806724208951574	177.0661	71.262	2735_CARA_HILIC_neg_SIRIUS_charge0_removed_10796
93	C14H24O5	[M - H2O - H]-	C14H22O4	0.9999999999999999	59.08941319513806	59.08941319513806	0.0	12	0.9118957860159453	-3.793513994489439	4.892622940378396	-71149.61214134813	253.144	71.109	187_CARA_HILIC_neg_SIRIUS_charge0_removed_7879
94	C12H24O11	[M + Cl]-	C12H24O11	0.9999999999999999	59.02422288603462	48.9475783856941	10.07664450034052	11	0.29757799761447623	-1.7405295413046353	5.152843092683477	-4.386308794351609	379.0996	148.728	841_CARA_HILIC_neg_SIRIUS_charge0_removed_5640
95	C9H17N3O4	[M - H]-	C9H17N3O4	0.9999999999999999	58.93827974368852	54.1467138072898	4.7915659363987215	15	0.9885541330945515	-2.489863438170876	2.489863438170876	-4.90875984882795	230.1135	163.067	565_CARA_HILIC_neg_SIRIUS_charge0_removed_2002
96	C11H20N2O5	[M - H]-	C11H20N2O5	0.9999999999999999	58.40731406559295	53.76482407186491	4.6424899937280415	12	0.9043657073698248	-2.0062655237438554	2.1052430107150726	-0.17476913862696786	259.1299	136.992	1906_CARA_HILIC_neg_SIRIUS_charge0_removed_1955
97	C10H15N3O5	[M - H]-	C10H15N3O5	0.9999999999999999	58.36243758771908	53.39801125219999	4.964426335519085	21	0.94103597722144	-2.1676341310340894	4.1872400224145165	-3.10093442362909	256.0931	119.856	3475_CARA_HILIC_neg_SIRIUS_charge0_removed_1804
