Row_ID	p_volcano|groups|oily-norm	p_volcano|base|sebum	p_volcano|base|skicon
7535	0.21	0.004	0.111
7536	1.387	0.17	1.267
7538	1.49	0.625	0.415
7539	0.598	0.004	0.378
7540	0.297	0.332	0.186
7543	0.202	0.728	0.165
7546	0.037	0.147	0.39
7549	0.105	0.492	0.195
7550	0.763	1.008	0.206
7553	1.203	0.618	0.192
7555	0.074	0.373	0.512
7558	0.43	0.816	0.144
7560	0.425	0.126	0.809
7562	0.28	0.216	0.357
7565	0.072	0.004	0.543
7567	0.009	0.006	0.121
7570	0.734	1.309	0.378
7579	0.98	0.541	0.131
7584	0.124	0.062	0.019
7591	0.572	0.288	0.077
7600	0.064	0.167	0.163
7603	0.458	0.23	0.636
7606	1.134	0.017	0.924
7609	0.528	0.135	0.213
7610	0.161	0.078	0.119
7616	0.02	0.152	0.153
7631	0.149	0.137	0.332
7642	0.26	0.059	1.173
7658	0.158	0.299	0.484
7671	0.264	0.218	0.345
7681	0.72	0.114	0.111
7682	0.079	0.104	0.428
7684	0.516	0.566	1.343
7685	0.174	0.159	0.598
7686	0.951	0.995	0.903
7688	1.196	2.103	0.094
7693	0.631	0.353	0.971
7695	0.069	0.009	0.733
7696	0.701	0.829	0.159
7697	0.066	0.685	0.794
7698	0.6	0.607	0.203
7699	0.296	0.78	0.21
7700	0.677	0.677	0.288
7702	0.47	0.198	0.207
7703	1.157	0.753	0.452
7704	0.19	0.185	1.369
7705	0.199	0.492	0.135
7706	0.193	0.422	0.441
7713	0.914	0.864	0.597
7714	0.513	1.161	0.149
7715	0.311	0.496	0.256
7719	0.09	0.367	0.558
7720	0.354	0.128	0.511
7732	0.055	0.006	0.102
7736	0.869	0.589	0.533
7738	0.414	0.198	0.182
7739	0.968	0.63	1.326
7740	1.027	0.977	0.756
7741	0.007	0.112	0.001
7744	1.345	1.075	1.841
7746	0.056	0.084	0.369
7748	0.588	0.25	0.234
7749	0.274	0.247	0.182
7750	1.994	1.4	0.664
7751	0.456	0.604	0.148
7752	1.072	1.192	0.012
7754	0.376	0.104	0.903
7755	0.667	1.862	0.214
7758	0.516	0.601	1.039
7759	0.692	0.804	0.09
7760	2.201	3.326	2.044
7761	0.565	1.519	0.166
7763	0.579	0.092	0.102
7764	0.453	0.091	0.187
7765	0.22	0.352	0.126
7766	0.618	1.115	1.255
7767	0.672	0.729	0.139
7768	0.851	2.012	0.177
7769	0.523	1.206	1.134
7770	0.85	1.644	0.777
7771	1.623	1.374	0.072
7772	0.553	1.13	0.007
7773	0.013	0.054	0.133
7774	0.348	0.261	0.294
7775	1.37	1.691	0.054
7776	0.362	0.305	0.238
7777	0.036	0.04	0.392
7778	1.237	1.288	0.123
7779	0.236	0.035	0.113
7780	0.261	0.533	0.061
7781	0.005	0.697	0.573
7783	0.559	0.347	1.522
7784	0.419	0.201	0.203
7785	0.712	1.84	0.684
7786	1.03	0.76	1.343
7787	0.841	1.4	0.299
7788	0.278	0.021	0.765
7789	1.56	0.976	0.088
7790	0.272	0.278	0.205
7793	0.952	1.644	0.538
7794	0.05	0.569	0.193
7795	0.829	0.123	0.433
7796	0.372	1.312	0.264
7800	0.952	1.737	0.31
7801	2.777	1.186	0.562
7802	0.294	0.033	0.521
7803	0.502	0.181	0.118
7804	0.452	0.464	0.294
7806	0.225	0.026	0.561
7807	0.057	0.242	0.121
7808	0.457	0.475	0.062
7809	0.131	0.154	0.283
7810	0.577	0.38	0.561
7811	0.597	0.637	0.132
7812	0.43	0.971	0.446
7813	0.318	0.017	0.895
7815	0.244	0.225	0.718
7816	0.722	0.55	0.168
7824	0.146	0.408	0.072
7825	0.396	0.271	0.852
7827	0.774	0.846	0.061
7828	0.125	0.005	0.145
7829	0.14	1.13	0.162
7830	0.06	0.046	0.454
7831	0.096	0.292	1.615
7833	0.097	0.56	0.275
7835	1.794	1.804	0.164
7836	0.169	0.029	0.42
7838	0.435	0.245	0.846
7839	0.072	0.22	1.045
7841	0.427	0.899	0.228
7843	0.43	0.564	1.167
7844	0.059	0.018	0.561
7845	0.611	0.447	1.445
7846	0.859	0.976	0.134
7848	0.22	0.072	0.311
7850	0.423	0.617	0.527
7851	0.165	0.219	0.216
7852	1.095	1.073	0.722
7853	0.207	0.084	1.257
7854	0.521	0.509	0.104
7855	1.28	1.326	0.763
7856	1.027	0.472	0.253
7857	0.159	0.361	0.053
7858	0.603	0.468	0.112
7859	0.146	0.088	0.049
7862	0.103	0.086	0.337
7863	0.133	0.049	0.02
7864	1.958	1.497	0.157
7865	1.451	1.715	1.612
7866	1.19	2.57	0.432
7868	0.45	1.009	0.521
7869	0.726	0.461	0.1
7870	0.892	0.724	0.607
7872	0.284	0.188	0.696
7873	0.167	0.465	0.14
7875	0.264	0.401	0.176
7876	0.088	0.123	0.107
7877	1.29	0.63	0.617
7878	0.138	0.12	0.368
7880	0.149	0.056	0.431
7881	0.322	0.137	0.281
7882	0.368	0.202	0.131
7883	1.086	0.817	0.31
7884	0.08	0.057	0.609
7886	0.97	1.578	0.304
7889	0.157	0.402	0.454
7891	0.012	0.078	0.025
7892	0.275	0.088	1.643
7899	0.898	0.398	1.071
7901	1.122	0.051	0.996
7902	0.648	0.604	0.037
7907	0.476	0.075	0.322
7908	0	0.078	0.596
7909	0.511	0.149	0.94
7910	0.31	0.216	0.365
7911	0.649	0.846	0.032
7912	0.689	0.363	0.482
7913	0.556	0.228	0.248
7915	0.176	0.47	0.277
7916	0.643	0.652	0.1
7917	0.093	0.242	0.548
7918	0.169	0.011	0.297
7919	0.18	0.04	0.496
7920	0.195	0.046	0.448
7924	1.194	1.18	1.006
7944	0.518	0.092	0.121
7945	0.294	0.235	0.262
7951	0.4	0.213	0.669
7977	0.239	0.377	0.197
7978	0.036	0.088	0.023
7979	0.583	0.4	0.24
7981	1.152	0.611	1.022
7982	0.106	0.226	0.513
7984	0.302	0.454	0.325
7985	0.124	0.055	0.074
7987	0.003	0.373	0.145
7988	0.987	0.763	0.419
7989	0.288	0.095	1.609
7993	1.316	0.833	0.052
7994	0.201	0.234	0.242
7996	0.465	0.151	1.327
8000	0.59	0.187	0.581
8001	0.726	0.294	0.416
8002	0.835	0.769	0.011
8003	0.189	0.428	0.491
8004	1.331	0.314	1.472
8005	0.293	0.946	0.422
8006	0.214	0.005	1.269
8007	0.149	0.024	0.194
8008	0.565	0.522	0.698
8009	0.325	0.286	0.047
8010	0.685	1.009	0.297
8011	0.277	0.247	0.641
8012	0.351	0.134	0.224
8013	0.773	0.966	0.518
8014	0.938	0.354	0.177
8015	0.168	0.457	0.044
8017	0.06	0.006	0.077
8018	0.319	0.145	0.138
8019	0.212	0.56	0.363
8020	0.669	0.655	0.731
8021	0.613	0.469	0.182
8022	0.903	0.162	0.301
8023	0.098	0.254	0.118
8025	0.06	0.193	0.157
8026	0.162	0.595	0.016
8027	0.141	0.395	0.424
8028	0.389	0.464	0.676
8030	0.199	0.634	1.214
8032	0.153	0.014	0.851
8033	1.137	0.771	0.469
8034	1.388	0.532	0.048
8036	0.145	0.808	0.169
8037	0.007	0.513	0.086
8038	0.089	0.203	0.972
8039	0.026	0.51	0.156
8040	0.274	0.057	0.25
8041	0.016	0.042	0.079
8042	0.136	0.124	0.607
8045	0.422	0.274	0.264
8046	0.097	0.025	0.184
8047	3.423	3.095	1.277
8048	0.109	0.04	0.198
8049	0.68	0.659	0.281
8050	0.122	0.048	1.101
8051	0.509	0.77	0.173
8053	0.377	0.276	0.108
8054	1.091	0.492	0.143
8055	0.854	0.052	0.111
8056	0.707	0.536	0.031
8057	0.494	0.555	1.104
8058	1.405	0.839	1.535
8059	1.499	2.875	0.065
8060	0.417	0.358	0.323
8062	0.038	0.101	1.389
8063	0.617	0.696	0.035
8064	0.644	0.249	0.993
8065	0.66	0.17	2.356
8066	0.995	1.136	1.241
8067	1.056	0.893	0.057
8068	0.158	0.245	0.382
8069	0.625	0.887	1.237
8070	0.426	0.057	0.629
8072	0.966	0.455	1.224
8073	0.137	0.505	0.256
8074	0.504	0.102	1.563
8076	0.081	0.513	2.154
8077	1.007	1.01	0.754
8078	0.983	0.753	0.106
8079	0.321	0.4	0.57
8080	0.047	0.044	0.004
8081	0.403	0.206	0.063
8082	0.431	0.17	0.201
8083	1.188	0.684	1.15
8084	0.458	0.016	1.962
8085	0.171	0.944	0.041
8086	0.111	0.453	0.589
8087	0.013	0.021	0.051
8088	0.316	0.461	0.201
8089	0.122	0.36	0.278
8091	0.09	0.134	0.235
8092	0.98	0.561	1.044
8093	0.311	0.012	2.665
8095	0.179	0.155	1.226
8096	0.058	0.068	0.339
8097	0.368	0.142	2.283
8098	0.166	0.105	1.521
8099	0.209	0.247	0.673
8100	0.496	0.067	3.24
8101	1.009	0.348	1.27
8102	0.041	0.26	0.61
8103	0.031	0.258	0.827
8104	2.551	2.307	1.437
8106	0.825	0.179	1.008
8107	0.494	0.556	0.5
8108	0.297	0.042	0.253
8109	0.738	0.336	0.653
8110	0.023	0.079	0.13
8111	0.094	0.178	0.4
8112	0.19	0.612	0.052
8113	0.163	0.373	0.469
8114	0.497	0.647	0.233
8115	1.827	1.09	1.527
8116	0.717	1.133	0.165
8117	0.58	0.198	1.9
8118	0.26	0.508	1.053
8119	0.403	0.145	2.569
8120	0.135	0.049	0.008
8121	0.16	0.011	0.406
8122	0.202	1.271	0.431
8123	0.124	0.129	0.631
8124	0.534	0.314	0.725
8125	1.309	1.685	0.382
8126	0.06	0.07	0.087
8127	0.295	0.904	0.295
8128	0.073	0.116	0.051
8129	0.582	0.063	0.661
8130	2.125	1.028	0.904
8131	1.854	2.484	0.318
8132	1.092	0.155	2.125
8133	0.176	0.33	1.41
8134	0.011	0.054	0.877
8135	0.306	0.023	0.058
8136	0.704	0.661	0.875
8137	0.209	0.184	0.914
8138	0.798	1.511	0.245
8139	0.306	0.096	1.987
8140	1.098	0.247	0.486
8141	0.164	0.352	0.242
8142	0.405	0.418	0.131
8143	1.108	0.57	0.15
8144	0.383	0.15	0.225
8146	0.909	0.178	0.949
8147	0.12	0.049	0.501
8148	1.202	1.01	1.577
8149	0.77	0.045	0.033
8150	1.412	0.093	0.572
8151	0.073	0.208	0.169
8153	0.072	0.268	0.214
8154	0.405	0.062	0.042
8155	0.048	0.209	0.191
8156	0.233	0.21	1.871
8157	0.379	0.01	2.69
8158	0.338	0.103	0.591
8159	0.039	0.793	0.35
8161	0.185	0.048	1.746
8162	0.633	0.001	0.684
8164	1.101	0.612	0.531
8165	0.843	0.77	0.24
8166	1.456	0.918	0.878
8167	1.207	0.319	2.892
8168	0.442	0.322	0.331
8169	0.164	0.061	0.549
8170	0.239	0.01	0.078
8171	0.316	0.19	1.284
8172	0.221	0.22	1.619
8176	0.397	0.062	0.225
8177	0.027	0.136	0.172
8180	0.014	0.022	0.727
8182	2.234	2.015	0.795
8183	0.271	0.608	0.171
8184	1.223	0.961	0.203
8185	0.808	0.754	1.585
8187	0.15	0.296	0.589
8188	0.12	0.386	0.912
8192	0.449	0.329	0.296
8193	0.784	0.733	0.253
8195	0.278	0.311	0.993
8196	0.009	0.13	1.159
8197	1.068	1.058	0.705
8198	0.14	0.19	0.25
8199	0.175	1.164	0.474
8200	0.171	0.14	1.616
8201	0.328	0.567	0.126
8204	0.119	0.487	0.283
8205	2.484	1.503	0.276
8206	1.455	0.894	0.382
8208	1.74	1.892	1.17
8212	0.502	0.161	0.479
8214	0.501	0.681	2.662
8215	0.297	0.312	0.849
8217	0.127	0.321	0.799
8218	0.529	0.091	0.005
8220	0.127	0.538	0.325
8221	0.18	0.135	0.596
8223	0.176	0.134	0.066
8224	1.002	0.357	2.323
8225	0.663	0.55	0.249
8226	0.224	0.231	0.275
8227	0.032	0.018	0.123
8228	0.326	0.318	0.011
8229	0.354	0.52	0.015
8230	0.889	0.442	0.677
8231	0.417	0.361	0.602
8232	0.582	1.463	0.4
8233	0.143	0.752	0.099
8235	0.252	0.08	0.823
8240	1.605	1.23	0.447
8243	0.085	0.025	0.837
8245	0.195	0.078	0.433
8248	0.007	0.014	0.437
8249	0.597	0.532	0.425
8250	0.022	0.043	0.068
8255	0.425	0.806	0.225
8258	0.089	0.098	0.236
8259	0.228	0.552	0.204
8260	0.913	1.023	0.239
8261	0.211	0.228	0.439
8262	0.298	0.336	0.15
8263	0.085	0.241	0.081
8264	0.471	0.901	0.332
8265	0.162	0.46	0.202
8266	0.147	0.73	0.486
8268	0.398	0.972	0.294
8269	0.401	0.58	0.7
8270	0.142	0.2	0.288
8271	0.132	0.124	0.813
8272	0.437	0.264	0.064
8273	0.175	0.254	0.04
8274	1.036	0.652	0.949
8276	0.017	0.332	0.998
8279	0.223	0.117	0.05
8280	0.362	0.533	0.861
8281	0.526	0.966	0.003
8282	0.455	0.568	0.399
8284	0.444	0.61	0.586
8285	0.027	0.235	1.262
8289	1.132	1.536	0.347
8290	0.055	0.263	0.138
8291	0.142	0.213	0.019
8292	0.065	0.151	0.599
8296	0.098	0.073	0.439
8298	0.288	0.459	0.028
8301	1.039	0.232	0.037
8302	1.339	0.294	0.657
8303	0.192	0.651	0.225
8304	0.209	0.764	0.166
8305	1.22	1.015	0.103
8306	1.064	0.85	0.183
8307	0.56	0.533	1.508
8308	0.85	0.287	2.216
8309	0.788	0.429	0.978
8311	0.887	0.327	0.739
8312	1.353	1.918	0.478
8313	0.275	0.222	0.88
8315	0.404	0.622	0.078
8316	0.287	0.456	0.558
8317	0.069	0.08	0.081
8318	0.948	1.037	0.936
8319	0.785	0.604	0.022
8320	1.099	0.905	0.935
8322	0.781	0.409	0.673
8323	0.007	0.183	0.234
8324	0.289	0.056	0.247
8328	0.675	0.573	1.103
8331	0.942	1.875	0.45
8334	0.211	0.191	0.053
8336	1.408	2.03	0.095
8339	0.071	0.096	0.682
8343	1.334	0.938	2.25
8350	0.206	0.546	0.237
8351	1.467	0.627	0.07
8358	2.503	1.963	0.959
8359	0.052	0.046	0.508
8362	0.044	0.373	0.208
8364	0.005	0.245	0.445
8367	0.176	0.026	1.139
8368	0.689	0.317	0.633
8369	0.333	0.036	0.356
8372	0.673	0.259	0.474
8374	0.174	0.097	0.798
8386	0.306	0.05	0.234
8446	0.92	0.295	0.048
8454	0.627	1.713	0.99
8455	0.082	0.202	0.776
8456	0.055	0.502	0.246
8457	0.06	0.104	0.783
8464	0.257	0.678	1.059
8467	0.044	0	0.969
8468	0.049	0.053	0.152
8470	0.306	0.221	1.547
8472	0.906	0.41	1.25
8474	0.64	0.87	0.165
8475	0.57	0.466	0.158
8476	0.273	0.308	1.532
8479	0.03	0.399	1.299
8480	0.103	0.118	0.489
8483	0.276	0.478	0.007
8484	0.137	0.209	0.012
8490	1.128	0.253	0.553
8491	0.879	0.927	0.153
8493	0.031	0	0.317
8495	2.202	0.867	0.722
8496	0.667	0.268	0.47
8497	0.161	0.06	0.053
8498	0.983	0.294	1.323
8499	0.63	0.371	0.258
8500	0.853	0.552	0.639
8501	0.981	0.695	0.027
8503	1.182	0.661	1
8505	1.09	0.538	0.631
8506	0.352	0.285	0.668
8507	1.033	0.377	0.065
8511	1.476	0.425	0.895
8512	0.726	0.488	3.014
8514	0.119	0.041	0.065
8515	0.487	0.413	2.354
8516	0.849	0.46	0.695
8517	0.623	0.288	0.156
8518	0.285	0.092	0.238
8519	0.974	1.416	1.491
8521	0.316	0.058	0.046
8522	0.063	0.031	0.949
8523	0.39	0.383	0.405
8524	0.875	1.207	1.293
8525	0.88	0.514	0.282
8527	0.466	0.408	0.787
8528	0.871	0.746	0.321
8529	0.084	0.969	0.794
8530	0.211	0.236	1.053
8532	0.717	0.71	0.03
8533	0.989	0.466	0.42
8534	0.348	0.142	0.353
8535	0.28	0.233	1.239
8537	0.337	0.188	0.414
8538	0.013	0.007	2.627
8539	0.8	1.239	1.152
8540	0.092	0.012	1.898
8547	0.237	0.207	0.077
8548	0.156	0.499	0.457
8549	0.389	0.974	0.585
8554	0.062	0.139	0.265
8557	0.116	0.063	0.758
8558	0.229	0.076	1.974
8559	0.255	0.033	1.216
8563	2.37	2.708	0.678
8564	0	0.279	0.38
8565	0.318	0.021	0.009
8569	1.219	0.727	1.253
8571	0.362	0.131	1.175
8573	0.654	0.578	0.052
8576	0.363	0.34	0.059
8577	0.536	0.575	0.027
8578	0.652	0.656	0.638
8579	0.267	0.132	0.945
8582	0.259	0.236	0.636
8583	0.978	0.405	1.712
8585	1.243	0.828	1.961
8587	0.791	0.12	1.965
8588	0.294	0.249	0.288
8590	0.019	0.042	0.728
8591	1.087	0.391	0.474
8596	0.298	0.183	1.15
8599	1.028	0.689	1.257
8602	1.077	1.202	0.334
8606	0.231	1.019	0.968
8607	0.177	0.102	0.86
8632	0.381	0.228	1.322
8633	0.942	2.091	0.368
8636	1.314	0.429	0.359
8640	0.019	0.028	0.206
8643	0.014	0.906	0.046
8644	0.205	0.236	0.12
8650	0.78	0.931	0.204
8651	1.269	1.693	0.079
8652	0.494	0.474	0.454
8653	0.012	0.555	0.465
8654	0.167	0.698	0.058
8655	0.303	0.286	0.803
8656	0.03	0.248	0.517
8657	0.294	0.789	0.217
8658	0.284	0.536	0.151
8659	0.248	0.421	0.376
8661	0.076	0.015	0.097
8662	0.105	0.33	0.324
8663	0.571	0.684	0.218
8664	0.005	0.211	0.298
8666	0.417	0.296	0.658
8667	0.27	0.04	0.828
8668	1.167	1.011	0.495
8671	0.613	0.114	0.74
8672	1.037	0.209	0.309
8673	0.992	0.161	0.578
8674	0.168	0.45	0.055
8675	0.162	0.032	1.052
8676	0.837	0.155	0.186
8677	0.033	0.484	0.204
8680	0.022	0.206	0.15
8681	0.505	0.602	0.422
8682	0.926	0.229	0.444
8683	1.409	0.486	1.827
8684	0.502	0.692	0.483
8685	1.137	0.71	0.9
8686	0.322	0.063	0.735
8687	0.114	0.069	0.021
8688	1.102	0.61	0.057
8689	0.543	1.289	0.224
8690	0.274	0.669	1.017
8691	0.595	1.342	0.168
8692	0.204	0.314	0.157
8693	0.261	0.02	0.55
8694	0.117	0.451	0.207
8695	0.642	0.953	0.247
8696	0.46	0.004	0.06
8697	0.279	0.017	0.816
8698	0.753	0.603	0.235
8700	0.014	0.067	2.308
8701	1.476	1.584	0.851
8702	0.768	1.3	0.636
8703	0.003	0.308	0.723
8704	0.324	0.014	0.185
8705	0.313	0.395	0.057
8706	0.03	0.327	1.247
8707	0.084	0.984	0.085
8708	0.452	0.054	0.136
8710	1.001	0.458	0.497
8715	1.256	0.752	0.125
8716	0.102	0.17	0.369
8717	1.48	1.244	0.641
8729	0.975	1.181	0.216
8731	1.521	1.251	1.082
8732	1.772	2.176	1.369
8739	0.776	0.814	0.294
8741	0.353	0.349	0.46
8742	0.817	0.9	1.219
8743	0.232	0.056	0.15
8744	0.107	0.103	0.034
8747	0.642	1.092	1.063
8748	0.454	0.425	1.113
8749	0.685	0.396	0.353
8752	0.477	0.505	1.712
8753	1.336	1.465	0.314
8754	0.768	0.599	0.992
8756	1.119	0.528	3.453
8757	0.881	1.284	0.139
8758	0.191	0.317	0.669
8760	0.085	0.21	0.489
8763	0.573	0.208	2.103
8764	0.107	0.167	1.92
8765	0.724	0.448	1.804
8767	0.268	0.263	0.376
8768	0.14	0.283	0.044
8771	0.335	0.224	1.014
8772	0.005	0.145	0.187
8774	0.73	0.244	0.918
8776	0.55	0.205	0.134
8777	0.092	0.675	1.618
8780	0.464	0.092	0.438
8781	0.134	0.081	1.445
8782	0.034	0.452	1.454
8785	0.118	0.105	0.526
8786	0.376	0.134	0.728
8787	0.643	0.509	1.299
8788	0.134	0.092	1.669
8789	1.487	1.402	2.055
8790	0.439	0.242	1.758
8791	0.027	0.148	0.698
8792	0.033	0.02	0.474
8794	0.167	0.444	0.052
8795	1.045	0.683	2.039
8797	0.208	0.126	0.394
8798	0.069	0.196	0.317
8799	1.083	0.862	1.516
8800	0.143	0.09	0.184
8803	0.599	0.006	2.831
8805	0.042	0.002	0.344
8806	1.29	1.283	1.592
8807	0.171	0.019	0.632
8808	0.21	0.31	0.799
8809	0.034	0.039	0.149
8812	1.002	0.678	2.128
8813	0.262	0.058	1.603
8814	0.141	0.4	1.973
8817	0.231	0.342	0.407
8818	0.709	0.379	0.152
8819	0.581	0.35	2.076
8820	0.478	0.344	0.903
8821	0.076	0.196	0.564
8823	0.348	1.581	1.341
8824	0.192	0.471	0.043
8825	0.308	0.105	1.735
8826	0.336	0.088	2.608
8827	0.406	0.256	0.514
8828	0.278	0.28	0.316
8829	0.04	0.054	0.263
8830	0.151	0.019	0.783
8831	0.168	0.041	0.011
8834	0.158	0.073	0.275
8836	0.156	0.008	0.905
8839	0.169	0.309	1.102
8843	0.443	0.844	0.589
8844	0.044	0.258	0.202
8847	0.262	0.44	0.908
8848	1.001	0.431	0.175
8849	0.42	0.432	1.62
8850	0.203	0.287	0.344
8851	0.115	0.138	0.003
8853	0.105	0.493	1.291
8854	0.617	0.262	1.943
8855	0.406	0.182	0.885
8857	0.77	0.754	0.005
8860	1.127	0.857	0.082
8861	0.389	0.494	1.076
8862	0.169	0.086	0.475
8863	0.336	0.559	0.288
8864	0.176	0.258	0.778
8866	0.426	0.501	1.518
8867	0.228	0.494	0.437
8868	0.208	0.361	0.014
8869	0.347	0.296	0.42
8870	0.115	0.044	1.462
8871	0.245	0.249	0.339
8872	0.445	0.087	0.01
8873	0.303	0.409	0.628
8874	0.35	0.009	0.184
8875	0.182	0.142	0.509
8876	0.152	0.159	0.848
8878	0.084	0.216	1.535
8879	0.021	0.129	0.001
8880	0.009	0.086	0.697
8881	0.25	0.115	1.058
8882	0.036	0.643	0.396
8883	0.599	0.105	0.519
8884	0.284	0.276	0.095
8885	0.472	0.044	2.028
8887	0.367	0.089	0.765
8888	0.055	0.221	0.187
8889	1.42	1.22	1.932
8891	0.004	0.053	0.21
8894	0.074	0.088	0.216
8895	0.051	0.6	0.115
8896	0.67	0.356	0.979
8897	1.661	1.138	0.108
8898	0.292	0.235	0.804
8899	0.152	0.377	0.13
8900	0.6	0.041	0.129
8902	0.946	0.23	0.04
8903	0.181	0.006	0.082
8904	0.303	0.524	1.035
8905	0.391	0.465	0.215
8906	0.562	0.657	0.692
8907	0.258	0.322	0.034
8908	1.57	1.196	0.13
8909	0.114	0.221	1.08
8911	0.275	0.358	0.348
8912	0.015	0.295	0.585
8913	0.045	0.58	0.181
8915	0.213	0.321	0.642
8916	0.026	0.541	0.384
8917	0.259	0.202	0.955
8918	0.458	0.666	0.876
8920	0.459	0.183	0.625
8922	0.578	0.049	0.164
8923	0.09	0.825	0.156
8924	0.305	0.495	0.5
8925	0.009	0.097	0.087
8926	0.347	0.193	0.161
8927	0.293	0.054	0.154
8928	0.277	0.102	0.074
8929	0.225	0.1	0.014
8930	0.01	0.09	0.216
8931	0.016	0.246	0.004
8932	0.607	0.59	0.578
8934	0.116	0.158	0.924
8935	0.124	0.338	0.145
8936	0.339	0.828	0.836
8938	0.342	0.775	0.779
8939	0.359	0.09	0.762
8941	0.003	0.397	0.557
8942	0.772	0.184	0.193
8944	0.208	0.758	0.84
8945	0.309	0.07	1.193
8946	0.85	0.392	0.196
8948	0.656	0.396	0.094
8949	0.204	0.308	0.057
8951	0.501	0.901	0.241
8954	0.103	0.216	1.188
8955	0.158	0.298	0.097
8956	0.273	0.388	0.813
8957	0.432	0.507	0.029
8961	1.051	0.777	0.243
8962	1.364	1.225	0.802
8963	0.091	0.069	0.984
8965	0.026	0.016	0.298
8967	1.194	1.508	0.384
8968	1.71	0.879	0.054
8969	0.697	0.586	1.731
8970	1.891	1.613	0.67
8971	0.578	0.442	1.064
8972	0.749	0.373	1.702
8973	0.119	0.152	0.76
8974	0.184	0.196	0.161
8975	0.151	0.187	0.108
8976	0.063	0.421	0.015
8977	0.851	0.402	0.848
8979	0.844	0.989	0.317
8980	0.006	0.138	0.249
8981	2.466	2.759	1.414
8984	0.244	0.513	0.543
8986	0.027	0.16	0.768
8987	0.321	0.332	1.522
8988	0.039	0.11	0.468
8989	0.145	0.068	0.082
8990	0.338	0.051	0.005
8992	0.398	0.518	0.355
8993	0.22	0.206	0.591
8994	0.738	0.094	0.739
8995	0.41	0.736	0.908
8996	2.104	2.051	1.607
8997	0.697	1.316	1.852
8998	0.17	0.251	0.251
8999	0.884	0.157	1.419
9000	0.978	1.327	1.662
9001	0.084	0.303	2.53
9002	0.339	0.314	0.425
9003	0.228	0.544	0.226
9004	0.932	0.454	0.012
9005	0.534	0.028	0.256
9006	1.295	0.517	1.233
9007	0.249	0.491	0.132
9009	0.399	0.515	0.44
9010	0.122	0.464	0.273
9011	0.012	0.038	0.236
9015	0.431	0.115	0.671
9019	0.25	0.051	0.697
9020	0.321	0.757	0.082
9021	0.008	0.091	0.292
9022	1.353	1.052	2.457
9023	0.117	0.122	0.517
9024	0.135	0.056	0.732
9035	0.093	0.586	0.982
9037	1.057	1.159	0.193
9039	0.504	0.523	0.293
9043	0.179	0.561	0.018
9045	0.389	0.683	0.649
9057	0.072	0.04	0.592
9058	0.38	0.076	0.067
9059	0.392	0.855	0.158
9064	0.49	0.426	1.941
9067	0.345	0.099	0.992
9068	2.706	1.465	2.057
9069	0.288	0.009	1.456
9070	1.089	1.235	1.914
9071	0.826	0.959	0.38
9072	0.026	0.423	0.025
9076	0.12	0.239	0.298
9079	2.962	1.596	0.998
9080	0.393	0.004	1.351
9081	0.11	0.014	0.37
9083	0.603	0.232	0.717
9084	0.304	0.023	0.108
9085	0.226	0.306	0.055
9086	0.632	0.375	1.521
9087	0.408	0.937	0.514
9088	0.042	0.05	0.187
9089	0.302	0.493	0.134
9090	0.424	0.097	0.568
9091	1.139	1.825	0.349
9092	0.261	0.298	0.133
9094	0.921	0.406	0.26
9095	0.711	0.893	0.781
9096	0.602	0.525	0.057
9097	0.263	0.208	0.079
9098	1.667	1.856	0.309
9099	0.167	0.508	0.049
9100	0.176	0.854	0.142
9101	0.129	0.352	0.016
9103	0.455	0.439	0.098
9104	0.447	0.44	1.169
9107	0.317	0.112	0.045
9109	0.829	0.048	0.212
9110	1.011	0.421	0.606
9115	0.833	0.031	0.426
9116	0.123	0.165	0.274
9117	1.851	1.86	0.004
9121	0.053	0.633	0.347
9122	0.152	0.44	0.835
9123	1.475	2.525	0.166
9124	0.06	0.234	0.477
9125	0.525	0.766	0.201
9126	0.556	0.244	0.183
9127	1.344	1.042	1.881
9128	0.486	0.921	1.855
9129	0.008	0.159	0.333
9130	0.511	0.444	0.235
9132	0.934	0.356	0.572
9135	0.005	0.296	0.171
9139	0.099	0.006	0.344
9140	0.224	0.533	0.254
9143	0.649	0.655	0.181
9144	0.044	0.104	0.127
9145	0.422	0.037	0.03
9146	0.344	1.15	0.375
9147	0.103	0.112	0.271
9148	0.326	0.093	0.001
9153	0.936	0.869	1.156
9154	0.05	0.07	0.113
9155	0.681	0.45	0.123
9156	0.039	0.184	0.06
9158	0.174	0.087	0.492
9159	0.212	0.308	0.106
9161	2.734	2.024	0.63
9162	0.217	0.551	0.675
9163	0.135	0.062	0.183
9164	0.865	0.829	0.238
9166	1.057	1.043	0.513
9168	0.101	0.009	0.213
9169	0.851	0.208	2.779
9170	0.355	0.197	0.161
9171	0.464	0.498	0.265
9172	0.088	0.07	0.143
9173	1.12	0.678	2.051
9176	0.394	0.05	0.347
9177	0.158	0.655	0.047
9178	0.159	0.098	0.38
9179	0.034	0.681	1.196
9180	0.162	0.077	0.407
9181	0.11	0.088	0.189
9182	0.079	0.046	0.518
9183	0.69	0.247	3.299
9184	0.078	0.167	0.589
9186	0.256	0.48	0.489
9188	0.012	0.25	0.21
9194	0.468	0.098	0.003
9195	0.095	0.395	0.272
9197	0.301	0.433	0.233
9199	0.129	0.048	0.11
9201	0.502	0.186	1.625
9202	0.171	0.393	0.228
9203	0.225	0.628	0.169
