Row_ID	p_cat|groups|oily-norm	p_cat|base|sebum	p_cat|base|skicon
4055	< 0.1	< 0.1	< 0.1
4056	< 0.1	< 0.001	
4057	< 0.01	< 0.001	
4059	< 0.1		< 0.1
4060	< 0.1		
4061	< 0.1	< 0.1	< 0.1
4064			< 0.1
4066		< 0.1	
4068	< 0.01	< 0.1	
4070	< 0.01	< 0.1	
4071	< 0.1	< 0.1	
4073		< 0.1	
4074	< 0.1	< 0.01	
4075	< 0.1	< 0.01	
4078		< 0.1	
4080	< 0.01	< 0.01	
4082	< 0.1	< 0.1	
4083		< 0.1	
4084	< 0.1	< 0.1	
4085	< 0.01	< 0.01	
4086	< 0.1	< 0.1	
4087	< 0.01	< 0.001	
4090		< 0.1	
4092	< 0.1	< 0.01	< 0.1
4094		< 0.1	
4095	< 0.01	< 0.01	< 0.001
4096	< 0.1	< 0.01	
4100	< 0.01	< 0.001	
4101			< 0.1
4102			< 0.1
4103		< 0.1	
4104	< 0.1	< 0.1	< 0.1
4105			< 0.1
4106		< 0.1	
4107	< 0.1	< 0.1	
4108		< 0.1	< 0.1
4109	< 0.1	< 0.1	< 0.01
4110	< 0.1	< 0.1	
4111	< 0.001	< 0.001	
4112	< 0.01	< 0.01	
4114	< 0.1	< 0.1	
4115	< 0.1		
4116	< 0.1	< 0.01	
4119	< 0.01	< 0.01	
4121	< 0.1	< 0.1	< 0.1
4122	< 0.1	< 0.1	
4125			< 0.1
4128	< 0.1	< 0.1	< 0.1
4131	< 0.1		
4134	< 0.1	< 0.01	
4137	< 0.1	< 0.1	
4140	< 0.1		
4143	< 0.01	< 0.01	< 0.1
4146	< 0.1	< 0.1	
4147	< 0.1	< 0.1	
4148	< 0.01	< 0.1	
4149	< 0.1	< 0.1	
4150	< 0.1	< 0.1	
4153	< 0.01	< 0.1	
4156			< 0.01
4160	< 0.01	< 0.001	
4161			< 0.01
4162	< 0.1	< 0.01	
4163	< 0.01	< 0.001	
4165	< 0.01	< 0.1	
4167	< 0.1	< 0.1	
4168	< 0.01	< 0.1	
4169	< 0.1	< 0.1	
4177	< 0.01	< 0.001	
4178		< 0.1	
4181	< 0.1	< 0.1	
4184	< 0.1	< 0.1	
4189	< 0.01	< 0.01	
4190	< 0.1	< 0.1	
4191	< 0.1	< 0.1	
4192	< 0.1	< 0.1	
4193		< 0.1	
4196	< 0.1		
4198	< 0.1	< 0.1	
4200		< 0.1	
4201		< 0.1	< 0.1
4203	< 0.1	< 0.1	
4204	< 0.1	< 0.001	
4205			< 0.1
4206			< 0.1
4207		< 0.1	
4211	< 0.1	< 0.1	
4213		< 0.1	
4216	< 0.1	< 0.1	
4217		< 0.1	
4218	< 0.1	< 0.1	
4219		< 0.1	
4220	< 0.1		
4222			< 0.1
4224		< 0.1	
4225		< 0.1	
4234		< 0.1	
4235		< 0.1	
4248	< 0.001	< 0.001	
4251	< 0.1	< 0.1	
4254	< 0.01	< 0.01	
4255	< 0.1	< 0.1	
4270	< 0.1	< 0.01	
4305	< 0.1	< 0.1	
4308	< 0.1	< 0.1	
4309	< 0.1	< 0.1	
4310	< 0.1	< 0.1	
4311	< 0.01	< 0.01	
4312		< 0.1	
4315	< 0.1	< 0.1	
4318	< 0.1	< 0.1	
4319	< 0.01	< 0.01	
4321			< 0.1
4327		< 0.1	
4329		< 0.1	
4330		< 0.1	
4332	< 0.1		
4335			< 0.1
4339	< 0.1		
4342	< 0.01	< 0.1	
4344		< 0.1	
4351		< 0.1	
4356		< 0.1	
4357		< 0.1	
4360			< 0.1
4365		< 0.1	
4367		< 0.1	< 0.1
4370			< 0.1
4372		< 0.01	
4374		< 0.1	
4377	< 0.1	< 0.1	
4380		< 0.1	
4381		< 0.1	
4382		< 0.1	
4383		< 0.1	
4384		< 0.1	
4385		< 0.1	
4387			< 0.1
4404		< 0.1	
4405		< 0.1	
4411			< 0.1
4416			< 0.1
4417		< 0.1	
4420		< 0.1	
4421			< 0.1
4424			< 0.01
4425		< 0.1	
4428	< 0.01	< 0.01	
4433	< 0.1		
4434		< 0.1	
4435			< 0.1
4437	< 0.1	< 0.1	< 0.1
4438			< 0.1
4443	< 0.01	< 0.1	
4444			< 0.1
4447	< 0.01	< 0.001	< 0.1
4449			< 0.1
4450	< 0.01	< 0.1	< 0.1
4454	< 0.1	< 0.1	
4457	< 0.001	< 0.001	
4460		< 0.1	
4461			< 0.1
4465			< 0.1
4466		< 0.1	
4468		< 0.1	
4469		< 0.1	
4470		< 0.1	< 0.1
4471			< 0.1
4472			< 0.01
4473		< 0.1	
4475		< 0.1	
4477		< 0.1	
4478		< 0.1	< 0.1
4479		< 0.1	
4481		< 0.1	
4482		< 0.1	
4486		< 0.1	
4487		< 0.1	
4489		< 0.1	
4490		< 0.01	
4491		< 0.1	
4492			< 0.1
4493		< 0.1	
4495	< 0.1	< 0.01	
4496		< 0.1	
4498			< 0.01
4499		< 0.1	< 0.1
4500		< 0.1	
4501	< 0.01	< 0.01	
4502		< 0.1	
4504		< 0.1	
4505	< 0.1	< 0.1	
4506		< 0.1	
4507	< 0.01	< 0.001	
4508		< 0.01	
4509		< 0.1	
4510		< 0.1	
4513		< 0.1	
4516		< 0.1	
4517		< 0.01	
4518		< 0.1	
4519		< 0.1	
4522		< 0.1	< 0.1
4523		< 0.1	
4526		< 0.1	
4527	< 0.1	< 0.001	
4531		< 0.1	
4533			< 0.1
4534		< 0.1	
4536		< 0.1	
4538	< 0.1	< 0.1	< 0.01
4544		< 0.1	
4545	< 0.1	< 0.01	
4546		< 0.1	
4547		< 0.1	< 0.1
4552		< 0.1	< 0.1
4554			< 0.1
4558		< 0.1	
4559		< 0.1	
4560		< 0.1	
4563		< 0.1	
4564			< 0.01
4565			< 0.1
4567		< 0.1	
4569		< 0.1	
4573		< 0.1	
4575			< 0.1
4578	< 0.1	< 0.01	
4580		< 0.1	
4582		< 0.1	< 0.1
4583	< 0.1	< 0.01	
4584			< 0.1
4587	< 0.1	< 0.01	< 0.1
4588		< 0.01	
4596			< 0.1
4597			< 0.1
4598			< 0.1
4599	< 0.1	< 0.1	
4600		< 0.1	< 0.1
4602		< 0.1	
4604		< 0.1	
4605		< 0.1	
4607		< 0.1	
4610			< 0.01
4611		< 0.01	
4617	< 0.1	< 0.1	
4618		< 0.1	
4622		< 0.1	
4624			< 0.1
4625			< 0.1
4626		< 0.1	
4628	< 0.1	< 0.001	
4630			< 0.1
4631		< 0.1	
4632			< 0.1
4635		< 0.1	
4637	< 0.1	< 0.01	
4639		< 0.1	< 0.1
4640	< 0.1	< 0.01	
4646	< 0.1	< 0.1	
4647		< 0.1	
4648	< 0.1	< 0.1	
4649		< 0.1	
4650		< 0.01	< 0.1
4651			< 0.1
4658			< 0.1
4659		< 0.1	
4660		< 0.01	
4661		< 0.1	
4665			< 0.1
4666		< 0.1	
4668		< 0.1	
4669	< 0.1	< 0.001	
4670		< 0.1	
4673	< 0.1	< 0.01	
4674	< 0.1	< 0.1	
4677	< 0.1		
4679	< 0.1	< 0.01	
4683			< 0.01
4686		< 0.1	
4695		< 0.1	
4701		< 0.1	
4702		< 0.1	
4711		< 0.1	
4715	< 0.1	< 0.01	
4718		< 0.1	
4726	< 0.1		
4731	< 0.1		
4733		< 0.1	
4736			< 0.01
4741		< 0.1	
4743		< 0.01	
4744		< 0.1	
4747		< 0.1	
4751			< 0.1
4761			< 0.1
4762		< 0.1	
4763	< 0.1	< 0.1	
4768	< 0.1	< 0.1	
4775			< 0.1
4776			< 0.1
4780		< 0.1	
4781			< 0.1
4789	< 0.1	< 0.1	
4791		< 0.1	
4794		< 0.1	
4801		< 0.1	
4809	< 0.01	< 0.1	
4815			< 0.1
4819	< 0.1	< 0.1	
4822		< 0.1	
4823		< 0.1	
4825			< 0.1
4826		< 0.1	
4830	< 0.1	< 0.1	
4835			< 0.1
4843		< 0.1	
4846	< 0.1	< 0.1	
4848		< 0.1	
4850		< 0.1	
4854		< 0.1	
4855	< 0.1	< 0.01	
4856	< 0.1	< 0.1	
4858		< 0.1	
4859	< 0.1	< 0.1	
4861	< 0.1	< 0.01	
4864		< 0.1	
4866	< 0.1	< 0.1	
4868		< 0.1	
4871		< 0.1	
4872		< 0.1	< 0.1
4874			< 0.1
4877			< 0.1
4881	< 0.01	< 0.01	
4883		< 0.1	
4884		< 0.01	
4885		< 0.1	
4897		< 0.1	
4908		< 0.1	
4923	< 0.1	< 0.1	< 0.1
4937	< 0.1	< 0.001	
4939			< 0.1
4942	< 0.1		
4944		< 0.1	
4947	< 0.1	< 0.1	
4953	< 0.1		
4955		< 0.1	
4961		< 0.1	
4970	< 0.1	< 0.1	
4977	< 0.1	< 0.1	
4986	< 0.1	< 0.1	
4989		< 0.1	
5002	< 0.1		
5005		< 0.1	
5007	< 0.1	< 0.1	
5008	< 0.1		
5011	< 0.01	< 0.001	
5022	< 0.1	< 0.1	
5025		< 0.1	
5030	< 0.1	< 0.01	< 0.1
5041			< 0.1
5052			< 0.1
5054		< 0.1	
5062			< 0.1
5078	< 0.1	< 0.1	
5080			< 0.1
5081	< 0.1	< 0.1	
5088	< 0.1	< 0.1	
5090	< 0.1	< 0.1	
5091		< 0.1	< 0.1
5097	< 0.01	< 0.1	
5099			< 0.1
5103		< 0.1	< 0.1
5113		< 0.1	
5115	< 0.1	< 0.01	
5122			< 0.1
5126		< 0.01	
5129			< 0.1
5132	< 0.1	< 0.01	
5134	< 0.1		
5137		< 0.1	
5138			< 0.1
5146			< 0.1
5150	< 0.1		
5153	< 0.01	< 0.01	
5157		< 0.01	
5158			< 0.1
5161			< 0.1
5163	< 0.1		
5170	< 0.1	< 0.01	
5176			< 0.1
5184	< 0.1	< 0.01	
5185	< 0.01	< 0.1	
5186	< 0.1	< 0.1	
5189			< 0.1
5196			< 0.1
5197	< 0.1	< 0.1	
5199	< 0.1		
5201	< 0.1		
5204			< 0.1
5211	< 0.1	< 0.01	
5214	< 0.001	< 0.001	
5215			< 0.1
5218			< 0.1
5240			< 0.1
5241		< 0.1	
5243	< 0.1	< 0.1	
5246	< 0.01	< 0.1	
5249	< 0.1		
5251	< 0.01	< 0.01	
5254	< 0.1	< 0.01	< 0.1
5261	< 0.1	< 0.1	
5264			< 0.1
5274		< 0.1	
5280			< 0.1
5282	< 0.1	< 0.1	
5284	< 0.1		
5285	< 0.1	< 0.1	< 0.1
5292			< 0.1
5301	< 0.1	< 0.01	< 0.1
5303		< 0.1	< 0.1
5305		< 0.1	
5306			< 0.1
5308	< 0.1	< 0.1	
5311		< 0.1	
5313	< 0.1	< 0.01	
5314	< 0.1		
5322	< 0.1	< 0.01	
5325	< 0.01	< 0.01	
5326		< 0.1	
5334		< 0.1	
5338			< 0.1
5340			< 0.1
5342			< 0.1
5350	< 0.1		
5351		< 0.1	
5352			< 0.01
5361	< 0.1	< 0.1	< 0.1
5378			< 0.1
5379	< 0.1	< 0.1	
5387	< 0.1	< 0.1	
5389	< 0.01	< 0.01	
5391			< 0.1
5393			< 0.1
5394	< 0.1		
5398	< 0.01	< 0.1	
5402	< 0.1	< 0.01	
5408	< 0.1	< 0.01	
5414	< 0.1	< 0.1	
5415	< 0.1	< 0.1	
5416		< 0.1	
5419	< 0.01	< 0.01	
5423			< 0.1
5427	< 0.1	< 0.1	
5428		< 0.1	
5434	< 0.1		
5436	< 0.1		< 0.1
5439		< 0.1	
5447		< 0.1	
5449	< 0.1	< 0.01	< 0.1
5453	< 0.1		< 0.1
5456	< 0.1	< 0.1	
5461			< 0.1
5463	< 0.1	< 0.1	
5464	< 0.01	< 0.01	
5467	< 0.1	< 0.1	
5468	< 0.1	< 0.1	
5472	< 0.01	< 0.1	
5473	< 0.1		
5474	< 0.01	< 0.1	
5475		< 0.1	
5477		< 0.1	
5478		< 0.1	
5480	< 0.01	< 0.1	
5481	< 0.1	< 0.1	
5484			< 0.1
5490	< 0.1	< 0.1	
5492			< 0.1
5495		< 0.1	< 0.1
5499	< 0.1	< 0.1	< 0.1
5500	< 0.01	< 0.1	
5503			< 0.1
5504	< 0.1		< 0.01
5506	< 0.01	< 0.1	
5508			< 0.1
5509			< 0.1
5512	< 0.1	< 0.1	
5513	< 0.1	< 0.1	
5516			< 0.01
5529			< 0.1
5531		< 0.1	
5536			< 0.1
5538	< 0.1	< 0.1	
5544		< 0.1	
5547			< 0.1
5550			< 0.1
5563	< 0.1		
5565	< 0.1	< 0.1	
5566			< 0.1
5597			< 0.1
5600		< 0.1	
5602	< 0.01	< 0.01	
5606	< 0.1	< 0.1	
5607	< 0.1	< 0.1	
5615			< 0.1
5622	< 0.1		
5625	< 0.01	< 0.1	< 0.01
5628			< 0.1
5631	< 0.1		
5632			< 0.1
5645			< 0.1
5656			< 0.1
5658	< 0.1	< 0.1	
5660		< 0.1	< 0.1
5665		< 0.1	
5669			< 0.1
5674	< 0.1	< 0.01	
5678	< 0.01	< 0.01	< 0.1
5679			< 0.1
5680		< 0.1	
5682		< 0.1	
5687		< 0.01	
5688			< 0.1
5695	< 0.1		
5700	< 0.1		
5715			< 0.1
5736		< 0.1	< 0.1
5739			< 0.1
5756	< 0.1		
5764			< 0.01
5780	< 0.01	< 0.01	
5783			< 0.1
5787			< 0.1
5789		< 0.1	< 0.1
5792	< 0.1	< 0.1	
5794	< 0.1	< 0.1	
5795	< 0.01	< 0.1	
5796	< 0.001	< 0.001	< 0.01
5803			< 0.1
5810	< 0.01	< 0.01	
5811			< 0.1
5815	< 0.01	< 0.01	
5816	< 0.1	< 0.1	
5829	< 0.1	< 0.1	
5831	< 0.1		
5833	< 0.01	< 0.1	
5836		< 0.1	
5839	< 0.1		
5841			< 0.1
5843			< 0.1
5845		< 0.1	
5861			< 0.1
5864			< 0.1
5865	< 0.01	< 0.1	
5869	< 0.01	< 0.1	
5882		< 0.1	
5883	< 0.1	< 0.1	
5900	< 0.01	< 0.001	
5902			< 0.1
5906			< 0.1
5907			< 0.1
5911			< 0.1
5934		< 0.01	
5942	< 0.1		
5945			< 0.1
5951		< 0.1	
5963	< 0.1	< 0.1	
5965	< 0.1	< 0.1	
5972	< 0.01	< 0.01	
5974	< 0.1		
5976	< 0.1	< 0.1	
5977			< 0.1
5981	< 0.1	< 0.1	
5983			< 0.1
5984	< 0.1		
5985	< 0.1	< 0.1	
5989			< 0.1
5990	< 0.1	< 0.1	
5992	< 0.1	< 0.1	
5994	< 0.1	< 0.001	
5999	< 0.1	< 0.1	
6002	< 0.1	< 0.01	
6004		< 0.1	
6005	< 0.1	< 0.1	
6007	< 0.1		
6009		< 0.1	
6010		< 0.1	
6014	< 0.1	< 0.01	< 0.1
6015	< 0.1		
6017	< 0.1	< 0.01	< 0.1
6022			< 0.1
6023	< 0.1	< 0.1	
6027			< 0.1
6029	< 0.1		
6034	< 0.1	< 0.1	
6035		< 0.1	< 0.1
6070	< 0.1	< 0.1	
6075	< 0.1	< 0.1	
6076		< 0.1	
6082	< 0.1		
6084		< 0.1	
6087	< 0.1	< 0.1	
6089	< 0.1	< 0.1	
6094	< 0.1	< 0.1	
6097	< 0.1	< 0.1	
6099	< 0.001	< 0.1	
6105			< 0.01
6106	< 0.1		
6117	< 0.1		
6118	< 0.1	< 0.1	
6120			< 0.1
6131	< 0.1	< 0.01	
6133			< 0.1
6140		< 0.1	
6141			< 0.1
6147	< 0.1	< 0.1	
6149		< 0.1	
6152		< 0.1	
6153	< 0.01	< 0.01	
6155		< 0.1	
6158			< 0.1
6163		< 0.1	< 0.1
6169			< 0.1
6175		< 0.1	< 0.1
6177			< 0.01
6178			< 0.1
6181	< 0.1	< 0.01	< 0.1
6183	< 0.1	< 0.1	
6190		< 0.1	
6204	< 0.1		
6209		< 0.1	
6212		< 0.1	
6213		< 0.1	
6218	< 0.1	< 0.1	
6219	< 0.1	< 0.001	
6221	< 0.1	< 0.1	
6222	< 0.1	< 0.1	
6223			< 0.01
6224		< 0.1	
6229	< 0.1	< 0.1	
6231		< 0.1	
6232		< 0.1	
6235		< 0.1	< 0.1
6236	< 0.001	< 0.01	
6237	< 0.1	< 0.1	
6238		< 0.1	
6240	< 0.01	< 0.01	
6241			< 0.01
6244			< 0.1
6248	< 0.1	< 0.1	
6251		< 0.1	
6257		< 0.1	
6260	< 0.1		
6262	< 0.1		
6266		< 0.1	
6268	< 0.1	< 0.1	< 0.1
6269	< 0.1		
6271		< 0.1	
6275	< 0.1	< 0.1	
6283			< 0.1
6285			< 0.1
6290	< 0.1	< 0.1	
6295			< 0.1
6296	< 0.1		< 0.1
6297	< 0.1	< 0.1	
6298		< 0.01	
6299	< 0.1	< 0.1	
6300			< 0.1
6301			< 0.1
6302	< 0.1	< 0.1	
6303		< 0.1	
6310	< 0.1	< 0.1	
6311		< 0.1	
6316		< 0.1	
6320		< 0.1	
6323	< 0.1		
6327		< 0.1	
6330	< 0.1	< 0.01	
6331	< 0.01	< 0.01	
6332	< 0.1	< 0.1	
6333	< 0.001	< 0.01	
6335	< 0.01	< 0.1	
6348		< 0.1	
6352			< 0.1
6358	< 0.1	< 0.1	
6371	< 0.1		
6373	< 0.1		
6374	< 0.01	< 0.01	
6377	< 0.1	< 0.1	
6383	< 0.1	< 0.1	
6384		< 0.01	
6385	< 0.1		
6386	< 0.1		
6390		< 0.1	
6391	< 0.1	< 0.1	
6394			< 0.1
6399	< 0.1	< 0.1	
6401			< 0.1
6403	< 0.1	< 0.01	< 0.1
6404	< 0.1	< 0.01	
6411	< 0.01	< 0.1	
6412			< 0.1
6415		< 0.1	
6417	< 0.01	< 0.1	
6420			< 0.1
6424	< 0.1		
6425		< 0.01	
6428		< 0.1	
6429		< 0.1	
6435			< 0.1
6439			< 0.1
6442	< 0.1		
6445		< 0.1	
6447		< 0.1	
6448		< 0.1	
6452	< 0.1	< 0.01	
6458		< 0.1	
6472	< 0.1	< 0.1	
6477	< 0.1	< 0.001	
6478	< 0.1	< 0.1	
6480			< 0.1
6494			< 0.1
6498			< 0.1
6500			< 0.1
6502	< 0.1	< 0.1	
6504	< 0.1	< 0.1	
6507	< 0.1	< 0.1	
6545	< 0.1	< 0.1	
6552	< 0.1	< 0.1	
6560	< 0.001	< 0.001	
6566	< 0.1	< 0.1	
6567	< 0.1		
6570	< 0.01	< 0.01	
6571	< 0.1		
6578		< 0.1	< 0.1
6579	< 0.1		
6581	< 0.1		
6586	< 0.1		
6590	< 0.1	< 0.1	
6591	< 0.1	< 0.1	
6598			< 0.1
6599	< 0.1		
6603	< 0.01	< 0.001	
6607	< 0.1	< 0.1	
6608		< 0.1	
6611			< 0.1
6613		< 0.1	
6615			< 0.01
6691		< 0.1	< 0.01
6700	< 0.01	< 0.001	
6703		< 0.1	
6704	< 0.1		
6707	< 0.1	< 0.1	
6711		< 0.01	
6721		< 0.1	
6722	< 0.1	< 0.001	
6729			< 0.1
6730			< 0.1
6731	< 0.1	< 0.1	
6732	< 0.01	< 0.1	
6736		< 0.1	
6764			< 0.1
6767	< 0.1	< 0.01	
6768			< 0.1
6769	< 0.1	< 0.01	
6771		< 0.1	
6775	< 0.1		
6777		< 0.1	
6778			< 0.1
6779	< 0.01	< 0.1	
6782	< 0.01	< 0.1	
6786		< 0.1	
6788		< 0.1	
6794			< 0.1
6795		< 0.1	
6796		< 0.1	
6802		< 0.1	
6805		< 0.1	
6809		< 0.1	
6810		< 0.1	
6812	< 0.1	< 0.1	
6813		< 0.1	
6817	< 0.1	< 0.1	
6818	< 0.1	< 0.1	< 0.1
6820			< 0.1
6826			< 0.1
6831			< 0.1
6833	< 0.1	< 0.001	
6838	< 0.1		
6847			< 0.1
6851		< 0.1	
6858		< 0.1	< 0.1
6860	< 0.1	< 0.1	
6865	< 0.1	< 0.1	
6893	< 0.1	< 0.1	
6895	< 0.1		
6899		< 0.01	
6903			< 0.1
6933	< 0.1	< 0.1	
6938		< 0.1	< 0.1
6939			< 0.1
6945			< 0.1
6971			< 0.1
6977			< 0.1
6991			< 0.1
6994	< 0.01	< 0.1	< 0.01
6999			< 0.01
7031	< 0.1	< 0.1	< 0.1
7040			< 0.1
7043	< 0.1		< 0.1
7045		< 0.1	
7058			< 0.1
7060	< 0.1	< 0.1	
7061	< 0.1	< 0.01	
7062		< 0.1	
7065			< 0.1
7066	< 0.1	< 0.1	
7068	< 0.1	< 0.1	
7073			< 0.01
7084			< 0.1
7086		< 0.1	
7093	< 0.1	< 0.1	
7095	< 0.1	< 0.01	
7096	< 0.001	< 0.001	< 0.001
7102		< 0.1	
7107	< 0.1		< 0.1
7112		< 0.1	
7113			< 0.1
7122			< 0.1
7134			< 0.1
7135			< 0.1
7142		< 0.1	
7150			< 0.1
7154	< 0.1	< 0.1	
7155			< 0.1
7162	< 0.1	< 0.1	< 0.1
7163	< 0.1		
7183	< 0.1		
7191	< 0.01	< 0.01	
7192			< 0.1
7193	< 0.1	< 0.1	
7220			< 0.1
7221	< 0.1		
7224	< 0.01	< 0.01	< 0.1
7238	< 0.1		< 0.1
7243	< 0.1		
7249	< 0.1		
7254	< 0.1	< 0.1	< 0.1
7258	< 0.1		
7260	< 0.1	< 0.1	
7261	< 0.01	< 0.01	
7268	< 0.1	< 0.1	< 0.1
7270			< 0.1
7273	< 0.1	< 0.1	
7278	< 0.1		
7279			< 0.1
7281			< 0.1
7282	< 0.1		
7283			< 0.01
7285	< 0.01	< 0.01	
7291			< 0.1
7297		< 0.1	
7298		< 0.1	
7305		< 0.1	
7317			< 0.1
7320	< 0.1	< 0.1	
7330		< 0.1	< 0.1
7337	< 0.1	< 0.1	
7343	< 0.1	< 0.1	< 0.1
7345		< 0.1	< 0.1
7353	< 0.01	< 0.01	
7360			< 0.1
7383	< 0.1	< 0.1	< 0.1
7385	< 0.1	< 0.01	
7390			< 0.1
7392	< 0.1		
7394	< 0.01	< 0.01	
7395	< 0.01	< 0.01	
7416		< 0.1	
7419	< 0.1	< 0.1	
7425			< 0.1
7426			< 0.1
7430	< 0.1	< 0.1	
7432	< 0.1	< 0.1	
7433		< 0.1	
7439	< 0.1	< 0.1	
7441			< 0.1
7477		< 0.1	
7479	< 0.1	< 0.1	
7480	< 0.1	< 0.1	< 0.1
7481	< 0.1		
7537			< 0.1
7542	< 0.1		
7544	< 0.1	< 0.1	
7552			< 0.1
7556		< 0.1	
7557	< 0.1		
7558	< 0.1	< 0.01	
7561	< 0.1		
7562	< 0.01	< 0.1	
7563		< 0.1	
7569	< 0.1	< 0.1	
7570	< 0.01	< 0.1	
7574		< 0.1	
7575	< 0.1	< 0.1	
7579	< 0.1	< 0.1	
7580	< 0.1	< 0.1	
7583	< 0.1	< 0.1	
7586		< 0.1	< 0.1
7589		< 0.1	
7590	< 0.1		
7592			< 0.1
7597	< 0.1	< 0.1	
7601	< 0.1	< 0.1	
7604		< 0.1	
7609		< 0.1	
7612	< 0.1	< 0.1	
7624			< 0.1
7628		< 0.1	
7630	< 0.1		
7632		< 0.1	
7638			< 0.1
7639		< 0.1	
7640	< 0.1	< 0.1	< 0.1
7641	< 0.1		
7643		< 0.1	
7645			< 0.1
7650	< 0.1	< 0.1	
7662			< 0.1
7663			< 0.1
7664		< 0.1	
7665	< 0.01	< 0.1	
7666	< 0.1	< 0.001	
7667			< 0.1
7671	< 0.1	< 0.1	
7676			< 0.1
