Row_ID	p_value|groups|oily-norm	p_value|base|sebum	p_value|base|skicon
1382	0.521	0.933	0.749
1383	0.118	0.114	0.618
1384	0.801	0.965	0.241
1385	0.206	0.174	0.109
1387	0.133	0.132	0.301
1388	0.986	0.586	0.602
1389	0.167	0.026	0.022
1390	0.507	0.259	0.879
1392	0.947	0.782	0.264
1393	0.961	0.325	0.629
1394	0.101	0.303	0.704
1395	0.561	0.213	0.832
1396	0.977	0.777	0.462
1397	0.723	0.185	0.613
1398	0.33	0.62	0.124
1399	0.011	0.006	0.313
1400	0.646	0.636	0.345
1401	0.054	0.312	0.278
1403	0.926	0.347	0.491
1404	0.216	0.047	0.096
1405	0.125	0.349	0.099
1406	0.863	0.519	0.786
1407	0.813	0.731	0.824
1408	0.409	0.466	0.715
1410	0.052	0.023	0.801
1412	0.183	0.19	0.994
1413	0.397	0.908	0.326
1415	0.644	0.172	0.724
1416	0.609	0.548	0.51
1417	0.111	0.15	0.579
1418	0.026	0.005	0.899
1421	0.026	0.002	0.56
1422	0.156	0.381	0.451
1423	0.063	0.124	0.147
1424	0.887	0.904	0.918
1427	0.672	0.241	0.484
1429	0.015	0.025	0.22
1430	0.039	0.045	0.197
1431	0.523	0.765	0.08
1432	0.03	0	0.282
1437	0.191	0.272	0.256
1438	0.539	0.651	0.156
1439	0.045	0	0.918
1441	0.005	0.005	0.271
1444	0.686	0.34	0.016
1445	0.63	0.971	0.791
1446	0.017	0.025	0.263
1448	0.949	0.549	0.925
1449	0.619	0.495	0.415
1450	0.041	0.003	0.407
1451	0.068	0.314	0.08
1452	0.073	0.022	0.502
1453	0.539	0.992	0.22
1454	0.362	0.185	0.818
1455	0.832	0.784	0.325
1456	0.036	0.002	0.216
1458	0.401	0.272	0.203
1459	0.019	0.003	0.631
1460	0.823	0.861	0.995
1461	0.831	0.38	0.683
1462	0.19	0.391	0.033
1463	0.55	0.836	0.026
1464	0.567	0.093	0.836
1465	0.309	0.015	0.289
1466	0.058	0.023	0.133
1467	0.184	0.337	0.109
1468	0.085	0.018	0.133
1469	0.032	0.027	0.327
1471	0.497	0.119	0.37
1472	0.334	0.337	0.532
1474	0.943	0.615	0.107
1475	0.334	0.16	0.018
1476	0.76	0.901	0.296
1477	0.629	0.508	0.029
1479	0.991	0.948	0.142
1480	0.004	0.011	0.432
1482	0.48	0.703	0.756
1484	0.276	0.594	0.302
1485	0.45	0.348	0.32
1486	0.663	0.289	0.267
1487	0.4	0.961	0.197
1488	0.337	0.569	0.307
1490	0.916	0.474	0.163
1492	0.077	0.158	0.196
1493	0.017	0.006	0.494
1494	0.942	0.689	0.049
1496	0.317	0.819	0.707
1497	0.117	0.097	0.162
1498	0.412	0.788	0.351
1499	0.81	0.979	0.612
1500	0.477	0.804	0.539
1501	0.572	0.557	0.726
1502	0.758	0.564	0.078
1503	0.05	0.029	0.001
1505	0.751	0.511	0.674
1507	0.446	0.154	0.752
1509	0.601	0.973	0.254
1510	0.04	0.001	0.359
1511	0.178	0.204	0.645
1513	0.017	0.049	0.183
1514	0.547	0.134	0.148
1515	0.147	0.165	0.611
1517	0.655	0.932	0.632
1519	0.063	0.206	0.149
1520	0.144	0.339	0.091
1521	0.259	0.273	0.199
1522	0.29	0.208	0.669
1523	0.665	0.982	0.084
1524	0.686	0.348	0.079
1525	0.961	0.605	0.573
1526	0.475	0.386	0.805
1527	0.461	0.128	0.249
1528	0.107	0.008	0.333
1529	0.414	0.08	0.351
1531	0.614	0.722	0.014
1532	0.139	0.115	0.006
1533	0.176	0.669	0.031
1536	0.707	0.981	0.347
1538	0.778	0.739	0.76
1539	0.025	0.008	0.086
1540	0.974	0.61	0.046
1542	0.145	0.139	0.213
1544	0.456	0.092	0.24
1545	0.184	0.419	0.439
1546	0.438	0.4	0.654
1548	0.031	0.038	0.014
1549	0.162	0.39	0.139
1551	0.403	0.368	0.873
1553	0.727	0.94	0.909
1554	0.906	0.808	0.405
1555	0.715	0.708	0.838
1556	0.317	0.252	0.195
1557	0.725	0.945	0.214
1560	0.012	0.025	0.496
1561	0.155	0.295	0.999
1562	0.91	0.888	0.078
1563	0.774	0.393	0.353
1564	0.865	0.963	0.474
1565	0.542	0.257	0.741
1566	0.621	0.54	0.887
1567	0.542	0.707	0.618
1568	0.76	0.498	0.12
1569	0.918	0.317	0.897
1570	0.013	0.054	0.007
1571	0.171	0.067	0.019
1572	0.491	0.851	0.382
1573	0.709	0.379	0.462
1574	0.131	0.148	0.293
1575	0.035	0.062	0.347
1576	0.051	0.044	0.78
1577	0.231	0.229	0.002
1578	0.219	0.221	0.492
1580	0.453	0.066	0.94
1581	0.464	0.626	0.039
1582	0.089	0.02	0.519
1583	0.237	0.238	0.302
1584	0.089	0.063	0.859
1585	0.54	0.586	0.195
1586	0.008	0.154	0.268
1588	0.128	0.257	0.278
1589	0.676	0.998	0.811
1590	0.512	0.662	0.71
1591	0.317	0.217	0.254
1592	0.422	0.427	0.289
1593	0.393	0.51	0.252
1594	0.08	0.01	0.596
1595	0	0	0.205
1596	0.028	0.049	0.013
1599	0.893	0.529	0.795
1606	0.532	0.101	0.56
1607	0.343	0.115	0.284
1608	0.434	0.171	0.894
1609	0.957	0.234	0.214
1613	0.418	0.168	0.504
1614	0.459	0.114	0.249
1615	0.472	0.477	0.313
1616	0.834	0.53	0.577
1617	0.102	0.064	0.51
1618	0.391	0.18	0.187
1619	0.745	0.456	0.865
1620	0.872	0.307	0.648
1621	0.985	0.396	0.584
1622	0.611	0.835	0.268
1623	0.351	0.06	0.256
1626	0.689	0.409	0.275
1627	0.478	0.74	0.731
1628	0.006	0.023	0.009
1630	0.619	0.247	0.355
1631	0.982	0.451	0.187
1632	0.636	0.3	0.436
1633	0.979	0.389	0.759
1634	0.036	0.001	0.022
1635	0.766	0.968	0.087
1636	0.947	0.303	0.781
1637	0.686	0.3	0.52
1638	0.541	0.719	0.225
1639	0.266	0.159	0.01
1640	0.468	0.248	0.779
1641	0.629	0.132	0.432
1642	0.42	0.607	0.768
1643	0.54	0.577	0.247
1644	0.375	0.272	0.746
1646	0.644	0.689	0.206
1647	0.067	0.032	0.194
1648	0.879	0.268	0.205
1649	0.921	0.72	0.377
1650	0.78	0.504	0.714
1651	0.672	0.315	0.233
1652	0.54	0.267	0.342
1653	0.831	0.976	0.235
1654	0.447	0.525	0.075
1655	0.612	0.083	0.84
1656	0.051	0.021	0.7
1657	0.456	0.891	0.478
1658	0.837	0.809	0.027
1659	0.035	0.191	0.758
1660	0.937	0.604	0.15
1661	0.615	0.735	0.69
1663	0.32	0.315	0.731
1664	0.104	0.115	0.197
1665	0.974	0.96	0.449
1666	0.627	0.514	0.338
1667	0.421	0.763	0.595
1669	0.581	0.668	0.069
1670	0.997	0.234	0.207
1671	0.875	0.218	0.236
1674	0.885	0.259	0.977
1675	0.939	0.519	0.012
1677	0.693	0.699	0.426
1679	0.568	0.64	0.534
1681	0.662	0.458	0.194
1683	0.65	0.686	0.62
1685	0.951	0.353	0.253
1686	0.271	0.174	0.047
1687	0.422	0.802	0.95
1688	0.822	0.631	0.248
1689	0.134	0.127	0.009
1690	0.318	0.942	0.133
1691	0.951	0.653	0.962
1693	0.578	0.495	0.388
1695	0.668	0.929	0.984
1696	0.524	0.731	0.639
1697	0.604	0.637	0.122
1698	0.931	0.591	0.259
1699	0.308	0.224	0.181
1701	0.01	0.01	0.831
1702	0.585	0.075	0.197
1703	0.479	0.192	0.123
1704	0.757	0.451	0.07
1705	0.513	0.076	0.952
1706	0.188	0.485	0.124
1707	0.389	0.035	0.129
1708	0.993	0.537	0.128
1710	0.391	0.956	0.741
1711	0.907	0.962	0.281
1712	0.404	0.716	0.385
1713	0.485	0.523	0.939
1714	0.889	0.174	0.985
1716	0.684	0.671	0.341
1717	0.297	0.172	0.061
1718	0.95	0.825	0.812
1719	0.097	0.141	0.646
1720	0.28	0.512	0.38
1721	0.56	0.57	0.119
1722	0.746	0.812	0.536
1723	0.667	0.338	0.292
1724	0.612	0.342	0.299
1725	0.38	0.928	0.16
1726	0.022	0.004	0.017
1727	0.979	0.738	0.289
1728	0.811	0.577	0.681
1729	0.95	0.917	0.932
1730	0.715	0.625	0.161
1731	0.963	0.305	0.25
1732	0.428	0.243	0.381
1733	0.892	0.643	0.169
1734	0.179	0.182	0.079
1735	0.813	0.604	0.359
1736	0.026	0.001	0.05
1737	0.473	0.235	0.38
1738	0.886	0.543	0.362
1739	0.339	0.332	0.552
1740	0.662	0.361	0.674
1741	0.529	0.633	0.84
1742	0.177	0.088	0.201
1743	0.368	0.568	0.639
1744	0.522	0.307	0.211
1745	0.132	0.132	0.113
1746	0.703	0.221	0.383
1748	0.089	0.434	0.612
1750	0.813	0.383	0.046
1751	0.932	0.83	0.597
1752	0.195	0.745	0.41
1753	0.231	0.002	0.03
1754	0.642	0.726	0.659
1755	0.934	0.697	0.263
1757	0.217	0.54	0.993
1758	0.588	0.858	0.363
1759	0.535	0.858	0.131
1760	0.285	0.237	0.888
1762	0.521	0.823	0.627
1764	0.051	0.056	0.324
1765	0.296	0.289	0.257
1766	0.573	0.787	0.654
1767	0.921	0.285	0.081
1768	0.531	0.877	0.59
1770	0.757	0.689	0.32
1771	0.152	0.243	0.547
1772	0.489	0.47	0.644
1774	0.671	0.798	0.842
1775	0.775	0.998	0.042
1777	0.834	0.285	0.179
1778	0.613	0.655	0.747
1779	0.585	0.337	0.84
1782	0.572	0.808	0.216
1783	0.261	0.172	0.988
1785	0.496	0.319	0.294
1787	0.302	0.735	0.457
1789	0.706	0.61	0.856
1790	0.742	0.588	0.248
1791	0.023	0.01	0.112
1792	0.608	0.655	0.754
1794	0.268	0.717	0.052
1795	0.765	0.199	0.043
1797	0.377	0.318	0.029
1798	0.238	0.507	0.039
1799	0.872	0.211	0.383
1800	0.915	0.618	0.868
1801	0.09	0.626	0.231
1804	0.218	0.145	0.859
1805	0.14	0.219	0.174
1806	0.096	0.189	0.445
1807	0.362	0.868	0.232
1808	0.4	0.919	0.99
1809	0.721	0.78	0.837
1811	0.361	0.711	0.046
1812	0.304	0.174	0.444
1813	0.593	0.116	0.915
1814	0.645	0.797	0.266
1815	0.925	0.464	0.361
1816	0.974	0.461	0.377
1817	0.593	0.4	0.678
1818	0.229	0.255	0.874
1820	0.87	0.965	0.418
1821	0.349	0.505	0.806
1822	0.53	0.603	0.208
1823	0.353	0.192	0.537
1824	0.338	0.163	0.976
1825	0.33	0.039	0.056
1826	0.231	0.781	0.178
1827	0.628	0.818	0.368
1828	0.668	0.376	0.336
1829	0.511	0.836	0.076
1830	0.057	0.22	0.368
1831	0.562	0.815	0.217
1832	0.736	0.658	0.371
1833	0.262	0.039	0.411
1834	0.386	0.911	0.041
1835	0.482	0.141	0.322
1837	0.915	0.668	0.38
1838	0.621	0.68	0.412
1839	0.459	0.729	0.991
1840	0.277	0.018	0.038
1841	0.925	0.454	0.02
1842	0.803	0.637	0.545
1843	0.31	0.455	0.266
1844	0.962	0.642	0.234
1845	0.665	0.158	0.119
1847	0.08	0.022	0.047
1850	0.318	0.102	0.632
1851	0.062	0.002	0.733
1852	0.388	0.593	0.248
1853	0.753	0.675	0.95
1854	0.693	0.131	0.308
1855	0.919	0.866	0.116
1857	0.734	0.662	0.642
1858	0.196	0.292	0.895
1860	0.665	0.263	0.655
1862	0.336	0.734	0.988
1865	0.393	0.667	0.434
1866	0.923	0.341	0.456
1867	0.246	0.494	0.354
1868	0.19	0.73	0.018
1869	0.523	0.264	0.362
1870	0.021	0.124	0.782
1871	0.197	0.696	0.656
1872	0.404	0.015	0.035
1873	0.309	0.191	0.976
1874	0.321	0.209	0.995
1875	0.284	0.647	0.7
1876	0.164	0.08	0.339
1877	0.975	0.82	0.173
1878	0.778	0.681	0.009
1879	0.623	0.424	0.076
1880	0.286	0.239	0.846
1881	0.124	0.124	0.879
1882	0.051	0.004	0.331
1883	0.342	0.03	0.3
1884	0.29	0.363	0.121
1885	0.286	0.32	0.553
1887	0.9	0.814	0.05
1888	0.351	0.176	0.563
1889	0.458	0.468	0.128
1890	0.875	0.662	0.459
1891	0.263	0.754	0.242
1892	0.272	0.127	0.048
1893	0.182	0.514	0.023
1895	0.896	0.995	0.086
1896	0.694	0.52	0.723
1897	0.409	0.732	0.184
1899	0.814	0.815	0.639
1900	0.284	0.683	0.442
1901	0.285	0.302	0.646
1902	0.27	0.711	0.027
1903	0.606	0.153	0.824
1904	0.712	0.479	0.625
1905	0.3	0.636	0.635
1908	0.881	0.126	0.753
1909	0.718	0.498	0.286
1910	0.987	0.931	0.343
1911	0.067	0.021	0.534
1912	0.899	0.286	0.732
1914	0.076	0.038	0.261
1915	0.066	0.114	0.358
1916	0.351	0.441	0.358
1917	0.702	0.469	0.544
1918	0.256	0.723	0.607
1919	0.179	0.661	0.101
1920	0.357	0.388	0.006
1921	0.031	0.012	0.064
1922	0.567	0.775	0.03
1923	0.87	0.439	0.892
1925	0.042	0.161	0.054
1926	0.98	0.66	0.127
1927	0.165	0.271	0.298
1928	0.964	0.381	0.226
1929	0.133	0.419	0.372
1930	0.278	0.772	0.223
1932	0.091	0.055	0.175
1933	0.525	0.378	0.017
1934	0.549	0.111	0.449
1935	0.129	0.051	0.403
1936	0.69	0.955	0.028
1937	0.976	0.958	0.974
1940	0.49	0.429	0.228
1941	0.755	0.612	0.953
1942	0.991	0.392	0.101
1943	0.098	0.544	0.852
1944	0.625	0.926	0.174
1945	0.904	0.901	0.081
1946	0.686	0.792	0.883
1948	0.32	0.126	0.949
1949	0.186	0.571	0.242
1950	0.345	0.424	0.114
1951	0.486	0.992	0.235
1952	0.04	0.052	0.288
1954	0.414	0.551	0.267
1957	0.233	0.407	0.729
1958	0.179	0.077	0.327
1959	0.847	0.777	0.631
1960	0.737	0.618	0.068
1961	0.356	0.237	0.582
1962	0.113	0.497	0.428
1963	0.913	0.589	0.098
1964	0.225	0.642	0.702
1968	0.88	0.648	0.086
1969	0.093	0.109	0.066
1970	0.279	0.064	0.749
1971	0.002	0.001	0.025
1972	0.362	0.973	0.908
1973	0.024	0.009	0.127
1974	0.793	0.794	0.392
1975	0.239	0.975	0.137
1976	0.2	0.062	0.737
1977	0.076	0.026	0.351
1978	0.96	0.827	0.095
1979	0.022	0.028	0.52
1980	0.394	0.201	0.026
1981	0.574	0.756	0.746
1983	0.982	0.808	0.876
1984	0.024	0.002	0.521
1985	0.293	0.245	0.908
1986	0.713	0.458	0.056
1987	0.491	0.141	0.11
1988	0.748	0.766	0.406
1989	0.738	0.358	0.471
1990	0.737	0.749	0.043
1992	0.289	0.266	0.045
1993	0.585	0.299	0.128
1994	0.57	0.889	0.433
1995	0.789	0.482	0.172
1996	0.934	0.433	0.401
1997	0.198	0.341	0.001
1998	0.058	0.243	0.932
1999	0.928	0.636	0.2
2000	0.428	0.567	0.149
2001	0.138	0.137	0.015
2002	0.048	0.064	0.764
2004	0.712	0.535	0.195
2006	0.042	0.172	0.283
2007	0.359	0.802	0.193
2009	0.455	0.962	0.297
2010	0.226	0.081	0.076
2011	0.82	0.724	0.927
2012	0.714	0.942	0.409
2013	0.405	0.907	0.002
2016	0.43	0.436	0.018
2017	0	0.004	0.068
2019	0.57	0.804	0.316
2021	0.629	0.572	0.662
2023	0.592	0.887	0.774
2024	0.44	0.382	0.262
2027	0.367	0.446	0.291
2028	0.625	0.488	0.402
2029	0.97	0.525	0.343
2030	0.167	0.073	0.79
2031	0.299	0.038	0.571
2032	0.101	0.001	0.321
2033	0.024	0.437	0.527
2036	0.374	0.828	0.5
2037	0.528	0.694	0.231
2038	0.785	0.372	0.728
2039	0.126	0.845	0.749
2040	0.4	0.553	0.14
2041	0.975	0.815	0.463
2042	0.128	0.579	0.928
2043	0.295	0.355	0.714
2044	0.372	0.189	0.479
2045	0.08	0.002	0.904
2046	0.661	0.473	0.204
2047	0.84	0.665	0.074
2048	0.6	0.669	0.73
2049	0.703	0.676	0.556
2050	0.112	0.019	0.956
2051	0.273	0.324	0.714
2052	0.958	0.964	0.922
2053	0.57	0.168	0.659
2054	0.162	0.309	0.319
2056	0.84	0.191	0.5
2057	0.54	0.71	0.849
2058	0.277	0.375	0.587
2059	0.731	0.656	0.811
2060	0.885	0.984	0.042
2061	0.247	0.142	0.16
2063	0.741	0.624	0.97
2065	0.309	0.194	0.777
2066	0.946	0.595	0.533
2067	0.385	0.48	0.041
2068	0.316	0.834	0.511
2069	0.862	0.99	0.956
2070	0.727	0.751	0.093
2071	0.938	0.357	0.753
2073	0.172	0.671	0.066
2074	0.299	0.108	0.353
2075	0.461	0.996	0.068
2076	0.294	0.49	0.079
2077	0.634	0.445	0.498
2078	0.977	0.265	0.074
2079	0.766	0.451	0.594
2081	0.905	0.269	0.348
2082	0.471	0.468	0.781
2084	0.999	0.801	0.097
2086	0.631	0.858	0.748
2087	0.705	0.688	0.792
2088	0.623	0.577	0.88
2089	0.573	0.362	0.106
2090	0.94	0.546	0.121
2091	0.958	0.346	0.7
2094	0.621	0.255	0.233
2096	0.755	0.091	0.198
2097	0.211	0.248	0.241
2099	0.144	0.616	0.053
2100	0.454	0.183	0.685
2101	0.229	0.525	0.015
2102	0.077	0.315	0.2
2103	0.91	0.454	0.033
2104	0.098	0.035	0.345
2105	0.766	0.51	0.624
2106	0.112	0.23	0.77
2107	0.52	0.684	0.219
2110	0.21	0.904	0.188
2112	0.485	0.694	0.778
2113	0.269	0.034	0.427
2114	0.215	0.226	0.021
2115	0.757	0.236	0.575
2116	0.516	0.754	0.96
2117	0.374	0.708	0.919
2118	0.535	0.624	0.537
2119	0.866	0.466	0.096
2120	0.793	0.756	0.19
2121	0.691	0.708	0.754
2122	0.812	0.33	0.181
2123	0.934	0.715	0.725
2125	0.051	0.069	0.154
2127	0.202	0.413	0.011
2128	0.56	0.393	0.752
2130	0.63	0.819	0.3
2132	0.147	0.96	0.983
2133	0.853	0.608	0.777
2134	0.98	0.681	0.91
2135	0.482	0.662	0.1
2136	0.611	0.808	0.369
2137	0.716	0.619	0.826
2138	0.643	0.655	0.286
2141	0.672	0.21	0.365
2142	0.156	0.63	0.508
2144	0.4	0.429	0.745
2145	0.597	0.318	0.017
2146	0.107	0.139	0.648
2151	0.943	0.172	0.415
2152	0.381	0.786	0.711
2153	0.866	0.958	0.256
2154	0.299	0.796	0.748
2155	0.177	0.4	0.003
2156	0.738	0.376	0.348
2157	0.553	0.25	0.436
2158	0.884	0.863	0.067
2159	0.462	0.713	0.051
2160	0.409	0.592	0.459
2161	0.032	0.013	0.007
2162	0.339	0.144	0.956
2163	0.412	0.601	0.239
2164	0.454	0.879	0.255
2165	0.391	0.431	0.549
2166	0.253	0.531	0.675
2167	0.573	0.055	0.314
2169	0.251	0.094	0.932
2171	0.497	0.481	0.74
2173	0.375	0.987	0.018
2174	0.349	0.208	0.616
2175	0.054	0.03	0.253
2176	0.344	0.149	0.219
2177	0.317	0.344	0.957
2178	0.601	0.355	0.603
2179	0.712	0.518	0.387
2180	0.018	0.013	0.971
2181	0.409	0.1	0.887
2182	0.576	0.953	0.405
2183	0.756	0.865	0.597
2184	0.229	0.112	0.403
2185	0.008	0.107	0.158
2186	0.708	0.645	0.588
2187	0.434	0.827	0.3
2188	0.258	0.619	0.027
2189	0.514	0.407	0.918
2191	0.069	0.028	0.7
2192	0.601	0.415	0.966
2195	0.089	0.214	0.47
2196	0.885	0.693	0.418
2197	0.25	0.174	0.376
2199	0.145	0.313	0.823
2200	0.065	0.031	0.19
2201	0.571	0.916	0.071
2202	0.246	0.054	0.049
2203	0.287	0.369	0.486
2204	0.264	0.13	0.04
2205	0.541	0.253	0.471
2206	0.879	0.821	0.243
2207	0.282	0.299	0.13
2208	0.606	0.367	0.02
2209	0.279	0.231	0.706
2210	0.048	0.023	0.36
2211	0.045	0.031	0.956
2212	0.163	0.045	0.318
2213	0.728	0.645	0.76
2214	0.061	0.074	0.584
2216	0.63	0.647	0.985
2217	0.354	0.124	0.054
2218	0.675	0.445	0.118
2220	0.403	0.097	0.449
2221	0.988	0.894	0.71
2222	0.001	0	0.86
2223	0.201	0.311	0.195
2224	0.438	0.78	0.409
2225	0.561	0.24	0.825
2226	0.475	0.244	0.382
2228	0.275	0.914	0.335
2229	0.97	0.72	0.355
2230	0.031	0.037	0.194
2232	0.678	0.55	0.008
2233	0.337	0.292	0.189
2234	0.635	0.494	0.121
2235	0.459	0.106	0.676
2237	0.762	0.799	0.339
2240	0.447	0.225	0.146
2241	0.132	0.526	0.258
2242	0.444	0.724	0.017
2244	0.291	0.608	0.462
2245	0.164	0.383	0.563
2247	0.441	0.828	0.785
2248	0.633	0.325	0.854
2249	0.847	0.818	0.415
2250	0.532	0.165	0.903
2251	0.259	0.085	0.529
2252	0.563	0.624	0.035
2253	0.5	0.157	0.071
2255	0.097	0.121	0.337
2256	0.866	0.464	0.281
2258	0.029	0.032	0.514
2259	0.653	0.581	0.524
2261	0.785	0.826	0.259
2264	0.105	0.014	0.19
2265	0.899	0.304	0.802
2266	0.073	0.197	0.596
2267	0.384	0.249	0.324
2268	0.178	0.301	0.922
2269	0.061	0.316	0.086
2270	0.944	0.206	0.467
2271	0.672	0.624	0.875
2272	0.671	0.485	0.615
2273	0.548	0.349	0.68
2274	0.511	0.278	0.268
2275	0.539	0.339	0.566
2276	0.061	0.069	0.351
2277	0.026	0.149	0.977
2278	0.096	0.151	0.322
2279	0.571	0.539	0.261
2280	0.643	0.036	0.093
2282	0.673	0.82	0.507
2284	0.77	0.999	0.912
2285	0.459	0.99	0.836
2286	0.765	0.427	0.422
2287	0.563	0.269	0.204
2288	0.457	0.876	0.179
2289	0.328	0.292	0.284
2290	0.531	0.568	0.414
2291	0.093	0.102	0.074
2292	0.43	0.883	0.366
2294	0.005	0.019	0.42
2295	0.728	0.547	0.887
2296	0.11	0.019	0.013
2297	0.011	0.008	0.368
2298	0.514	0.695	0.07
2299	0.683	0.174	0.238
2300	0.837	0.444	0.203
2301	0.78	0.499	0.059
2302	0.879	0.499	0.093
2303	0.22	0.312	0.051
2304	0.003	0.008	0.707
2305	0.582	0.683	0.025
2307	0.51	0.513	0.657
2308	0.461	0.469	0.716
2310	0.713	0.682	0.682
2311	0.927	0.891	0.461
2312	0.236	0.246	0.461
2314	0.225	0.253	0.943
2315	0.37	0.013	0.95
2316	0.568	0.068	0.822
2317	0.278	0.344	0.851
2318	0.741	0.308	0.114
2319	0.119	0.441	0.318
2320	0.965	0.467	0.521
2321	0.622	0.777	0.676
2322	0.011	0.029	0.54
2323	0.763	0.915	0.746
2324	0.431	0.054	0.81
2325	0.566	0.86	0.88
2326	0.578	0.216	0.533
2327	0.173	0.127	0.676
2328	0.233	0.129	0.902
2329	0.917	0.261	0.151
2330	0.417	0.038	0.981
2331	0.335	0.067	0.212
2332	0.918	0.946	0.672
2333	0.324	0.025	0.475
2334	0.518	0.76	0.931
2335	0.422	0.458	0.127
2336	0.734	0.448	0.129
2337	0.221	0.789	0.319
2338	0.041	0.06	0.521
2339	0.53	0.757	0.726
2340	0.106	0.599	0.037
2341	0.571	0.113	0.502
2342	0.353	0.079	0.539
2344	0.701	0.083	0.862
2346	0.463	0.346	0.948
2347	0.073	0.024	0.335
2348	0.528	0.066	0.092
2350	0.019	0.06	0.799
2351	0.429	0.083	0.567
2352	0.176	0.072	0.947
2353	0.277	0.84	0.075
2355	0.63	0.286	0.515
2356	0.746	0.255	0.394
2357	0.489	0.249	0.825
2358	0.184	0.034	0.236
2359	0.25	0.184	0.975
2360	0.217	0.481	0.032
2361	0.429	0.138	0.4
2362	0.075	0.149	0.969
2363	0.579	0.535	0.637
2364	0.702	0.523	0.83
2365	0.722	0.621	0.275
2366	0.681	0.874	0.959
2367	0.178	0.333	0.958
2368	0.71	0.136	0.094
2369	0.507	0.657	0.739
2370	0.742	0.105	0.954
2371	0.214	0.701	0.873
2373	0.688	0.964	0.514
2375	0.552	0.513	0.959
2376	0.262	0.642	0.058
2377	0.693	0.493	0.35
2378	0.549	0.914	0.13
2379	0.604	0.429	0.667
2380	0.218	0.056	0.399
2381	0.752	0.672	0.804
2382	0.974	0.187	0.388
2383	0.376	0.481	0.349
2384	0.925	0.441	0.045
2385	0.922	0.811	0.448
2386	0.143	0.673	0.861
2388	0.81	0.047	0.83
2389	0.024	0.049	0.766
2390	0.042	0.12	0.071
2392	0.104	0.029	0.186
2393	0.102	0.034	0.1
2395	0.292	0.226	0.336
2396	0.75	0.502	0.439
2397	0.198	0.048	0.504
2398	0.873	0.594	0.339
2399	0.319	0.613	0.987
2400	0.613	0.819	0.166
2401	0.855	0.423	0.806
2402	0.889	0.414	0.633
2403	0.389	0.32	0.405
2404	0.799	0.148	0.062
2405	0.418	0.989	0.028
2406	0.288	0.484	0.958
2407	0.297	0.311	0.359
2408	0.396	0.254	0.003
2409	0.844	0.342	0.817
2410	0.492	0.087	0.827
2412	0.582	0.585	0.505
2413	0.494	0.981	0.731
2415	0.218	0.402	0.253
2416	0.352	0.974	0.669
2417	0.991	0.3	0.529
2418	0.754	0.567	0.766
2419	0.861	0.528	0.027
2420	0.463	0.983	0.231
2421	0.271	0.35	0.204
2422	0.563	0.714	0.786
2423	0.534	0.959	0.324
2424	0.871	0.975	0.65
2425	0.991	0.86	0.118
2426	0.295	0.561	0.03
2427	0.34	0.018	0.977
2428	0.096	0.286	0.043
2429	0.783	0.561	0.044
2430	0.272	0.332	0.255
2431	0.565	0.928	0.776
2432	0.798	0.234	0.718
2433	0.975	0.586	0.196
2434	0.04	0	0.295
2436	0.897	0.738	0.525
2437	0.505	0.558	0.289
2438	0.401	0.898	0.174
2439	0.329	0.749	0.109
2440	0.926	0.376	0.587
2441	0.902	0.295	0.618
2442	0.448	0.253	0.13
2443	0.229	0.453	0.195
2444	0.782	0.525	0.38
2445	0.196	0.138	0.306
2447	0.928	0.324	0.419
2450	0.146	0.153	0.967
2451	0.503	0.416	0.368
2453	0.953	0.281	0.292
2454	0.694	0.693	0.019
2456	0.968	0.871	0.093
2457	0.435	0.958	0.307
2458	0.698	0.662	0.198
2459	0.904	0.617	0.365
2460	0.334	0.842	0.15
2461	0.8	0.547	0.544
2462	0.333	0.659	0.386
2464	0.229	0.676	0.042
2465	0.977	0.728	0.04
2467	0.858	0.408	0.694
2470	0.239	0.619	0.054
2472	0.841	0.34	0.012
2473	0.475	0.467	0.013
2475	0.099	0.192	0.717
2476	0.265	0.153	0.894
2477	0.487	0.368	0.71
2478	0.863	0.639	0.532
2480	0.403	0.472	0.2
2481	0.152	0.51	0.559
2482	0.307	0.123	0.235
2483	0.399	0.831	0.128
2487	0.566	0.905	0.081
2488	0.933	0.811	0.282
2489	0.069	0.105	0.17
2490	0.946	0.163	0.314
2492	0.551	0.832	0.885
2494	0.611	0.876	0.122
2497	0.657	0.493	0.529
2498	0.97	0.408	0.594
2500	0.206	0.45	0.759
2501	0.817	0.512	0.064
2502	0.845	0.781	0.355
2504	0.716	0.663	0.782
2505	0.383	0.184	0.916
2506	0.898	0.529	0.6
2507	0.908	0.623	0.268
2508	0.316	0.433	0.006
2512	0.979	0.701	0.243
2515	0.084	0.104	0.59
2517	0.372	0.293	0.545
2519	0.901	0.924	0.094
2521	0.602	0.484	0.397
2522	0.967	0.385	0.708
2523	0.945	0.399	0.493
2524	0.123	0.387	0.162
2526	0.7	0.754	0.591
2527	0.027	0.16	0.27
2528	0.31	0.073	0.255
2531	0.59	0.996	0.926
2532	0.348	0.384	0.676
2533	0.068	0.028	0.237
2534	0.651	0.743	0.943
2535	0.903	0.269	0.179
2536	0.793	0.678	0.75
2537	0.064	0.223	0.361
2538	0.745	0.795	0.867
2539	0.918	0.386	0.753
2541	0.753	0.664	0.178
2542	0.424	0.506	0.91
2545	0.65	0.17	0.399
2549	0.762	0.518	0.041
