Row_ID	p_volc_dir|groups|oily-norm	p_volc_dir|base|sebum	p_volc_dir|base|skicon
4265	-0.01	0.277	0.063
4267	0.89	0.811	-0.309
4268	0.351	0.943	-1.111
4270	0.465	0.575	0.305
4272	-1.534	-1.216	0.636
4275	0.305	0.113	0.301
4276	2.326	1.869	-0.516
4277	-0.033	-0.371	-0.364
4279	1.001	1.32	-0.177
4283	-0.301	-0.845	1.13
4285	0.04	-0.004	0.746
4286	0.47	0.184	-0.364
4287	-0.715	-0.627	-0.312
4288	0.452	1.121	0.142
4291	-0.002	0.256	0.579
4299	-0.726	-0.529	1.458
4301	-0.156	-0.291	0.189
4302	0.187	0.15	0.179
4305	0.543	0.657	-1.496
4306	-0.195	-0.118	-1.596
4307	0.023	-0.099	1.061
4310	-0.356	-0.554	0.531
4311	0.481	-0.005	-0.666
4312	0.066	-0.504	-1.069
4313	0.019	-0.175	0.406
4314	-0.767	-0.584	0.134
4316	-0.36	-0.933	-0.004
4318	0.642	1.651	-0.469
4319	-1.481	-1.033	0.966
4320	0.578	1.255	-0.757
4324	-0.332	-1.342	-0.348
4328	0.383	0.552	-0.415
4330	-0.007	-0.161	0.577
4331	-0.226	-0.774	-0.024
4333	0.024	0.051	0.096
4334	0.683	0.267	-0.283
4338	-1.014	-0.253	0.241
4341	-0.071	-0.583	0.469
4342	0.368	0.023	0.358
4343	0.109	0.056	0.069
4347	-0.142	0.786	-0.448
4348	0.786	1.602	-0.027
4349	-0.663	-0.338	0.949
4350	-0.38	-0.108	-0.357
4354	0.071	0.078	0.248
4356	-0.606	-0.409	0.731
4358	-0.666	-0.293	-0.052
4362	0.537	0.375	0.134
4364	0.022	0.04	-1.297
4366	-0.35	-0.83	0.321
4367	0.551	0.708	0.24
4369	0.346	-0.278	-1.409
4370	1.583	1.447	0.079
4371	-0.537	-0.751	-0.296
4372	0.231	-0.21	-0.505
4375	0.218	0.181	0.044
4376	0.33	1.559	-0.789
4377	0.413	0.306	0.032
4380	0.138	-0.017	-0.122
4381	0.044	0.105	0.293
4385	0.144	-0.455	-0.51
4387	-0.238	-0.12	-0.039
4388	0.137	-0.059	-0.303
4390	-0.016	-0.542	-1.753
4393	0.063	-0.655	-0.906
4394	-0.105	-0.609	0.098
4395	-0.335	-0.191	-0.655
4396	-0.302	0.261	0.84
4397	-0.114	-0.333	1.023
4398	-0.009	-0.053	0.061
4403	-0.184	-0.27	0.569
4404	-1.588	-2.365	0.316
4406	0.055	0.349	0.823
4408	0.164	0.039	1
4410	0.327	-0.2	-0.651
4411	0.26	0.437	-0.012
4412	0.167	0.724	-0.693
4413	1.423	1.499	-0.138
4415	0.163	0.853	-0.016
4416	-0.218	0.028	0.622
4417	0.187	0.373	-0.265
4420	0.036	-0.478	-1.172
4424	0.505	0.411	0.317
4425	0.129	0.78	0.954
4426	-1.136	-0.811	0.442
4428	-0.116	0.097	-2.031
4429	-2.089	-1.164	-0.044
4430	0.231	-0.005	-0.068
4431	-0.209	-0.311	-0.371
4433	0.118	-0.428	-1.402
4435	0.412	0.168	-0.193
4436	0.274	0.398	0.764
4438	-0.351	-0.472	0.268
4440	0.013	-0.091	-1.372
4443	-0.651	-0.126	0.796
4445	-0.758	-0.444	-0.035
4446	0.106	0.254	-0.449
4447	0.503	0.579	-0.086
4448	-0.237	-0.042	0.091
4451	0.013	0.351	-0.654
4453	0.011	-0.083	-0.36
4454	-0.82	-0.33	0.306
4457	-0.019	-0.019	1.107
4458	0.659	0.88	-0.523
4459	0.193	0.185	0.133
4460	0.151	-0.372	-0.963
4461	-0.028	0.13	0.326
4466	-0.134	-0.115	0.13
4469	-0.029	0.108	0.612
4470	0.564	1.278	-1.192
4471	0.665	0.718	-0.117
4472	-0.34	-0.279	0.094
4473	-0.847	-0.754	-0.187
4475	0.239	-0.011	0.96
4476	-0.056	-0.129	0.031
4478	-0.302	-1.077	-0.025
4482	0.173	0.544	-0.144
4484	0.121	-0.063	-0.405
4488	-0.642	-1.093	0.327
4489	0.102	-0.405	-0.916
4491	-0.914	-0.804	0.255
4492	0.359	-0.033	-1.295
4493	0.639	0.345	-1.156
4494	-0.99	-0.251	-0.098
4496	-0.748	-0.077	-0.505
4497	-0.392	-0.988	0.061
4510	0.25	0.17	0.436
4511	0.644	1.229	-2.847
4514	0.788	0.521	0.089
4515	0.126	-0.039	0.179
4518	-0.074	0.332	0.204
4519	-1.318	-0.905	0.039
4520	-0.081	-0.013	-0.961
4521	-0.645	-0.057	-0.791
4522	-0.139	-0.439	-0.457
4523	-0.271	-1.296	-0.573
4524	-0.041	0.042	-0.007
4528	0.945	1.949	-0.353
4532	0.004	-0.061	-0.263
4541	0.394	0.169	0.516
4542	-0.732	0.065	-0.937
4544	-0.16	0.1	-0.108
4547	-0.081	0.042	-0.225
4548	1.241	0.112	0.2
4549	0.816	0.352	0.125
4550	-0.673	-0.439	0.809
4552	0.008	-0.296	-0.371
4553	-0.697	-0.517	0.089
4554	0.182	-0.134	-0.735
4557	-0.257	0.477	-2.789
4560	-0.158	-1.607	-0.295
4562	1.453	2.638	-0.529
4565	0.001	-0.464	-0.962
4566	0.631	0.767	-0.124
4571	2.081	2.078	-2.6
4574	0.188	0.674	0.843
4580	-0.458	-0.476	0.283
4581	-0.664	-0.923	1.71
4584	0.305	0.219	-0.177
4586	0.298	-0.011	0.268
4589	0.659	1.024	-0.779
4590	-0.583	-0.48	1.639
4596	0.068	-0.027	-0.177
4597	1.25	1.093	0.161
4598	0.243	0.249	-0.088
4599	0.356	0.579	-1.215
4600	-0.074	0.239	-0.122
4602	-2.796	-2.862	1.221
4605	0.601	1.316	-0.11
4606	-0.824	-1.024	-0.037
4607	-0.058	-0.27	2.204
4610	-0.015	-0.141	-1.297
4611	0.055	-0.038	0.214
4612	0.632	0.642	0.718
4613	0.263	-0.025	-0.055
4616	-0.038	0.204	-0.258
4619	0.243	-0.09	-0.304
4620	-0.792	-0.941	0.103
4621	-0.467	0.014	0.075
4622	-0.18	-0.081	0.24
4626	-1.578	-0.732	0.605
4628	2.733	2.394	-0.844
4630	-0.292	-0.051	0.793
4631	0.465	0.22	-0.043
4635	0.279	0.32	0.114
4636	-0.524	-1.09	0.149
4637	-0.058	-0.538	0.858
4638	0.163	0.071	-0.569
4643	0.1	0.191	0.329
4644	-0.118	-0.57	-0.833
4646	0.361	0.342	-0.376
4647	0.051	-0.004	-0.024
4650	-0.029	-0.126	-0.123
4652	-1.636	-1.661	0.314
4654	0.259	0.035	1.315
4656	-1.958	-1.285	1.14
4660	0.323	0.06	-1.609
4663	0.055	0.381	-0.416
4664	-0.078	-0.365	0.044
4665	-1.356	-1.654	0.477
4666	-0.394	-1.455	-0.638
4668	-0.056	-0.518	-0.242
4669	-0.277	-0.05	0.877
4671	0.148	-0.408	-0.863
4673	0.096	0.016	-0.882
4674	0.271	-0.316	-1.08
4675	-0.471	-0.069	0.149
4676	0.37	-0.022	-0.286
4677	-0.128	-0.33	-0.341
4680	0.365	0.134	-0.838
4681	0.525	0.47	0.078
4682	-0.534	-0.222	0.036
4684	0.085	-0.072	0.618
4686	0.321	0.699	0.359
4687	1.322	1.637	-0.673
4688	0.395	0.104	-0.395
4689	-0.635	-0.624	0.579
4691	0.109	0.046	0.401
4692	1.522	1.043	-2.859
4693	0.093	-0.015	-0.753
4696	0.044	-0.034	0.293
4698	0.114	0.378	0.265
4699	2.19	1.731	-2.074
4704	0.711	0.967	-0.907
4708	0.057	-0.36	0.132
4712	0.53	1.158	0.1
4713	0.363	0.411	-0.14
4714	-0.05	-0.012	-0.124
4715	-0.664	-0.045	-0.022
4720	0.254	-0.352	-1.042
4723	-0.634	-0.654	-0.931
4724	-0.152	0.365	-1.313
4725	-0.345	-0.084	0.044
4728	-0.293	0.17	-0.074
4730	0.118	0.4	1.011
4731	1.428	1.259	0.174
4735	-0.512	-0.556	-0.017
4736	1.247	0.898	0.461
4739	0.664	0.029	-0.089
4740	-0.228	-0.081	0.528
4742	0.156	0.505	-0.204
4744	-0.533	-0.663	0.478
4745	-0.126	-0.769	-0.253
4749	0.01	-0.033	0.433
4750	0.788	0.339	-0.55
4753	0.47	0.453	1.07
4755	0.694	0.202	-0.429
4756	1.784	1.436	0.842
4757	0.295	0.806	-1.264
4760	0.292	0.455	0.018
4764	-0.488	0.049	0.324
4766	0.979	1.909	-0.196
4767	-0.151	0.153	-0.041
4770	0.196	-0.41	-1.303
4771	-0.143	0.169	0.079
4775	-0.217	0.097	-0.134
4776	-1.407	-1.233	1.787
4778	-0.452	-0.039	0.147
4779	0.589	0.806	-1.24
4780	0.122	0.202	0.563
4784	0.501	0.856	-0.085
4786	0.201	-0.175	-0.743
4787	-0.086	-0.528	1.266
4789	-0.098	-0.126	1.018
4792	-0.027	-0.03	0.187
4794	-0.122	-0.131	0.227
4798	-0.021	0.229	0.743
4801	0.386	0.206	0.525
4802	-0.094	0.003	-0.203
4804	0.05	0.193	-0.432
4805	-0.766	-0.596	-0.05
4806	-1.003	-0.516	0.304
4808	-0.409	0.124	-1.147
4809	-0.023	-0.565	-0.253
4810	-0.65	-0.59	-0.671
4811	-0.125	0.207	0.654
4814	0.333	-0.015	-0.614
4819	0.323	0.546	-0.219
4825	-1.803	-0.6	0.118
4831	-0.29	0.066	0.19
4836	0.518	1.283	0.294
4838	-0.044	0.365	-1.303
4841	0.048	-0.621	-0.05
4845	0.671	1.266	0.272
4846	0.255	0.69	0.585
4847	0.135	-0.507	-0.794
4853	0.457	0.23	-0.535
4856	-0.953	-0.313	0.112
4857	0.062	-0.429	-1.321
4858	-1.839	-2.364	0.587
4859	2.645	2.488	-0.239
4861	-0.27	-0.19	0.086
4862	0.042	-0.059	0.033
4867	-0.278	-0.162	0.807
4869	0.117	0.904	-0.293
4875	-0.22	-0.487	0.27
4877	-0.016	0.056	-0.154
4879	1.223	0.55	0.13
4882	0.466	0.454	0.023
4884	-0.079	-0.078	-0.051
4885	1.016	1.567	0.343
4886	-0.042	-0.285	-0.153
4889	-0.173	0.013	-0.258
4892	-0.025	-0.897	-0.768
4893	-0.986	-0.293	0.16
4894	0.051	0.012	-0.322
4895	-0.962	-0.326	-0.161
4897	0.295	0.364	0.145
4898	0.173	0.793	-1.082
4899	-2.334	-2.421	-0.295
4903	0.564	0.126	-0.763
4906	0.263	1.242	-0.833
4907	-0.044	0.14	0.191
4913	-0.174	0.071	0.573
4914	-0.324	-0.194	-0.142
4915	-0.365	-0.9	2.16
4918	-0.483	-0.929	-0.298
4920	-0.888	-0.156	0.529
4921	0.482	0.041	0.139
4923	-0.01	-0.062	-0.094
4924	0.551	0.372	0.028
4926	-0.748	-0.528	-0.409
4929	0.076	0.356	0.145
4931	-0.236	-0.188	0.718
4932	-0.277	-0.64	-0.6
4934	0.14	0.16	-0.131
4941	1.883	2.573	-0.044
4942	0.085	0.39	-0.011
4944	0.206	0.744	0.808
4945	-0.626	-0.621	0.159
4946	-0.004	-0.133	0.226
4947	0.136	0.448	-0.426
4950	0.405	0.449	-0.266
4953	0.087	-0.468	0.33
4957	0.557	1.019	-0.807
4958	-0.831	-1.177	-0.075
4960	-2.585	-1.812	5.264
4961	1.506	2.351	-1.017
4963	-0.039	0.274	0.426
4964	-0.483	-0.056	-0.122
4967	1.317	1.306	0.779
4969	0.225	-0.579	-1.113
4970	-1.18	-0.977	-0.19
4971	0.9	1.926	-0.694
4974	-0.087	-0.934	-0.875
4975	0.322	0.58	-0.446
4977	-0.037	0.202	-1.266
4978	-0.062	0.081	2.35
4979	-0.052	-0.227	-0.228
4980	-0.014	-0.469	-0.529
4981	0.679	0.563	-0.682
4982	-0.046	-0.291	-0.102
4985	-0.003	0.052	-0.592
4986	-0.458	-1.095	0.838
4987	0.237	0.202	-0.336
4988	-0.176	0.07	0.004
4990	0.127	0.08	-0.743
4991	0.076	0.004	0.571
4992	1.523	1.487	-0.495
4996	0.044	-0.052	-0.497
4999	0.199	0.489	2.396
5005	0.051	-0.184	0.679
5010	-0.136	-0.243	-0.226
5015	-0.732	-0.816	-0.02
5016	0.485	0.704	-0.6
5022	-0.307	-0.233	-0.166
5023	0.139	0.53	0.116
5026	0.408	0.441	-0.452
5027	-0.133	-0.231	0.279
5028	-1.209	-1.319	-0.169
5030	-0.095	-0.166	-1.268
5034	-0.037	0.44	0.278
5035	-0.933	-0.566	-0.137
5036	-0.289	-0.893	-0.464
5037	-2.188	-1.624	-0.434
5038	-1.448	-0.624	-0.307
5041	-0.007	-0.554	-0.836
5042	0.506	0.127	-0.032
5045	-0.006	0.118	-0.17
5047	-1.193	-0.835	-1.283
5049	0.196	0.263	-0.017
5050	-0.143	-0.286	0.606
5053	1.058	0.846	0.451
5058	0.872	0.824	-0.67
5060	-1.04	-0.701	0.172
5061	0.62	0.71	1.693
5063	-0.235	0.078	-0.212
5064	-0.981	-1.475	0.128
5066	0.039	0.296	1.072
5067	0.031	-0.686	-0.894
5068	1.233	0.813	-1.142
5070	0.45	-0.063	-0.965
5071	-0.338	-0.214	-0.134
5073	0.359	0.434	0.601
5075	-0.85	-0.43	0.769
5077	-0.118	-0.899	-0.717
5079	-0.007	-0.045	-0.596
5082	0.87	1.379	0.117
5086	0.077	-0.069	-0.077
5087	0.12	0.226	-0.723
5091	-0.569	-0.512	-0.16
5097	0.564	0.657	0.521
5099	-0.287	-0.706	0.266
5100	-0.031	-0.057	0.454
5101	-0.173	-0.077	-0.898
5102	1.817	3.463	-1.159
5103	0.951	1.182	0.072
5104	-0.333	-0.303	0.231
5106	-0.406	-0.659	0.033
5109	-0.16	0.202	0.1
5110	-0.375	-0.002	-0.229
5113	0.107	-0.289	-0.69
5115	0.041	0.345	0.387
5116	-1.784	-1.314	0.499
5118	0.058	0.288	-0.01
5121	0.091	0.327	0.299
5122	0.78	1.595	-0.07
5126	-0.049	0.232	0.583
5127	0.05	-0.154	-0.055
5129	-0.1	0.171	0.383
5130	1.443	1.967	0.056
5131	-0.603	-0.185	1.104
5133	0.376	0.652	0.163
5136	-0.238	0.078	-1.088
5137	-0.709	-1.139	0.678
5138	0.089	-0.152	0.262
5142	-0.002	0.019	0.229
5145	0.879	0.061	0.287
5146	-0.237	-0.403	1.456
5147	-0.206	-0.154	-0.239
5150	2.147	2.667	-0.717
5152	-1.752	-1.278	0.558
5155	-0.263	-0.057	-0.26
5156	-0.574	-0.327	0.095
5157	-0.16	0.42	0.192
5158	-0.252	-0.238	-0.034
5167	0.405	0.268	-0.818
5168	1.01	0.263	-0.056
5170	0.622	0.44	-0.469
5171	-0.019	0.193	-0.355
5172	0.771	1.616	-1.159
5173	-0.013	-0.251	-0.315
5175	0.01	0.376	-0.755
5180	0.244	0.016	-0.397
5182	0.324	0.371	-0.283
5184	0.033	-0.165	0.125
5187	0.221	0.033	-0.238
5188	0.207	0.244	0.234
5189	0.029	-0.535	-0.698
5195	-0.183	0.22	-0.538
5198	-0.191	-0.28	-0.848
5199	0.006	0.013	0.783
5200	0.333	0.417	-0.582
5203	0.247	-0.333	-0.569
5206	0.851	0.872	1.48
5207	-1.875	-1.175	0.545
5208	1.167	1.063	1.752
5211	-0.603	-0.861	0.634
5212	-0.279	-0.518	-0.083
5213	0.653	0.493	0.023
5215	-0.905	-0.2	0.25
5218	-0.706	0.047	0.379
5219	-0.582	-0.298	-0.396
5223	0.371	0.087	-1.068
5227	0.067	0.091	0.622
5228	0.117	0.132	-0.265
5229	1.386	1.003	1.066
5230	-0.221	0.513	0.055
5231	-0.169	-0.506	0.754
5233	-0.131	-0.907	-0.401
5235	0.365	0.826	1.317
5239	0.11	0.872	0.702
5240	-0.566	-1.69	-0.542
5242	-0.073	-0.501	-0.47
5244	0.004	-0.763	-0.717
5245	-0.385	-0.428	1.726
5246	-0.405	-0.42	-0.399
5247	-0.07	-0.194	-0.442
5253	0.659	0.727	-1.122
5256	-0.27	-0.431	-1.252
5257	-0.288	-0.362	-0.991
5258	-0.107	-0.811	-0.81
5259	-0.342	-0.61	-0.283
5260	0.043	-0.15	-0.253
5263	-0.178	0.347	0
5266	0.467	0.51	-0.149
5272	-0.025	-0.117	-0.285
5273	-0.86	-0.362	-0.058
5277	0.836	0.406	0.225
5279	-0.818	-0.441	0.047
5281	-0.404	-0.341	0.145
5282	0.535	0.3	-0.191
5283	0.485	0.8	-0.514
5284	0.146	-0.028	-0.21
5287	0.495	0.132	-0.096
5289	-0.521	-0.047	-0.039
5291	0.818	1.109	0.119
5292	-0.259	-0.3	-0.116
5294	0.25	0.364	-1.186
5303	0.271	0.582	-0.223
5304	-0.239	-0.337	1.281
5306	0.015	0.075	-0.008
5307	-0.217	0.126	-0.456
5308	-1.161	-1.214	0.472
5310	0.556	0.174	0.384
5311	0.589	0.424	1.528
5313	0.388	-0.126	-0.808
5314	0.352	-0.37	-1.016
5316	-0.185	-0.45	0.24
5318	0.631	-0.018	-1.552
5324	0.057	-0.04	-0.108
5326	-0.206	-0.189	-0.081
5329	0.141	0.495	-0.422
5330	0.213	0.295	0.177
5334	0.654	0.747	-0.337
5337	0.441	1.099	-0.801
5338	0.571	-0.09	-0.464
5342	-0.785	-0.53	0.078
5347	0.552	0.749	0.196
5351	0.023	0.527	-0.813
5353	-1.684	-0.973	0.097
5356	-0.286	-0.368	-0.147
5359	-0.118	-0.733	0.065
5360	0.393	0.51	0.715
5365	0.089	-0.091	0.422
5366	-0.03	-0.146	-0.153
5369	-0.35	-0.523	0.797
5371	-0.435	-0.301	-0.263
5376	-0.03	-0.2	0.195
5377	0.214	0.135	-0.263
5379	-0.002	-0.117	-0.338
5380	0.472	0.521	-0.612
5384	0.474	-0.129	0.104
5385	0.253	1.181	0.916
5388	-0.93	-0.727	1.189
5390	-0.071	-0.125	-0.179
5392	1.492	0.955	0.186
5394	0.377	-0.092	-1.709
5396	-0.239	-0.108	0.112
5397	0.08	0.225	-0.263
5398	0.134	-0.378	-1.367
5403	0.105	-0.073	-0.109
5408	-0.042	-0.113	0.523
5411	0.252	-0.356	-1.223
5413	0.736	1.308	0.2
5417	0.937	0.526	-0.008
5421	-0.206	-0.743	-0.349
5422	-0.615	-0.526	0.639
5423	-0.889	-1.107	0.435
5426	1.045	0.933	0.433
5427	0.09	0.748	-0.26
5428	-1.281	-1.371	1.363
5430	0.386	0.43	0.67
5433	0.12	-0.211	-0.657
5438	0.472	0.631	-0.423
5440	-0.739	-1.323	0.043
5443	-0.251	-0.859	-0.169
5444	0.014	0.142	0.017
5445	0.104	0.049	0.657
5451	0.609	0.486	-0.018
5454	0.081	0.099	0
5455	0.567	0.748	0.245
5457	-1.162	-0.868	0.065
5458	0.938	0.27	0.782
5461	-0.024	-0.068	-0.259
5463	0.929	0.98	-0.386
5468	-0.132	-0.918	-0.429
5470	0.23	-0.037	-0.743
5471	0.164	0.757	-0.004
5472	-1.815	-1.293	-0.131
5476	-0.17	-0.019	-0.646
5479	0.961	2.372	0.191
5489	-1.823	-0.433	0.68
5492	0.203	-0.082	-0.75
5497	0.059	0.27	0.422
5498	0.219	0.41	-1.108
5499	-0.19	-0.418	-0.752
5500	-0.822	-0.551	-0.767
5503	0.711	1.678	-0.29
5505	1.216	1.337	-0.007
5507	0.171	-0.333	0.54
5508	-0.983	-1.615	0.293
5517	0.456	0.149	3.052
5518	3.278	4.119	-0.149
5521	0.216	-0.033	-0.978
5522	-0.035	-0.111	0.302
5523	0.201	0.075	-0.398
5525	-0.729	-0.518	0.034
5527	-1.715	-1.579	1.099
5528	0.333	0.274	0.29
5531	1.152	0.26	-1.211
5533	0.662	1.361	-0.152
5534	1.059	0.66	0.067
5537	0.065	-0.38	-1.168
5539	-0.617	-0.728	0.403
5541	0.783	0.168	-1.286
5546	0.031	0.614	-1.828
5548	1.031	0.798	1.922
5549	-0.552	-0.434	1.857
5551	0.235	0.331	-0.996
5552	-0.162	-0.087	-0.367
5561	0.454	0.585	-0.896
5563	0.138	-0.462	-0.798
5564	-0.517	0.017	0.293
5566	0.63	1.754	-0.667
5569	-0.88	-0.853	0.063
5572	-0.28	-1.235	-0.365
5574	-0.044	-0.162	0.026
5577	-0.005	0.166	-0.31
5578	-1.811	-0.938	-0.182
5580	0.702	0.213	-0.985
5582	0.081	0.81	0.136
5583	0.056	-0.248	0.396
5585	0.027	-0.577	-0.948
5586	0.029	-0.611	0.903
5588	0.236	0.326	-0.034
5590	0.569	0.465	0.349
5591	1.153	1.225	1.428
5595	-0.741	0.072	0.904
5597	0.507	0.411	-0.49
5600	-1.025	-0.377	0.149
5608	-0.667	-0.56	0.839
5613	-0.003	-0.234	-0.449
5615	0.011	-0.255	-1.132
5620	0.582	1.137	0.325
5623	-0.461	-0.454	0.105
5625	0.062	1.448	-0.063
5628	0.248	0.885	-1
5630	-0.136	0.161	0.644
5631	0.574	1.387	-0.001
5632	-0.115	-0.454	0.178
5634	0.331	0.929	-1.1
5636	0.358	-0.231	0.258
5637	-0.563	-0.556	-0.228
5643	-0.358	-0.482	-0.588
5650	0.684	0.42	0.665
5653	-0.095	0.291	0.036
5655	-1.039	-1.186	0.218
5656	0.109	0.739	-0.113
5659	0.964	0.317	0.027
5665	0.277	0.29	-0.199
5670	0.023	-0.12	-0.323
5673	-0.199	0.326	0.121
5674	-0.279	-0.383	0.117
5675	0.135	0.41	-0.001
5691	0.131	0.792	-0.594
5695	-0.189	-0.121	0.142
5696	-0.136	-0.068	-0.096
5698	0.119	0.392	-0.319
5700	0.213	0.349	0.013
5701	-0.211	-0.708	-0.813
5702	1.122	1.283	-0.904
5704	0.921	1.428	0.708
5707	0.109	0.901	0.469
5711	-0.376	-0.29	-0.719
5714	0.042	0.172	0.276
5715	-1.721	-1.633	1.619
5716	0.149	-0.002	-1.236
5717	0.388	0.563	0.788
5721	-0.301	-0.244	-0.911
5724	0.402	0.647	-0.234
5725	0.59	0.944	0.122
5726	0.694	0.969	0.28
5728	0.365	-0.239	-1.13
5735	-0.011	-0.588	-0.292
5736	0.146	-0.046	-0.432
5738	-0.135	-0.315	-0.721
5740	0.505	-0.09	-1.548
5741	-0.379	-1.248	-0.572
5747	-0.312	-0.446	0.566
5748	-0.689	-0.336	-0.327
5749	0.471	0.373	-0.027
5751	0.489	0.359	-0.585
5752	0.076	-0.611	-0.952
5755	1.114	1.895	0.089
5757	0.045	-0.076	0.817
5758	-0.423	-0.613	-0.223
5759	-0.212	-0.171	-0.73
5762	-0.096	-0.17	-0.481
5767	0.026	-0.432	-0.581
5769	-0.072	-0.487	0.683
5772	-0.104	-0.188	-0.994
5774	0.145	0.478	0.558
5784	0.829	0.924	0.12
5785	0.109	0.107	-0.454
5787	-0.489	-0.598	-0.135
5791	0.274	0.596	0.045
5792	0.076	-0.247	-0.373
5794	0.369	0.738	0.113
5795	0.501	1.24	-0.175
5796	-0.154	-0.19	0.108
5797	0.744	0.73	0.03
5799	-0.156	-0.016	-0.614
5801	0.171	0.017	-1.288
5803	0.665	0.463	-0.977
5804	-0.239	-0.077	-0.068
5806	-0.073	-0.061	0.218
5807	0.968	1.29	-0.458
5810	0.091	-0.242	0.447
5811	-0.498	-0.258	0.821
5819	-0.432	-0.321	-0.506
5823	0.583	1.092	0.263
5827	0.157	0.109	0.786
5829	-0.611	-0.193	-0.146
5832	-0.34	0.177	0.198
5836	0.137	1.265	0.025
5843	-1.176	-1.019	0.934
5844	-0.811	-1.46	0.585
5846	-0.149	-0.212	0.152
5847	-0.035	0.041	0.012
5849	0.049	-0.408	-0.391
5850	1.744	1.422	-0.085
5851	0.224	0.108	-0.29
5855	0.013	-0.177	-0.539
5859	1.555	0.642	-0.027
5861	-0.624	-0.838	-0.221
5862	-0.102	0.452	0.108
5863	1.095	0.585	0.481
5864	0.547	0.05	-0.765
5868	0.194	0.343	0.27
5870	-0.002	-0.539	-1.018
5873	-0.329	-0.091	0.56
5874	0.156	-0.033	0.491
5876	0.383	0.559	0.518
5879	0.612	0.673	-0.374
5881	0.877	0.962	-0.667
5882	0.561	0.531	-0.603
5888	0.118	0.089	0.263
5897	0.153	0.519	-0.161
5898	0.038	0.445	-0.051
5899	0.127	-0.459	0.592
5904	0.179	0.871	-0.129
5906	-0.017	0.084	0.386
5909	-0.816	-0.227	-0.011
5911	-2.366	-3.732	0.968
5922	-0.164	-1.023	-0.385
5924	-0.496	-0.044	0.266
5926	0.077	0.183	0.707
5930	-0.025	0.056	-0.654
5935	-0.199	0.039	0.077
5949	-0.334	-0.69	-0.245
5953	0.29	0.055	-0.751
5954	0.256	0.286	0.221
5955	0.14	-0.04	-0.245
5956	0.172	-0.262	-1.052
5958	0.465	0.224	-0.267
5965	0.24	-0.009	0.388
5966	-0.311	0.301	-0.92
5973	0.021	-0.2	-1.714
5975	0.591	0.964	-0.889
5976	-0.25	0.003	0.59
5977	1.651	1.644	-0.841
5979	0.212	-0.433	0.338
5980	-0.912	-0.741	1.002
5984	0.436	0.122	0.537
5985	-0.424	-0.186	1.416
5986	-0.567	-0.75	0.168
5987	-0.227	-0.025	-0.132
5989	0.915	1.718	-0.389
5990	-1.557	-1.435	-0.285
5991	-0.585	-0.954	-0.093
5992	-0.02	0.008	0.183
5993	0.157	0.008	-0.149
5997	-0.041	-0.729	0.052
5998	-0.002	0.016	0.234
6000	0.845	1.293	-3.497
6003	0.436	0.957	-0.397
6011	0.764	0.224	0.024
6014	-0.1	-0.78	-0.394
6018	-0.241	0.017	-0.102
6019	-0.011	-0.357	0.42
6020	0.106	0.656	1.011
6021	0.136	-0.175	-0.818
6023	-0.396	-1.013	-0.107
6027	-0.145	-0.516	-0.424
6030	0.416	0.194	0.249
6032	-0.259	0.009	-0.003
6033	2.346	2.025	-0.986
6035	-0.586	-0.387	0.536
6036	0.645	0.173	1.172
6040	-0.275	-0.277	0.863
6046	-0.259	0.045	-0.402
6048	-0.28	0.014	-0.474
6050	0.268	0.947	-0.157
6051	0.685	0.095	0.085
6052	-0.017	-0.309	-0.155
6054	-0.759	-0.186	0.365
6056	-0.637	-0.626	0.175
6057	0.191	-0.004	0.154
6061	-0.305	-0.244	0.114
6064	-0.273	-1.144	1.117
6065	0.321	0.178	0.361
6076	-0.378	-0.198	1.73
6078	0.387	0.365	0.716
6083	0.58	0.427	0.15
6084	-0.165	-0.044	-0.821
6085	-0.509	-0.906	0.321
6095	0.188	0.105	0.061
6098	-0.414	-0.675	-0.199
6105	-0.046	0.083	0.047
6108	-0.282	-1.293	0.14
6109	0.128	-0.21	-0.008
6113	0.293	0.073	0.436
6114	-0.386	0.005	-0.366
6120	0.149	0.191	-1.19
6131	-0.398	0.606	-0.648
6132	-0.004	0.034	-0.272
6136	-0.899	-0.268	0.207
6137	0.532	0.397	0.361
6139	0.074	0.68	0.189
6140	-0.027	0.258	-1.382
6144	-0.199	-0.054	2.511
6146	-0.555	-0.427	0.007
6152	0.622	0.645	-0.275
6155	-0.084	0.302	-1.485
6156	0.97	1.286	-0.443
6160	-0.18	-0.649	-0.949
6163	0.263	-0.093	-0.361
6164	-0.813	-0.181	0.263
6165	1.778	1.589	-0.494
6167	-0.731	-1.707	0.241
6168	0.037	0.367	-1.16
6170	0.283	0.549	0.532
6172	-0.043	0.544	-1.592
6176	0.807	0.541	-0.94
6177	1.154	0.966	0.06
6179	-0.055	0.373	-0.065
6186	-0.148	-0.277	-0.308
6187	-0.455	-0.408	0.085
6190	-0.231	-0.213	-0.672
6191	0.186	0.138	-0.232
6193	-0.224	-0.149	0.431
6196	0.112	-0.022	-1.333
6197	0.415	0.635	0.368
6202	0.919	0.317	0.916
6209	0.038	0.284	0.26
6211	0.032	-0.193	-0.347
6213	0.007	-0.245	-0.534
6218	-0.48	-0.733	0.057
6220	-0.48	-0.371	0.139
6221	-0.015	-0.064	0.383
6222	0.035	0.8	1.598
6224	1.172	0.415	0.285
6225	-0.058	0.284	0.153
6226	0.227	-0.232	-0.868
