Row_ID	p_cat|groups|oily-norm	p_cat|base|sebum	p_cat|base|skicon
7248		< 0.1	
7249	< 0.1		
7257			< 0.1
7274			< 0.1
7276	< 0.1	< 0.1	< 0.1
7287	< 0.001	< 0.001	
7298			< 0.1
7307		< 0.1	
7319	< 0.1	< 0.01	< 0.01
7327			< 0.1
7330		< 0.1	
7339	< 0.01	< 0.001	
7343			< 0.1
7352		< 0.1	
7353		< 0.1	
7358		< 0.1	
7361		< 0.1	
7363			< 0.1
7372		< 0.1	
7390	< 0.01	< 0.1	
7403	< 0.1	< 0.01	
7414		< 0.1	
7416		< 0.1	
7424	< 0.1		
7429	< 0.1	< 0.1	
7430	< 0.1	< 0.1	
7432	< 0.01	< 0.01	< 0.1
7437		< 0.1	
7445		< 0.1	
7448			< 0.1
7467		< 0.1	
7471		< 0.1	
7473	< 0.01	< 0.01	
7476			< 0.1
7478			< 0.01
7483			< 0.1
7484	< 0.1	< 0.01	
7486		< 0.1	
7490			< 0.1
7495	< 0.1	< 0.1	
7496		< 0.1	
7499	< 0.1	< 0.1	
7502	< 0.1		< 0.1
7503	< 0.1	< 0.01	
7509			< 0.1
7522		< 0.1	
7524	< 0.01	< 0.1	
7537			< 0.1
7540			< 0.1
7541			< 0.1
7545	< 0.1	< 0.1	
7571		< 0.1	
7572			< 0.01
7576	< 0.1	< 0.01	
7578			< 0.1
7581	< 0.1		< 0.1
7591			< 0.1
7605		< 0.1	
7608			< 0.1
7616	< 0.1		< 0.1
7630	< 0.1	< 0.1	
7631			< 0.1
7633	< 0.1	< 0.1	
7642		< 0.1	
7644	< 0.1	< 0.1	
7646			< 0.1
7653			< 0.1
7654	< 0.1	< 0.1	
7655	< 0.1	< 0.01	
7671		< 0.1	
7679	< 0.1	< 0.1	< 0.1
7681			< 0.1
7690	< 0.1		
7694	< 0.1	< 0.1	
7704			< 0.1
7711		< 0.1	
7713			< 0.1
7735			< 0.01
7738	< 0.1	< 0.1	
7748			< 0.01
7758	< 0.1	< 0.1	
7760	< 0.01	< 0.01	
7772	< 0.1	< 0.1	
7776		< 0.1	
7783			< 0.1
7786			< 0.1
7791			< 0.1
7794			< 0.1
7800	< 0.1		
7803	< 0.1	< 0.01	
7812			< 0.1
7818			< 0.1
7831		< 0.1	
7836			< 0.1
7838	< 0.1	< 0.1	
7847	< 0.1	< 0.1	< 0.1
7849		< 0.1	
7851		< 0.1	
7862	< 0.1	< 0.1	< 0.1
7876			< 0.1
7879		< 0.1	
7893	< 0.1		
7913		< 0.1	
7915	< 0.1	< 0.1	
7918		< 0.1	
7919	< 0.1	< 0.1	< 0.1
7920		< 0.1	
7926			< 0.1
7929	< 0.1	< 0.1	
7937	< 0.1		
7945	< 0.1	< 0.01	
7978	< 0.1	< 0.1	
7995	< 0.1	< 0.1	
7998		< 0.1	
8007	< 0.1	< 0.1	< 0.1
8025	< 0.01	< 0.001	
8039	< 0.1	< 0.1	
8044		< 0.1	
8045			< 0.1
8055			< 0.1
8084	< 0.1	< 0.01	
8091	< 0.01	< 0.01	
8106	< 0.1		
8115	< 0.1		
8123	< 0.1		
8127		< 0.1	
8129	< 0.1	< 0.1	
8136			< 0.1
8152		< 0.1	
8156		< 0.1	
8158			< 0.1
8159	< 0.1	< 0.1	
8166	< 0.1	< 0.01	
8172			< 0.01
8174	< 0.1	< 0.1	
8210		< 0.1	
8229	< 0.1	< 0.1	
8230	< 0.1		
8236			< 0.1
8254	< 0.1	< 0.1	
8268	< 0.1		
8281	< 0.1		
8282	< 0.1		
8283	< 0.1		
8286			< 0.1
8305			< 0.1
8318	< 0.1	< 0.1	< 0.1
8357			< 0.1
8358			< 0.1
8383			< 0.1
8389	< 0.1	< 0.01	
8413	< 0.1		
8434			< 0.001
8445	< 0.1		
8446	< 0.1		
8453		< 0.1	
8456	< 0.1		< 0.1
8464		< 0.1	
8481			< 0.1
8492			< 0.1
8494	< 0.1		
8530	< 0.1	< 0.01	
8539	< 0.1	< 0.1	
8542		< 0.1	
8555		< 0.1	< 0.1
8560	< 0.1	< 0.01	
8568			< 0.1
8574		< 0.1	
8588	< 0.1	< 0.01	
8595		< 0.1	
8626			< 0.1
8628	< 0.1		< 0.1
8633		< 0.1	
8635	< 0.1	< 0.1	
8641	< 0.1		< 0.1
8648		< 0.1	< 0.1
8649	< 0.1	< 0.01	
8653	< 0.1	< 0.1	< 0.1
8663	< 0.1	< 0.01	
8704	< 0.1	< 0.1	< 0.1
8731			< 0.1
8734	< 0.1	< 0.1	
8759	< 0.1		
8783	< 0.1		
8801			< 0.1
8808			< 0.1
8815			< 0.1
8816		< 0.1	
8834		< 0.1	
8836		< 0.1	
8837			< 0.1
8849	< 0.1	< 0.1	
8850			< 0.1
8858			< 0.1
8866	< 0.01	< 0.1	
8882		< 0.1	
8889	< 0.1	< 0.01	< 0.1
8900	< 0.1		
8902			< 0.1
8924		< 0.1	
8942	< 0.1	< 0.1	
8954			< 0.1
8965		< 0.1	
8974		< 0.1	
8993			< 0.1
8999	< 0.1		
9011	< 0.1	< 0.1	
9014			< 0.01
9031	< 0.1		
9045			< 0.01
9072	< 0.1	< 0.1	
9077			< 0.1
9079			< 0.1
9082			< 0.1
9085		< 0.1	
9091	< 0.1		
9095			< 0.1
9098	< 0.1	< 0.1	
9102		< 0.1	
9111			< 0.1
9113			< 0.1
9118	< 0.1	< 0.1	
9128	< 0.01	< 0.1	< 0.01
9130			< 0.1
9142			< 0.1
9150	< 0.1		
9151	< 0.1	< 0.1	
9155	< 0.1		< 0.1
9159		< 0.1	< 0.1
9164	< 0.1	< 0.1	
9169		< 0.1	
9172			< 0.1
9183	< 0.1	< 0.01	
9187	< 0.1	< 0.1	
9188			< 0.1
9189		< 0.1	
9192			< 0.1
9196			< 0.1
9200		< 0.01	
9201		< 0.1	
9202	< 0.1	< 0.1	
9204			< 0.1
9210	< 0.01	< 0.1	< 0.01
9211			< 0.1
9215			< 0.1
9216			< 0.1
9217	< 0.1	< 0.1	< 0.01
9219			< 0.1
9226		< 0.1	
9231	< 0.1	< 0.01	
9237	< 0.1	< 0.1	
9238			< 0.1
9246		< 0.01	
9251			< 0.1
9255		< 0.1	
9263	< 0.1		
9267			< 0.1
9271	< 0.1	< 0.1	< 0.01
9280			< 0.01
9281		< 0.1	
9283			< 0.1
9284		< 0.1	< 0.01
9287	< 0.1	< 0.01	
9292			< 0.01
9298	< 0.1	< 0.01	< 0.1
9304			< 0.1
9307			< 0.1
9310	< 0.1	< 0.01	< 0.1
9311		< 0.1	
9319	< 0.01	< 0.001	
9322	< 0.1	< 0.01	
9323			< 0.1
9325			< 0.1
9333			< 0.1
9337		< 0.1	
9338		< 0.1	
9342			< 0.1
9345			< 0.1
9348		< 0.1	
9351			< 0.01
9354		< 0.1	
9357			< 0.1
9370		< 0.1	< 0.1
9372			< 0.1
9380		< 0.1	
9389		< 0.1	
9394		< 0.1	
9401	< 0.1	< 0.01	
9409		< 0.1	
9413	< 0.1	< 0.1	
9417	< 0.01	< 0.01	< 0.1
9420		< 0.1	
9421			< 0.1
9426			< 0.1
9433			< 0.1
9434		< 0.1	
9437	< 0.1	< 0.1	
9447		< 0.1	
9448		< 0.1	
9456			< 0.1
9462		< 0.1	
9465	< 0.1		< 0.01
9467		< 0.1	
9471		< 0.01	
9489	< 0.01	< 0.01	< 0.01
9491			< 0.1
9493		< 0.1	
9494	< 0.1		< 0.1
9500			< 0.1
9511	< 0.1	< 0.1	< 0.1
9516	< 0.1	< 0.1	
9518		< 0.1	
9521	< 0.1	< 0.1	
9524			< 0.1
9534	< 0.1	< 0.01	
9537	< 0.1	< 0.01	
9551			< 0.1
9553		< 0.1	
9559			< 0.01
9579			< 0.1
9580	< 0.1	< 0.1	
9581			< 0.1
9584		< 0.1	
9592		< 0.1	
9596			< 0.1
9598			< 0.1
9612			< 0.1
9619			< 0.1
9636	< 0.1		
9641			< 0.1
9665	< 0.1		< 0.1
9673			< 0.1
9687			< 0.1
9695	< 0.01	< 0.001	
9703			< 0.1
9705			< 0.1
9712	< 0.1	< 0.1	
9714	< 0.001	< 0.001	
9721			< 0.1
9743		< 0.1	
9751	< 0.1	< 0.1	< 0.01
9777			< 0.1
9780			< 0.1
9790	< 0.01	< 0.1	
9791			< 0.1
9835	< 0.1	< 0.1	
9840		< 0.1	
9841		< 0.1	
9842			< 0.01
9914		< 0.1	
9916	< 0.1		< 0.1
9917	< 0.1	< 0.01	
9926	< 0.01	< 0.001	
9942	< 0.1	< 0.1	
9944		< 0.1	
9945	< 0.1	< 0.01	
9951	< 0.1	< 0.01	
9953			< 0.1
9969	< 0.1	< 0.1	
9977			< 0.1
9983			< 0.01
9987			< 0.01
10004			< 0.1
10009		< 0.1	
10016	< 0.1	< 0.1	
10050		< 0.1	
10059	< 0.01	< 0.1	
10092		< 0.1	
10126		< 0.1	
10142			< 0.1
10164		< 0.1	
10174		< 0.1	
10182	< 0.1	< 0.1	
10202	< 0.1	< 0.01	
10206			< 0.1
10225	< 0.01		
10230			< 0.1
10235		< 0.1	
10252		< 0.1	
10253		< 0.1	
10264		< 0.1	< 0.1
10291	< 0.1	< 0.1	
10305		< 0.1	
10314		< 0.1	
10324			< 0.1
10326			< 0.1
10327		< 0.1	
10338			< 0.1
10369	< 0.1	< 0.01	
10374			< 0.1
10382		< 0.1	
10387			< 0.1
10391	< 0.1		
10393			< 0.1
10410			< 0.1
10420			< 0.1
10441			< 0.1
10444	< 0.1	< 0.1	
10447	< 0.1	< 0.1	
10454	< 0.01	< 0.01	
10461			< 0.01
10463		< 0.1	
10476			< 0.1
10489		< 0.1	< 0.1
10490	< 0.1		
10492	< 0.1	< 0.1	
10499			< 0.1
10529	< 0.1	< 0.01	
10536		< 0.1	
10578	< 0.1		
10583		< 0.1	
10597		< 0.1	
10622	< 0.1		
10653		< 0.1	
10695	< 0.01	< 0.1	
10696	< 0.1		< 0.1
10698		< 0.1	
10739		< 0.1	
10753	< 0.1		
10757	< 0.1	< 0.1	< 0.1
10760			< 0.1
10775			< 0.1
10779	< 0.1		
10790			< 0.1
10795			< 0.1
10797		< 0.01	
10807	< 0.1	< 0.1	
10816		< 0.1	
10817	< 0.1	< 0.01	< 0.1
10818	< 0.01	< 0.1	< 0.01
10828			< 0.1
10838		< 0.1	
10847	< 0.1	< 0.1	< 0.1
10851	< 0.1	< 0.01	
10852	< 0.1		
10856		< 0.1	
10858			< 0.1
10860	< 0.1		
10867		< 0.1	
10871		< 0.1	
10918	< 0.1	< 0.1	
10927	< 0.1	< 0.1	
10934		< 0.1	< 0.1
10942			< 0.1
10954	< 0.1	< 0.1	
10970	< 0.1	< 0.1	
10984			< 0.1
10985		< 0.1	< 0.1
11005	< 0.1		
11012			< 0.1
11021			< 0.1
11022	< 0.01	< 0.001	
11025		< 0.1	
11036		< 0.1	
11060	< 0.1	< 0.1	
11072		< 0.1	
11077	< 0.1	< 0.1	
11096	< 0.1	< 0.1	
11097	< 0.1	< 0.01	
11108			< 0.1
11116	< 0.1	< 0.1	
11132	< 0.1		
11142	< 0.1	< 0.01	
11145	< 0.1		
11157	< 0.1	< 0.01	< 0.1
11161			< 0.1
11162	< 0.1	< 0.1	< 0.01
11163	< 0.1		< 0.1
11183	< 0.1	< 0.1	
11198	< 0.1	< 0.1	
11201	< 0.01	< 0.1	
11202			< 0.1
11204		< 0.1	
11205			< 0.1
11217			< 0.1
11228	< 0.1	< 0.1	
11236		< 0.1	
11257	< 0.1	< 0.1	
11258		< 0.1	
11282			< 0.1
11291	< 0.1		< 0.1
11300			< 0.1
11307			< 0.1
11313		< 0.1	
11340	< 0.1		
11343		< 0.1	< 0.1
11344			< 0.1
11345	< 0.1	< 0.1	
11355			< 0.1
11362	< 0.001	< 0.001	
11380	< 0.01	< 0.01	
11401			< 0.1
11403		< 0.1	
11416	< 0.1		
11433	< 0.1		
11442			< 0.1
11450	< 0.1	< 0.1	
11451			< 0.1
11459		< 0.1	
11464		< 0.1	
11481		< 0.1	
11490			< 0.1
11499		< 0.1	
11502		< 0.1	< 0.1
11521			< 0.1
11528			< 0.1
11536	< 0.1		
11548	< 0.1	< 0.1	
11550		< 0.1	
11558			< 0.1
11559			< 0.1
11565	< 0.1	< 0.1	
11591		< 0.1	
11597			< 0.1
11609		< 0.1	
11636			< 0.1
11671		< 0.1	
11707			< 0.1
11717		< 0.1	
11721	< 0.1	< 0.1	
11725	< 0.01	< 0.001	
11737	< 0.1		< 0.1
11758		< 0.1	
11770			< 0.1
11772		< 0.1	
11789	< 0.1	< 0.1	
11828	< 0.1	< 0.1	
11855			< 0.1
11860	< 0.1		
11862			< 0.1
11864			< 0.1
11908	< 0.1	< 0.1	
11946			< 0.1
11986		< 0.1	< 0.1
11989		< 0.1	< 0.1
12043	< 0.1		
12050			< 0.01
12069			< 0.01
12072			< 0.01
12077			< 0.01
12097			< 0.1
12113			< 0.1
12135			< 0.1
12159			< 0.1
12165			< 0.01
12189			< 0.1
12211	< 0.1		
12216	< 0.1		
12221	< 0.1	< 0.1	
12243	< 0.1		
12250			< 0.1
12257			< 0.1
12260			< 0.1
12266			< 0.1
12272			< 0.1
12289			< 0.1
12291			< 0.01
12298			< 0.1
12302			< 0.1
12312	< 0.1	< 0.1	
12313			< 0.1
12320			< 0.1
12338			< 0.1
12344			< 0.1
12350		< 0.1	
12353			< 0.1
12362	< 0.1		
12371	< 0.1	< 0.1	
12372			< 0.1
12381		< 0.1	
12382		< 0.1	
12387			< 0.1
12388			< 0.1
12408			< 0.1
12416			< 0.1
12423	< 0.1		< 0.1
12431			< 0.1
12451			< 0.1
12474			< 0.1
12492			< 0.1
12521	< 0.01	< 0.01	
12524	< 0.1	< 0.1	
12525	< 0.1		
12529			< 0.1
12530			< 0.1
12533		< 0.1	< 0.1
12536			< 0.1
12542			< 0.1
12555			< 0.1
12560			< 0.1
12565			< 0.1
12576			< 0.1
12585		< 0.1	
12593	< 0.01	< 0.01	
12596	< 0.1	< 0.1	
12602	< 0.1		
12610			< 0.1
12614	< 0.1	< 0.1	
12620			< 0.1
12630			< 0.1
12642		< 0.1	
12665			< 0.1
12668			< 0.01
12681	< 0.1		
12692			< 0.1
12702		< 0.1	
12703			< 0.1
12720		< 0.1	
12741			< 0.1
12743			< 0.1
12754			< 0.1
12760			< 0.1
12762			< 0.1
12768			< 0.1
12774	< 0.1		
12815			< 0.1
12828	< 0.1	< 0.1	
12831			< 0.01
12832		< 0.1	
12841			< 0.1
12846			< 0.1
12856			< 0.1
12876			< 0.1
12885			< 0.01
12943			< 0.1
12944		< 0.1	< 0.1
12947			< 0.1
12960			< 0.1
12971			< 0.1
12975		< 0.1	
12989	< 0.1		
13015	< 0.1		
13021			< 0.1
13022			< 0.1
13030			< 0.1
13042		< 0.1	< 0.1
13065			< 0.1
13092		< 0.1	
13108			< 0.1
13109	< 0.1	< 0.01	
13132	< 0.1		
13136			< 0.1
13146		< 0.1	
13148			< 0.1
13149	< 0.1	< 0.1	
13160	< 0.1	< 0.1	
13161	< 0.1		
13165	< 0.1	< 0.1	
13167			< 0.1
13178	< 0.1	< 0.1	
13186			< 0.1
13194			< 0.1
13195			< 0.1
13206			< 0.1
13216			< 0.1
13233			< 0.1
13239			< 0.1
13279			< 0.1
13286			< 0.1
13292			< 0.1
13337			< 0.1
13345			< 0.1
13351			< 0.1
13360			< 0.01
13361			< 0.1
13362			< 0.1
13366	< 0.1		< 0.1
13369			< 0.1
13372	< 0.1	< 0.1	
13374	< 0.1		
13384		< 0.1	
13386			< 0.01
13391		< 0.1	< 0.1
13397			< 0.01
13412	< 0.1		
13414		< 0.1	
13423			< 0.1
13449		< 0.1	
13456	< 0.1		
13467			< 0.01
13476			< 0.01
13504			< 0.1
13509			< 0.1
13530	< 0.1		
13533	< 0.1		
13541	< 0.1	< 0.1	
13544	< 0.1		
13552			< 0.1
13557			< 0.1
13561			< 0.1
13570			< 0.1
13573			< 0.1
13583			< 0.1
13598			< 0.1
13634			< 0.1
13651			< 0.1
13652			< 0.1
13656	< 0.1		< 0.1
13662			< 0.1
13677	< 0.1		
13704		< 0.1	
13711		< 0.1	
13718		< 0.1	< 0.1
13719			< 0.1
13729			< 0.01
13733	< 0.1		
13734			< 0.1
13741			< 0.1
13754	< 0.1		
13769			< 0.1
13774			< 0.1
13797		< 0.1	
13810	< 0.1	< 0.1	
13813	< 0.1		
13831			< 0.1
13841	< 0.01	< 0.1	
13843	< 0.1		
13850		< 0.1	
13862			< 0.1
13868			< 0.1
13886			< 0.1
13887			< 0.1
13939		< 0.1	
13945	< 0.1		
13951			< 0.1
13962			< 0.1
13970			< 0.1
13990	< 0.1	< 0.1	
14013		< 0.1	
14059	< 0.1		
14070	< 0.1	< 0.1	
14086		< 0.01	
14087	< 0.1		
14091			< 0.1
14105	< 0.1		< 0.1
14112			< 0.01
14127			< 0.1
14158	< 0.1		
14169	< 0.1		
14175			< 0.1
14187	< 0.1		
14190	< 0.1		
14208			< 0.1
14223	< 0.1	< 0.1	
14255	< 0.1	< 0.1	
14257			< 0.1
14261		< 0.1	
14276		< 0.1	
14279		< 0.1	
14316	< 0.01	< 0.01	
14326		< 0.1	
14337		< 0.1	
14338			< 0.1
14345			< 0.1
14351			< 0.1
14358			< 0.01
14359			< 0.1
14376	< 0.1		
14384		< 0.1	
14385			< 0.1
14386		< 0.1	
14387			< 0.1
14395			< 0.1
14410			< 0.01
14418		< 0.1	
14424	< 0.1	< 0.1	
14448	< 0.1		< 0.1
14451	< 0.1	< 0.1	
14455	< 0.1		
14461	< 0.1		< 0.1
14465		< 0.1	< 0.1
14468			< 0.1
14469	< 0.1		
14474			< 0.1
14482	< 0.1		
14498			< 0.1
14509	< 0.1	< 0.1	
14517	< 0.01		
14525	< 0.1		< 0.1
14531	< 0.1		< 0.1
14536	< 0.1	< 0.1	
14541			< 0.1
14549			< 0.1
14571	< 0.1	< 0.1	
14576	< 0.1	< 0.1	
14604	< 0.1		
14605		< 0.1	
14625	< 0.1	< 0.1	
14644			< 0.01
14655	< 0.1		
14688	< 0.1	< 0.1	
14690			< 0.1
14705	< 0.1		
14725			< 0.1
14739			< 0.1
14741	< 0.1	< 0.1	
14744			< 0.1
14793			< 0.1
14803	< 0.1		
14806		< 0.1	
14836		< 0.1	
14842		< 0.1	
14861			< 0.1
14871		< 0.1	
14898	< 0.1	< 0.1	
14900			< 0.1
14901	< 0.1	< 0.1	
14907		< 0.1	
14908			< 0.1
14942	< 0.1	< 0.01	
14948		< 0.1	
14955			< 0.1
14956	< 0.1	< 0.01	
14960			< 0.1
14964	< 0.1	< 0.1	
14972			< 0.1
14980			< 0.1
14994			< 0.1
14997		< 0.1	
15013			< 0.1
15015	< 0.1		
15047	< 0.1	< 0.1	
15049			< 0.1
15050		< 0.1	
15054		< 0.01	
15069	< 0.1	< 0.1	
15099			< 0.1
15104			< 0.1
15108		< 0.1	
15114		< 0.1	
15127	< 0.1		
15138		< 0.1	
15148		< 0.01	
15166	< 0.1	< 0.1	
15213			< 0.1
15221		< 0.1	
15229			< 0.1
15262	< 0.1		
15264		< 0.1	
15268			< 0.1
15279			< 0.1
15280			< 0.1
15291		< 0.1	
15308		< 0.1	
15316			< 0.1
15365	< 0.1		
15367	< 0.1	< 0.01	
15390			< 0.1
15398		< 0.1	
15413	< 0.01	< 0.001	
15418	< 0.1		
15420			< 0.1
15430		< 0.1	
15448	< 0.1	< 0.1	
15477	< 0.1		
15481		< 0.1	
15494	< 0.1	< 0.1	< 0.1
15524	< 0.1	< 0.1	
15530			< 0.1
15533			< 0.1
15537		< 0.1	
15541	< 0.1		
15544	< 0.1		
15557	< 0.1		
15558	< 0.1	< 0.1	
15560		< 0.1	
15565	< 0.1	< 0.01	< 0.1
15572		< 0.1	
15581	< 0.1		
15631			< 0.1
15636			< 0.1
15647			< 0.1
15657	< 0.1		
15667	< 0.1	< 0.01	
15692			< 0.1
15764	< 0.1		
15765	< 0.1	< 0.1	
15770	< 0.1		
15774			< 0.1
15776		< 0.1	
15784		< 0.1	
15793	< 0.1		
15796			< 0.1
15802		< 0.1	
15817			< 0.1
15820			< 0.1
15863		< 0.1	< 0.1
15887			< 0.1
15900			< 0.1
15907		< 0.1	
15915		< 0.1	
15917	< 0.1		
15945	< 0.1	< 0.1	
15972		< 0.1	< 0.1
15978			< 0.1
16021		< 0.1	
16051		< 0.1	
16101	< 0.1		
16109			< 0.01
16120			< 0.01
16141		< 0.1	
16144			< 0.1
16154	< 0.1	< 0.1	
16186	< 0.1	< 0.1	
16192			< 0.1
16198			< 0.1
16227	< 0.1	< 0.1	
16232		< 0.1	
16240	< 0.1	< 0.01	
16247			< 0.1
16249	< 0.1	< 0.1	< 0.1
16257	< 0.1		
16262			< 0.1
16265			< 0.1
16268		< 0.1	
16285		< 0.1	
16304			< 0.1
16313	< 0.1		
16316	< 0.1		
16318	< 0.1	< 0.1	
16326		< 0.1	
16329		< 0.1	
16407			< 0.1
16433	< 0.1	< 0.1	< 0.1
16473			< 0.1
16518	< 0.1	< 0.1	
16546			< 0.1
16561		< 0.1	
16565			< 0.01
16621			< 0.1
16644	< 0.1	< 0.1	
16698	< 0.1		
16725			< 0.1
16733			< 0.1
16754		< 0.1	
16766	< 0.1		
16771			< 0.1
16792		< 0.01	
16800		< 0.1	
16803		< 0.1	
16832			< 0.1
16835		< 0.01	
16867			< 0.01
16871		< 0.1	< 0.01
16902		< 0.1	
16942		< 0.1	
16949		< 0.1	
16960	< 0.1		
17006	< 0.1		
17010			< 0.1
17017		< 0.1	
17044			< 0.1
17049	< 0.1		
17054			< 0.01
17055			< 0.1
17057		< 0.1	
17072	< 0.1	< 0.1	
17126	< 0.1	< 0.1	
17129			< 0.1
17141	< 0.1	< 0.1	
17144		< 0.1	
17167			< 0.1
17196	< 0.1	< 0.01	
17198		< 0.1	
17204	< 0.1	< 0.1	
17219		< 0.1	
17221	< 0.01	< 0.001	
17269	< 0.1		< 0.1
17272			< 0.1
17339	< 0.1		
17342	< 0.1	< 0.1	
17345			< 0.1
17350	< 0.1	< 0.1	
17369			< 0.1
17382	< 0.1		< 0.01
17385		< 0.1	
17468			< 0.1
17497		< 0.1	
17499	< 0.1		
17502			< 0.1
17505	< 0.1	< 0.01	
17506		< 0.1	< 0.1
17522			< 0.1
17558			< 0.1
17560	< 0.01	< 0.1	
17561			< 0.1
17570	< 0.01	< 0.01	
17607			< 0.1
17626			< 0.1
17638	< 0.1	< 0.1	
17639	< 0.1	< 0.1	
17640	< 0.1		
17693			< 0.1
17702		< 0.1	
17717			< 0.1
17732			< 0.1
17740	< 0.1		
17743			< 0.1
17792			< 0.1
17801			< 0.01
17807		< 0.1	
17821			< 0.1
17823	< 0.1	< 0.01	
17853			< 0.1
17854		< 0.1	
17893	< 0.1		
17902	< 0.1	< 0.1	
17911			< 0.1
17924	< 0.1		
17949			< 0.1
17961	< 0.01	< 0.01	< 0.1
17970			< 0.1
17982		< 0.1	
17998	< 0.1		
18009			< 0.1
18066			< 0.1
18070	< 0.1		
18072		< 0.1	
18121	< 0.01	< 0.01	
18182			< 0.1
18194	< 0.1		
18254	< 0.1		
18273			< 0.1
18319	< 0.1	< 0.1	
18347			< 0.1
18361			< 0.1
18375		< 0.1	
18396	< 0.1	< 0.1	
18399	< 0.1	< 0.1	
18409	< 0.1	< 0.1	
18412		< 0.1	
18419			< 0.01
18428			< 0.1
18433	< 0.1	< 0.01	
18437		< 0.1	
18456			< 0.01
18461	< 0.1		
18477			< 0.1
18512		< 0.1	
18533	< 0.1		
18535			< 0.1
18545		< 0.1	
18589			< 0.01
18602	< 0.01	< 0.01	
18616	< 0.1		
18623	< 0.1		
18650	< 0.1	< 0.1	
18658			< 0.1
18688	< 0.1	< 0.1	
18689			< 0.1
18697		< 0.01	
18698	< 0.1		
18713			< 0.1
18721			< 0.1
18785		< 0.1	
18793	< 0.1	< 0.1	< 0.01
18855	< 0.1	< 0.1	
18862	< 0.1		
18902	< 0.1	< 0.1	
18911			< 0.1
18944	< 0.1		
18960			< 0.1
18961			< 0.01
19030			< 0.1
19049	< 0.1		
19053	< 0.1		
19074	< 0.1	< 0.1	
19119		< 0.1	
19195	< 0.01	< 0.01	
19235		< 0.1	
19239		< 0.1	< 0.1
19314			< 0.01
19317		< 0.1	
19343	< 0.1		
19352	< 0.1	< 0.1	
19371	< 0.1	< 0.1	
19387			< 0.1
19393			< 0.1
19419	< 0.1		< 0.01
19433			< 0.1
19442			< 0.1
19457	< 0.1	< 0.01	
19465			< 0.1
19475	< 0.1	< 0.1	
19484			< 0.1
19488	< 0.001	< 0.01	
19498	< 0.1	< 0.1	
19506	< 0.1		
19518			< 0.1
19529			< 0.1
19544			< 0.1
19577			< 0.1
19579			< 0.1
19581	< 0.1	< 0.1	
19589	< 0.1	< 0.1	
19623	< 0.1		
19646			< 0.1
19661			< 0.1
19672	< 0.1		
19683	< 0.1		
19690	< 0.1	< 0.1	
19694	< 0.1		
19717	< 0.1		
19750			< 0.1
19775			< 0.1
19785	< 0.1	< 0.1	
19838		< 0.1	
19839	< 0.1		
19842		< 0.1	
19879		< 0.1	
19896			< 0.1
19915	< 0.1		
19919			< 0.1
19946	< 0.1	< 0.1	
19978	< 0.01	< 0.01	
19999	< 0.1		
20011	< 0.1		
20031		< 0.1	
20056	< 0.1	< 0.01	
20058		< 0.1	
20064		< 0.1	
20074	< 0.1		
20178	< 0.1	< 0.1	
20201			< 0.1
20203			< 0.01
20284	< 0.1		
20315			< 0.1
20331			< 0.1
20334	< 0.1		
20340		< 0.1	
20342		< 0.1	
20347			< 0.1
20349			< 0.1
20352			< 0.1
20354	< 0.1		
20357		< 0.1	
20358		< 0.1	< 0.1
20359			< 0.1
20362		< 0.1	
20363	< 0.1		
20364			< 0.01
20367	< 0.1	< 0.1	
20369			< 0.01
20370	< 0.1	< 0.01	
20374			< 0.1
20379		< 0.1	
20380			< 0.001
20382		< 0.1	
20391	< 0.1	< 0.01	< 0.1
20395	< 0.1	< 0.1	
20399			< 0.1
20400			< 0.1
20406			< 0.01
20427	< 0.1	< 0.1	
20434		< 0.1	
20441			< 0.1
20466	< 0.1		
20477			< 0.1
20478		< 0.1	
20495			< 0.1
20498		< 0.1	
20517		< 0.1	
20534	< 0.1	< 0.01	
20541			< 0.1
20557			< 0.1
20566		< 0.1	
20573			< 0.01
20581	< 0.1		
20596			< 0.1
20632			< 0.1
20638			< 0.1
20650			< 0.1
20652		< 0.1	< 0.01
20656		< 0.1	
20662			< 0.1
20663			< 0.1
20666			< 0.1
20667			< 0.1
20671			< 0.1
20684	< 0.1		
20687			< 0.1
20692		< 0.1	< 0.1
20696			< 0.1
20698			< 0.1
20699		< 0.1	
20700			< 0.1
20703	< 0.01	< 0.01	
20708		< 0.1	
20710			< 0.1
20715			< 0.1
20719	< 0.1	< 0.01	
20733			< 0.1
20735			< 0.1
20743		< 0.1	
20748	< 0.1		
20759			< 0.1
20767			< 0.1
20777	< 0.1		
20786			< 0.1
20792			< 0.1
20797			< 0.1
20803	< 0.1		
20806			< 0.1
20809			< 0.1
20811	< 0.1		< 0.1
20831	< 0.1		< 0.1
20839		< 0.1	
20842	< 0.01	< 0.01	
20843		< 0.1	
20882			< 0.1
20884	< 0.1		
20895			< 0.1
20905			< 0.1
20916			< 0.1
20939		< 0.1	
20941			< 0.1
20964			< 0.1
20970			< 0.1
20980	< 0.1		
20992			< 0.1
20997	< 0.1		
21009			< 0.1
21025			< 0.1
21037	< 0.1	< 0.1	
21056	< 0.1		
21072			< 0.1
21091			< 0.1
21150			< 0.1
21155			< 0.1
21193			< 0.1
21202		< 0.1	
21207	< 0.01	< 0.01	
21231		< 0.1	
21237			< 0.1
21255	< 0.1	< 0.1	
21285			< 0.1
21316		< 0.1	
21340	< 0.01	< 0.001	
