Row_ID	p_value|groups|oily-norm	p_value|base|sebum	p_value|base|skicon
2513	0.384	0.096	0.763
2514	0.938	0.673	0.875
2515	0.7	0.334	0.769
2516	0.227	0.012	0.968
2517	0.303	0.939	0.088
2518	0.695	0.74	0.217
2519	0.33	0.396	0.443
2520	0.987	0.289	0.113
2521	0.398	0.391	0.038
2522	0.087	0.172	0.331
2524	0.886	0.44	0.296
2525	0.439	0.123	0.728
2526	0.37	0.991	0.969
2527	0.963	0.813	0.375
2528	0.307	0.331	0.02
2529	0.519	0.723	0.647
2530	0.556	0.249	0.236
2531	0.794	0.347	0.203
2532	0.083	0.098	0.497
2533	0.526	0.277	0.837
2534	0.032	0.007	0.599
2535	0.29	0.057	0.111
2536	0.743	0.447	0.985
2537	0.645	0.225	0.766
2538	0.041	0.046	0.004
2539	0.552	0.436	0.005
2540	0.098	0.382	0.02
2541	0.51	0.559	0.06
2542	0.332	0.688	0.899
2544	0.86	0.543	0.999
2545	0.293	0.151	0.012
2546	0.325	0.951	0.173
2548	0.292	0.209	0.132
2549	0.229	0.095	0.618
2550	0.561	0.965	0.111
2551	0.12	0.069	0.286
2552	0.795	0.307	0.293
2553	0.077	0.14	0.326
2554	0.133	0.331	0.549
2555	0.962	0.904	0.804
2556	0.088	0.089	0.688
2557	0.911	0.3	0.259
2558	0.358	0.995	0.035
2559	0.024	0.02	0.892
2560	0.571	0.567	0.286
2561	0.5	0.428	0.885
2562	0.631	0.048	0.321
2563	0.126	0.113	0.698
2564	0.95	0.917	0.352
2566	0.865	0.711	0.279
2567	0.312	0.093	0.246
2568	0.177	0.349	0.133
2569	0.513	0.141	0.018
2570	0.186	0.09	0.185
2571	0.1	0.6	0.232
2572	0.56	0.93	0.546
2573	0.388	0.558	0.099
2574	0.424	0.382	0.037
2575	0.297	0.374	0.829
2576	0.518	0.791	0.296
2577	0.299	0.455	0.249
2578	0.433	0.494	0.028
2579	0.337	0.387	0.737
2580	0.452	0.165	0.006
2581	0.943	0.828	0.708
2582	0.225	0.087	0.469
2584	0.925	0.343	0.729
2585	0.198	0.107	0.928
2586	0.741	0.916	0.506
2588	0.608	0.808	0.017
2590	0.537	0.087	0.871
2591	0.663	0.903	0.668
2592	0.084	0.506	0.213
2593	0.834	0.703	0.021
2595	0.425	0.519	0.093
2596	0.411	0.055	0.497
2597	0.864	0.624	0.453
2598	0.949	0.888	0.462
2599	0.49	0.12	0.984
2601	0.995	0.375	0.037
2602	0.358	0.305	0.413
2603	0.921	0.288	0.038
2604	0.09	0.125	0.215
2605	0.36	0.588	0.172
2607	0.331	0.514	0.551
2608	0.579	0.852	0.298
2609	0.012	0.032	0.245
2610	0.366	0.317	0.741
2611	0.523	0.801	0.025
2612	0.308	0.11	0.516
2614	0.219	0.487	0.181
2615	0.706	0.962	0.045
2616	0.26	0.323	0.257
2617	0.583	0.433	0.79
2618	0.851	0.758	0.56
2619	0.149	0.483	0.674
2620	0.405	0.153	0.69
2621	0.891	0.618	0.511
2623	0.138	0.196	0.01
2624	0.43	0.871	0.974
2625	0.605	0.408	0.181
2626	0.71	0.584	0.954
2627	0.403	0.718	0.675
2628	0.856	0.795	0.765
2629	0.374	0.209	0.73
2630	0.076	0.472	0.111
2631	0.59	0.814	0.628
2632	0.09	0.276	0.042
2633	0.691	0.838	0.779
2634	0.772	0.377	0.124
2635	0.988	0.644	0.979
2636	0.764	0.796	0.639
2637	0.968	0.938	0.555
2638	0.546	0.801	0.4
2639	0.041	0.003	0.943
2640	0.583	0.21	0.97
2641	0.689	0.765	0.854
2642	0.318	0.302	0
2643	0.572	0.497	0.916
2644	0.527	0.519	0.039
2645	0.597	0.569	0.342
2647	0.795	0.473	0.791
2648	0.745	0.649	0.012
2649	0.117	0.114	0.167
2650	0.298	0.021	0.014
2651	0.632	0.122	0.019
2652	0.471	0.58	0.069
2653	0.117	0.116	0.85
2654	0.58	0.727	0.457
2655	0.332	0.326	0.456
2656	0.311	0.566	0.973
2657	0.069	0.147	0.692
2658	0.411	0.623	0.02
2661	0.008	0.058	0.143
2662	0.855	0.983	0.406
2663	0.504	0.246	0.396
2664	0.828	0.634	0.721
2665	0.677	0.97	0.925
2666	0.436	0.607	0.274
2667	0.632	0.713	0.973
2668	0.261	0.466	0.001
2670	0.177	0.339	0.095
2671	0.614	0.998	0.916
2673	0.505	0.762	0.215
2674	0.889	0.958	0.688
2675	0.812	0.836	0.585
2676	0.022	0.029	0.83
2677	0.782	0.993	0.189
2678	0.996	0.665	0.585
2679	0.904	0.947	0.027
2680	0.37	0.468	0.114
2681	0.749	0.724	0.803
2682	0.493	0.788	0.027
2683	0.746	0.554	0.986
2685	0.424	0.955	0.875
2686	0.382	0.63	0.234
2687	0.902	0.915	0.624
2688	0.544	0.285	0.946
2689	0.489	0.188	0.926
2690	0.386	0.275	0.575
2691	0.401	0.638	0.286
2693	0.833	0.622	0.43
2696	0.387	0.349	0.041
2697	0.448	0.211	0.315
2698	0.372	0.515	0.583
2699	0.787	0.581	0.491
2701	0.154	0.164	0.045
2702	0.458	0.745	0.184
2703	0.555	0.599	0.69
2704	0.285	0.108	0.008
2706	0.052	0.77	0.566
2708	0.605	0.627	0.515
2709	0.445	0.073	0.711
2710	0.281	0.187	0.465
2711	0.886	0.454	0.234
2712	0.311	0.419	0.031
2714	0.28	0.224	0.058
2715	0.615	0.498	0.936
2716	0.565	0.279	0.196
2717	0.608	0.182	0.57
2718	0.699	0.436	0.584
2720	0.091	0.268	0.021
2721	0.463	0.296	0.171
2722	0.959	0.481	0.913
2723	0.189	0.104	0.04
2724	0.132	0.186	0.084
2725	0.895	0.987	0.586
2726	0.942	0.63	0.394
2729	0.861	0.899	0.07
2730	0.633	0.675	0.038
2732	0.488	0.151	0.82
2733	0.379	0.752	0.121
2734	0.284	0.412	0.04
2736	0.14	0.15	0.008
2737	0.129	0.695	0.971
2738	0.318	0.274	0.072
2739	0.446	0.334	0.983
2740	0.758	0.973	0.775
2741	0.55	0.628	0.027
2743	0.446	0.616	0.206
2744	0.224	0.499	0.069
2745	0.129	0.114	0.87
2746	0.354	0.469	0.847
2747	0.074	0.336	0.032
2748	0.347	0.668	0.17
2750	0.262	0.794	0.228
2751	0.526	0.328	0.246
2752	0.564	0.568	0.743
2753	0.104	0.108	0.698
2756	0.308	0.136	0.696
2757	0.113	0.152	0.719
2758	0.515	0.336	0.412
2759	0.263	0.333	0.618
2760	0.751	0.909	0.234
2762	0.823	0.678	0.018
2763	0.234	0.124	0.915
2764	0.368	0.908	0.488
2765	0.775	0.961	0.066
2766	0.548	0.561	0.651
2767	0.204	0.665	0.903
2768	0.305	0.294	0.418
2769	0.779	0.738	0.022
2770	0.428	0.614	0.544
2771	0.968	0.634	0.09
2772	0.523	0.648	0.04
2773	0.905	0.923	0.051
2774	0.987	0.662	0.189
2775	0.558	0.805	0.001
2776	0.75	0.964	0.389
2777	0.745	0.671	0.965
2778	0.011	0.021	0.698
2779	0.161	0.272	0.244
2780	0.23	0.09	0.157
2781	0.461	0.761	0.215
2782	0.801	0.491	0.842
2783	0.638	0.656	0.133
2784	0.26	0.243	0.468
2785	0.087	0.246	0.029
2786	0.937	0.94	0.025
2787	0.207	0.266	0.032
2789	0.241	0.434	0.342
2791	0.493	0.36	0.056
2794	0.177	0.086	0.577
2795	0.094	0.095	0.109
2796	0.12	0.053	0.384
2797	0.867	0.422	0.94
2798	0.587	0.699	0.184
2799	0.357	0.713	0.872
2800	0.728	0.803	0.773
2801	0.417	0.205	0.591
2802	0.411	0.534	0.803
2803	0.003	0.009	0.659
2804	0.567	0.746	0.086
2806	0.592	0.616	0.3
2808	0.506	0.86	0.323
2809	0.841	0.756	0.591
2811	0.342	0.685	0.233
2812	0.867	0.094	0.88
2813	0.482	0.377	0.685
2814	0.61	0.956	0.798
2815	0.589	0.798	0.098
2816	0.409	0.575	0.105
2817	0.893	0.781	0.066
2819	0.997	0.964	0.405
2820	0.606	0.697	0.152
2822	0.54	0.918	0.786
2823	0.931	0.579	0.96
2826	0.587	0.403	0.136
2827	0.169	0.257	0.433
2828	0.957	0.803	0.54
2830	0.895	0.822	0.816
2832	0.227	0.158	0.886
2833	0.503	0.22	0.169
2834	0.681	0.464	0.423
2835	0.612	0.459	0.002
2836	0.012	0.082	0.085
2837	0.421	0.932	0.838
2839	0.395	0.673	0.169
2840	0.147	0.268	0.372
2841	0.515	0.51	0.046
2842	0.487	0.782	0.575
2844	0.752	0.253	0.086
2847	0.05	0.232	0.47
2849	0.159	0.144	0.078
2853	0.768	0.883	0.493
2856	0.396	0.712	0.44
2857	0.685	0.489	0.793
2859	0.702	0.86	0.11
2860	0.521	0.853	0.461
2861	0.639	0.957	0.644
2862	0.167	0.451	0.381
2863	0.63	0.654	0.639
2866	0.71	0.572	0.021
2869	0.247	0.229	0.907
2870	0.186	0.196	0.015
2873	0.285	0.363	0.767
2874	0.168	0.741	0.404
2875	0.057	0.202	0.851
2876	0.199	0.455	0.137
2877	0.653	0.477	0.862
2878	0.162	0.309	0.709
2880	0.128	0.034	0.574
2883	0.738	0.845	0.06
2884	0.971	0.77	0.867
2885	0.687	0.199	0.616
2887	0.094	0.045	0.183
2888	0.417	0.158	0.039
2889	0.915	0.712	0.575
2890	0.259	0.813	0.027
2892	0.37	0.321	0.768
2893	0.396	0.272	0.154
2894	0.005	0.012	0.481
2897	0.842	0.406	0.591
2898	0.701	0.321	0.911
2899	0.755	0.241	0.569
2900	0.77	0.362	0.939
2902	0.015	0.008	0.076
2903	0.239	0.179	0.723
2904	0.212	0.71	0.05
2907	0.041	0.024	0.825
2911	0.057	0.12	0.18
2913	0.612	0.426	0.821
2914	0.655	0.07	0.295
2916	0.268	0.214	0.43
2917	0.488	0.945	0.945
2918	0.057	0.157	0.285
2919	0.282	0.127	0.086
2920	0.984	0.712	0.521
2921	0.706	0.56	0.66
2924	0.928	0.765	0.909
2925	0.812	0.543	0.475
2926	0.114	0.16	0.027
2927	0.718	0.536	0.16
2928	0.467	0.8	0.039
2930	0.428	0.284	0.754
2932	0.783	0.795	0.417
2934	0.578	0.431	0.316
2935	0.333	0.274	0.765
2936	0.126	0.059	0.158
2937	0.59	0.207	0.655
2938	0.059	0.219	0.617
2940	0.03	0.172	0.476
2941	0.186	0.352	0.31
2942	0.631	0.442	0.364
2945	0.234	0.221	0.055
2946	0.952	0.686	0.455
2947	0.753	0.194	0.435
2948	0.452	0.706	0.341
2949	0.356	0.393	0.026
2950	0.823	0.987	0.474
2952	0.974	0.68	0.383
2953	0.368	0.053	0.676
2954	0.51	0.717	0.846
2955	0.451	0.506	0.57
2956	0.762	0.508	0.01
2958	0.99	0.924	0.562
2959	0.256	0.517	0.7
2960	0.132	0.208	0.746
2961	0.528	0.246	0.006
2962	0.903	0.626	0.683
2963	0.364	0.947	0.653
2964	0.442	0.392	0.024
2965	0.413	0.184	0.726
2966	0.773	0.581	0.262
2967	0.969	0.699	0.035
2968	0.46	0.282	0.133
2969	0.268	0.855	0.004
2970	0.135	0.215	0.887
2971	0.903	0.677	0.439
2972	0.027	0.327	0.016
2973	0.901	0.489	0.692
2976	0.247	0.39	0.389
2978	0.588	0.264	0.15
2979	0.491	0.209	0.225
2983	0.962	0.86	0.848
2987	0.332	0.107	0.329
2989	0.58	0.568	0.083
2991	0.719	0.966	0.763
2995	0.162	0.234	0.54
2997	0.701	0.757	0.372
2999	0.879	0.551	0.157
3002	0.894	0.788	0.346
3003	0.108	0.023	0.004
3004	0.227	0.182	0.243
3007	0.668	0.174	0.91
3008	0.461	0.883	0.228
3011	0.268	0.817	0.196
3012	0.559	0.494	0.345
3015	0.077	0.719	0.229
3017	0.707	0.638	0.17
3019	0.272	0.917	0.018
3023	0.5	0.825	0.061
3025	0.326	0.712	0.211
3026	0.924	0.867	0.016
3029	0.458	0.401	0.495
3030	0.378	0.353	0.764
3031	0.879	0.769	0.37
3033	0.419	0.688	0.929
3035	0.267	0.064	0.729
3037	0.556	0.552	0.947
3039	0.106	0.403	0.321
3042	0.961	0.541	0.452
3043	0.613	0.515	0.867
3044	0.002	0.005	0.408
3046	0.259	0.975	0.485
3048	0.13	0.243	0.455
3051	0.917	0.725	0.602
3056	0.807	0.919	0.093
3060	0.349	0.032	0.373
3061	0.022	0.019	0.64
3062	0.722	0.819	0.107
3063	0.034	0.269	0.017
3065	0.398	0.939	0.354
3066	0.139	0.335	0.298
3067	0.276	0.289	0.08
3068	0.666	0.852	0.271
3069	0.321	0.236	0.734
3072	0.628	0.892	0.043
3073	0.875	0.367	0.716
3074	0.674	0.982	0.085
3076	0.74	0.516	0.322
3077	0.355	0.988	0.152
3078	0.007	0.044	0.188
3080	0.118	0.325	0.333
3082	0.231	0.442	0.15
3083	0.323	0.365	0.205
3084	0.76	0.919	0.235
3085	0.014	0.016	0.547
3086	0.671	0.374	0.66
3087	0.429	0.455	0.125
3088	0.016	0.042	0.032
3089	0.068	0.063	0.995
3090	0.015	0.094	0.033
3091	0.015	0.125	0
3092	0.943	0.822	0.877
3095	0.258	0.067	0.182
3096	0.12	0.477	0.034
3097	0.262	0.429	0.057
3099	0.564	0.321	0.962
3100	0.56	0.646	0.214
3101	0.155	0.325	0.628
3102	0.97	0.509	0.851
3103	0.312	0.502	0.102
3104	0.422	0.092	0.768
3105	0.957	0.932	0.427
3106	0.938	0.428	0.023
3108	0.021	0.007	0.367
3109	0.397	0.648	0.172
3114	0.033	0.253	0.055
3115	0.193	0.096	0.268
3116	0.41	0.749	0.852
3117	0.277	0.191	0.015
3118	0.499	0.306	0.139
3119	0.745	0.67	0.645
3120	0.58	0.224	0.407
3122	0.818	0.519	0.043
3124	0.475	0.567	0.571
3125	0.213	0.17	0.097
3126	0.178	0.43	0.63
3129	0.731	0.967	0.705
3130	0.584	0.687	0.437
3131	0.248	0.95	0.689
3134	0.525	0.046	0.553
3136	0.839	0.783	0.613
3138	0.209	0.222	0.486
3139	0.4	0.248	0.788
3140	0.72	0.448	0.124
3141	0.978	0.938	0.22
3142	0.315	0.974	0.673
3145	0.478	0.85	0.18
3146	0.555	0.699	0.015
3148	0.262	0.51	0.082
3149	0.156	0.766	0.144
3152	0.517	0.892	0.705
3153	0.295	0.301	0.013
3154	0.201	0.097	0.346
3155	0.433	0.677	0.216
3156	0.252	0.314	0.668
3157	0.225	0.492	0.181
3158	0.873	0.752	0.037
3160	0.103	0.16	0.838
3161	0.711	0.478	0.537
3163	0.299	0.852	0.351
3164	0.25	0.352	0.211
3165	0.508	0.767	0.037
3166	0.914	0.429	0.075
3169	0.011	0.002	0.208
3170	0.554	0.076	0.215
3172	0.753	0.843	0.02
3173	0.577	0.373	0.928
3176	0.774	0.32	0.855
3179	0.065	0.153	0.865
3181	0.478	0.647	0.191
3187	0.671	0.989	0.942
3188	0.164	0.247	0.348
3190	0.264	0.196	0.142
3191	0.826	0.373	0.52
3192	0.546	0.207	0.857
3193	0.106	0.263	0.068
3198	0.433	0.557	0.594
3199	0.801	0.527	0.093
3201	0.66	0.631	0.524
3202	0.052	0.062	0.662
3203	0.718	0.878	0.712
3204	0.778	0.876	0.464
3205	0.441	0.178	0.381
3206	0.325	0.287	0.493
3207	0.177	0.266	0.4
3210	0.194	0.034	0.782
3211	0.366	0.875	0.855
3213	0.464	0.212	0.788
3215	0.309	0.381	0.168
3219	0.866	0.738	0.775
3221	0.982	0.795	0.121
3223	0.535	0.336	0.612
3224	0.924	0.363	0.102
3225	0.046	0.211	0.477
3226	0.693	0.709	0.433
3227	0.536	0.766	0.018
3228	0.189	0.187	0.182
3229	0.81	0.202	0.1
3230	0.645	0.533	0.632
3231	0.276	0.315	0.97
3232	0.34	0.294	0.703
3234	0.004	0.017	0.627
3236	0.539	0.829	0.048
3238	0.566	0.837	0.036
3239	0.325	0.21	0.189
3240	0.585	0.357	0.236
3241	0.044	0.043	0.75
3242	0.128	0.11	0.154
3245	0.513	0.832	0.368
3246	0.918	0.247	0.67
3249	0.637	0.985	0.067
3252	0.172	0.186	0.601
3253	0.71	0.469	0.854
3254	0.349	0.434	0.413
3256	0.88	0.661	0.282
3257	0.145	0.36	0.502
3258	0.272	0.604	0.879
3260	0.762	0.576	0.332
3261	0.983	0.354	0.879
3263	0.534	0.887	0.546
3264	0.446	0.881	0.2
3265	0.895	0.886	0.796
3266	0.827	0.998	0.338
3267	0.359	0.84	0.658
3268	0.724	0.748	0.877
3269	0.263	0.972	0.718
3271	0.8	0.33	0.574
3272	0.966	0.74	0.556
3273	0.909	0.332	0.874
3274	0.688	0.481	0.67
3275	0.834	0.325	0.532
3276	0.046	0.376	0.763
3277	0.396	0.382	0.473
3278	0.901	0.845	0.086
3279	0.453	0.222	0.608
3280	0.065	0.645	0.459
3281	0.848	0.881	0.53
3282	0.255	0.005	0.261
3283	0.733	0.701	0.472
3284	0.903	0.561	0.434
3285	0.517	0.132	0.21
3287	0.303	0.334	0.989
3288	0.977	0.452	0.307
3289	0.08	0.028	0.745
3290	0.914	0.928	0.512
3291	0.87	0.779	0.698
3293	0.717	0.175	0.152
3294	0.609	0.432	0.557
3295	0.47	0.685	0.002
3296	0.595	0.633	0.217
3297	0.856	0.25	0.043
3298	0.603	0.655	0.778
3301	0.616	0.587	0.224
3302	0.944	0.949	0.499
3303	0.704	0.425	0.31
3304	0.832	0.738	0.029
3306	0.419	0.585	0.267
3307	0.495	0.396	0.053
3308	0.233	0.049	0.012
3309	0.441	0.273	0.029
3310	0.379	0.397	0.203
3311	0.642	0.79	0.49
3316	0.07	0.278	0.028
3317	0.638	0.703	0.75
3321	0.757	0.713	0.019
3322	0.435	0.116	0.84
3323	0.729	0.758	0.79
3325	0.157	0.033	0.087
3326	0.559	0.844	0.66
3327	0.095	0.243	0.984
3328	0.522	0.062	0.961
3329	0.778	0.875	0.097
3330	0.751	0.781	0.922
3331	0.944	0.678	0.974
3332	0.87	0.958	0.088
3333	0.783	0.703	0.422
3335	0.058	0.136	0.093
3336	0.965	0.704	0.035
3338	0.488	0.761	0.286
3339	0.899	0.965	0.735
3341	0.661	0.821	0.327
3342	0.041	0.077	0.977
3343	0.107	0.035	0.436
3345	0.543	0.608	0.876
3346	0.647	0.271	0.899
3347	0.291	0.642	0.243
3348	0.136	0.016	0.028
3349	0.156	0.054	0.068
3350	0.366	0.91	0.25
3351	0.552	0.964	0.783
3355	0.578	0.77	0.222
3357	0.244	0.324	0.076
3358	0.689	0.382	0.546
3363	0.304	0.404	0.177
3364	0.95	0.946	0.415
3365	0.498	0.672	0.093
3366	0.681	0.359	0.094
3367	0.323	0.147	0.201
3369	0.483	0.637	0.502
3372	0.776	0.959	0.524
3374	0.295	0.384	0.145
3377	0.014	0.025	0.347
3378	0.761	0.347	0.268
3379	0.038	0.247	0.528
3381	0.933	0.32	0.935
3383	0.895	0.874	0.327
3384	0.781	0.652	0.299
3385	0.257	0.275	0.649
3386	0.319	0.294	0.167
3387	0.151	0.161	0.978
3388	0.426	0.726	0.052
3389	0.879	0.95	0.248
3390	0.011	0.005	0.911
3391	0.288	0.608	0.273
3392	0.653	0.106	0.109
3395	0.421	0.6	0.775
3396	0.29	0.514	0.572
3398	0.61	0.804	0.499
3399	0.833	0.642	0.49
3402	0.199	0.653	0.007
3403	0.439	0.935	0.34
3404	0.583	0.103	0.939
3405	0.114	0.468	0.299
3406	0.353	0.177	0.417
3407	0.392	0.019	0.618
3412	0.607	0.748	0.998
3413	0.639	0.418	0.877
3414	0.907	0.24	0.102
3415	0.845	0.456	0.469
3416	0.338	0.806	0.485
3417	0.006	0.05	0.003
3418	0.399	0.92	0.097
3420	0.709	0.6	0.847
3421	0.572	0.119	0.17
3422	0.09	0.074	0.613
3423	0.592	0.827	0.091
3425	0.889	0.305	0.47
3426	0.03	0.008	0.7
3427	0.147	0.031	0.935
3428	0.785	0.795	0.275
3429	0.251	0.549	0.38
3431	0.146	0.041	0.064
3432	0.13	0.243	0.514
3433	0.016	0.053	0.031
3435	0.118	0.009	0.244
3436	0.877	0.632	0.307
3437	0.445	0.82	0.017
3438	0.891	0.327	0.707
3439	0.16	0.741	0.001
3440	0.56	0.898	0.8
3441	0.172	0.051	0.436
3442	0.141	0.106	0.111
3443	0.433	0.493	0.067
3444	0.473	0.901	0.424
3445	0.596	0.999	0.846
3450	0.827	0.927	0.645
3452	0.041	0.096	0.108
3453	0.087	0.141	0.104
3454	0.797	0.472	0.073
3455	0.545	0.824	0.648
3456	0.919	0.776	0.427
3457	0.201	0.4	0.497
3458	0.409	0.675	0.084
3460	0.341	0.364	0.074
3461	0.634	0.78	0.702
3462	0.664	0.51	0.175
3465	0.659	0.649	0.929
3466	0.951	0.452	0.13
3467	0.003	0.044	0
3468	0.333	0.401	0.272
3471	0.349	0.591	0.39
3472	0.326	0.14	0.442
3474	0.878	0.864	0.436
3475	0.389	0.649	0.31
3476	0.602	0.576	0.101
3477	0.643	0.781	0.49
3479	0.43	0.2	0.588
3480	0.031	0.122	0.042
3481	0.42	0.118	0.9
3482	0.011	0.074	0.025
3484	0.307	0.079	0.156
3487	0.54	0.842	0.121
3488	0.013	0.002	0.032
3489	0.918	0.683	0.736
3490	0.297	0.358	0.074
3492	0.885	0.428	0.796
3494	0.727	0.697	0.065
3495	0.147	0.294	0.062
3496	0.925	0.905	0.292
3497	0.861	0.875	0.653
3500	0.772	0.505	0.102
3501	0.344	0.565	0.059
3502	0.301	0.924	0.201
3503	0.356	0.204	0.463
3504	0.956	0.867	0.012
3505	0.605	0.571	0.8
3506	0.928	0.977	0.41
3507	0.945	0.3	0.729
3508	0.97	0.361	0.937
3509	0.36	0.412	0.705
3510	0.85	0.241	0.774
3511	0.034	0.169	0.05
3512	0.189	0.567	0.3
3514	0.913	0.734	0.345
3515	0.32	0.823	0.022
3516	0.136	0.059	0.22
3517	0.495	0.835	0.479
3519	0.727	0.558	0.061
3520	0.212	0.181	0.563
3521	0.599	0.682	0.032
3523	0.996	0.888	0.213
3524	0.359	0.104	0.022
3525	0.945	0.809	0.826
3526	0.087	0.586	0.082
3527	0.405	0.975	0.225
3530	0.101	0.262	0.394
3534	0.039	0.041	0.109
3535	0.112	0.229	0.085
3536	0.275	0.783	0.353
3537	0.761	0.834	0.103
3538	0.179	0.569	0.953
3539	0.088	0.953	0.1
3540	0.482	0.244	0.436
3541	0.673	0.959	0.585
3542	0.566	0.542	0.052
3544	0.881	0.79	0.833
3545	0.217	0.315	0.339
3547	0.065	0.097	0.156
3548	0.741	0.993	0.697
3550	0.237	0.971	0.566
3551	0.837	0.81	0.516
3552	0.348	0.611	0.129
3554	0.288	0.611	0.871
3555	0.224	0.046	0.499
3556	0.012	0.142	0.002
3557	0.308	0.718	0
3558	0.331	0.222	0.52
3559	0.879	0.584	0.946
3562	0.915	0.547	0.528
3563	0.367	0.57	0.646
3564	0.351	0.185	0.809
3565	0.514	0.484	0.074
3566	0.895	0.456	0.108
3567	0.172	0.034	0.071
3569	0.406	0.375	0.707
3570	0.926	0.881	0.016
3573	0.453	0.875	0.309
3574	0.197	0.163	0.013
3575	0.545	0.887	0.345
3576	0.947	0.629	0.512
3577	0.562	0.243	0.192
3579	0.993	0.783	0.609
3580	0.467	0.457	0.925
3581	0.28	0.016	0.004
3583	0.822	0.495	0.437
3584	0.926	0.524	0.126
3586	0.003	0.004	0.046
3587	0.243	0.449	0.169
3588	0.74	0.841	0.279
3590	0.146	0.562	0.003
3591	0.019	0.048	0.171
3592	0.091	0.135	0.837
3595	0.235	0.245	0.542
3596	0.132	0.286	0.801
3597	0.55	0.863	0.972
3598	0.339	0.96	0.016
3599	0.374	0.258	0.066
3602	0.321	0.584	0.215
3603	0.533	0.907	0.158
3605	0.226	0.621	0.231
3606	0.863	0.872	0.205
3607	0.373	0.499	0.102
3608	0.476	0.547	0.217
3609	0.562	0.383	0.001
3611	0.128	0.518	0.208
3612	0.449	0.646	0.019
3613	0.565	0.236	0.755
3614	0.671	0.409	0.775
3615	0.529	0.373	0.539
3616	0.399	0.968	0.298
3617	0.67	0.593	0.281
3619	0.986	0.934	0.54
3620	0.639	0.663	0.635
3621	0.137	0.845	0.183
3622	0.487	0.643	0.119
3623	0.675	0.903	0.316
3624	0.151	0.143	0.001
3625	0.525	0.509	0.176
3626	0.613	0.996	0.554
3627	0.369	0.845	0.659
3628	0.223	0.222	0.533
3629	0.381	0.88	0.349
3630	0.234	0.574	0.394
3631	0.598	0.956	0.189
3632	0.101	0.212	0.196
3633	0.036	0.011	0.857
3638	0.364	0.632	0.934
3641	0.102	0.646	0.019
3642	0.806	0.895	0.497
3643	0.692	0.501	0.082
3644	0.695	0.275	0.886
3645	0.386	0.086	0.637
3646	0.525	0.722	0.428
3647	0.191	0.777	0.001
3648	0.796	0.287	0.386
3650	0.078	0.321	0.001
3652	0.009	0.05	0.547
3653	0.149	0.395	0.106
3654	0.646	0.903	0.804
3655	0.195	0.41	0.876
3656	0.195	0.539	0.006
3658	0.05	0.098	0.013
3660	0.817	0.795	0.454
3661	0.218	0.198	0.274
3663	0.072	0.787	0.734
3664	0.076	0.171	0.02
3665	0.559	0.366	0.72
3666	0.316	0.958	0.002
3667	0.28	0.734	0.798
3669	0.555	0.192	0.766
3670	0.243	0.388	0.082
3672	0.889	0.793	0.323
3673	0.632	0.331	0.313
3675	0.059	0.473	0.264
3677	0.212	0.321	0.854
3678	0.904	0.887	0
3679	0.092	0.268	0.06
3680	0.544	0.713	0.191
3682	0.76	0.527	0.966
3683	0.801	0.545	0.844
3684	0.965	0.672	0.962
3685	0.808	0.834	0.172
3686	0.352	0.644	0.481
3687	0.787	0.663	0.51
3689	0.337	0.741	0.363
3690	0.887	0.321	0.056
3691	0.675	0.93	0.818
3692	0.914	0.64	0.7
3693	0.661	0.818	0.044
3694	0.299	0.516	0.043
3697	0.307	0.286	0.082
3698	0.459	0.986	0.188
3699	0.708	0.688	0.187
3701	0.308	0.746	0.095
3702	0.308	0.384	0.55
3703	0.309	0.945	0.322
3704	0.283	0.492	0.48
3707	0.95	0.866	0.219
3708	0.921	0.89	0.918
3709	0.815	0.682	0.273
3710	0.316	0.229	0.911
3712	0.636	0.955	0.081
3714	0.152	0.347	0.093
3717	0.904	0.372	0.772
3719	0.189	0.381	0.013
3720	0.844	0.763	0.898
3724	0.128	0.421	0.5
3725	0.372	0.208	0.461
3726	0.995	0.823	0.085
3727	0.226	0.803	0.369
3728	0.247	0.397	0.435
3729	0.758	0.984	0.045
3730	0.907	0.631	0.891
3731	0.51	0.22	0.354
3732	0.926	0.81	0.751
3733	0.015	0.083	0.001
3737	0.437	0.996	0.004
3740	0.436	0.642	0.041
3741	0.596	0.618	0.193
3742	0.59	0.906	0.746
3743	0.083	0.105	0.785
3744	0.053	0.25	0.024
3746	0.606	0.587	0.13
3749	0.259	0.192	0.204
3751	0.204	0.674	0.097
3752	0.691	0.712	0.497
3757	0.308	0.334	0.751
3759	0.455	0.451	0.476
3761	0.135	0.539	0.016
3763	0.79	0.986	0.065
3764	0.446	0.648	0.853
3768	0.352	0.539	0.208
3770	0.778	0.269	0.017
3771	0.822	0.59	0.606
3772	0.494	0.343	0.297
3773	0.305	0.386	0.458
3774	0.891	0.474	0.423
3779	0.499	0.602	0.274
3780	0.626	0.336	0.97
3781	0.319	0.079	0.049
3782	0.313	0.025	0.871
3784	0.874	0.992	0.192
3785	0.553	0.535	0.115
3787	0.805	0.474	0.335
3788	0.066	0.263	0.002
3789	0.067	0.069	0.962
3790	0.682	0.714	0.948
3791	0.398	0.884	0.02
3792	0.035	0.252	0.001
3794	0.621	0.946	0.508
3795	0.488	0.516	0.883
3796	0.704	0.402	0.612
3797	0.368	0.585	0.091
3800	0.157	0.095	0.184
3801	0.83	0.974	0.483
3804	0.681	0.18	0.726
3806	0.153	0.953	0.091
3807	0.437	0.509	0.33
