Row_ID	p_value|groups|oily-norm	p_value|base|sebum	p_value|base|skicon
3808	0.08	0.043	0.25
3813	0.03	0.014	0.003
3814	0.657	0.725	0.048
3816	0.477	0.141	0.547
3817	0.304	0.447	0.461
3818	0.84	0.951	0.97
3819	0.268	0.52	0.935
3822	0.666	0.831	0.005
3823	0.582	0.262	0.176
3826	0.73	0.237	0.106
3828	0.207	0.555	0.011
3830	0.715	0.917	0.398
3833	0.282	0.877	0.27
3834	0.41	0.761	0.554
3838	0.044	0.381	0.223
3841	0.226	0.542	0.108
3844	0.559	0.874	0.82
3847	0.334	0.751	0.279
3848	0.22	0.18	0.378
3849	0.713	0.695	0.377
3850	0.067	0.103	0.092
3851	0.303	0.641	0.134
3852	0.835	0.412	0.306
3853	0.445	0.66	0.813
3854	0.699	0.889	0.253
3855	0.832	0.154	0.298
3856	0.647	0.796	0.618
3857	0.906	0.904	0.355
3858	0.94	0.575	0.64
3859	0.263	0.332	0.604
3860	0.298	0.094	0.616
3861	0.781	0.934	0.779
3862	0.361	0.184	0.444
3863	0.409	0.13	0.719
3864	0.641	0.96	0.467
3865	0.4	0.336	0.151
3866	0.48	0.376	0.807
3868	0.971	0.6	0.211
3869	0.782	0.247	0.671
3870	0.83	0.834	0.516
3871	0.552	0.921	0.444
3873	0.448	0.517	0.032
3874	0.516	0.841	0.292
3876	0.564	0.926	0.321
3877	0.589	0.869	0.395
3878	0.64	0.78	0.883
3879	0.944	0.733	0.643
3880	0.43	0.254	0.044
3881	0.548	0.327	0.628
3882	0.132	0.186	0.175
3883	0.259	0.169	0
3884	0.547	0.499	0.316
3885	0.976	0.647	0.244
3886	0.703	0.247	0.886
3888	0.212	0.145	0.913
3889	0.95	0.887	0.009
3890	0.779	0.955	0.529
3893	0.054	0.036	0.013
3894	0.842	0.923	0.695
3895	0.191	0.798	0.223
3896	0.273	0.133	0.343
3897	0.376	0.234	0.456
3899	0.858	0.982	0.383
3900	0.834	0.907	0.098
3903	0.737	0.931	0.963
3904	0.527	0.968	0.871
3905	0.78	0.992	0.292
3906	0.477	0.888	0.717
3907	0.61	0.913	0.284
3908	0.562	0.481	0.046
3909	0.915	0.411	0.348
3910	0.795	0.888	0.719
3911	0.452	0.128	0.857
3912	0.198	0.237	0.133
3913	0.694	0.831	0.857
3914	0.568	0.547	0.36
3915	0.595	0.655	0.74
3916	0.423	0.392	0.3
3917	0.673	0.691	0.515
3918	0.053	0.034	0.836
3919	0.364	0.783	0.418
3920	0.781	0.924	0.203
3921	0.187	0.339	0.055
3923	0.21	0.189	0.023
3924	0.132	0.723	0.502
3925	0.505	0.474	0.089
3927	0.399	0.839	0.475
3929	0.499	0.298	0.568
3930	0.916	0.742	0.456
3932	0.528	0.387	0.629
3933	0.33	0.215	0.554
3934	0.083	0.052	0.758
3936	0.613	0.661	0.235
3937	0.761	0.346	0.65
3938	0.28	0.274	0.051
3940	0.116	0.634	0.079
3941	0.265	0.558	0.109
3942	0.318	0.237	0.028
3943	0.899	0.564	0.187
3944	0.265	0.329	0.596
3945	0.239	0.108	0.451
3946	0.453	0.236	0.306
3947	0.141	0.256	0.157
3948	0.462	0.396	0.44
3949	0.725	0.955	0.417
3951	0.932	0.103	0.877
3952	0.265	0.091	0.758
3953	0.436	0.461	0.064
3954	0.52	0.314	0.116
3955	0.701	0.183	0.432
3957	0.598	0.216	0.038
3958	0.479	0.768	0.654
3959	0.209	0.091	0.006
3960	0.837	0.557	0.054
3961	0.026	0.031	0.067
3962	0.593	0.511	0.847
3963	0.878	0.704	0.133
3964	0.757	0.421	0.3
3965	0.503	0.164	0.679
3966	0.104	0.235	0.293
3967	0.197	0.112	0.018
3968	0.933	0.709	0.158
3969	0.331	0.251	0.063
3970	0.315	0.452	0.134
3971	0.891	0.823	0.298
3972	0.969	0.574	0.267
3973	0.941	0.57	0.61
3974	0.731	0.266	0.701
3975	0.739	0.628	0.4
3977	0.977	0.998	0.15
3979	0.361	0.237	0.886
3980	0.044	0.066	0.334
3981	0.625	0.45	0.168
3982	0.968	0.511	0.642
3983	0.979	0.929	0.77
3984	0.341	0.308	0.346
3985	0.254	0.312	0.294
3986	0.868	0.91	0.621
3987	0.082	0.115	0.547
3988	0.952	0.568	0.201
3989	0.836	0.791	0.455
3990	0.22	0.263	0.86
3991	0.448	0.878	0.946
3992	0.753	0.356	0.02
3993	0.04	0.019	0.271
3996	0.064	0.127	0.309
3997	0.006	0.021	0.403
3998	0.492	0.671	0.425
3999	0.638	0.534	0.284
4000	0.798	0.931	0.835
4001	0.927	0.509	0.171
4002	0.748	0.814	0.166
4003	0.458	0.625	0.197
4005	0.211	0.532	0.331
4006	0.828	0.728	0.135
4008	0.524	0.32	0.052
4009	0.663	0.287	0.133
4010	0.879	0.638	0.707
4011	0.116	0.358	0.407
4012	0.261	0.099	0.039
4013	0.995	0.88	0.305
4014	0.444	0.161	0.18
4015	0.695	0.347	0.042
4016	0.101	0.066	0.071
4017	0.652	0.927	0.653
4018	0.921	0.922	0.69
4019	0.362	0.363	0.333
4020	0.32	0.594	0.935
4021	0.474	0.067	0.991
4022	0.828	0.425	0.95
4024	0.711	0.347	0.083
4025	0.658	0.639	0.221
4026	0.963	0.406	0.085
4027	0.617	0.57	0.177
4030	0.131	0.619	0.013
4031	0.979	0.527	0.422
4033	0.955	0.917	0.357
4034	0.939	0.17	0.62
4035	0.433	0.085	0.426
4036	0.688	0.481	0.442
4037	0.746	0.782	0.033
4038	0.402	0.593	0.857
4039	0.123	0.11	0
4040	0.881	0.439	0.187
4041	0.788	0.652	0.521
4042	0.332	0.295	0.421
4043	0.05	0.381	0.989
4044	0.662	0.519	0.198
4045	0.793	0.606	0.499
4046	0.816	0.624	0.804
4047	0.433	0.379	0.913
4048	0.779	0.783	0.164
4050	0.289	0.161	0.569
4051	0.41	0.51	0.86
4052	0.559	0.224	0.087
4053	0.046	0.078	0.144
4054	0.092	0.056	0.038
4056	0.522	0.939	0.029
4057	0.554	0.236	0.091
4058	0.42	0.116	0.037
4059	0.282	0.071	0.4
4060	0.046	0.049	0.567
4061	0.05	0.082	0.145
4062	0.017	0.01	0.173
4063	0.238	0.111	0.668
4067	0.343	0.365	0.737
4068	0.256	0.568	0.175
4070	0.453	0.865	0.712
4072	0.211	0.448	0.474
4073	0.994	0.5	0.749
4074	0.424	0.599	0.003
4075	0.666	0.901	0.205
4076	0.093	0.127	0.337
4077	0.617	0.317	0.079
4078	0.989	0.737	0.267
4079	0.114	0.111	0.19
4080	0.01	0.009	0.007
4081	0.274	0.768	0.003
4082	0.375	0.522	0.36
4083	0.251	0.314	0.023
4084	0.632	0.117	0.067
4085	0.097	0.135	0.549
4086	0.093	0.173	0.232
4087	0.718	0.506	0.2
4088	0.346	0.278	0.315
4090	0.748	0.896	0.262
4092	0.55	0.976	0.184
4093	0.63	0.186	0.464
4094	0.875	0.843	0.87
4095	0.19	0.157	0.188
4096	0.43	0.184	0.12
4097	0.086	0.215	0.018
4098	0.125	0.095	0.357
4099	0.645	0.828	0.168
4100	0.312	0.231	0.193
4102	0.07	0.044	0.858
4103	0.118	0.809	0.36
4105	0.577	0.382	0.187
4106	0.96	0.212	0.391
4107	0.262	0.168	0.554
4108	0.944	0.433	0.21
4109	0.49	0.253	0.37
4110	0.268	0.691	0.683
4111	0.586	0.754	0.087
4112	0.946	0.908	0.242
4113	0.771	0.268	0.563
4114	0.923	0.93	0.006
4115	0.228	0.068	0.041
4117	0.459	0.588	0.054
4118	0.279	0.295	0.76
4120	0.611	0.362	0.127
4121	0.016	0.013	0.022
4122	0.391	0.164	0.869
4123	0.427	0.122	0.106
4124	0.817	0.539	0.021
4125	0.366	0.24	0.736
4126	0.99	0.776	0.641
4127	0.977	0.91	0.573
4128	0.671	0.839	0.146
4129	0.439	0.251	0.084
4130	0.707	0.948	0.181
4131	0.962	0.447	0.562
4132	0.248	0.13	0.134
4134	0.277	0.519	0.373
4135	0.238	0.971	0.442
4136	0.372	0.988	0.118
4137	0.857	0.641	0.084
4138	0.902	0.845	0.17
4139	0.918	0.381	0.091
4140	0.942	0.972	0.782
4141	0.877	0.536	0.06
4142	0.201	0.136	0.14
4143	0.034	0.016	0.914
4144	0.338	0.927	0.119
4146	0.495	0.717	0.385
4147	0.892	0.866	0.115
4148	0.585	0.679	0.988
4149	0.177	0.143	0.558
4150	0.884	0.452	0.543
4152	0.062	0.034	0.166
4154	0.283	0.243	0.589
4155	0.926	0.763	0.656
4156	0.918	0.75	0.769
4157	0.376	0.598	0.482
4158	0.803	0.725	0.598
4159	0.844	0.433	0.6
4160	0.965	0.415	0.866
4161	0.411	0.111	0.158
4163	0.535	0.308	0.336
4165	0.574	0.734	0.045
4166	0.098	0.126	0.614
4167	0.852	0.72	0.022
4168	0.334	0.772	0.124
4170	0.75	0.248	0.164
4171	0.449	0.481	0.463
4174	0.474	0.191	0.791
4175	0.55	0.156	0.411
4177	0.592	0.161	0.074
4178	0.092	0.476	0.204
4179	0.617	0.894	0.536
4181	0.387	0.507	0.008
4183	0.288	0.328	0.087
4186	0.248	0.243	0.138
4187	0.435	0.507	0.786
4188	0.03	0.325	0.396
4189	0.934	0.951	0.691
4190	0.712	0.949	0.554
4192	0.346	0.509	0.062
4193	0.684	0.926	0.105
4194	0.788	0.156	0.64
4195	0.561	0.28	0.149
4196	0.748	0.553	0.604
4197	0.152	0.128	0.365
4198	0.967	0.663	0.301
4200	0.965	0.591	0.479
4201	0.111	0.026	0.014
4202	0.519	0.983	0.016
4203	0.001	0	0.726
4204	0.267	0.504	0.916
4205	0.445	0.166	0.615
4206	0.619	0.418	0.178
4208	0.817	0.187	0.153
4209	0.3	0.385	0.024
4210	0.102	0.018	0.55
4212	0.574	0.919	0.556
4213	0.125	0.174	0.494
4214	0.953	0.48	0.206
4215	0.654	0.307	0.285
4216	0.874	0.849	0.016
4217	0.239	0.211	0.023
4218	0.993	0.573	0.226
4219	0.737	0.393	0.514
4220	0.156	0.168	0.204
4221	0.172	0.321	0.81
4222	0.041	0.067	0.059
4223	0.003	0.028	0.69
4224	0.684	0.614	0.358
4225	0.212	0.114	0.86
4227	0.756	0.836	0.741
4228	0.691	0.43	0.804
4229	0.111	0.447	0.967
4230	0.951	0.937	0.8
4231	0.254	0.171	0.425
4232	0.814	0.82	0.199
4233	0.02	0.054	0.93
4234	0.945	0.935	0.078
4235	0.432	0.858	0.379
4236	0.729	0.826	0.754
4237	0.043	0.119	0.748
4238	0.609	0.951	0.052
4239	0.191	0.416	0.312
4241	0.801	0.129	0.176
4242	0.743	0.75	0.871
4245	0.19	0.015	0.269
4246	0.08	0.169	0.02
4247	0.128	0.373	0.989
4248	0.924	0.628	0.702
4249	0.571	0.461	0.886
4251	0.473	0.63	0.065
4253	0.069	0.202	0.412
4254	0.823	0.731	0.605
4255	0.227	0.07	0.07
4256	0.559	0.504	0.906
4257	0.014	0.037	0.007
4258	0.718	0.781	0.788
4260	0.957	0.689	0.449
4261	0.356	0.43	0.047
4262	0.276	0.441	0.097
4263	0.71	0.363	0.042
4265	0.083	0.044	0.196
4266	0.757	0.907	0.584
4267	0.302	0.526	0.322
4268	0.852	0.594	0.984
4269	0.199	0.287	0.009
4270	0.044	0.02	0.001
4273	0.359	0.784	0.101
4275	0.723	0.964	0.136
4276	0.317	0.592	0.682
4279	0.881	0.368	0.572
4280	0.636	0.882	0.097
4281	0.165	0.56	0.546
4282	0.942	0.615	0.054
4283	0.161	0.456	0.007
4285	0.62	0.55	0.19
4286	0.122	0.296	0.683
4287	0.662	0.806	0.197
4288	0.651	0.283	0.204
4289	0.352	0.45	0.043
4293	0.778	0.953	0.441
4296	0.308	0.207	0.849
4299	0.151	0.301	0.053
4301	0.257	0.083	0.03
4302	0.411	0.864	0.063
4306	0.252	0.836	0.019
4308	0.635	0.817	0.282
4310	0.227	0.389	0.101
4312	0.816	0.877	0.821
4313	0.022	0.016	0.523
4314	0.96	0.199	0.749
4318	0.07	0.121	0.082
4320	0.01	0.003	0.115
4322	0.439	0.998	0.781
4324	0.158	0.151	0.463
4328	0.02	0.347	0.06
4338	0.853	0.842	0.37
4341	0.202	0.184	0.266
4342	0.929	0.706	0.678
4343	0.237	0.305	0.404
4344	0.019	0.047	0.128
4345	0.983	0.794	0.538
4346	0.674	0.625	0.212
4347	0.105	0.216	0.601
4348	0.997	0.448	0.976
4349	0.943	0.445	0.192
4350	0.016	0.057	0.909
4351	0.928	0.686	0.118
4353	0.419	0.569	0.619
4354	0.255	0.201	0.247
4355	0.14	0.076	0.135
4356	0.323	0.195	0.052
4357	0.271	0.115	0.872
4358	0.94	0.542	0.288
4359	0.179	0.47	0.265
4360	0.153	0.132	0.559
4361	0.201	0.201	0.389
4362	0.198	0.217	0.754
4364	0.313	0.105	0.277
4365	0.842	0.791	0.118
4366	0.291	0.362	0.69
4367	0.732	0.827	0.255
4368	0.07	0.453	0.004
4369	0.765	0.215	0.46
4370	0.93	0.468	0.524
4371	0.452	0.243	0.565
4372	0.918	0.84	0.409
4373	0.717	0.828	0.128
4374	0.004	0.027	0.003
4375	0.713	0.907	0.338
4376	0.362	0.728	0.394
4377	0.283	0.834	0.951
4378	0.787	0.953	0.094
4379	0.049	0.061	0.744
4380	0.76	0.709	0.352
4381	0.511	0.584	0.456
4382	0.965	0.619	0.212
4383	0.975	0.745	0.751
4384	0.005	0.014	0.113
4385	0.668	0.526	0.974
4386	0.684	0.542	0.761
4387	0.009	0.041	0.011
4388	0.791	0.735	0.003
4389	0.382	0.462	0.33
4390	0.492	0.328	0.842
4391	0.884	0.814	0.553
4392	0.762	0.414	0.74
4393	0.042	0.032	0.027
4394	0.509	0.143	0.04
4395	0.33	0.631	0.819
4396	0.467	0.58	0.161
4397	0.023	0.468	0.436
4398	0.077	0.153	0.602
4399	0.918	0.797	0.878
4401	0.969	0.729	0.093
4402	0.527	0.795	0.405
4403	0.273	0.176	0.176
4405	0.006	0.017	0.924
4406	0.607	0.707	0.241
4407	0.075	0.197	0.004
4408	0.822	0.591	0.279
4409	0.689	0.621	0.136
4410	0.146	0.237	0.328
4411	0.01	0.028	0.015
4412	0.032	0.013	0.456
4413	0.955	0.823	0.49
4414	0.701	0.582	0.522
4415	0.251	0.718	0.617
4416	0.309	0.503	0.164
4417	0.265	0.496	0.076
4418	0.072	0.026	0.885
4419	0.38	0.625	0.13
4420	0.457	0.488	0.594
4421	0.681	0.863	0.419
4422	0.225	0.983	0.269
4423	0.045	0.092	0.065
4424	0.658	0.379	0.75
4425	0.116	0.18	0.15
4426	0.773	0.514	0.935
4427	0.078	0.436	0.035
4428	0.873	0.979	0.584
4429	0.359	0.648	0.251
4430	0.854	0.966	0.594
4431	0.172	0.654	0.808
4432	0.719	0.391	0.125
4433	0.64	0.125	0.132
4434	0.388	0.19	0.34
4435	0.148	0.062	0.446
4436	0.764	0.94	0.262
4437	0.28	0.256	0.16
4438	0.493	0.55	0.831
4439	0.881	0.867	0.751
4440	0.996	0.62	0.619
4441	0.723	0.578	0.566
4442	0.557	0.509	0.104
4443	0.476	0.911	0.455
4444	0.609	0.717	0.147
4445	0.768	0.891	0.696
4446	0.942	0.391	0.956
4447	0.384	0.41	0.66
4448	0.555	0.289	0.304
4449	0.85	0.535	0.343
4450	0.431	0.212	0.738
4451	0.549	0.472	0.259
4452	0.275	0.191	0.765
4453	0.41	0.451	0.068
4454	0.466	0.776	0.82
4455	0.208	0.083	0.73
4456	0.557	0.39	0.69
4457	0.508	0.689	0.203
4458	0.266	0.09	0.886
4459	0.662	0.954	0.532
4460	0.669	0.236	0.796
4462	0.954	0.649	0.821
4463	0.21	0.271	0.102
4464	0.226	0.163	0.119
4465	0.501	0.475	0.877
4467	0.215	0.482	0.315
4468	0.013	0.005	0.076
4469	0.491	0.519	0.057
4470	0.055	0.555	0.071
4471	0.406	0.456	0.121
4472	0.269	0.804	0.48
4473	0.909	0.917	0.851
4474	0.411	0.45	0.044
4475	0.65	0.58	0.748
4476	0.126	0.943	0.099
4477	0.272	0.196	0.828
4478	0.325	0.516	0.383
4480	0.228	0.304	0.03
4481	0.626	0.889	0.729
4482	0.559	0.256	0.144
4483	0.303	0.352	0.006
4484	0.786	0.444	0.727
4485	0.209	0.206	0.487
4486	0.87	0.978	0.575
4487	0.119	0.19	0.2
4488	0.109	0.415	0.201
4489	0.159	0.054	0.262
4490	0.403	0.822	0.715
4492	0.792	0.67	0.773
4493	0.948	0.92	0.094
4495	0.985	0.814	0.964
4496	0.435	0.932	0.526
4497	0.307	0.209	0.085
4498	0.303	0.452	0.653
4499	0.01	0.008	0.062
4500	0.978	0.649	0.947
4501	0.512	0.962	0.027
4502	0.415	0.518	0.299
4503	0.502	0.214	0.546
4504	0.216	0.208	0.276
4505	0.912	0.786	0.805
4506	0.439	0.934	0.56
4507	0.183	0.518	0.033
4508	0.474	0.396	0.015
4509	0.739	0.93	0.786
4510	0.82	0.68	0.124
4511	0.451	0.455	0.036
4512	0.271	0.433	0.516
4513	0.766	0.536	0.378
4514	0.723	0.301	0.325
4515	0.362	0.292	0.107
4516	0.706	0.991	0.785
4517	0.035	0.089	0.95
4518	0.227	0.145	0.729
4519	0.56	0.79	0.081
4520	0.471	0.322	0.247
4522	0.35	0.422	0.021
4523	0.31	0.636	0.469
4524	0.402	0.167	0.125
4525	0.779	0.725	0.492
4526	0.438	0.66	0.649
4528	0.811	0.897	0.03
4529	0.728	0.561	0.536
4530	0.456	0.116	0.913
4531	0.896	0.758	0.344
4532	0.343	0.446	0.466
4533	0.779	0.883	0.132
4536	0.157	0.244	0.06
4538	0.228	0.649	0.512
4539	0.286	0.281	0.439
4540	0.291	0.108	0.719
4541	0.995	0.987	0.8
4542	0.179	0.067	0.014
4543	0.992	0.983	0.012
4545	0.229	0.226	0.807
4546	0.148	0.184	0.732
4547	0.457	0.462	0.626
4548	0.018	0.008	0.006
4549	0.26	0.141	0.869
4550	0.017	0.019	0.006
4551	0.021	0.011	0.239
4552	0.809	0.975	0.083
4553	0.147	0.016	0.838
4554	0.764	0.469	0.949
4555	0.809	0.964	0.899
4556	0.433	0.196	0.06
4557	0.946	0.406	0.771
4558	0.741	0.684	0
4560	0.543	0.196	0.326
4562	0.122	0.2	0.105
4563	0.848	0.529	0.856
4564	0.677	0.886	0.914
4566	0.423	0.59	0.466
4567	0.282	0.472	0.348
4568	0.317	0.279	0.267
4569	0.341	0.173	0.915
4570	0.067	0.216	0.035
4571	0.403	0.273	0.983
4572	0.436	0.659	0.297
4573	0.227	0.137	0.175
4574	0.628	0.96	0.744
4575	0.69	0.824	0.869
4576	0.217	0.144	0.106
4577	0.548	0.418	0.838
4578	0.678	0.54	0.64
4579	0.562	0.923	0.087
4581	0.447	0.47	0.723
4582	0.634	0.645	0.95
4583	0.269	0.075	0.395
4584	0.793	0.637	0.77
4585	0.451	0.124	0.666
4586	0.289	0.205	0.855
4587	0.851	0.851	0.638
4588	0.555	0.874	0.66
4589	0.857	0.704	0.139
4591	0.149	0.389	0.583
4592	0.989	0.915	0.339
4593	0.11	0.272	0.306
4594	0.28	0.081	0.783
4596	0.697	0.957	0.165
4597	0.511	0.167	0.03
4598	0.272	0.183	0.132
4599	0.657	0.411	0.129
4600	0.86	0.635	0.554
4602	0.682	0.85	0.576
4603	0.724	0.621	0.715
4604	0.572	0.641	0.371
4605	0.413	0.57	0.49
4606	0.048	0.099	0.002
4607	0.55	0.956	0.15
4608	0.909	0.287	0.16
4609	0.406	0.323	0.346
4610	0.086	0.145	0.554
4611	0.05	0.291	0.988
4612	0.296	0.532	0.333
4613	0.162	0.109	0.682
4614	0.553	0.665	0.327
4615	0.977	0.938	0.463
4616	0.248	0.41	0.149
4617	0.571	0.568	0.894
4618	0.329	0.285	0.7
4619	0.738	0.913	0.408
4620	0.438	0.83	0.111
4621	0.491	0.777	0.921
4622	0.203	0.98	0.026
4623	0.893	0.412	0.192
4624	0.986	0.492	0.399
4625	0.418	0.034	0.479
4626	0.617	0.472	0.169
4627	0.611	0.432	0.757
4628	0.953	0.614	0.935
4630	0.965	0.708	0.998
4634	0.171	0.758	0.27
4635	0.671	0.618	0.435
4637	0.276	0.26	0.652
4638	0.753	0.57	0.007
4639	0.695	0.626	0.46
4641	0.877	0.832	0.481
4642	0.7	0.67	0.96
4644	0.971	0.824	0.076
4645	0.682	0.522	0.699
4646	0.439	0.771	0.074
4647	0.246	0.854	0.266
4650	0.152	0.266	0.278
4652	0.461	0.531	0.494
4653	0.633	0.674	0.96
4654	0.709	0.759	0.002
4655	0.693	0.827	0.724
4656	0.538	0.299	0.611
4658	0.702	0.467	0.023
4661	0.528	0.962	0.332
4662	0.011	0.05	0.516
4663	0.107	0.951	0.971
4664	0.038	0.063	0.686
4666	0.251	0.883	0.179
4667	0.229	0.588	0.463
4668	0.965	0.892	0.267
4669	0.077	0.5	0.132
4670	0.474	0.317	0.33
4672	0.195	0.469	0.71
4673	0.062	0.125	0.502
4674	0.462	0.092	0.032
4675	0.019	0.088	0.029
4676	0.068	0.263	0.066
4677	0.606	0.248	0.566
4679	0.453	0.355	0.605
4680	0.982	0.954	0.541
4682	0.028	0.299	0.984
4683	0.884	0.923	0.463
4684	0.153	0.572	0.207
4686	0.282	0.315	0.929
4687	0.284	0.123	0.275
4688	0.929	0.354	0.106
4690	0.004	0.013	0.033
4691	0.376	0.291	0.991
4692	0.632	0.247	0.181
4693	0.7	0.888	0.999
4694	0.911	0.66	0.795
4695	0.775	0.765	0.676
4701	0.69	0.335	0.719
4702	0.892	0.907	0.007
4703	0.368	0.322	0.191
4705	0.923	0.36	0.67
4708	0.713	0.481	0.285
4711	0.02	0.015	0.06
4713	0.151	0.331	0.002
4715	0.252	0.106	0.089
4716	0.169	0.176	0.227
4717	0.992	0.968	0.437
4720	0.225	0.324	0.004
4722	0.185	0.295	0.01
4724	0.786	0.803	0.099
4725	0.972	0.938	0.411
4729	0.105	0.086	0.065
4731	0.27	0.098	0.002
4733	0.739	0.784	0.665
4737	0.205	0.769	0.001
4739	0.24	0.153	0.218
4740	0.796	0.208	0.595
4741	0.259	0.837	0.231
4742	0.568	0.673	0.02
4743	0.592	0.825	0.015
4744	0.523	0.854	0.026
4745	0.742	0.944	0.745
4746	0.374	0.995	0.052
4747	0.934	0.879	0.968
4748	0.487	0.665	0.832
4749	0.668	0.499	0.048
4750	0.994	0.238	0.22
4751	0.528	0.309	0.724
4752	0.028	0.032	0.202
4753	0.612	0.195	0.556
4754	0.892	0.811	0.612
4755	0.096	0.16	0.201
4756	0.933	0.685	0.819
4757	0.639	0.918	0.261
4759	0.83	0.94	0.627
4760	0.544	0.155	0.798
4761	0.814	0.781	0.456
4762	0.811	0.294	0.293
4763	0.901	0.207	0.568
4764	0.608	0.497	0.306
4765	0.551	0.925	0.867
4766	0.506	0.759	0.216
4767	0.507	0.254	0.75
4768	0.246	0.174	0.808
4769	0.316	0.288	0.986
4770	0.052	0.335	0.003
4771	0.771	0.896	0.247
4772	0.024	0.073	0.968
4773	0.413	0.411	0.862
4774	0.039	0.236	0.043
4775	0.047	0.366	0.001
4776	0.711	0.678	0.717
4777	0.029	0.048	0.712
4778	0.763	0.213	0.321
4779	0.323	0.257	0.065
4780	0.279	0.925	0.587
4781	0.685	0.599	0.042
4782	0.368	0.661	0.653
4783	0.439	0.667	0.5
4784	0.377	0.152	0.47
4786	0.372	0.204	0.109
4787	0.822	0.709	0.48
4788	0.213	0.327	0.58
4789	0.942	0.311	0.452
4790	0.472	0.977	0.13
4791	0.499	0.889	0.318
4792	0.075	0.256	0.001
4793	0.613	0.04	0.443
4795	0.586	0.266	0.429
4796	0.536	0.422	0.009
4797	0.858	0.546	0.508
4798	0.58	0.508	0.807
4799	0.952	0.87	0.985
4801	0.897	0.764	0.735
4802	0.353	0.793	0.091
4803	0.963	0.774	0.107
4804	0.615	0.181	0.166
4805	0.896	0.223	0.104
4806	0.662	0.23	0.819
4807	0.354	0.653	0.307
4808	0.095	0.084	0.564
4809	0.546	0.834	0.811
4810	0.055	0.148	0.024
4811	0.526	0.7	0.252
4813	0.133	0.367	0.005
4815	0.424	0.953	0.311
4816	0.708	0.999	0.196
4817	0.445	0.762	0.253
4818	0.561	0.082	0.56
4819	0.533	0.674	0.228
4820	0.86	0.653	0.012
4821	0.966	0.611	0.359
4822	0.123	0.474	0.217
4823	0.187	0.186	0.029
4825	0.379	0.068	0.483
4827	0.069	0.425	0.056
4828	0.281	0.306	0.169
4829	0.866	0.983	0.671
4831	0.905	0.802	0.205
4832	0.063	0.434	0.422
4833	0.363	0.753	0.252
4834	0.047	0.036	0.378
4835	0.694	0.387	0.604
4836	0.928	0.546	0.763
4837	0.34	0.293	0.407
4838	0.322	0.594	0.969
4839	0.791	0.746	0.125
4840	0.784	0.926	0.495
4841	0.157	0.166	0.538
4842	0.39	0.312	0.69
4843	0.298	0.582	0.806
4844	0.965	0.815	0.372
4845	0.148	0.348	0.543
4847	0.159	0.09	0.039
4848	0.696	0.893	0.447
4849	0.438	0.398	0.677
4851	0.945	0.536	0.068
4852	0.244	0.196	0.209
4853	0.189	0.438	0.092
4854	0.434	0.152	0.393
4855	0.61	0.997	0.086
4856	0.73	0.786	0.059
4857	0.82	0.601	0.765
4859	0.508	0.806	0.791
4860	0.265	0.678	0.847
4862	0.274	0.962	0.043
4863	0.105	0.134	0.078
4864	0.967	0.695	0.529
4873	0.015	0.026	0.765
4874	0.093	0.085	0.562
4875	0.654	0.511	0.462
4876	0.388	0.169	0.376
4877	0.015	0.032	0.43
4880	0.835	0.187	0.719
4881	0.007	0.031	0.893
4882	0.071	0.147	0.988
4883	0.029	0.014	0.67
4884	0.719	0.599	0.674
4885	0.029	0.023	0.781
4887	0.284	0.149	0.344
4888	0.628	0.854	0.031
4889	0.462	0.057	0.143
4890	0.109	0.054	0.955
4891	0.528	0.413	0.383
4893	0.072	0.064	0.826
4895	0.594	0.319	0.919
4898	0.964	0.44	0.742
4901	0.019	0.099	0.909
4902	0.057	0.098	0.376
4906	0.239	0.868	0.833
4908	0.837	0.984	0.043
4909	0.198	0.628	0.012
4910	0.41	0.212	0.117
4911	0.147	0.587	0.032
4912	0.249	0.357	0.036
4913	0.963	0.893	0.403
4915	0.022	0.328	0.977
4916	0.578	0.999	0.469
4917	0.043	0.082	0.976
4918	0.006	0.058	0.014
4919	0.023	0.062	0.871
4920	0.21	0.616	0.013
4921	0.532	0.824	0.672
4922	0.083	0.359	0.907
4923	0.376	0.129	0.873
4924	0.034	0.198	0
4925	0.677	0.92	0.408
4926	0.007	0.021	0.01
4927	0.841	0.722	0.541
4928	0.577	0.174	0.282
4929	0.33	0.866	0.004
4930	0.474	0.187	0.255
4932	0.705	0.946	0.091
4933	0.646	0.17	0.262
4934	0.547	0.908	0.119
4935	0.453	0.794	0.757
4936	0.705	0.386	0.867
4937	0.004	0.022	0
4938	0.507	0.8	0.175
4939	0.498	0.09	0.954
4940	0.153	0.633	0.04
4942	0.977	0.709	0.446
4943	0.02	0.184	0.001
4944	0.569	0.493	0.183
4945	0.899	0.432	0.475
4946	0.303	0.174	0.429
4947	0.123	0.206	0.587
4948	0.165	0.115	0.24
4949	0.968	0.954	0.364
4950	0.84	0.696	0.118
4951	0.012	0.026	0.059
4952	0.034	0.112	0.554
4953	0.645	0.627	0.6
4954	0.057	0.054	0.842
4956	0.115	0.326	0.006
4957	0.029	0.191	0.435
4958	0.125	0.287	0.199
4959	0.305	0.778	0.6
4960	0.135	0.032	0.1
4962	0.335	0.154	0.592
4963	0.304	0.887	0.099
4964	0.035	0.075	0.208
4965	0.845	0.548	0.034
4966	0.037	0.382	0
4967	0.375	0.176	0.049
4968	0.395	0.675	0.754
4969	0.329	0.961	0.377
4970	0.523	0.866	0.104
4971	0.12	0.333	0.126
