Row_ID	p_cat_dir|groups|oily-norm	p_cat_dir|base|sebum	p_cat_dir|base|skicon
3724	Dn, < 0.1		
3725			Dn, < 0.1
3726		Dn, < 0.1	
3731		Up, < 0.1	
3732		Up, < 0.1	
3740		Up, < 0.1	
3741		Dn, < 0.1	Up, < 0.1
3745			Dn, < 0.1
3746	Up, < 0.1	Up, < 0.01	Dn, < 0.01
3759	Dn, < 0.1	Dn, < 0.1	
3762			Dn, < 0.1
3777	Dn, < 0.1		
3780			Dn, < 0.1
3784			Up, < 0.1
3788	Dn, < 0.1	Dn, < 0.1	
3806		Up, < 0.1	Dn, < 0.1
3810			Dn, < 0.1
3825		Up, < 0.1	Dn, < 0.1
3830		Up, < 0.1	
3833	Up, < 0.1	Up, < 0.1	
3835	Up, < 0.1		Dn, < 0.1
3841			Dn, < 0.01
3843	Up, < 0.1	Up, < 0.1	Dn, < 0.01
3844	Up, < 0.1		Dn, < 0.1
3849	Up, < 0.01		
3850			Dn, < 0.1
3854			Dn, < 0.1
3855		Up, < 0.1	Dn, < 0.1
3857	Up, < 0.1		
3860			Dn, < 0.1
3863			Dn, < 0.1
3872	Up, < 0.01	Up, < 0.1	Dn, < 0.1
3873		Up, < 0.1	
3875	Up, < 0.1		
3878			Dn, < 0.01
3882			Up, < 0.1
3891			Up, < 0.1
3899			Dn, < 0.1
3915			Up, < 0.1
3925			Up, < 0.1
3933	Dn, < 0.1	Dn, < 0.1	
3939	Dn, < 0.1	Dn, < 0.1	
3940			Dn, < 0.1
3941	Dn, < 0.1	Dn, < 0.1	
3944	Up, < 0.1		
3948	Up, < 0.1		
3957	Up, < 0.1		
3961		Dn, < 0.1	Up, < 0.1
3965	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
3966	Dn, < 0.1	Dn, < 0.1	
3970	Up, < 0.01		
3976			Dn, < 0.1
3979		Up, < 0.1	Dn, < 0.1
3983	Up, < 0.01	Up, < 0.1	
3990	Up, < 0.1		Dn, < 0.01
3992			Up, < 0.1
3994	Up, < 0.1	Up, < 0.1	
3995			Dn, < 0.1
4000	Up, < 0.1		
4001			Up, < 0.1
4003			Dn, < 0.1
4007	Up, < 0.1		
4028			Up, < 0.1
4029			Dn, < 0.1
4030	Up, < 0.1		
4031			Up, < 0.1
4036	Up, < 0.1	Up, < 0.1	
4039	Dn, < 0.01	Dn, < 0.1	
4048	Dn, < 0.1	Dn, < 0.01	
4050	Dn, < 0.1	Dn, < 0.1	
4053			Up, < 0.1
4057			Dn, < 0.1
4059			Up, < 0.1
4062	Up, < 0.01		Dn, < 0.1
4065		Dn, < 0.1	
4067	Up, < 0.1	Up, < 0.1	
4073			Dn, < 0.01
4082			Up, < 0.1
4085	Up, < 0.1		
4102	Dn, < 0.1		
4108	Up, < 0.01	Up, < 0.1	
4119	Up, < 0.1		
4121	Up, < 0.1	Up, < 0.1	
4124			Dn, < 0.1
4125	Dn, < 0.1		
4132	Dn, < 0.1	Dn, < 0.1	
4135	Up, < 0.1		
4140	Up, < 0.1		
4143			Dn, < 0.1
4146	Up, < 0.1	Up, < 0.1	Dn, < 0.1
4151	Up, < 0.1		
4154	Up, < 0.01		Dn, < 0.1
4158			Up, < 0.1
4161		Dn, < 0.01	
4163			Dn, < 0.1
4164	Dn, < 0.1		
4172		Up, < 0.1	
4178			Up, < 0.1
4184		Dn, < 0.1	
4186			Dn, < 0.01
4192	Dn, < 0.1	Dn, < 0.1	
4193	Up, < 0.1	Up, < 0.1	Dn, < 0.1
4194	Up, < 0.01		
4195		Up, < 0.1	
4201			Dn, < 0.01
4214			Up, < 0.1
4216			Dn, < 0.1
4230		Dn, < 0.1	
4231			Dn, < 0.01
4235	Up, < 0.1		
4239	Dn, < 0.1	Dn, < 0.1	
4241			Dn, < 0.01
4243			Dn, < 0.001
4245	Dn, < 0.1	Dn, < 0.1	
4247	Up, < 0.01	Up, < 0.1	Dn, < 0.01
4253	Up, < 0.1	Up, < 0.1	
4256	Up, < 0.1		
4261	Dn, < 0.1		
4262			Dn, < 0.1
4263	Up, < 0.1		
4264		Dn, < 0.1	
4270			Dn, < 0.1
4281	Up, < 0.1	Up, < 0.1	
4283			Dn, < 0.01
4288			Dn, < 0.1
4289			Up, < 0.01
4290		Up, < 0.1	
4292	Up, < 0.1	Up, < 0.01	Dn, < 0.1
4298	Dn, < 0.01	Dn, < 0.01	
4301	Dn, < 0.1		
4309			Up, < 0.1
4312	Up, < 0.1		
4316			Up, < 0.1
4319	Dn, < 0.1		
4325			Dn, < 0.1
4340			Dn, < 0.1
4343	Dn, < 0.1	Dn, < 0.1	
4345			Dn, < 0.1
4346	Up, < 0.1	Up, < 0.01	
4359	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
4361	Up, < 0.1	Up, < 0.1	Dn, < 0.1
4362			Up, < 0.1
4364			Dn, < 0.1
4365		Dn, < 0.1	
4368	Up, < 0.1		Dn, < 0.1
4376		Up, < 0.1	Dn, < 0.1
4383			Up, < 0.1
4391			Dn, < 0.01
4396		Dn, < 0.1	
4397			Dn, < 0.001
4400			Up, < 0.1
4401		Up, < 0.1	Dn, < 0.1
4402			Up, < 0.1
4405		Up, < 0.1	
4408			Up, < 0.1
4421			Up, < 0.1
4426	Up, < 0.1	Up, < 0.01	Dn, < 0.1
4428	Dn, < 0.1		
4430	Dn, < 0.1	Dn, < 0.1	
4442	Up, < 0.1	Up, < 0.1	
4448			Dn, < 0.1
4455			Dn, < 0.01
4458	Dn, < 0.1		
4459	Dn, < 0.1	Dn, < 0.1	
4469	Dn, < 0.1	Dn, < 0.1	
4475			Dn, < 0.1
4486		Dn, < 0.01	
4489		Dn, < 0.1	
4490	Up, < 0.1	Up, < 0.01	
4491			Up, < 0.1
4492	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
4503			Dn, < 0.1
4505	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
4506	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
4512		Dn, < 0.1	
4513	Dn, < 0.01	Dn, < 0.01	Up, < 0.1
4517	Dn, < 0.1	Dn, < 0.1	
4521			Up, < 0.01
4522			Dn, < 0.1
4525			Dn, < 0.1
4529			Dn, < 0.1
4531		Dn, < 0.1	
4532	Up, < 0.1	Up, < 0.1	Dn, < 0.01
4535			Dn, < 0.1
4537			Up, < 0.01
4542			Dn, < 0.1
4548			Dn, < 0.1
4551			Up, < 0.1
4554			Up, < 0.1
4558		Dn, < 0.1	
4559			Dn, < 0.1
4565		Dn, < 0.1	
4567	Up, < 0.1		
4568	Up, < 0.1	Up, < 0.1	
4577			Dn, < 0.1
4578			Up, < 0.1
4582			Dn, < 0.1
4583			Up, < 0.1
4590			Up, < 0.1
4598	Up, < 0.1	Up, < 0.1	
4600	Dn, < 0.1	Dn, < 0.1	
4604			Up, < 0.1
4605			Up, < 0.1
4625	Dn, < 0.1	Dn, < 0.1	
4636		Dn, < 0.1	
4638			Up, < 0.1
4643	Dn, < 0.1	Dn, < 0.1	
4652	Dn, < 0.1	Dn, < 0.1	
4655	Dn, < 0.1	Dn, < 0.1	
4661			Up, < 0.01
4662	Up, < 0.1		Dn, < 0.1
4666	Dn, < 0.01	Dn, < 0.1	Up, < 0.1
4669			Up, < 0.1
4671	Up, < 0.1	Up, < 0.1	
4673	Dn, < 0.1	Dn, < 0.01	
4674			Up, < 0.1
4675			Dn, < 0.001
4677	Dn, < 0.1	Dn, < 0.1	
4683			Dn, < 0.001
4685			Up, < 0.1
4697			Dn, < 0.1
4706			Dn, < 0.1
4711			Dn, < 0.01
4716		Dn, < 0.1	
4719		Dn, < 0.1	
4724			Up, < 0.01
4727	Dn, < 0.1		
4731	Dn, < 0.1	Dn, < 0.1	
4732		Dn, < 0.1	Up, < 0.1
4734		Up, < 0.1	
4739			Dn, < 0.1
4741	Up, < 0.1		Dn, < 0.1
4743	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
4744	Dn, < 0.1		Up, < 0.1
4758			Dn, < 0.1
4760	Dn, < 0.1		
4765		Up, < 0.1	
4767			Up, < 0.1
4769			Up, < 0.1
4772	Dn, < 0.1	Dn, < 0.1	
4776			Up, < 0.1
4777			Up, < 0.1
4780		Dn, < 0.1	Up, < 0.1
4783			Up, < 0.1
4784			Dn, < 0.1
4787	Up, < 0.1	Up, < 0.1	
4788			Dn, < 0.1
4792		Dn, < 0.1	
4793			Up, < 0.1
4794			Dn, < 0.1
4801	Dn, < 0.1	Dn, < 0.1	
4802			Dn, < 0.1
4803			Dn, < 0.1
4805	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
4807			Dn, < 0.1
4808		Dn, < 0.1	
4825			Dn, < 0.1
4828			Up, < 0.1
4834		Dn, < 0.1	
4842			Dn, < 0.1
4848		Dn, < 0.1	
4849			Up, < 0.1
4851			Up, < 0.1
4856		Dn, < 0.1	
4868		Dn, < 0.1	
4870	Dn, < 0.1	Dn, < 0.1	
4871		Dn, < 0.1	
4872	Dn, < 0.1	Dn, < 0.001	
4879	Dn, < 0.1		
4880			Up, < 0.001
4884	Up, < 0.01	Up, < 0.1	
4887		Dn, < 0.1	
4889		Dn, < 0.1	Up, < 0.1
4891	Up, < 0.01	Up, < 0.01	Dn, < 0.1
4892			Up, < 0.1
4894	Dn, < 0.01	Dn, < 0.1	
4895		Up, < 0.1	
4898	Dn, < 0.01	Dn, < 0.01	Up, < 0.1
4907		Dn, < 0.1	
4915			Up, < 0.1
4920	Dn, < 0.1	Dn, < 0.1	
4922		Up, < 0.1	
4924	Dn, < 0.1	Dn, < 0.1	
4937			Up, < 0.1
4940			Up, < 0.1
4952			Up, < 0.1
4954			Dn, < 0.1
4965	Up, < 0.1		
4970			Dn, < 0.1
4972		Dn, < 0.01	
4974			Up, < 0.1
4978			Up, < 0.1
4979		Dn, < 0.1	Up, < 0.1
4980			Dn, < 0.001
4986	Dn, < 0.1	Dn, < 0.1	
4988		Dn, < 0.1	
4990	Up, < 0.1	Up, < 0.1	
4992			Up, < 0.1
4994	Up, < 0.1		
4995	Dn, < 0.1	Dn, < 0.1	
4997	Dn, < 0.1		Up, < 0.1
5002			Dn, < 0.1
5011			Dn, < 0.1
5012			Dn, < 0.1
5021			Dn, < 0.1
5029		Up, < 0.1	
5033			Dn, < 0.1
5034			Dn, < 0.1
5038			Dn, < 0.1
5039			Dn, < 0.1
5040			Dn, < 0.1
5043			Dn, < 0.1
5045	Dn, < 0.1		
5047			Dn, < 0.1
5058			Dn, < 0.1
5060			Dn, < 0.01
5066			Dn, < 0.1
5067			Dn, < 0.1
5068			Dn, < 0.1
5072			Dn, < 0.1
5074			Dn, < 0.1
5075			Dn, < 0.1
5081			Dn, < 0.1
5083			Dn, < 0.1
5084			Dn, < 0.1
5085	Up, < 0.1		
5086			Dn, < 0.1
5087	Up, < 0.1		
5090	Up, < 0.1	Up, < 0.1	
5092	Up, < 0.1	Up, < 0.1	
5093			Dn, < 0.1
5094			Dn, < 0.001
5097		Up, < 0.1	Up, < 0.1
5099			Dn, < 0.1
5101			Dn, < 0.1
5104			Dn, < 0.1
5105			Dn, < 0.1
5107			Dn, < 0.1
5110	Up, < 0.1	Up, < 0.1	
5111			Dn, < 0.1
5114		Up, < 0.1	
5120	Up, < 0.1	Up, < 0.1	
5123			Dn, < 0.1
5124			Up, < 0.1
5125			Dn, < 0.1
5127			Dn, < 0.1
5128			Dn, < 0.1
5134			Dn, < 0.1
5135			Dn, < 0.1
5136			Dn, < 0.01
5137			Dn, < 0.1
5138			Up, < 0.1
5139	Dn, < 0.1		
5140		Up, < 0.1	
5144			Dn, < 0.01
5148	Up, < 0.1	Up, < 0.1	
5149			Dn, < 0.1
5153			Dn, < 0.1
5157	Up, < 0.1	Up, < 0.1	
5159			Dn, < 0.1
5160	Up, < 0.1		
5165			Dn, < 0.1
5166	Up, < 0.1		
5167			Dn, < 0.1
5170			Dn, < 0.1
5171			Dn, < 0.1
5172	Dn, < 0.1		
5174			Dn, < 0.1
5175			Up, < 0.1
5180			Up, < 0.1
5182			Dn, < 0.1
5186	Up, < 0.1	Up, < 0.1	
5187	Up, < 0.1		
5188	Up, < 0.1		
5193			Dn, < 0.1
5194			Dn, < 0.1
5197			Dn, < 0.01
5200			Dn, < 0.1
5201			Dn, < 0.1
5205			Dn, < 0.1
5207	Dn, < 0.1	Dn, < 0.1	
5210			Dn, < 0.01
5213			Dn, < 0.1
5215			Dn, < 0.01
5217		Up, < 0.1	
5218		Up, < 0.1	
5220			Dn, < 0.1
5225			Dn, < 0.01
5226			Dn, < 0.01
5227	Up, < 0.1	Up, < 0.01	
5231			Dn, < 0.01
5234			Dn, < 0.1
5235			Dn, < 0.1
5237			Dn, < 0.1
5239			Dn, < 0.01
5241			Dn, < 0.01
5242			Up, < 0.1
5245			Dn, < 0.1
5251			Dn, < 0.1
5252			Dn, < 0.1
5256	Up, < 0.1	Up, < 0.1	
5257			Dn, < 0.1
5258		Up, < 0.1	
5259			Dn, < 0.1
5260			Dn, < 0.1
5262			Dn, < 0.1
5264		Up, < 0.1	
5265	Up, < 0.1	Up, < 0.1	
5273			Up, < 0.1
5278			Dn, < 0.01
5280			Dn, < 0.1
5281		Up, < 0.1	
5288			Dn, < 0.1
5289			Dn, < 0.01
5290			Dn, < 0.1
5292			Dn, < 0.1
5297			Dn, < 0.1
5300			Dn, < 0.1
5301			Dn, < 0.01
5302			Dn, < 0.1
5303			Dn, < 0.1
5304			Dn, < 0.1
5306			Dn, < 0.1
5308			Dn, < 0.1
5316	Up, < 0.1	Up, < 0.1	
5319			Dn, < 0.1
5324			Dn, < 0.1
5327	Up, < 0.1		
5328			Dn, < 0.1
5334			Dn, < 0.01
5335			Dn, < 0.1
5337		Up, < 0.1	Dn, < 0.1
5349			Up, < 0.01
5350	Up, < 0.1	Up, < 0.1	Dn, < 0.1
5353	Up, < 0.1	Up, < 0.1	Dn, < 0.1
5354			Dn, < 0.1
5355	Up, < 0.1		Dn, < 0.1
5356	Up, < 0.1	Up, < 0.01	
5357			Dn, < 0.1
5360		Up, < 0.1	Dn, < 0.01
5367			Dn, < 0.1
5368			Dn, < 0.001
5369			Dn, < 0.1
5370			Dn, < 0.1
5384			Dn, < 0.1
5386		Dn, < 0.1	Up, < 0.1
5388			Dn, < 0.1
5393			Dn, < 0.1
5395			Dn, < 0.1
5396			Dn, < 0.1
5397	Dn, < 0.1		
5398			Dn, < 0.1
5402			Up, < 0.1
5403			Dn, < 0.1
5404	Up, < 0.1		
5405			Dn, < 0.1
5406	Up, < 0.1		Dn, < 0.1
5409			Dn, < 0.1
5412			Dn, < 0.1
5416			Dn, < 0.1
5417			Dn, < 0.1
5418	Up, < 0.1	Up, < 0.1	Dn, < 0.1
5422		Up, < 0.1	
5423	Dn, < 0.1		
5425			Up, < 0.1
5426	Up, < 0.1		
5428			Dn, < 0.1
5430		Up, < 0.1	
5432		Up, < 0.1	
5435			Dn, < 0.01
5439	Dn, < 0.1	Dn, < 0.1	
5441	Up, < 0.1	Up, < 0.1	
5443	Up, < 0.1		
5444			Dn, < 0.1
5451	Up, < 0.1	Up, < 0.1	
5453			Dn, < 0.1
5457	Up, < 0.1		Dn, < 0.1
5460			Dn, < 0.1
5461			Up, < 0.1
5465		Dn, < 0.1	
5467		Up, < 0.1	Up, < 0.1
5471			Dn, < 0.1
5472	Up, < 0.1	Up, < 0.1	
5474			Dn, < 0.01
5478			Dn, < 0.1
5479			Dn, < 0.1
5480	Up, < 0.1	Up, < 0.1	
5481		Up, < 0.1	
5484			Dn, < 0.01
5486			Dn, < 0.1
5488	Up, < 0.1	Up, < 0.1	
5489		Up, < 0.1	
5490	Up, < 0.01	Up, < 0.1	
5492			Dn, < 0.01
5493			Dn, < 0.1
5494	Up, < 0.1		Dn, < 0.01
5498			Dn, < 0.1
5499	Up, < 0.1		
5501		Dn, < 0.1	
5504	Up, < 0.01	Up, < 0.01	
5509			Dn, < 0.1
5511			Dn, < 0.01
5514			Dn, < 0.1
5516	Up, < 0.01	Up, < 0.01	
5517			Dn, < 0.1
5518			Dn, < 0.1
5519	Up, < 0.1		
5523	Up, < 0.1	Up, < 0.1	
5524			Up, < 0.1
5525			Dn, < 0.1
5531			Dn, < 0.1
5532			Dn, < 0.1
5534	Dn, < 0.1	Dn, < 0.1	
5535			Dn, < 0.1
5539			Up, < 0.01
5540	Dn, < 0.1	Dn, < 0.1	
5541			Dn, < 0.1
5542		Up, < 0.1	
5552			Dn, < 0.1
5554	Dn, < 0.1		
5555	Up, < 0.1	Up, < 0.1	Dn, < 0.1
5558			Dn, < 0.01
5560			Dn, < 0.1
5562	Dn, < 0.1	Dn, < 0.1	
5565			Dn, < 0.01
5587			Dn, < 0.1
5590		Up, < 0.1	Dn, < 0.01
5602		Up, < 0.1	
5604		Up, < 0.1	
5605	Up, < 0.001	Up, < 0.001	Up, < 0.1
5606			Up, < 0.1
5610		Up, < 0.1	
5617			Dn, < 0.01
5622	Up, < 0.1		
5627			Dn, < 0.1
5629			Dn, < 0.1
5631		Up, < 0.1	
5634			Dn, < 0.1
5635			Dn, < 0.1
5641			Dn, < 0.1
5644		Up, < 0.1	
5646		Dn, < 0.1	Dn, < 0.1
5647			Dn, < 0.1
5648		Dn, < 0.1	
5649			Dn, < 0.1
5653	Dn, < 0.1		
5658	Dn, < 0.1	Dn, < 0.1	
5659	Dn, < 0.1		
5664	Dn, < 0.1	Dn, < 0.1	
5666		Dn, < 0.1	
5667			Up, < 0.1
5677			Dn, < 0.1
5681	Dn, < 0.1	Dn, < 0.001	
5682			Up, < 0.1
5684			Dn, < 0.1
5685	Up, < 0.1	Up, < 0.1	Dn, < 0.1
5690	Dn, < 0.1	Dn, < 0.1	
5695	Dn, < 0.1		Up, < 0.01
5703			Dn, < 0.1
5709	Dn, < 0.01	Dn, < 0.01	
5710	Dn, < 0.1	Dn, < 0.1	
5711		Dn, < 0.1	
5718	Dn, < 0.1	Dn, < 0.1	
5724		Dn, < 0.1	Up, < 0.1
5731		Dn, < 0.1	Up, < 0.1
5735		Dn, < 0.1	Up, < 0.01
5738	Up, < 0.1		
5752		Dn, < 0.1	
5755			Dn, < 0.1
5764		Up, < 0.1	
5765			Dn, < 0.1
5768			Up, < 0.1
5771			Up, < 0.1
5784		Dn, < 0.1	
5793			Dn, < 0.1
5794		Dn, < 0.1	
5795			Dn, < 0.1
5797		Dn, < 0.1	
5801		Dn, < 0.1	Up, < 0.1
5802			Up, < 0.1
5805			Up, < 0.1
5809			Up, < 0.1
5814		Up, < 0.1	
5819			Up, < 0.1
5820		Dn, < 0.1	Up, < 0.01
5823	Dn, < 0.1		
5824	Dn, < 0.1	Dn, < 0.1	
5829	Up, < 0.1	Up, < 0.1	
5831	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
5835		Dn, < 0.1	
5838	Dn, < 0.1		
5840			Up, < 0.1
5851		Up, < 0.1	
5858			Dn, < 0.1
5861		Up, < 0.1	
5874			Dn, < 0.1
5875	Up, < 0.1	Up, < 0.01	
5888			Up, < 0.01
5892		Dn, < 0.1	Up, < 0.01
5894			Dn, < 0.1
5905	Dn, < 0.1	Dn, < 0.01	
5907	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
5909		Dn, < 0.1	
5910	Up, < 0.1		
5917	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
5918	Up, < 0.1	Up, < 0.1	
5921			Dn, < 0.1
5923	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
5924	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
5927		Dn, < 0.1	Up, < 0.1
5931			Up, < 0.1
5933		Dn, < 0.1	Up, < 0.1
5934		Dn, < 0.1	
5939		Up, < 0.1	Dn, < 0.1
5940	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
5941	Dn, < 0.01	Dn, < 0.1	Up, < 0.1
5944			Up, < 0.1
5948			Up, < 0.1
5950		Up, < 0.1	
5953	Dn, < 0.1	Dn, < 0.01	Up, < 0.1
5955			Dn, < 0.1
5956	Dn, < 0.1	Dn, < 0.1	
5957			Up, < 0.1
5961			Up, < 0.1
5963		Dn, < 0.1	Up, < 0.1
5966		Dn, < 0.1	
5969	Dn, < 0.1	Dn, < 0.01	Up, < 0.01
5970			Up, < 0.1
5972	Up, < 0.1	Up, < 0.1	
5973			Up, < 0.1
5974	Dn, < 0.1		
5976	Dn, < 0.01	Dn, < 0.01	Up, < 0.1
5980		Dn, < 0.1	Up, < 0.1
5981			Up, < 0.1
5982	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
5985		Dn, < 0.01	
5986			Up, < 0.1
5989			Up, < 0.1
5990	Dn, < 0.1	Dn, < 0.01	Up, < 0.1
5993	Dn, < 0.1		Up, < 0.01
5995		Dn, < 0.1	
5999	Dn, < 0.01	Dn, < 0.1	Up, < 0.01
6000	Dn, < 0.1	Dn, < 0.1	
6001	Dn, < 0.1	Dn, < 0.1	
6005		Dn, < 0.1	
6009		Up, < 0.1	
6010			Up, < 0.1
6011			Up, < 0.1
6015	Dn, < 0.1	Dn, < 0.01	Up, < 0.01
6018			Up, < 0.1
6020		Dn, < 0.1	Up, < 0.1
6025		Dn, < 0.1	
6026			Up, < 0.1
6027	Dn, < 0.1	Dn, < 0.01	
6031		Dn, < 0.1	
6034		Dn, < 0.001	Up, < 0.1
6037		Dn, < 0.1	
6038			Up, < 0.1
6049		Dn, < 0.1	
6052		Up, < 0.1	
6053	Dn, < 0.01	Dn, < 0.1	Up, < 0.1
6054		Dn, < 0.01	
6055	Up, < 0.1		
6059	Dn, < 0.1	Dn, < 0.1	
6060		Dn, < 0.1	
6061			Up, < 0.1
6063	Dn, < 0.1	Dn, < 0.01	
6065	Dn, < 0.1	Dn, < 0.01	
6066	Dn, < 0.1		Up, < 0.1
6067			Up, < 0.1
6068			Dn, < 0.1
6070			Up, < 0.1
6071	Dn, < 0.1	Dn, < 0.1	
6073			Dn, < 0.1
6075			Dn, < 0.1
6076			Up, < 0.1
6078		Dn, < 0.1	Up, < 0.1
6080			Up, < 0.1
6081		Dn, < 0.1	Up, < 0.1
6082			Dn, < 0.1
6083		Dn, < 0.1	
6085	Dn, < 0.1		Up, < 0.1
6087			Dn, < 0.01
6091			Dn, < 0.1
6095			Dn, < 0.01
6096	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
6098	Dn, < 0.1		
6101	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
6106			Dn, < 0.1
6109		Dn, < 0.1	
6111	Up, < 0.01	Up, < 0.1	
6112			Up, < 0.1
6115	Dn, < 0.01	Dn, < 0.01	Up, < 0.01
6118		Dn, < 0.1	
6126	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
6130			Up, < 0.1
6132			Up, < 0.1
6134		Dn, < 0.01	
6135			Up, < 0.1
6148	Dn, < 0.01	Dn, < 0.1	Up, < 0.01
6149			Up, < 0.1
6152			Up, < 0.1
6156	Up, < 0.1	Up, < 0.1	
6159		Dn, < 0.1	Up, < 0.1
6169		Dn, < 0.1	
6170		Up, < 0.1	
6171			Up, < 0.1
6174		Dn, < 0.1	
6176			Up, < 0.1
6178			Up, < 0.1
6184	Up, < 0.1		Dn, < 0.1
6187	Dn, < 0.1		Up, < 0.01
6189	Dn, < 0.01		Up, < 0.1
6190	Up, < 0.1		
6191			Up, < 0.01
6195			Up, < 0.1
6196			Dn, < 0.1
6199	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
6201	Dn, < 0.01	Dn, < 0.1	
6203	Dn, < 0.1	Dn, < 0.1	
6204			Dn, < 0.01
6205			Dn, < 0.1
6208		Dn, < 0.1	
6210			Up, < 0.1
6212			Up, < 0.1
6219			Up, < 0.1
6223		Dn, < 0.1	
6225	Dn, < 0.01	Dn, < 0.1	
6227			Up, < 0.1
6246			Up, < 0.1
6247			Up, < 0.1
6251		Dn, < 0.1	
6264		Up, < 0.1	
6280	Dn, < 0.1		Up, < 0.1
6289	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
6290			Dn, < 0.1
6296		Dn, < 0.1	
6298	Dn, < 0.1		
6313	Dn, < 0.1	Dn, < 0.1	
6320	Dn, < 0.1	Dn, < 0.1	
6324	Dn, < 0.1		
6325	Dn, < 0.1	Dn, < 0.01	
6331			Up, < 0.1
6332		Dn, < 0.1	
6341	Up, < 0.1		Dn, < 0.1
6342	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
6344	Dn, < 0.1	Dn, < 0.1	
6348	Up, < 0.1		
6350			Dn, < 0.01
6351	Up, < 0.1		
6352	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
6356			Dn, < 0.01
6358		Dn, < 0.1	
6365	Dn, < 0.1	Dn, < 0.1	
6371			Dn, < 0.01
6374	Dn, < 0.1	Dn, < 0.1	Up, < 0.01
6381			Dn, < 0.1
6383			Up, < 0.1
6386	Dn, < 0.01	Dn, < 0.1	
6388	Dn, < 0.1		
6392			Up, < 0.1
6394			Dn, < 0.1
6400	Dn, < 0.1	Dn, < 0.01	Up, < 0.1
6407	Up, < 0.1		
6409	Dn, < 0.1	Dn, < 0.1	
6415		Up, < 0.1	
6417		Dn, < 0.1	Up, < 0.1
6420			Up, < 0.1
6422			Dn, < 0.1
6425	Up, < 0.1		Dn, < 0.1
6429	Dn, < 0.1	Dn, < 0.1	
6433	Up, < 0.1		
6434			Dn, < 0.1
6435			Dn, < 0.1
6438			Dn, < 0.1
6441	Dn, < 0.1	Dn, < 0.1	
6444			Dn, < 0.1
6447			Up, < 0.1
6448	Up, < 0.01	Up, < 0.1	
6453			Dn, < 0.01
6457			Dn, < 0.1
6458			Dn, < 0.1
6461			Dn, < 0.1
6462		Up, < 0.1	Dn, < 0.01
6465			Dn, < 0.1
6466			Dn, < 0.1
6468		Up, < 0.1	Dn, < 0.01
6469			Dn, < 0.01
6470			Dn, < 0.01
6472		Up, < 0.1	Dn, < 0.1
6473			Up, < 0.1
6475			Dn, < 0.1
6476			Dn, < 0.1
6480	Dn, < 0.1	Dn, < 0.1	
6481			Dn, < 0.1
6483	Up, < 0.1		
6488			Dn, < 0.1
6490			Dn, < 0.01
6500			Dn, < 0.1
6503			Dn, < 0.1
6504			Dn, < 0.1
6505			Dn, < 0.1
6506	Up, < 0.1	Up, < 0.1	
6510	Dn, < 0.1	Dn, < 0.1	
6511			Dn, < 0.1
6513			Dn, < 0.1
6514			Dn, < 0.1
6518	Dn, < 0.01	Dn, < 0.01	
6519	Up, < 0.1		
6520	Dn, < 0.1	Dn, < 0.1	
6521			Dn, < 0.1
6527	Up, < 0.1	Up, < 0.1	Dn, < 0.1
6528			Dn, < 0.1
6543			Dn, < 0.01
6545			Dn, < 0.1
6546	Up, < 0.1		
6549		Up, < 0.1	
6552	Dn, < 0.1	Dn, < 0.1	
6553		Up, < 0.1	
6554			Dn, < 0.1
6555	Up, < 0.001	Up, < 0.1	Dn, < 0.01
6557			Dn, < 0.1
6560			Dn, < 0.1
6565			Dn, < 0.1
6567			Dn, < 0.1
6574			Dn, < 0.1
6575			Dn, < 0.01
6579			Dn, < 0.1
6583	Dn, < 0.1	Dn, < 0.1	
6584			Dn, < 0.1
6585			Dn, < 0.1
6587			Dn, < 0.01
6588	Up, < 0.1	Up, < 0.01	
6591		Up, < 0.1	
6597			Dn, < 0.1
6602			Dn, < 0.1
6604		Up, < 0.1	
6605		Up, < 0.1	Dn, < 0.01
6608			Dn, < 0.01
6609			Dn, < 0.1
6648	Dn, < 0.1	Dn, < 0.1	
6655			Dn, < 0.01
6657		Up, < 0.1	Dn, < 0.001
6658			Dn, < 0.01
6659			Dn, < 0.1
6661			Dn, < 0.1
6662		Up, < 0.1	
6663			Dn, < 0.1
6665			Dn, < 0.1
6670	Up, < 0.1		
6672	Up, < 0.1	Up, < 0.1	
6674			Up, < 0.1
