Row_ID	p_cat_dir|groups|oily-norm	p_cat_dir|base|sebum	p_cat_dir|base|skicon
4511		Up, < 0.1	Dn, < 0.01
4519	Dn, < 0.1		
4523		Dn, < 0.1	
4528		Up, < 0.1	
4548	Up, < 0.1		
4557			Dn, < 0.01
4560		Dn, < 0.1	
4562	Up, < 0.1	Up, < 0.01	
4571	Up, < 0.01	Up, < 0.01	Dn, < 0.01
4581			Up, < 0.1
4589		Up, < 0.1	
4590			Up, < 0.1
4597	Up, < 0.1	Up, < 0.1	
4599			Dn, < 0.1
4602	Dn, < 0.01	Dn, < 0.01	Up, < 0.1
4605		Up, < 0.1	
4606		Dn, < 0.1	
4607			Up, < 0.01
4610			Dn, < 0.1
4626	Dn, < 0.1		
4628	Up, < 0.01	Up, < 0.01	
4636		Dn, < 0.1	
4652	Dn, < 0.1	Dn, < 0.1	
4654			Up, < 0.1
4656	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
4660			Dn, < 0.1
4665	Dn, < 0.1	Dn, < 0.1	
4666		Dn, < 0.1	
4674			Dn, < 0.1
4687	Up, < 0.1	Up, < 0.1	
4692	Up, < 0.1	Up, < 0.1	Dn, < 0.01
4699	Up, < 0.01	Up, < 0.1	Dn, < 0.01
4712		Up, < 0.1	
4720			Dn, < 0.1
4724			Dn, < 0.1
4730			Up, < 0.1
4731	Up, < 0.1	Up, < 0.1	
4736	Up, < 0.1		
4753			Up, < 0.1
4756	Up, < 0.1	Up, < 0.1	
4757			Dn, < 0.1
4766		Up, < 0.1	
4770			Dn, < 0.1
4776	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
4779			Dn, < 0.1
4787			Up, < 0.1
4789			Up, < 0.1
4806	Dn, < 0.1		
4808			Dn, < 0.1
4825	Dn, < 0.1		
4836		Up, < 0.1	
4838			Dn, < 0.1
4845		Up, < 0.1	
4857			Dn, < 0.1
4858	Dn, < 0.1	Dn, < 0.01	
4859	Up, < 0.01	Up, < 0.01	
4879	Up, < 0.1		
4885	Up, < 0.1	Up, < 0.1	
4898			Dn, < 0.1
4899	Dn, < 0.01	Dn, < 0.01	
4906		Up, < 0.1	
4915			Up, < 0.01
4941	Up, < 0.1	Up, < 0.01	
4957		Up, < 0.1	
4958		Dn, < 0.1	
4960	Dn, < 0.01	Dn, < 0.1	Up, < 0.001
4961	Up, < 0.1	Up, < 0.01	Dn, < 0.1
4967	Up, < 0.1	Up, < 0.1	
4969			Dn, < 0.1
4970	Dn, < 0.1		
4971		Up, < 0.1	
4977			Dn, < 0.1
4978			Up, < 0.01
4986		Dn, < 0.1	
4992	Up, < 0.1	Up, < 0.1	
4999			Up, < 0.01
5028	Dn, < 0.1	Dn, < 0.1	
5030			Dn, < 0.1
5037	Dn, < 0.01	Dn, < 0.1	
5038	Dn, < 0.1		
5047	Dn, < 0.1		Dn, < 0.1
5053	Up, < 0.1		
5060	Dn, < 0.1		
5061			Up, < 0.1
5064		Dn, < 0.1	
5066			Up, < 0.1
5068	Up, < 0.1		Dn, < 0.1
5082		Up, < 0.1	
5102	Up, < 0.1	Up, < 0.001	Dn, < 0.1
5103		Up, < 0.1	
5116	Dn, < 0.1	Dn, < 0.1	
5122		Up, < 0.1	
5130	Up, < 0.1	Up, < 0.1	
5131			Up, < 0.1
5136			Dn, < 0.1
5137		Dn, < 0.1	
5146			Up, < 0.1
5150	Up, < 0.01	Up, < 0.01	
5152	Dn, < 0.1	Dn, < 0.1	
5168	Up, < 0.1		
5172		Up, < 0.1	Dn, < 0.1
5206			Up, < 0.1
5207	Dn, < 0.1	Dn, < 0.1	
5208	Up, < 0.1	Up, < 0.1	Up, < 0.1
5223			Dn, < 0.1
5229	Up, < 0.1	Up, < 0.1	Up, < 0.1
5235			Up, < 0.1
5240		Dn, < 0.1	
5245			Up, < 0.1
5253			Dn, < 0.1
5256			Dn, < 0.1
5291		Up, < 0.1	
5294			Dn, < 0.1
5304			Up, < 0.1
5308	Dn, < 0.1	Dn, < 0.1	
5311			Up, < 0.1
5314			Dn, < 0.1
5318			Dn, < 0.1
5337		Up, < 0.1	
5353	Dn, < 0.1		
5385		Up, < 0.1	
5388			Up, < 0.1
5392	Up, < 0.1		
5394			Dn, < 0.1
5398			Dn, < 0.1
5411			Dn, < 0.1
5413		Up, < 0.1	
5423		Dn, < 0.1	
5426	Up, < 0.1		
5428	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
5440		Dn, < 0.1	
5457	Dn, < 0.1		
5472	Dn, < 0.1	Dn, < 0.1	
5479		Up, < 0.01	
5489	Dn, < 0.1		
5498			Dn, < 0.1
5503		Up, < 0.1	
5505	Up, < 0.1	Up, < 0.1	
5508		Dn, < 0.1	
5517			Up, < 0.001
5518	Up, < 0.001	Up, < 0.001	
5527	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
5531	Up, < 0.1		Dn, < 0.1
5533		Up, < 0.1	
5534	Up, < 0.1		
5537			Dn, < 0.1
5541			Dn, < 0.1
5546			Dn, < 0.1
5548	Up, < 0.1		Up, < 0.1
5549			Up, < 0.1
5566		Up, < 0.1	
5572		Dn, < 0.1	
5578	Dn, < 0.1		
5591	Up, < 0.1	Up, < 0.1	Up, < 0.1
5600	Dn, < 0.1		
5615			Dn, < 0.1
5620		Up, < 0.1	
5625		Up, < 0.1	
5628			Dn, < 0.1
5631		Up, < 0.1	
5634			Dn, < 0.1
5655	Dn, < 0.1	Dn, < 0.1	
5702	Up, < 0.1	Up, < 0.1	
5704		Up, < 0.1	
5715	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
5716			Dn, < 0.1
5728			Dn, < 0.1
5740			Dn, < 0.1
5741		Dn, < 0.1	
5755	Up, < 0.1	Up, < 0.1	
5795		Up, < 0.1	
5801			Dn, < 0.1
5807		Up, < 0.1	
5823		Up, < 0.1	
5836		Up, < 0.1	
5843	Dn, < 0.1	Dn, < 0.1	
5844		Dn, < 0.1	
5850	Up, < 0.1	Up, < 0.1	
5859	Up, < 0.1		
5863	Up, < 0.1		
5870			Dn, < 0.1
5911	Dn, < 0.01	Dn, < 0.001	
5922		Dn, < 0.1	
5956			Dn, < 0.1
5973			Dn, < 0.1
5977	Up, < 0.1	Up, < 0.1	
5980			Up, < 0.1
5985			Up, < 0.1
5989		Up, < 0.1	
5990	Dn, < 0.1	Dn, < 0.1	
6000		Up, < 0.1	Dn, < 0.001
6020			Up, < 0.1
6023		Dn, < 0.1	
6033	Up, < 0.01	Up, < 0.01	
6036			Up, < 0.1
6064		Dn, < 0.1	Up, < 0.1
6076			Up, < 0.1
6108		Dn, < 0.1	
6120			Dn, < 0.1
6140			Dn, < 0.1
6144			Up, < 0.01
6155			Dn, < 0.1
6156		Up, < 0.1	
6165	Up, < 0.1	Up, < 0.1	
6167		Dn, < 0.1	
6168			Dn, < 0.1
6172			Dn, < 0.1
6177	Up, < 0.1		
6196			Dn, < 0.1
6222			Up, < 0.1
6224	Up, < 0.1		
6229	Dn, < 0.1	Dn, < 0.1	
6233			Dn, < 0.1
6234		Up, < 0.1	
6248			Up, < 0.1
6279		Dn, < 0.1	
6280			Dn, < 0.1
6281	Up, < 0.1		
6288		Up, < 0.1	
6316			Up, < 0.1
6319	Dn, < 0.1	Dn, < 0.001	
6341		Dn, < 0.1	
6345	Up, < 0.1	Up, < 0.1	
6361			Dn, < 0.1
6362	Up, < 0.1		Dn, < 0.1
6386			Up, < 0.1
6391			Up, < 0.1
6393			Dn, < 0.01
6402			Up, < 0.1
6403	Dn, < 0.1	Dn, < 0.1	
6404		Up, < 0.01	
6407		Up, < 0.1	
6414	Dn, < 0.1	Dn, < 0.1	
6416			Up, < 0.1
6419	Dn, < 0.1		
6478			Up, < 0.1
6491			Up, < 0.1
6501			Dn, < 0.1
6519		Dn, < 0.1	Up, < 0.01
6524	Up, < 0.01		
6564	Dn, < 0.1		Up, < 0.1
6565			Up, < 0.1
6571			Dn, < 0.1
6575		Up, < 0.1	
6592	Up, < 0.1		Dn, < 0.1
6594	Up, < 0.1	Up, < 0.1	
6602	Dn, < 0.1	Dn, < 0.1	
6616		Dn, < 0.01	Up, < 0.1
6642	Dn, < 0.1	Dn, < 0.1	Up, < 0.01
6674			Up, < 0.1
6683			Up, < 0.1
6699		Up, < 0.1	
6723			Up, < 0.1
6740			Dn, < 0.1
6741	Dn, < 0.01	Dn, < 0.1	
6746			Up, < 0.1
6747		Dn, < 0.1	
6749		Up, < 0.1	
6760	Up, < 0.1		
6772		Up, < 0.1	
6776	Up, < 0.1		
6786			Up, < 0.1
6787		Up, < 0.1	
6791			Dn, < 0.1
6808		Up, < 0.1	
6812			Dn, < 0.1
6813			Up, < 0.1
6816	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
6819			Dn, < 0.1
6821	Dn, < 0.1	Dn, < 0.1	
6823		Dn, < 0.1	
6824		Up, < 0.1	Dn, < 0.1
6828		Up, < 0.1	
6829	Up, < 0.1	Up, < 0.1	
6831	Dn, < 0.1	Dn, < 0.1	
6832			Up, < 0.01
6838			Dn, < 0.1
6842			Dn, < 0.1
6843		Up, < 0.1	
6844	Dn, < 0.1		
6847	Dn, < 0.1		
6848		Up, < 0.1	Dn, < 0.1
6858	Up, < 0.1	Up, < 0.1	
6865	Up, < 0.1	Up, < 0.01	
6890			Dn, < 0.1
6894	Up, < 0.1	Up, < 0.1	Dn, < 0.1
6896			Dn, < 0.1
6899			Dn, < 0.1
6900			Up, < 0.1
6904			Dn, < 0.1
6911			Up, < 0.1
6927		Up, < 0.1	
6930		Up, < 0.1	
6937			Up, < 0.1
6938	Up, < 0.1		
6940			Up, < 0.1
6949			Dn, < 0.1
6951		Up, < 0.1	
6955	Up, < 0.01	Up, < 0.01	
6960		Dn, < 0.1	
6962		Up, < 0.1	Dn, < 0.1
6968		Dn, < 0.1	
6969		Up, < 0.1	
6974	Dn, < 0.1		
6977			Dn, < 0.01
6979		Up, < 0.1	
6985		Dn, < 0.1	Up, < 0.1
6992	Up, < 0.1	Up, < 0.01	Dn, < 0.1
6998	Dn, < 0.01	Dn, < 0.01	Up, < 0.1
7005			Dn, < 0.1
7009			Dn, < 0.1
7011		Up, < 0.1	
7014		Up, < 0.1	
7017			Dn, < 0.1
7021			Up, < 0.1
7028			Up, < 0.1
7030			Dn, < 0.01
7036	Up, < 0.1	Up, < 0.01	
7048			Dn, < 0.1
7052		Up, < 0.1	
7055			Up, < 0.1
7056	Dn, < 0.1		
7069		Up, < 0.1	
7072		Up, < 0.1	
7073	Dn, < 0.1	Dn, < 0.01	
7083	Up, < 0.1	Up, < 0.1	Up, < 0.1
7084	Up, < 0.1	Up, < 0.1	Dn, < 0.1
7086			Dn, < 0.01
7093			Up, < 0.01
7095			Up, < 0.1
7102			Up, < 0.1
7110	Dn, < 0.1		Up, < 0.01
7118			Up, < 0.01
7120	Dn, < 0.1	Dn, < 0.1	
7129			Up, < 0.1
7135		Up, < 0.01	
7137	Dn, < 0.1	Dn, < 0.1	
7143	Dn, < 0.1		
7165			Dn, < 0.1
7168			Up, < 0.1
7172			Dn, < 0.1
7177	Dn, < 0.1		Up, < 0.01
7179	Dn, < 0.1	Dn, < 0.1	
7184			Dn, < 0.1
7187			Up, < 0.01
7191			Dn, < 0.1
7204		Up, < 0.1	Dn, < 0.1
7214		Up, < 0.1	
7216		Up, < 0.1	
7220	Dn, < 0.1		
7224		Up, < 0.1	Dn, < 0.1
7229			Dn, < 0.1
7235			Up, < 0.1
7240	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
7248		Up, < 0.1	
7249	Dn, < 0.1		
7257			Dn, < 0.1
7274			Dn, < 0.1
7276	Up, < 0.1	Up, < 0.1	Dn, < 0.1
7287	Dn, < 0.001	Dn, < 0.001	
7298			Dn, < 0.1
7307		Up, < 0.1	
7319	Up, < 0.1	Up, < 0.01	Dn, < 0.01
7327			Up, < 0.1
7330		Up, < 0.1	
7339	Dn, < 0.01	Dn, < 0.001	
7343			Up, < 0.1
7352		Up, < 0.1	
7353		Dn, < 0.1	
7358		Up, < 0.1	
7361		Up, < 0.1	
7363			Up, < 0.1
7372		Up, < 0.1	
7390	Up, < 0.01	Up, < 0.1	
7403	Up, < 0.1	Up, < 0.01	
7414		Up, < 0.1	
7416		Up, < 0.1	
7424	Up, < 0.1		
7429	Up, < 0.1	Up, < 0.1	
7430	Up, < 0.1	Up, < 0.1	
7432	Dn, < 0.01	Dn, < 0.01	Up, < 0.1
7437		Up, < 0.1	
7445		Up, < 0.1	
7448			Up, < 0.1
7467		Dn, < 0.1	
7471		Up, < 0.1	
7473	Dn, < 0.01	Dn, < 0.01	
7476			Up, < 0.1
7478			Up, < 0.01
7483			Up, < 0.1
7484	Up, < 0.1	Up, < 0.01	
7486		Up, < 0.1	
7490			Up, < 0.1
7495	Up, < 0.1	Up, < 0.1	
7496		Up, < 0.1	
7499	Dn, < 0.1	Dn, < 0.1	
7502	Up, < 0.1		Dn, < 0.1
7503	Up, < 0.1	Up, < 0.01	
7509			Dn, < 0.1
7522		Up, < 0.1	
7524	Up, < 0.01	Up, < 0.1	
7537			Dn, < 0.1
7540			Dn, < 0.1
7541			Dn, < 0.1
7545	Up, < 0.1	Up, < 0.1	
7571		Up, < 0.1	
7572			Dn, < 0.01
7576	Dn, < 0.1	Dn, < 0.01	
7578			Up, < 0.1
7581	Dn, < 0.1		Up, < 0.1
7591			Up, < 0.1
7605		Dn, < 0.1	
7608			Up, < 0.1
7616	Up, < 0.1		Dn, < 0.1
7630	Dn, < 0.1	Dn, < 0.1	
7631			Dn, < 0.1
7633	Dn, < 0.1	Dn, < 0.1	
7642		Up, < 0.1	
7644	Dn, < 0.1	Dn, < 0.1	
7646			Dn, < 0.1
7653			Dn, < 0.1
7654	Dn, < 0.1	Dn, < 0.1	
7655	Up, < 0.1	Up, < 0.01	
7671		Dn, < 0.1	
7679	Up, < 0.1	Up, < 0.1	Up, < 0.1
7681			Dn, < 0.1
7690	Up, < 0.1		
7694	Up, < 0.1	Up, < 0.1	
7704			Dn, < 0.1
7711		Up, < 0.1	
7713			Dn, < 0.1
7735			Dn, < 0.01
7738	Dn, < 0.1	Dn, < 0.1	
7748			Up, < 0.01
7758	Dn, < 0.1	Dn, < 0.1	
7760	Up, < 0.01	Up, < 0.01	
7772	Up, < 0.1	Up, < 0.1	
7776		Dn, < 0.1	
7783			Dn, < 0.1
7786			Dn, < 0.1
7791			Dn, < 0.1
7794			Dn, < 0.1
7800	Dn, < 0.1		
7803	Dn, < 0.1	Dn, < 0.01	
7812			Dn, < 0.1
7818			Dn, < 0.1
7831		Up, < 0.1	
7836			Dn, < 0.1
7838	Up, < 0.1	Up, < 0.1	
7847	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
7849		Up, < 0.1	
7851		Up, < 0.1	
7862	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
7876			Dn, < 0.1
7879		Dn, < 0.1	
7893	Up, < 0.1		
7913		Up, < 0.1	
7915	Dn, < 0.1	Dn, < 0.1	
7918		Up, < 0.1	
7919	Up, < 0.1	Up, < 0.1	Up, < 0.1
7920		Dn, < 0.1	
7926			Dn, < 0.1
7929	Dn, < 0.1	Dn, < 0.1	
7937	Up, < 0.1		
7945	Up, < 0.1	Up, < 0.01	
7978	Up, < 0.1	Up, < 0.1	
7995	Up, < 0.1	Up, < 0.1	
7998		Up, < 0.1	
8007	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
8025	Dn, < 0.01	Dn, < 0.001	
8039	Up, < 0.1	Up, < 0.1	
8044		Up, < 0.1	
8045			Dn, < 0.1
8055			Dn, < 0.1
8084	Up, < 0.1	Up, < 0.01	
8091	Dn, < 0.01	Dn, < 0.01	
8106	Up, < 0.1		
8115	Up, < 0.1		
8123	Dn, < 0.1		
8127		Up, < 0.1	
8129	Dn, < 0.1	Dn, < 0.1	
8136			Up, < 0.1
8152		Dn, < 0.1	
8156		Up, < 0.1	
8158			Dn, < 0.1
8159	Up, < 0.1	Up, < 0.1	
8166	Up, < 0.1	Up, < 0.01	
8172			Dn, < 0.01
8174	Up, < 0.1	Up, < 0.1	
8210		Dn, < 0.1	
8229	Up, < 0.1	Up, < 0.1	
8230	Up, < 0.1		
8236			Dn, < 0.1
8254	Up, < 0.1	Up, < 0.1	
8268	Dn, < 0.1		
8281	Dn, < 0.1		
8282	Dn, < 0.1		
8283	Dn, < 0.1		
8286			Dn, < 0.1
8305			Dn, < 0.1
8318	Up, < 0.1	Up, < 0.1	Dn, < 0.1
8357			Dn, < 0.1
8358			Dn, < 0.1
8383			Dn, < 0.1
8389	Up, < 0.1	Up, < 0.01	
8413	Dn, < 0.1		
8434			Up, < 0.001
8445	Up, < 0.1		
8446	Up, < 0.1		
8453		Up, < 0.1	
8456	Up, < 0.1		Dn, < 0.1
8464		Up, < 0.1	
8481			Dn, < 0.1
8492			Dn, < 0.1
8494	Dn, < 0.1		
8530	Up, < 0.1	Up, < 0.01	
8539	Up, < 0.1	Up, < 0.1	
8542		Up, < 0.1	
8555		Up, < 0.1	Dn, < 0.1
8560	Up, < 0.1	Up, < 0.01	
8568			Dn, < 0.1
8574		Up, < 0.1	
8588	Up, < 0.1	Up, < 0.01	
8595		Up, < 0.1	
8626			Dn, < 0.1
8628	Up, < 0.1		Up, < 0.1
8633		Up, < 0.1	
8635	Dn, < 0.1	Dn, < 0.1	
8641	Dn, < 0.1		Up, < 0.1
8648		Dn, < 0.1	Dn, < 0.1
8649	Up, < 0.1	Up, < 0.01	
8653	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
8663	Up, < 0.1	Up, < 0.01	
8704	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
8731			Dn, < 0.1
8734	Up, < 0.1	Up, < 0.1	
8759	Dn, < 0.1		
8783	Dn, < 0.1		
8801			Up, < 0.1
8808			Dn, < 0.1
8815			Dn, < 0.1
8816		Dn, < 0.1	
8834		Up, < 0.1	
8836		Dn, < 0.1	
8837			Up, < 0.1
8849	Up, < 0.1	Up, < 0.1	
8850			Up, < 0.1
8858			Up, < 0.1
8866	Dn, < 0.01	Dn, < 0.1	
8882		Up, < 0.1	
8889	Up, < 0.1	Up, < 0.01	Up, < 0.1
8900	Dn, < 0.1		
8902			Dn, < 0.1
8924		Up, < 0.1	
8942	Dn, < 0.1	Dn, < 0.1	
8954			Dn, < 0.1
8965		Up, < 0.1	
8974		Up, < 0.1	
8993			Dn, < 0.1
8999	Dn, < 0.1		
9011	Up, < 0.1	Up, < 0.1	
9014			Up, < 0.01
9031	Up, < 0.1		
9045			Dn, < 0.01
9072	Up, < 0.1	Up, < 0.1	
9077			Dn, < 0.1
9079			Dn, < 0.1
9082			Dn, < 0.1
9085		Dn, < 0.1	
9091	Up, < 0.1		
9095			Dn, < 0.1
9098	Up, < 0.1	Up, < 0.1	
9102		Up, < 0.1	
9111			Up, < 0.1
9113			Up, < 0.1
9118	Up, < 0.1	Up, < 0.1	
9128	Dn, < 0.01	Dn, < 0.1	Up, < 0.01
9130			Up, < 0.1
9142			Up, < 0.1
9150	Up, < 0.1		
9151	Dn, < 0.1	Dn, < 0.1	
9155	Up, < 0.1		Dn, < 0.1
9159		Dn, < 0.1	Up, < 0.1
9164	Dn, < 0.1	Dn, < 0.1	
9169		Dn, < 0.1	
9172			Dn, < 0.1
9183	Up, < 0.1	Up, < 0.01	
9187	Up, < 0.1	Up, < 0.1	
9188			Up, < 0.1
9189		Up, < 0.1	
9192			Up, < 0.1
9196			Dn, < 0.1
9200		Up, < 0.01	
9201		Dn, < 0.1	
9202	Up, < 0.1	Up, < 0.1	
9204			Dn, < 0.1
9210	Dn, < 0.01	Dn, < 0.1	Up, < 0.01
9211			Up, < 0.1
9215			Dn, < 0.1
9216			Up, < 0.1
9217	Dn, < 0.1	Dn, < 0.1	Up, < 0.01
9219			Dn, < 0.1
9226		Up, < 0.1	
9231	Up, < 0.1	Up, < 0.01	
9237	Dn, < 0.1	Dn, < 0.1	
9238			Up, < 0.1
9246		Up, < 0.01	
9251			Up, < 0.1
9255		Up, < 0.1	
9263	Dn, < 0.1		
9267			Dn, < 0.1
9271	Dn, < 0.1	Dn, < 0.1	Up, < 0.01
9280			Up, < 0.01
9281		Up, < 0.1	
9283			Up, < 0.1
9284		Dn, < 0.1	Up, < 0.01
9287	Up, < 0.1	Up, < 0.01	
9292			Up, < 0.01
9298	Dn, < 0.1	Dn, < 0.01	Up, < 0.1
9304			Up, < 0.1
9307			Up, < 0.1
9310	Dn, < 0.1	Dn, < 0.01	Dn, < 0.1
9311		Up, < 0.1	
9319	Dn, < 0.01	Dn, < 0.001	
9322	Up, < 0.1	Up, < 0.01	
9323			Dn, < 0.1
9325			Up, < 0.1
9333			Up, < 0.1
9337		Up, < 0.1	
9338		Up, < 0.1	
9342			Up, < 0.1
9345			Up, < 0.1
9348		Up, < 0.1	
9351			Up, < 0.01
9354		Dn, < 0.1	
9357			Dn, < 0.1
9370		Dn, < 0.1	Up, < 0.1
9372			Up, < 0.1
9380		Up, < 0.1	
9389		Up, < 0.1	
9394		Up, < 0.1	
9401	Up, < 0.1	Up, < 0.01	
9409		Dn, < 0.1	
9413	Dn, < 0.1	Dn, < 0.1	
9417	Dn, < 0.01	Dn, < 0.01	Up, < 0.1
9420		Up, < 0.1	
9421			Up, < 0.1
9426			Dn, < 0.1
9433			Up, < 0.1
9434		Up, < 0.1	
9437	Up, < 0.1	Up, < 0.1	
9447		Up, < 0.1	
9448		Up, < 0.1	
9456			Up, < 0.1
9462		Up, < 0.1	
9465	Dn, < 0.1		Up, < 0.01
9467		Dn, < 0.1	
9471		Dn, < 0.01	
9489	Dn, < 0.01	Dn, < 0.01	Up, < 0.01
9491			Dn, < 0.1
9493		Up, < 0.1	
9494	Dn, < 0.1		Up, < 0.1
9500			Up, < 0.1
9511	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
9516	Up, < 0.1	Up, < 0.1	
9518		Dn, < 0.1	
9521	Dn, < 0.1	Dn, < 0.1	
9524			Up, < 0.1
9534	Up, < 0.1	Up, < 0.01	
9537	Up, < 0.1	Up, < 0.01	
9551			Up, < 0.1
9553		Up, < 0.1	
9559			Up, < 0.01
9579			Up, < 0.1
9580	Dn, < 0.1	Dn, < 0.1	
9581			Up, < 0.1
9584		Dn, < 0.1	
9592		Dn, < 0.1	
9596			Dn, < 0.1
9598			Up, < 0.1
9612			Dn, < 0.1
9619			Dn, < 0.1
9636	Dn, < 0.1		
9641			Dn, < 0.1
9665	Dn, < 0.1		Up, < 0.1
9673			Dn, < 0.1
9687			Up, < 0.1
9695	Dn, < 0.01	Dn, < 0.001	
9703			Up, < 0.1
9705			Up, < 0.1
9712	Dn, < 0.1	Dn, < 0.1	
9714	Dn, < 0.001	Dn, < 0.001	
9721			Up, < 0.1
9743		Up, < 0.1	
9751	Up, < 0.1	Up, < 0.1	Dn, < 0.01
9777			Dn, < 0.1
9780			Up, < 0.1
9790	Up, < 0.01	Up, < 0.1	
9791			Up, < 0.1
9835	Dn, < 0.1	Dn, < 0.1	
9840		Up, < 0.1	
9841		Up, < 0.1	
9842			Up, < 0.01
9914		Dn, < 0.1	
9916	Dn, < 0.1		Up, < 0.1
9917	Up, < 0.1	Up, < 0.01	
9926	Up, < 0.01	Up, < 0.001	
9942	Up, < 0.1	Up, < 0.1	
9944		Up, < 0.1	
9945	Up, < 0.1	Up, < 0.01	
9951	Up, < 0.1	Up, < 0.01	
9953			Dn, < 0.1
9969	Dn, < 0.1	Dn, < 0.1	
9977			Up, < 0.1
9983			Up, < 0.01
9987			Dn, < 0.01
10004			Dn, < 0.1
10009		Up, < 0.1	
10016	Up, < 0.1	Up, < 0.1	
10050		Up, < 0.1	
10059	Dn, < 0.01	Dn, < 0.1	
10092		Dn, < 0.1	
10126		Up, < 0.1	
10142			Up, < 0.1
10164		Dn, < 0.1	
10174		Up, < 0.1	
10182	Dn, < 0.1	Dn, < 0.1	
10202	Dn, < 0.1	Dn, < 0.01	
10206			Dn, < 0.1
10225	Dn, < 0.01		
10230			Up, < 0.1
10235		Up, < 0.1	
10252		Up, < 0.1	
10253		Up, < 0.1	
10264		Dn, < 0.1	Up, < 0.1
10291	Dn, < 0.1	Dn, < 0.1	
10305		Dn, < 0.1	
10314		Dn, < 0.1	
10324			Dn, < 0.1
10326			Up, < 0.1
10327		Up, < 0.1	
10338			Up, < 0.1
10369	Up, < 0.1	Up, < 0.01	
10374			Up, < 0.1
10382		Up, < 0.1	
10387			Dn, < 0.1
10391	Up, < 0.1		
10393			Dn, < 0.1
10410			Up, < 0.1
10420			Dn, < 0.1
10441			Dn, < 0.1
10444	Dn, < 0.1	Dn, < 0.1	
10447	Up, < 0.1	Up, < 0.1	
10454	Up, < 0.01	Up, < 0.01	
10461			Dn, < 0.01
10463		Dn, < 0.1	
10476			Dn, < 0.1
10489		Dn, < 0.1	Dn, < 0.1
10490	Dn, < 0.1		
10492	Up, < 0.1	Up, < 0.1	
10499			Up, < 0.1
10529	Up, < 0.1	Up, < 0.01	
10536		Up, < 0.1	
10578	Up, < 0.1		
10583		Up, < 0.1	
10597		Up, < 0.1	
10622	Up, < 0.1		
10653		Dn, < 0.1	
10695	Up, < 0.01	Up, < 0.1	
10696	Dn, < 0.1		Up, < 0.1
10698		Up, < 0.1	
10739		Up, < 0.1	
10753	Dn, < 0.1		
10757	Up, < 0.1	Up, < 0.1	Dn, < 0.1
10760			Dn, < 0.1
10775			Dn, < 0.1
10779	Up, < 0.1		
10790			Dn, < 0.1
10795			Dn, < 0.1
10797		Up, < 0.01	
10807	Up, < 0.1	Up, < 0.1	
10816		Up, < 0.1	
10817	Dn, < 0.1	Dn, < 0.01	Up, < 0.1
10818	Dn, < 0.01	Dn, < 0.1	Up, < 0.01
10828			Dn, < 0.1
10838		Up, < 0.1	
10847	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
10851	Up, < 0.1	Up, < 0.01	
10852	Dn, < 0.1		
10856		Dn, < 0.1	
10858			Up, < 0.1
10860	Up, < 0.1		
10867		Up, < 0.1	
10871		Dn, < 0.1	
10918	Dn, < 0.1	Dn, < 0.1	
10927	Dn, < 0.1	Dn, < 0.1	
10934		Up, < 0.1	Dn, < 0.1
10942			Dn, < 0.1
10954	Up, < 0.1	Up, < 0.1	
10970	Up, < 0.1	Up, < 0.1	
10984			Dn, < 0.1
10985		Up, < 0.1	Dn, < 0.1
11005	Dn, < 0.1		
11012			Dn, < 0.1
11021			Up, < 0.1
11022	Up, < 0.01	Up, < 0.001	
11025		Dn, < 0.1	
11036		Dn, < 0.1	
11060	Up, < 0.1	Up, < 0.1	
11072		Up, < 0.1	
11077	Dn, < 0.1	Dn, < 0.1	
11096	Up, < 0.1	Up, < 0.1	
11097	Dn, < 0.1	Dn, < 0.01	
11108			Dn, < 0.1
11116	Up, < 0.1	Up, < 0.1	
11132	Up, < 0.1		
11142	Dn, < 0.1	Dn, < 0.01	
11145	Up, < 0.1		
11157	Dn, < 0.1	Dn, < 0.01	Up, < 0.1
11161			Up, < 0.1
11162	Dn, < 0.1	Dn, < 0.1	Up, < 0.01
11163	Up, < 0.1		Dn, < 0.1
11183	Dn, < 0.1	Dn, < 0.1	
11198	Dn, < 0.1	Dn, < 0.1	
11201	Dn, < 0.01	Dn, < 0.1	
11202			Up, < 0.1
11204		Dn, < 0.1	
11205			Dn, < 0.1
11217			Dn, < 0.1
11228	Dn, < 0.1	Dn, < 0.1	
11236		Up, < 0.1	
11257	Up, < 0.1	Up, < 0.1	
11258		Dn, < 0.1	
11282			Dn, < 0.1
11291	Dn, < 0.1		Up, < 0.1
11300			Up, < 0.1
11307			Up, < 0.1
11313		Dn, < 0.1	
11340	Dn, < 0.1		
11343		Up, < 0.1	Dn, < 0.1
11344			Up, < 0.1
