Row_ID	p_cat_dir|groups|oily-norm	p_cat_dir|base|sebum	p_cat_dir|base|skicon
3233		Dn, < 0.1	
3236	Dn, < 0.1	Dn, < 0.1	
3238		Up, < 0.1	
3240			Dn, < 0.1
3242			Up, < 0.1
3244			Dn, < 0.1
3248	Dn, < 0.1		
3250	Dn, < 0.1	Dn, < 0.1	
3251	Up, < 0.1	Up, < 0.1	
3253		Up, < 0.1	
3261	Up, < 0.1	Up, < 0.01	
3264	Dn, < 0.1	Dn, < 0.1	
3266	Dn, < 0.1		Up, < 0.1
3268	Up, < 0.1	Up, < 0.1	
3269	Up, < 0.1	Up, < 0.01	
3271	Dn, < 0.01	Dn, < 0.1	
3274	Dn, < 0.1	Dn, < 0.1	
3278		Up, < 0.01	
3280			Dn, < 0.1
3281			Up, < 0.01
3284	Up, < 0.1	Up, < 0.1	
3285		Dn, < 0.1	Dn, < 0.001
3288	Up, < 0.1	Up, < 0.01	
3297	Dn, < 0.1		
3302	Dn, < 0.1	Dn, < 0.1	
3305	Up, < 0.1	Up, < 0.1	
3308	Dn, < 0.01	Dn, < 0.01	
3310	Up, < 0.1	Up, < 0.1	
3312	Dn, < 0.1	Dn, < 0.01	
3317	Up, < 0.1	Up, < 0.1	
3323	Up, < 0.1	Up, < 0.01	
3324	Up, < 0.1		
3326	Up, < 0.1	Up, < 0.01	
3327	Dn, < 0.1	Dn, < 0.1	
3336	Up, < 0.1	Up, < 0.01	
3337	Dn, < 0.1		
3339	Dn, < 0.01	Dn, < 0.1	
3340	Up, < 0.1	Up, < 0.01	
3342	Up, < 0.1	Up, < 0.1	
3343	Dn, < 0.1	Dn, < 0.1	Up, < 0.01
3344	Dn, < 0.1	Dn, < 0.01	Up, < 0.1
3345	Dn, < 0.01	Dn, < 0.1	
3346	Dn, < 0.1	Dn, < 0.1	
3347	Dn, < 0.001	Dn, < 0.001	Up, < 0.1
3348			Up, < 0.1
3349			Dn, < 0.1
3351	Dn, < 0.1		Up, < 0.1
3358			Dn, < 0.1
3362	Up, < 0.01	Up, < 0.01	
3363	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
3365		Up, < 0.1	
3366	Up, < 0.1	Up, < 0.01	
3367	Dn, < 0.1	Dn, < 0.1	
3369			Dn, < 0.1
3372	Dn, < 0.01	Dn, < 0.001	Up, < 0.01
3377			Up, < 0.1
3378	Dn, < 0.001	Dn, < 0.1	Up, < 0.1
3379			Up, < 0.1
3382		Up, < 0.1	
3383			Up, < 0.1
3385	Dn, < 0.01	Dn, < 0.01	Up, < 0.001
3388	Up, < 0.001	Up, < 0.001	
3390	Dn, < 0.1	Dn, < 0.1	
3391	Up, < 0.1	Up, < 0.1	
3397	Up, < 0.1	Up, < 0.1	
3398		Up, < 0.1	
3402		Up, < 0.1	Up, < 0.1
3405	Up, < 0.1	Up, < 0.01	
3408			Up, < 0.1
3409	Dn, < 0.01	Dn, < 0.1	
3410		Dn, < 0.01	
3413		Dn, < 0.1	
3416	Up, < 0.1	Up, < 0.01	
3417		Up, < 0.1	
3420	Up, < 0.1	Up, < 0.1	
3422	Up, < 0.1		
3423	Up, < 0.1		
3433	Dn, < 0.1	Dn, < 0.1	
3434	Up, < 0.1		
3435			Dn, < 0.01
3436		Up, < 0.1	
3437	Up, < 0.1	Up, < 0.1	
3438	Dn, < 0.1	Dn, < 0.1	
3442			Dn, < 0.1
3443			Dn, < 0.1
3450		Up, < 0.1	
3452			Up, < 0.1
3454	Dn, < 0.1		
3458		Dn, < 0.1	Dn, < 0.001
3459			Up, < 0.1
3460	Up, < 0.1	Up, < 0.001	
3461	Dn, < 0.1		
3463		Dn, < 0.1	
3466	Up, < 0.01	Up, < 0.001	
3468	Dn, < 0.1		Up, < 0.1
3471		Up, < 0.1	Dn, < 0.1
3472	Dn, < 0.1		
3473	Up, < 0.1	Up, < 0.01	
3476	Dn, < 0.1		
3481	Up, < 0.1	Up, < 0.01	
3482	Up, < 0.1	Up, < 0.1	
3485			Up, < 0.1
3486	Dn, < 0.1		
3489			Dn, < 0.1
3492			Up, < 0.1
3494	Dn, < 0.1		
3495	Up, < 0.1	Up, < 0.01	
3503	Dn, < 0.001	Dn, < 0.001	Up, < 0.1
3507		Up, < 0.1	
3509	Dn, < 0.001	Dn, < 0.001	
3510		Dn, < 0.1	
3511	Up, < 0.1	Up, < 0.1	
3513	Up, < 0.01	Up, < 0.01	
3514	Up, < 0.1	Up, < 0.001	
3515			Dn, < 0.1
3517			Up, < 0.01
3518	Up, < 0.01	Up, < 0.001	
3523	Up, < 0.1	Up, < 0.1	
3524	Dn, < 0.1		
3525			Up, < 0.01
3528	Dn, < 0.1	Dn, < 0.01	
3532		Up, < 0.1	
3533	Up, < 0.1	Up, < 0.01	
3535			Dn, < 0.1
3536	Dn, < 0.01	Dn, < 0.1	
3540	Dn, < 0.1		
3542		Dn, < 0.1	
3544			Dn, < 0.01
3545	Up, < 0.1		
3546	Up, < 0.1	Up, < 0.1	
3548		Dn, < 0.1	
3551		Dn, < 0.1	
3554			Dn, < 0.1
3555	Dn, < 0.1	Dn, < 0.1	
3557	Up, < 0.1		
3558	Up, < 0.1	Up, < 0.1	
3559	Up, < 0.1	Up, < 0.1	
3560	Up, < 0.1	Up, < 0.01	
3562		Up, < 0.1	Dn, < 0.1
3564			Up, < 0.1
3565	Up, < 0.1	Up, < 0.1	
3568	Up, < 0.01	Up, < 0.01	
3571			Dn, < 0.1
3582	Dn, < 0.1	Dn, < 0.1	
3588			Up, < 0.1
3590			Up, < 0.1
3595	Dn, < 0.1	Dn, < 0.01	
3598	Dn, < 0.1	Dn, < 0.01	
3599	Up, < 0.01	Up, < 0.001	
3606	Up, < 0.1	Up, < 0.1	
3607	Up, < 0.1	Up, < 0.1	Up, < 0.1
3608	Up, < 0.01	Up, < 0.1	
3609	Up, < 0.01	Up, < 0.001	
3611	Up, < 0.1	Up, < 0.1	
3612			Up, < 0.1
3613	Dn, < 0.1		
3614	Dn, < 0.1		
3615			Up, < 0.1
3616	Up, < 0.1	Up, < 0.1	
3617	Up, < 0.1	Up, < 0.1	
3620	Dn, < 0.001	Dn, < 0.001	Up, < 0.1
3621	Up, < 0.1	Up, < 0.1	
3622		Dn, < 0.1	
3625	Up, < 0.1	Up, < 0.01	
3626			Up, < 0.1
3627	Up, < 0.1		
3630			Up, < 0.1
3631	Up, < 0.1	Up, < 0.1	
3634			Up, < 0.1
3637	Dn, < 0.1	Dn, < 0.01	
3645	Dn, < 0.1	Dn, < 0.01	Up, < 0.1
3648			Up, < 0.1
3650			Dn, < 0.1
3655			Up, < 0.01
3656		Dn, < 0.1	
3657	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
3658	Up, < 0.01	Up, < 0.01	
3660		Up, < 0.1	
3663	Dn, < 0.01	Dn, < 0.1	
3665		Dn, < 0.1	
3670	Up, < 0.1	Up, < 0.1	Dn, < 0.1
3675			Up, < 0.1
3680	Dn, < 0.1	Dn, < 0.1	
3689	Up, < 0.01	Up, < 0.001	
3694	Up, < 0.1	Up, < 0.1	Up, < 0.1
3699	Dn, < 0.001	Dn, < 0.001	Up, < 0.01
3700		Dn, < 0.1	
3701	Up, < 0.1	Up, < 0.1	
3706		Up, < 0.1	
3712	Dn, < 0.1	Dn, < 0.1	
3720	Up, < 0.1	Up, < 0.01	
3723	Up, < 0.1	Up, < 0.1	Dn, < 0.1
3726			Dn, < 0.1
3731	Up, < 0.1	Up, < 0.01	Dn, < 0.1
3732	Dn, < 0.1	Dn, < 0.1	
3733			Up, < 0.1
3735	Up, < 0.1		
3740	Up, < 0.1	Up, < 0.1	
3744	Dn, < 0.001	Dn, < 0.001	Up, < 0.1
3747		Dn, < 0.1	Up, < 0.1
3748	Dn, < 0.1	Dn, < 0.1	
3749			Up, < 0.1
3750			Up, < 0.1
3751	Dn, < 0.1		
3757		Up, < 0.1	
3758	Dn, < 0.01	Dn, < 0.1	
3761		Dn, < 0.1	
3763	Up, < 0.1	Up, < 0.1	
3766		Dn, < 0.1	
3767	Up, < 0.1	Up, < 0.1	Dn, < 0.01
3769	Up, < 0.1	Up, < 0.1	
3770	Up, < 0.1	Up, < 0.1	
3773			Up, < 0.1
3774			Up, < 0.1
3775	Dn, < 0.1	Dn, < 0.01	
3776	Dn, < 0.01	Dn, < 0.001	
3782			Dn, < 0.1
3784	Up, < 0.01	Up, < 0.001	
3790	Dn, < 0.001	Dn, < 0.001	Up, < 0.1
3797	Dn, < 0.01	Dn, < 0.1	
3805	Dn, < 0.1	Dn, < 0.1	
3809	Dn, < 0.1		Up, < 0.1
3811	Up, < 0.1	Up, < 0.01	
3818		Up, < 0.1	Up, < 0.1
3828	Dn, < 0.1		
3831	Up, < 0.1	Up, < 0.1	
3836		Up, < 0.1	
3843	Dn, < 0.01	Dn, < 0.01	
3862			Dn, < 0.1
3863			Dn, < 0.1
3864			Dn, < 0.1
3865	Up, < 0.1	Up, < 0.1	
3869			Dn, < 0.1
3874			Dn, < 0.1
3886	Dn, < 0.01	Dn, < 0.1	
3889	Up, < 0.1	Up, < 0.1	
3892			Dn, < 0.01
3899			Dn, < 0.1
3902	Up, < 0.01	Up, < 0.1	Dn, < 0.001
3906	Up, < 0.1	Up, < 0.1	Dn, < 0.001
3909	Dn, < 0.1	Dn, < 0.1	
3912	Dn, < 0.01	Dn, < 0.001	
3914			Dn, < 0.1
3915		Dn, < 0.1	
3918			Dn, < 0.1
3919			Dn, < 0.1
3928		Dn, < 0.1	
3937		Dn, < 0.1	
3943		Dn, < 0.1	Dn, < 0.1
3945			Up, < 0.1
3946			Dn, < 0.1
3948			Up, < 0.1
3950	Up, < 0.1	Up, < 0.1	
3953			Up, < 0.1
3960	Dn, < 0.1	Dn, < 0.1	
3961			Dn, < 0.1
3976	Dn, < 0.001	Dn, < 0.01	
3980	Dn, < 0.1	Dn, < 0.1	
3982			Dn, < 0.1
3983	Dn, < 0.1	Dn, < 0.1	
3987		Dn, < 0.1	
3988	Dn, < 0.1		
3990			Dn, < 0.1
3991			Dn, < 0.1
3992	Up, < 0.1	Up, < 0.1	
3999	Up, < 0.1	Up, < 0.01	Dn, < 0.1
4001		Up, < 0.1	
4004	Up, < 0.01	Up, < 0.1	
4005	Up, < 0.1	Up, < 0.1	
4009	Up, < 0.1	Up, < 0.01	
4010	Up, < 0.1		
4014	Up, < 0.001	Up, < 0.001	
4015	Up, < 0.1	Up, < 0.1	
4016	Up, < 0.1	Up, < 0.1	
4017			Dn, < 0.1
4018	Up, < 0.1	Up, < 0.1	
4019	Up, < 0.1	Up, < 0.01	
4020	Up, < 0.1	Up, < 0.01	
4021		Up, < 0.1	
4022			Dn, < 0.1
4024	Up, < 0.01	Up, < 0.01	
4026	Up, < 0.1	Up, < 0.01	
4027	Up, < 0.01	Up, < 0.01	
4028	Up, < 0.01	Up, < 0.01	
4029		Up, < 0.1	
4030	Up, < 0.01	Up, < 0.01	
4033	Up, < 0.1	Up, < 0.1	
4034	Up, < 0.01	Up, < 0.01	
4035			Up, < 0.1
4040	Up, < 0.001	Up, < 0.001	
4041	Up, < 0.1	Up, < 0.01	
4042			Dn, < 0.1
4043	Up, < 0.1	Up, < 0.01	
4044	Up, < 0.01	Up, < 0.001	
4045	Dn, < 0.1		
4047	Up, < 0.1		
4048	Up, < 0.01	Up, < 0.001	
4049	Up, < 0.001	Up, < 0.001	
4050		Dn, < 0.1	Up, < 0.01
4051		Up, < 0.1	
4052	Up, < 0.001	Up, < 0.01	
4055	Up, < 0.1	Up, < 0.1	Up, < 0.1
4056	Up, < 0.1	Up, < 0.001	
4057	Up, < 0.01	Up, < 0.001	
4059	Up, < 0.1		Dn, < 0.1
4060	Up, < 0.1		
4061	Up, < 0.1	Up, < 0.1	Up, < 0.1
4064			Dn, < 0.1
4066		Up, < 0.1	
4068	Up, < 0.01	Up, < 0.1	
4070	Up, < 0.01	Up, < 0.1	
4071	Up, < 0.1	Up, < 0.1	
4073		Up, < 0.1	
4074	Up, < 0.1	Up, < 0.01	
4075	Up, < 0.1	Up, < 0.01	
4078		Up, < 0.1	
4080	Up, < 0.01	Up, < 0.01	
4082	Up, < 0.1	Up, < 0.1	
4083		Up, < 0.1	
4084	Up, < 0.1	Up, < 0.1	
4085	Up, < 0.01	Up, < 0.01	
4086	Up, < 0.1	Up, < 0.1	
4087	Up, < 0.01	Up, < 0.001	
4090		Dn, < 0.1	
4092	Up, < 0.1	Up, < 0.01	Up, < 0.1
4094		Up, < 0.1	
4095	Dn, < 0.01	Dn, < 0.01	Up, < 0.001
4096	Up, < 0.1	Up, < 0.01	
4100	Up, < 0.01	Up, < 0.001	
4101			Dn, < 0.1
4102			Dn, < 0.1
4103		Up, < 0.1	
4104	Dn, < 0.1	Dn, < 0.1	Up, < 0.1
4105			Dn, < 0.1
4106		Up, < 0.1	
4107	Up, < 0.1	Up, < 0.1	
4108		Up, < 0.1	Up, < 0.1
4109	Dn, < 0.1	Dn, < 0.1	Up, < 0.01
4110	Up, < 0.1	Up, < 0.1	
4111	Up, < 0.001	Up, < 0.001	
4112	Up, < 0.01	Up, < 0.01	
4114	Up, < 0.1	Up, < 0.1	
4115	Up, < 0.1		
4116	Up, < 0.1	Up, < 0.01	
4119	Up, < 0.01	Up, < 0.01	
4121	Up, < 0.1	Up, < 0.1	Up, < 0.1
4122	Up, < 0.1	Up, < 0.1	
4125			Up, < 0.1
4128	Up, < 0.1	Up, < 0.1	Dn, < 0.1
4131	Up, < 0.1		
4134	Up, < 0.1	Up, < 0.01	
4137	Up, < 0.1	Up, < 0.1	
4140	Up, < 0.1		
4143	Dn, < 0.01	Dn, < 0.01	Up, < 0.1
4146	Up, < 0.1	Up, < 0.1	
4147	Up, < 0.1	Up, < 0.1	
4148	Up, < 0.01	Up, < 0.1	
4149	Dn, < 0.1	Dn, < 0.1	
4150	Up, < 0.1	Up, < 0.1	
4153	Up, < 0.01	Up, < 0.1	
4156			Dn, < 0.01
4160	Up, < 0.01	Up, < 0.001	
4161			Up, < 0.01
4162	Up, < 0.1	Up, < 0.01	
4163	Up, < 0.01	Up, < 0.001	
4165	Up, < 0.01	Up, < 0.1	
4167	Up, < 0.1	Up, < 0.1	
4168	Up, < 0.01	Up, < 0.1	
4169	Up, < 0.1	Up, < 0.1	
4177	Up, < 0.01	Up, < 0.001	
4178		Dn, < 0.1	
4181	Up, < 0.1	Up, < 0.1	
4184	Up, < 0.1	Up, < 0.1	
4189	Up, < 0.01	Up, < 0.01	
4190	Up, < 0.1	Up, < 0.1	
4191	Up, < 0.1	Up, < 0.1	
4192	Dn, < 0.1	Dn, < 0.1	
4193		Up, < 0.1	
4196	Up, < 0.1		
4198	Up, < 0.1	Up, < 0.1	
4200		Dn, < 0.1	
4201		Dn, < 0.1	Up, < 0.1
4203	Dn, < 0.1	Dn, < 0.1	
4204	Up, < 0.1	Up, < 0.001	
4205			Up, < 0.1
4206			Dn, < 0.1
4207		Dn, < 0.1	
4211	Dn, < 0.1	Dn, < 0.1	
4213		Up, < 0.1	
4216	Up, < 0.1	Up, < 0.1	
4217		Up, < 0.1	
4218	Dn, < 0.1	Dn, < 0.1	
4219		Up, < 0.1	
4220	Up, < 0.1		
4222			Dn, < 0.1
4224		Up, < 0.1	
4225		Dn, < 0.1	
4234		Up, < 0.1	
4235		Dn, < 0.1	
4248	Up, < 0.001	Up, < 0.001	
4251	Dn, < 0.1	Dn, < 0.1	
4254	Dn, < 0.01	Dn, < 0.01	
4255	Dn, < 0.1	Dn, < 0.1	
4270	Up, < 0.1	Up, < 0.01	
4305	Up, < 0.1	Up, < 0.1	
4308	Dn, < 0.1	Dn, < 0.1	
4309	Dn, < 0.1	Dn, < 0.1	
4310	Dn, < 0.1	Dn, < 0.1	
4311	Dn, < 0.01	Dn, < 0.01	
4312		Dn, < 0.1	
4315	Dn, < 0.1	Dn, < 0.1	
4318	Dn, < 0.1	Dn, < 0.1	
4319	Dn, < 0.01	Dn, < 0.01	
4321			Up, < 0.1
4327		Up, < 0.1	
4329		Up, < 0.1	
4330		Up, < 0.1	
4332	Dn, < 0.1		
4335			Up, < 0.1
4339	Dn, < 0.1		
4342	Dn, < 0.01	Dn, < 0.1	
4344		Up, < 0.1	
4351		Up, < 0.1	
4356		Dn, < 0.1	
4357		Up, < 0.1	
4360			Up, < 0.1
4365		Up, < 0.1	
4367		Up, < 0.1	Up, < 0.1
4370			Up, < 0.1
4372		Up, < 0.01	
4374		Dn, < 0.1	
4377	Up, < 0.1	Up, < 0.1	
4380		Dn, < 0.1	
4381		Up, < 0.1	
4382		Up, < 0.1	
4383		Up, < 0.1	
4384		Up, < 0.1	
4385		Dn, < 0.1	
4387			Dn, < 0.1
4404		Up, < 0.1	
4405		Up, < 0.1	
4411			Up, < 0.1
4416			Up, < 0.1
4417		Up, < 0.1	
4420		Up, < 0.1	
4421			Up, < 0.1
4424			Up, < 0.01
4425		Up, < 0.1	
4428	Up, < 0.01	Up, < 0.01	
4433	Dn, < 0.1		
4434		Up, < 0.1	
4435			Dn, < 0.1
4437	Up, < 0.1	Up, < 0.1	Dn, < 0.1
4438			Up, < 0.1
4443	Dn, < 0.01	Dn, < 0.1	
4444			Dn, < 0.1
4447	Up, < 0.01	Up, < 0.001	Up, < 0.1
4449			Dn, < 0.1
4450	Up, < 0.01	Up, < 0.1	Up, < 0.1
4454	Dn, < 0.1	Dn, < 0.1	
4457	Dn, < 0.001	Dn, < 0.001	
4460		Up, < 0.1	
4461			Dn, < 0.1
4465			Dn, < 0.1
4466		Up, < 0.1	
4468		Up, < 0.1	
4469		Up, < 0.1	
4470		Up, < 0.1	Up, < 0.1
4471			Up, < 0.1
4472			Up, < 0.01
4473		Up, < 0.1	
4475		Up, < 0.1	
4477		Up, < 0.1	
4478		Up, < 0.1	Up, < 0.1
4479		Up, < 0.1	
4481		Up, < 0.1	
4482		Up, < 0.1	
4486		Up, < 0.1	
4487		Up, < 0.1	
4489		Up, < 0.1	
4490		Up, < 0.01	
4491		Up, < 0.1	
4492			Up, < 0.1
4493		Up, < 0.1	
4495	Up, < 0.1	Up, < 0.01	
4496		Up, < 0.1	
4498			Up, < 0.01
4499		Up, < 0.1	Up, < 0.1
4500		Up, < 0.1	
4501	Up, < 0.01	Up, < 0.01	
4502		Up, < 0.1	
4504		Up, < 0.1	
4505	Up, < 0.1	Up, < 0.1	
4506		Up, < 0.1	
4507	Up, < 0.01	Up, < 0.001	
4508		Up, < 0.01	
4509		Up, < 0.1	
4510		Up, < 0.1	
4513		Up, < 0.1	
4516		Up, < 0.1	
4517		Up, < 0.01	
4518		Up, < 0.1	
4519		Up, < 0.1	
4522		Up, < 0.1	Up, < 0.1
4523		Up, < 0.1	
4526		Up, < 0.1	
4527	Up, < 0.1	Up, < 0.001	
4531		Up, < 0.1	
4533			Up, < 0.1
4534		Up, < 0.1	
4536		Up, < 0.1	
4538	Dn, < 0.1	Dn, < 0.1	Up, < 0.01
4544		Up, < 0.1	
4545	Up, < 0.1	Up, < 0.01	
4546		Up, < 0.1	
4547		Up, < 0.1	Up, < 0.1
4552		Up, < 0.1	Up, < 0.1
4554			Up, < 0.1
4558		Up, < 0.1	
4559		Up, < 0.1	
4560		Up, < 0.1	
4563		Up, < 0.1	
4564			Up, < 0.01
4565			Up, < 0.1
4567		Up, < 0.1	
4569		Up, < 0.1	
4573		Up, < 0.1	
4575			Up, < 0.1
4578	Up, < 0.1	Up, < 0.01	
4580		Up, < 0.1	
4582		Up, < 0.1	Up, < 0.1
4583	Up, < 0.1	Up, < 0.01	
4584			Up, < 0.1
4587	Up, < 0.1	Up, < 0.01	Dn, < 0.1
4588		Up, < 0.01	
4596			Up, < 0.1
4597			Up, < 0.1
4598			Up, < 0.1
4599	Up, < 0.1	Up, < 0.1	
4600		Up, < 0.1	Up, < 0.1
4602		Up, < 0.1	
4604		Up, < 0.1	
4605		Up, < 0.1	
4607		Up, < 0.1	
4610			Up, < 0.01
4611		Up, < 0.01	
4617	Up, < 0.1	Up, < 0.1	
4618		Up, < 0.1	
4622		Up, < 0.1	
4624			Up, < 0.1
4625			Up, < 0.1
4626		Up, < 0.1	
4628	Up, < 0.1	Up, < 0.001	
4630			Up, < 0.1
4631		Up, < 0.1	
4632			Up, < 0.1
4635		Up, < 0.1	
4637	Up, < 0.1	Up, < 0.01	
4639		Up, < 0.1	Up, < 0.1
4640	Up, < 0.1	Up, < 0.01	
4646	Up, < 0.1	Up, < 0.1	
4647		Up, < 0.1	
4648	Up, < 0.1	Up, < 0.1	
4649		Up, < 0.1	
4650		Up, < 0.01	Up, < 0.1
4651			Up, < 0.1
4658			Up, < 0.1
4659		Up, < 0.1	
4660		Up, < 0.01	
4661		Up, < 0.1	
4665			Up, < 0.1
4666		Up, < 0.1	
4668		Up, < 0.1	
4669	Up, < 0.1	Up, < 0.001	
4670		Up, < 0.1	
4673	Up, < 0.1	Up, < 0.01	
4674	Up, < 0.1	Up, < 0.1	
4677	Up, < 0.1		
4679	Up, < 0.1	Up, < 0.01	
4683			Dn, < 0.01
4686		Up, < 0.1	
4695		Up, < 0.1	
4701		Up, < 0.1	
4702		Up, < 0.1	
4711		Up, < 0.1	
4715	Up, < 0.1	Up, < 0.01	
4718		Up, < 0.1	
4726	Up, < 0.1		
4731	Up, < 0.1		
4733		Up, < 0.1	
4736			Up, < 0.01
4741		Up, < 0.1	
4743		Up, < 0.01	
4744		Up, < 0.1	
4747		Up, < 0.1	
4751			Dn, < 0.1
4761			Up, < 0.1
4762		Dn, < 0.1	
4763	Up, < 0.1	Up, < 0.1	
4768	Up, < 0.1	Up, < 0.1	
4775			Dn, < 0.1
4776			Up, < 0.1
4780		Up, < 0.1	
4781			Up, < 0.1
4789	Up, < 0.1	Up, < 0.1	
4791		Up, < 0.1	
4794		Up, < 0.1	
4801		Up, < 0.1	
4809	Up, < 0.01	Up, < 0.1	
4815			Up, < 0.1
4819	Up, < 0.1	Up, < 0.1	
4822		Up, < 0.1	
4823		Up, < 0.1	
4825			Dn, < 0.1
4826		Dn, < 0.1	
4830	Dn, < 0.1	Dn, < 0.1	
4835			Dn, < 0.1
4843		Up, < 0.1	
4846	Up, < 0.1	Up, < 0.1	
4848		Up, < 0.1	
4850		Up, < 0.1	
4854		Dn, < 0.1	
4855	Up, < 0.1	Up, < 0.01	
4856	Dn, < 0.1	Dn, < 0.1	
4858		Up, < 0.1	
4859	Up, < 0.1	Up, < 0.1	
4861	Up, < 0.1	Up, < 0.01	
4864		Up, < 0.1	
4866	Up, < 0.1	Up, < 0.1	
4868		Dn, < 0.1	
4871		Up, < 0.1	
4872		Dn, < 0.1	Up, < 0.1
4874			Dn, < 0.1
4877			Up, < 0.1
4881	Dn, < 0.01	Dn, < 0.01	
4883		Up, < 0.1	
4884		Dn, < 0.01	
4885		Up, < 0.1	
4897		Up, < 0.1	
4908		Up, < 0.1	
4923	Up, < 0.1	Up, < 0.1	Dn, < 0.1
4937	Up, < 0.1	Up, < 0.001	
4939			Up, < 0.1
4942	Up, < 0.1		
4944		Up, < 0.1	
4947	Dn, < 0.1	Dn, < 0.1	
4953	Up, < 0.1		
4955		Dn, < 0.1	
4961		Up, < 0.1	
4970	Dn, < 0.1	Dn, < 0.1	
4977	Up, < 0.1	Up, < 0.1	
4986	Dn, < 0.1	Dn, < 0.1	
4989		Up, < 0.1	
5002	Up, < 0.1		
5005		Up, < 0.1	
5007	Up, < 0.1	Up, < 0.1	
5008	Up, < 0.1		
5011	Up, < 0.01	Up, < 0.001	
5022	Up, < 0.1	Up, < 0.1	
5025		Up, < 0.1	
5030	Dn, < 0.1	Dn, < 0.01	Up, < 0.1
5041			Dn, < 0.1
5052			Up, < 0.1
5054		Up, < 0.1	
5062			Dn, < 0.1
5078	Up, < 0.1	Up, < 0.1	
5080			Dn, < 0.1
5081	Up, < 0.1	Up, < 0.1	
5088	Up, < 0.1	Up, < 0.1	
5090	Up, < 0.1	Up, < 0.1	
5091		Dn, < 0.1	Up, < 0.1
5097	Up, < 0.01	Up, < 0.1	
5099			Dn, < 0.1
5103		Up, < 0.1	Dn, < 0.1
5113		Up, < 0.1	
5115	Dn, < 0.1	Dn, < 0.01	
5122			Up, < 0.1
5126		Up, < 0.01	
5129			Dn, < 0.1
5132	Up, < 0.1	Up, < 0.01	
5134	Up, < 0.1		
5137		Up, < 0.1	
5138			Dn, < 0.1
5146			Dn, < 0.1
5150	Up, < 0.1		
5153	Up, < 0.01	Up, < 0.01	
5157		Up, < 0.01	
5158			Dn, < 0.1
5161			Dn, < 0.1
5163	Up, < 0.1		
5170	Dn, < 0.1	Dn, < 0.01	
5176			Dn, < 0.1
5184	Up, < 0.1	Up, < 0.01	
5185	Dn, < 0.01	Dn, < 0.1	
5186	Up, < 0.1	Up, < 0.1	
5189			Dn, < 0.1
5196			Up, < 0.1
5197	Up, < 0.1	Up, < 0.1	
5199	Up, < 0.1		
5201	Up, < 0.1		
5204			Dn, < 0.1
5211	Dn, < 0.1	Dn, < 0.01	
5214	Dn, < 0.001	Dn, < 0.001	
5215			Dn, < 0.1
5218			Dn, < 0.1
5240			Up, < 0.1
5241		Up, < 0.1	
5243	Up, < 0.1	Up, < 0.1	
5246	Dn, < 0.01	Dn, < 0.1	
5249	Up, < 0.1		
5251	Up, < 0.01	Up, < 0.01	
5254	Up, < 0.1	Up, < 0.01	Dn, < 0.1
5261	Up, < 0.1	Up, < 0.1	
5264			Dn, < 0.1
5274		Up, < 0.1	
5280			Dn, < 0.1
5282	Up, < 0.1	Up, < 0.1	
5284	Up, < 0.1		
5285	Up, < 0.1	Up, < 0.1	Dn, < 0.1
5292			Dn, < 0.1
5301	Dn, < 0.1	Dn, < 0.01	Up, < 0.1
5303		Dn, < 0.1	Up, < 0.1
5305		Dn, < 0.1	
5306			Dn, < 0.1
5308	Up, < 0.1	Up, < 0.1	
5311		Up, < 0.1	
5313	Up, < 0.1	Up, < 0.01	
5314	Dn, < 0.1		
5322	Up, < 0.1	Up, < 0.01	
5325	Up, < 0.01	Up, < 0.01	
5326		Up, < 0.1	
5334		Up, < 0.1	
5338			Up, < 0.1
5340			Dn, < 0.1
5342			Dn, < 0.1
5350	Up, < 0.1		
5351		Dn, < 0.1	
5352			Up, < 0.01
5361	Up, < 0.1	Up, < 0.1	Dn, < 0.1
5378			Dn, < 0.1
5379	Dn, < 0.1	Dn, < 0.1	
5387	Up, < 0.1	Up, < 0.1	
5389	Dn, < 0.01	Dn, < 0.01	
5391			Dn, < 0.1
5393			Up, < 0.1
5394	Dn, < 0.1		
5398	Dn, < 0.01	Dn, < 0.1	
5402	Up, < 0.1	Up, < 0.01	
5408	Up, < 0.1	Up, < 0.01	
5414	Up, < 0.1	Up, < 0.1	
5415	Up, < 0.1	Up, < 0.1	
5416		Dn, < 0.1	
5419	Dn, < 0.01	Dn, < 0.01	
5423			Dn, < 0.1
5427	Up, < 0.1	Up, < 0.1	
5428		Up, < 0.1	
5434	Dn, < 0.1		
5436	Up, < 0.1		Dn, < 0.1
5439		Up, < 0.1	
5447		Up, < 0.1	
5449	Up, < 0.1	Up, < 0.01	Dn, < 0.1
5453	Up, < 0.1		Dn, < 0.1
5456	Dn, < 0.1	Dn, < 0.1	
5461			Dn, < 0.1
5463	Dn, < 0.1	Dn, < 0.1	
5464	Dn, < 0.01	Dn, < 0.01	
5467	Dn, < 0.1	Dn, < 0.1	
5468	Up, < 0.1	Up, < 0.1	
5472	Dn, < 0.01	Dn, < 0.1	
5473	Up, < 0.1		
5474	Dn, < 0.01	Dn, < 0.1	
5475		Dn, < 0.1	
5477		Up, < 0.1	
5478		Dn, < 0.1	
5480	Dn, < 0.01	Dn, < 0.1	
5481	Dn, < 0.1	Dn, < 0.1	
5484			Dn, < 0.1
5490	Up, < 0.1	Up, < 0.1	
