Eigvals	3
27.631094569359714	23.874208811241925	13.77862278297416

Proportion explained	3
0.5011977553134308	0.37417168078830826	0.124630563898261

Species	12	3
Propionibacteriaceae	5.5244424867135695	0.14284855393630894	0.97871457286462
Staphylococcus caprae or capitis	7.062658725948442	2.0044504352726196	-9.588406973030455
Staphylococcus epidermidis	-5.180331939208578	5.901475738043656	-3.603366719169073
Staphylococcus hominis	11.77165443202143	5.584012933379474	7.6366477772147405
Other Staphylococci	4.548508054644075	-7.270896149559146	3.6994743185381322
Polyomavirus HPyV6	-6.210279858164077	-19.44441161852084	-0.2628434486662187
Polyomavirus HPyV7	-12.398919889136256	2.764212044806035	1.4209913476912364
Merkel Cell Polyomavirus	-8.726793816332352	3.3136650543961057	1.7345138679186676
Malasseziaceae	12.581233410369315	-3.546307562699054	-2.268646896307021
Corynebacteriaceae	2.388351613804069	3.712415163755128	-0.24377386334413526
Micrococcaceae	-5.684695263517325	3.9749553472130934	1.1258116058872298
Other families	-5.675827957142309	2.863580059976616	-0.6291155895977208

Site	1225	3
X940001	-0.003109383544669056	0.005221232047523681	0.0014085315076180266
X940002	0.008100681021802439	-0.004657907093380544	0.009384802896248233
X940005	-0.0017502361609551184	-0.021338706213639796	0.014890925750324401
X940007	0.014493063024649694	0.008624101511646377	0.011988988064210265
X940010	-0.049617224536320226	0.023218762541141916	0.023059058638431967
X940013	-0.003055700195663345	-0.0045316876034656095	0.006609077843000045
X940014	-0.014977472852157272	-0.11716998647353724	0.036838899508078046
X940015	-0.027267384386033933	0.0171360778991713	0.0038231301313479656
X940019	0.061119122773360804	-0.047362436008415054	0.03476039210960386
X940021	0.07377047645207133	0.015576966040420684	-0.04437557573896253
X940022	-0.0248225736689453	0.037179022378035956	0.005420362117313144
X940024	-0.012653802871733191	-0.018548600515578707	-0.004542645053898627
X940025	0.018818381511128243	0.0027328341229759428	0.021953863586909057
X940026	-0.018605605320066113	-0.043625333581562176	-0.0031585325757489025
X940027	-0.010304436764809466	-0.008807641938739735	0.004640427249689639
X940028	0.0064172330598524195	-0.007649870002173589	0.006974059473013279
X940029	-0.010295116032137473	0.0029507442855803085	0.00023796078030631127
X940031	0.005264188402455985	-0.0050596636324027455	0.007431685589068676
X940032	-0.0029073127005679682	-0.016143552699604435	-0.00326368418476306
X940034	-0.026290034716295853	-0.0009198540949824499	0.010485024473348252
X940040	0.03360173199096338	0.017671657651322906	-0.005831430510088634
X940043	-0.004247109049580749	0.001591462156414577	0.0013700584303095312
X940045	0.041350446381799244	0.006992332956381472	0.06520869390513045
X940047	0.0611074332147607	0.05524363120036091	-0.0488101143999015
X940048	0.017501076095172992	0.011133328806345981	0.008246790734905717
X940049	-0.004188324864323168	-0.010276473558143935	0.00459780891564489
X940050	-0.020376168920771518	0.02101967678204928	-0.014638527793835166
X940053	0.02006086799991085	0.0032167143193734104	-0.0036525174848251497
X940054	0.05758249577113875	0.05205532874603621	-0.007151939600066625
X940055	0.004753434886230033	-0.01019431525429048	0.0626495645529249
X940056	-0.07276796824270704	0.018423747147695742	0.009066722779395976
X940058	0.00452405847198135	-0.011410652068553372	0.01280008699713963
X940059	0.006446915766936918	-0.016358221632282142	-0.0008499193430813123
X940062	-0.026328640170874586	0.05973251974000244	-0.010065797554065885
X940069	0.0014845884140226272	-0.008660592475155219	-0.017420694220671124
X940071	0.013511853863565513	-0.016460718462919733	0.057782978728410046
X940072	-0.0015578359761408873	-0.010047222458088681	-0.00852490348932765
X940073	0.0748084005706513	-0.004883049805433509	0.013815231429798685
X940074	0.02351455027073054	0.0049321288798697465	-0.02146185352631617
X940079	0.04504379243064777	0.03305029474491146	-0.059516747392968285
X940080	0.00990811092303777	0.012996473240089106	-0.0008491244968489394
X940082	-0.0009900788555744625	0.07678202598369324	-0.00826809400740283
X940084	-0.04253684959826149	0.057527447193694264	-0.0025574897582693384
X940086	-0.035822244588630085	-0.028408887547940697	0.007034411068089608
X940089	-0.03550430721924932	0.0004570486839838395	-0.012605066721409037
X940091	0.061536889016945456	0.04576434628482186	0.10081964110042953
X940092	-0.05703893555395829	0.022812357928915276	0.0015492097048984408
X940093	0.005970301186159567	-0.004225031366109971	0.0021836846966351462
X940094	-0.08957681671529048	-0.04955257518663892	0.0528425943751216
