featureid	Propionibacteriaceae	Staphylococcus caprae or capitis	Staphylococcus epidermidis	Staphylococcus hominis	Other Staphylococci	Polyomavirus HPyV6	Polyomavirus HPyV7	Merkel Cell Polyomavirus	Malasseziaceae	Corynebacteriaceae	Micrococcaceae	Other families
X940001	0.1539624293521585	0.017644408818131264	0.0180108925461905	-0.059745851812752944	0.09628926977080063	0.040971293843251065	-0.030822088761978478	0.07215142453536567	-0.009348031182576735	0.34991502615100273	0.15795413792054883	0.017724339206990236
X940002	-0.021565871039706558	-0.12882894550084942	-0.3018419698596052	-0.20227057815672267	0.06371545642216933	-0.009437219766411743	-0.16414192410409414	-0.12300942072563552	0.021716163262035435	-0.08309820124409723	-0.12592854722560295	-0.14033899603259103
X940005	-0.050652031823921334	-0.19185414407515985	-0.3359633048319367	-0.2636107758794919	0.18893754047868525	0.6560987793201144	0.14181224410126722	0.07640087828833526	-0.10731146877266182	-0.028537778175069917	0.01881761005990626	-0.12538904495080339
X940007	0.38355433105053705	0.33550132143941086	0.24284770165321704	0.2985197336274099	0.3887930850223603	0.21478814586697295	0.2273824062256272	0.2750383750079602	0.4297186340045402	0.3306773750020198	0.2872234349498016	0.3125610092701
X940010	0.31523080109314694	-0.07038366219203582	0.7829368553595794	0.20484445017776598	0.4248810868838524	0.48894027452054345	0.7423095243839747	0.6478842174168441	-0.028059131245662252	0.30865318863790075	0.620511740018492	0.5824180632075687
X940013	0.1624307650381097	0.12066359739859292	0.035663136794845576	0.08363279854660921	0.2476256753995377	0.41025034562915985	0.21273988370826202	0.19373609590457957	0.1547768845073997	0.1683266891477005	0.17386312101982912	0.12305549673780847
X940014	0.7352064076543668	0.19474930025473616	-0.7727981258332598	-0.19934596211588196	0.9026146853560466	-0.5676126798483369	-0.6928008420805553	-0.259692065274524	1.1543673944169779	0.23181686730825107	-0.16831368627011498	0.007564693998755145
X940015	0.11596232626054678	0.042107447066273375	0.3696484793519689	0.15827603317195282	0.03140970798379364	-0.24949277170580483	0.10470703539802231	0.12359844260968751	0.04645440892848987	0.08337745644095423	0.14832662592496862	0.2188686516306141
X940019	0.4899271869988634	-0.018397502175125778	-0.6548970212783557	-0.2889275057711622	0.6077826838727527	-0.7267763032203978	-0.6863329053826909	-0.32152998387314263	0.7936751317632454	0.054086731327123216	-0.23755457388619403	-0.06667287953917989
X940021	0.44202245345788194	1.0029732363853514	-0.2283221289524114	0.6070717126388632	0.2648451774193339	0.10856707164543003	-0.21176640216960843	-0.06353875761415011	0.9485357473088055	0.4416599503860355	-0.01769030885265141	0.053174858943751846
X940022	-0.05006463227715399	-0.1374768827655867	0.3022979378961057	0.017342407432290978	-0.11499278634449991	-0.2702349259060885	0.06917954102102401	0.05081045334762775	-0.17590699998605816	-0.053391179985908754	0.06343677515160032	0.10909554281986225
X940024	0.10034311009956595	0.2186786160188198	0.039903842448216	0.15829084240308688	0.21221719927638838	0.8265009559909148	0.3916181418272603	0.2873030602444213	0.08137936119237735	0.21685291431802817	0.23500755945129856	0.10529782213533129
X940025	0.5975332182237917	0.41856599887719187	0.32929288962716574	0.36932271180683274	0.7027018126926294	0.5836586469811605	0.46189947081214866	0.5058024735190462	0.6087331006825057	0.5170673070603196	0.5026652827499853	0.48996634631170666
X940026	0.1513357132752827	0.2996685887387109	0.39240258900990577	0.33644451073043524	0.33155518147264795	1.4953600504327746	0.9123823622375251	0.6667258179202441	-0.03020612189660196	0.3973965195821128	0.5661764065484257	0.331745918021742
X940027	-0.2468472497493505	-0.3471529366638835	-0.18062413469299762	-0.29911938846853103	-0.12913087399672743	0.19675849932942016	0.021885016924224315	-0.056060574216157885	-0.36766790217044326	-0.20311016139019927	-0.093745249017924	-0.17844429693098862
