Eigvals	3
27.462941553065082	23.780995683164956	11.519108983283463

Proportion explained	3
0.5192736285438	0.3893697696980976	0.09135660175810244

Species	12	3
Propionibacteriaceae	8.892501900364437	-3.1135427267743054	2.582670885097401
Staphylococcus caprae or capitis	7.523001117841028	-2.3916839886289902	-8.968907363227542
Staphylococcus epidermidis	-6.825039809866277	13.134327876279318	0.5238372737090352
Staphylococcus hominis	12.465680204180053	7.413628683736954	4.704462009900841
Other Staphylococci	1.9596279698136703	-6.193875324012556	1.2040277527009047
Polyomavirus HPyV6	-12.419862626639725	-14.192720171252363	3.0872520991628636
Polyomavirus HPyV7	-9.821115491354224	3.212893123491562	-1.6090084621942784
Merkel Cell Polyomavirus	-7.458068259334167	3.0716666268081827	-1.3540723440626543
Malasseziaceae	7.183828024321761	-6.803895138690823	-1.2005219890837127
Corynebacteriaceae	5.456119744916528	0.4165898330897578	1.082283540502884
Micrococcaceae	-4.119497296320859	3.6705272264648587	-1.6314466677025747
Other families	-2.837175477922211	1.7760839794883894	1.579423265196851

Site	1225	3
X940001	0.0025354252997626756	-0.002046050853031012	0.004689233573608938
X940002	0.006949143547139716	-0.0065831159418320425	0.011834419219817819
X940005	-0.008143646911478102	-0.02278046026487299	0.015134708438108905
X940007	0.015127728327338089	0.003431335828378152	0.010400616828850018
X940010	-0.013937302862811378	0.016151175756737357	0.03730113297303394
X940013	-0.0008421217381745381	-0.00811943939414439	0.002659207138792679
X940014	-0.043278927371018225	-0.12014385084274201	0.047654008329681904
X940015	-0.011854661432571604	0.012902321812128293	0.0014149845204195005
X940019	0.030787762392345003	-0.06973347863617793	0.028442376496284612
X940021	0.04839360182709393	0.010615814445424962	-0.003511201936655547
X940022	0.0034996497097205107	0.02366761492406315	0.016047972064517756
X940024	-0.016422350849461313	-0.020311439797135723	-0.014793825756707147
X940025	0.018210607488810503	-0.0007907800682408598	0.018196635015473153
X940026	-0.03364035399873702	-0.01693105134305024	-0.0034437854561364446
X940027	-0.009519903807308196	-0.006881455551837616	0.015031889304651701
X940028	0.008223443361072535	-0.01375152351799919	0.010779399606433631
X940029	-0.005482391067092349	0.0035128711515077216	0.0034096008117894152
X940031	0.005825905460031047	-0.01039137042016593	0.0042546286157444475
X940032	-0.01718639728991932	-0.006076574689148553	-0.011410306646730605
X940034	-0.015222254763977682	-0.008712577965441486	-0.0013476385750308632
X940040	0.03157336787446517	0.008881624216695024	-0.001440748123657636
X940043	0.0038686925727281557	-0.008292686950627742	0.009626142468836326
